,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,agents,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2025-10-22 21:01:33.000000,2025-10-22 18:25:21,14623.0,19029.0,773.0,19525.0,160.0,8585.0,117861.0,Build context-aware reasoning applications.,3532.0,50,True,745.0,2025-10-22 17:27:35,langchain-qdrant==1.1.0,100.0,,langchain,,,,,275216.0,275216.0,https://pypi.org/project/langchain,80385620.0,80385620.0,,,,,,,,1.0,,,,,,,,,,,
11,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2025-10-23 00:10:47.000000,2025-10-23 00:10:47,11751.0,18955.0,1869.0,8413.0,222.0,12346.0,63501.0,Deep Learning for humans.,1436.0,50,True,131.0,2025-08-22 17:48:22,3.11.3,81.0,,keras,conda-forge/keras,,https://keras.io,['tensorflow'],304508.0,304508.0,https://pypi.org/project/keras,17611333.0,17680995.0,https://anaconda.org/conda-forge/keras,2025-08-14 14:37:18.300,4458393.0,,,,,1.0,,,,,,,,,,,
12,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-10-23 16:39:59.000000,2025-10-22 20:36:37,53351.0,7914.0,584.0,19614.0,1227.0,9791.0,21865.0,matplotlib: plotting with Python.,1855.0,49,True,355.0,2025-10-08 22:56:19,3.10.7,96.0,,matplotlib,conda-forge/matplotlib,,,,1856407.0,1856407.0,https://pypi.org/project/matplotlib,120876481.0,121396816.0,https://anaconda.org/conda-forge/matplotlib,2025-10-15 21:28:30.386,33301458.0,,,,,1.0,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-10-17 18:18:11.000000,2025-10-17 18:18:10,20114.0,2191.0,216.0,5700.0,65.0,3294.0,13144.0,Python Imaging Library (Fork).,491.0,49,True,251.0,2025-10-15 18:27:27,12.0.0,61.0,,Pillow,conda-forge/pillow,,,,2393072.0,2393072.0,https://pypi.org/project/Pillow,212256367.0,213236611.0,https://anaconda.org/conda-forge/pillow,2025-09-18 17:04:36.385,61755402.0,,,,,1.0,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-10-23 17:59:01.000000,2025-10-23 17:46:37,27711.0,6694.0,480.0,36059.0,2818.0,18825.0,39448.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1381.0,48,True,1545.0,2025-10-18 19:21:43,ray-2.50.1,100.0,,ray,conda-forge/ray-tune,,,,26529.0,26529.0,https://pypi.org/project/ray,30097503.0,30113184.0,https://anaconda.org/conda-forge/ray-tune,2025-10-22 09:47:50.322,909380.0,,,,,1.0,267.0,4.0,,,,,,,,,
15,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-10-23 15:31:40.000000,2025-10-22 23:14:19,8417.0,3779.0,320.0,7179.0,1152.0,4401.0,41911.0,Streamlit A faster way to build and share data apps.,299.0,47,True,405.0,2025-09-23 19:24:05,1.50.0,100.0,,streamlit,,,,,998885.0,998885.0,https://pypi.org/project/streamlit,18254048.0,18254048.0,,,,,,,,1.0,,,,,,,,,,,
16,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-10-23 16:06:40.167000,2025-10-23 15:32:54,9171.0,4789.0,315.0,13354.0,1546.0,3161.0,22619.0,The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI..,910.0,47,True,905.0,2025-10-22 19:07:21,3.5.1,108.0,,mlflow,conda-forge/mlflow,,,,65769.0,65769.0,https://pypi.org/project/mlflow,25072893.0,25129854.0,https://anaconda.org/conda-forge/mlflow,2025-10-23 16:06:40.167,3645532.0,,,,,1.0,,,,,,,,,,,
17,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-10-22 18:58:42.000000,2025-10-22 18:58:42,8261.0,2692.0,277.0,1966.0,679.0,2587.0,17882.0,The interactive graphing library for Python.,298.0,47,True,114.0,2025-10-02 15:58:03,6.3.1,111.0,,plotly,conda-forge/plotly,,,,459513.0,459513.0,https://pypi.org/project/plotly,36467065.0,36647191.0,https://anaconda.org/conda-forge/plotly,2025-10-03 02:15:51.222,11531825.0,,,,,1.0,542.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2710.0,,,,,,
18,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2025-10-22 13:25:43.000000,2025-10-22 13:25:43,61183.0,4755.0,284.0,14231.0,4577.0,9211.0,14019.0,A computer algebra system written in pure Python.,1414.0,47,True,489.0,2025-04-27 18:05:25,1.14.0,58.0,,sympy,conda-forge/sympy,,,,286023.0,286023.0,https://pypi.org/project/sympy,70726150.0,70892033.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,10532222.0,,,,,1.0,565859.0,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-10-22 23:18:27.000000,2025-10-22 23:18:27,7574.0,8314.0,890.0,6184.0,416.0,5147.0,27515.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",671.0,46,True,95.0,2025-10-21 21:09:34,3.1.1,72.0,,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,167607.0,167607.0,https://pypi.org/project/xgboost,31836057.0,31940895.0,https://anaconda.org/conda-forge/xgboost,2025-09-16 10:15:26.197,6596002.0,,,,,1.0,19578.0,,,,,,,,,,
20,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-10-23 15:07:28.000000,2025-10-23 15:07:28,56018.0,5700.0,709.0,56728.0,1009.0,18019.0,23336.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1448.0,46,True,1162.0,2025-09-08 13:41:01,3.2.0,67.0,,paddlepaddle,,,,['paddle'],8811.0,8811.0,https://pypi.org/project/paddlepaddle,1567992.0,1568132.0,,,,,,,,1.0,15463.0,,,,,,,,,,
21,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-10-23 17:42:35.000000,2025-10-23 09:38:53,3199.0,8807.0,225.0,5021.0,233.0,11698.0,47764.0,Ultralytics YOLO.,307.0,45,True,347.0,2025-10-22 13:21:05,8.3.220,100.0,,ultralytics,,,,,56825.0,56825.0,https://pypi.org/project/ultralytics,7617920.0,7618039.0,,,,,,,,1.0,717.0,,,,,,,,,,
22,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-10-23 17:04:11.000000,2025-10-23 17:04:09,7204.0,6355.0,260.0,8029.0,218.0,6529.0,44866.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1752.0,45,True,341.0,2025-10-15 19:10:56,0.14.5,100.0,,llama_index,,,,,23433.0,23433.0,https://pypi.org/project/llama_index,6384430.0,6384503.0,,,,,,,,2.0,960.0,,,,,,,,,,
23,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-10-23 16:25:55.000000,2025-10-22 20:15:39,8117.0,3069.0,186.0,5622.0,387.0,5703.0,40298.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",454.0,45,True,210.0,2025-10-08 20:13:16,gradio@5.49.1,100.0,,gradio,,,,,83582.0,83582.0,https://pypi.org/project/gradio,10143033.0,10143033.0,,,,,,,,1.0,,,,,,,,,,,
24,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-10-23 17:54:24.000000,2025-10-23 17:03:12,31410.0,3164.0,324.0,22905.0,1618.0,5013.0,33787.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",977.0,45,True,2130.0,2025-10-15 23:38:34,jax-v0.8.0,100.0,jax-ml/jax,jax,conda-forge/jaxlib,,,,46881.0,46881.0,https://pypi.org/project/jax,11656298.0,11706136.0,https://anaconda.org/conda-forge/jaxlib,2025-10-06 16:03:41.856,3189684.0,,,,,2.0,,,,,,,,,,,
25,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-10-23 16:47:03.000000,2025-10-23 15:57:05,10894.0,3511.0,251.0,10841.0,821.0,6610.0,30303.0,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",1043.0,45,True,203.0,2025-09-05 15:59:58,2.5.5,126.0,Lightning-AI/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],48460.0,48460.0,https://pypi.org/project/pytorch-lightning,11519753.0,11546881.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-09-05 19:54:11.216,1716480.0,,,,,2.0,15098.0,,,,,,,,,,
26,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-10-23 15:32:05.000000,2025-10-21 19:44:04,8741.0,2178.0,422.0,1355.0,524.0,1488.0,24191.0,Data Apps & Dashboards for Python. No JavaScript Required.,189.0,45,True,119.0,2025-07-31 19:20:26,3.2.0,118.0,,dash,conda-forge/dash,,,,89183.0,89183.0,https://pypi.org/project/dash,5328794.0,5361074.0,https://anaconda.org/conda-forge/dash,2025-08-11 10:03:34.775,2065880.0,,,,,1.0,117.0,,,,,,,,,,
27,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-10-22 02:49:30.000000,2025-10-22 02:49:30,14822.0,2862.0,445.0,1537.0,255.0,1611.0,14347.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,477.0,45,True,49.0,,,20.0,,nltk,conda-forge/nltk,,,,409914.0,409914.0,https://pypi.org/project/nltk,40040075.0,40102295.0,https://anaconda.org/conda-forge/nltk,2025-10-01 15:16:27.009,3422144.0,,,,,1.0,,,,,,,,,,,
28,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-10-22 17:12:21.000000,2025-10-22 17:12:21,15879.0,3113.0,283.0,4067.0,2756.0,2849.0,11026.0,Statsmodels: statistical modeling and econometrics in Python.,467.0,45,True,135.0,2025-07-07 10:26:06,0.14.5,30.0,,statsmodels,conda-forge/statsmodels,,,,178837.0,178837.0,https://pypi.org/project/statsmodels,23126655.0,23471015.0,https://anaconda.org/conda-forge/statsmodels,2025-10-01 05:55:58.268,22039059.0,,,,,2.0,36.0,,,,,,,,,,
29,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-10-22 10:39:28.000000,2025-10-22 10:38:10,6744.0,8992.0,485.0,3730.0,174.0,9931.0,60726.0,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the..",266.0,44,True,68.0,2025-10-16 12:58:29,3.3.0,25.0,,paddleocr,,,,['paddle'],6177.0,6177.0,https://pypi.org/project/paddleocr,709942.0,742983.0,,,,,,,,1.0,2015535.0,,,,,,,,,,
30,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2025-10-23 17:12:00.000000,2025-10-23 16:10:41,26725.0,4402.0,143.0,7993.0,1035.0,6365.0,30249.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",936.0,44,True,3098.0,2025-10-22 22:33:31,1.78.7-nightly,100.0,,litellm,,,,,17247.0,17247.0,https://pypi.org/project/litellm,32436613.0,32436885.0,,,,,,,,1.0,818.0,,,,,,,,,,
31,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-10-21 22:25:19.000000,2025-10-21 22:25:19,8129.0,3331.0,277.0,4346.0,184.0,3139.0,16271.0,Network Analysis in Python.,793.0,44,True,95.0,2025-05-29 11:58:31,networkx-3.5,62.0,,networkx,conda-forge/networkx,,,,430405.0,430405.0,https://pypi.org/project/networkx,127507799.0,127918299.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,25451053.0,,,,,1.0,113.0,,,,,,,,,,
32,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-10-22 11:17:16.000000,2025-10-22 11:17:16,9628.0,1774.0,206.0,6368.0,995.0,4446.0,13552.0,Parallel computing with task scheduling.,630.0,44,True,41.0,2025-10-14 19:49:44,2025.10.0,200.0,,dask,conda-forge/dask,,,,77423.0,77423.0,https://pypi.org/project/dask,19268930.0,19489050.0,https://anaconda.org/conda-forge/dask,2025-10-14 23:26:41.666,14307847.0,,,,,1.0,,,,,,stable/dask,,,,,
33,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-10-23 02:29:08.000000,2025-10-23 02:29:08,20072.0,1166.0,122.0,4097.0,41.0,1725.0,12915.0,A hyperparameter optimization framework.,319.0,44,True,413.0,2025-08-18 06:48:44,4.5.0,75.0,,optuna,conda-forge/optuna,,,,29756.0,29756.0,https://pypi.org/project/optuna,7564326.0,7617265.0,https://anaconda.org/conda-forge/optuna,2025-08-19 05:22:25.570,3388132.0,,,,,1.0,,,,,,,,,,,
34,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-10-23 18:12:59.000000,2025-10-22 22:10:06,8546.0,772.0,59.0,7027.0,685.0,3024.0,10440.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",223.0,44,True,348.0,2025-10-07 19:55:36,0.22.2,100.0,wandb/wandb,wandb,conda-forge/wandb,,,,84170.0,84170.0,https://pypi.org/project/wandb,20738797.0,20758358.0,https://anaconda.org/conda-forge/wandb,2025-10-07 23:32:59.329,1230806.0,,,,,1.0,1225.0,,,,,,,,,,
35,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2025-10-23 10:02:53.000000,2025-10-22 23:32:38,1773.0,5221.0,324.0,1953.0,39.0,1522.0,39562.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",266.0,43,True,200.0,2025-10-21 22:53:20,1.1.0,100.0,,crewai,,,,,17380.0,17380.0,https://pypi.org/project/crewai,1885319.0,1885319.0,,,,,,,,2.0,,,,,,,,,,,
36,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-10-23 10:20:04.000000,2025-10-14 19:03:43,20856.0,4189.0,426.0,6424.0,794.0,7229.0,20138.0,"Interactive Data Visualization in the browser, from Python.",715.0,43,True,57.0,,,72.0,,bokeh,conda-forge/bokeh,,,,104363.0,104363.0,https://pypi.org/project/bokeh,5218243.0,5495228.0,https://anaconda.org/conda-forge/bokeh,2025-08-30 08:43:51.245,17727059.0,,,,,1.0,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-10-21 06:25:02.000000,2025-10-21 06:25:00,3440.0,3760.0,427.0,4120.0,241.0,2806.0,19766.0,Open standard for machine learning interoperability.,365.0,43,True,163.0,2025-10-10 02:06:42,1.19.1,34.0,,onnx,conda-forge/onnx,,,,49316.0,49316.0,https://pypi.org/project/onnx,13184609.0,13217731.0,https://anaconda.org/conda-forge/onnx,2025-10-11 07:08:08.267,2103243.0,,,,,2.0,24865.0,,,,,,,,,,
38,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-10-21 16:24:33.000000,2025-10-17 19:34:27,5247.0,2158.0,1660.0,5204.0,409.0,2808.0,13538.0,WebGL2 powered visualization framework.,305.0,43,True,50.0,2025-10-16 22:26:55,9.2.2,100.0,,pydeck,conda-forge/pydeck,,,['jupyter'],9236.0,9236.0,https://pypi.org/project/pydeck,15326342.0,16038251.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,842639.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,698534.0,,,,,,
39,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-10-22 14:46:58.000000,2025-10-22 14:46:56,1865.0,1192.0,96.0,1897.0,92.0,1814.0,9221.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",370.0,43,True,52.0,2025-10-20 16:08:58,1.11.0,69.0,,accelerate,conda-forge/accelerate,,,['pytorch'],105059.0,105059.0,https://pypi.org/project/accelerate,16933247.0,16946888.0,https://anaconda.org/conda-forge/accelerate,2025-08-25 21:38:27.570,654777.0,,,,,1.0,,,,,,,,,,,
40,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2025-10-23 00:38:09.000000,2025-10-23 00:38:04,4684.0,13165.0,872.0,4020.0,1850.0,6620.0,154603.0,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models.",537.0,42,True,265.0,2025-10-15 23:02:31,0.12.6,100.0,ollama/ollama,,,,,,71.0,71.0,,,4932809.0,,,,,,,,2.0,83857766.0,,,,,,,,,,
41,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-10-20 23:32:24.000000,2025-10-20 23:32:24,2983.0,4933.0,315.0,667.0,50.0,958.0,35546.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",182.0,42,True,82.0,2025-09-21 17:28:50,1.0.20,70.0,huggingface/pytorch-image-models,timm,conda-forge/timm,,,['pytorch'],61678.0,61678.0,https://pypi.org/project/timm,11169343.0,11285298.0,https://anaconda.org/conda-forge/timm,2025-09-26 16:41:30.678,468992.0,,,,,1.0,8355401.0,,,,,,,,,,
42,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-10-16 19:32:28.000000,2025-10-16 19:32:24,2873.0,3358.0,241.0,1114.0,626.0,2031.0,24595.0,A game theoretic approach to explain the output of any machine learning model.,280.0,42,True,19.0,2025-10-14 09:19:03,0.49.1,61.0,shap/shap,shap,conda-forge/shap,,,,35483.0,35483.0,https://pypi.org/project/shap,9413294.0,9542300.0,https://anaconda.org/conda-forge/shap,2025-06-17 14:18:04.461,7482362.0,,,,,1.0,,,,,,,,,,,
