,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-11-14 14:52:18.000000,2024-11-14 14:52:18,11884.0,918.0,15051.0,690.0,15867.0,486.0,7381.0,94839.0,Build context-aware reasoning applications.,2958.0,49,True,2024-11-13 17:59:04,langchain-xai==0.1.0,100.0,langchain,,,,,147046.0,147046.0,https://pypi.org/project/langchain,21220455.0,21220455.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-11-14 15:02:42.000000,2024-11-14 12:58:52,51337.0,394.0,7481.0,592.0,18546.0,1201.0,9364.0,20293.0,matplotlib: plotting with Python.,1746.0,48,True,2024-08-13 00:10:52,3.9.2,88.0,matplotlib,conda-forge/matplotlib,,,,1412087.0,1412087.0,https://pypi.org/project/matplotlib,68197819.0,68703544.0,https://anaconda.org/conda-forge/matplotlib,2024-11-08 00:49:06.836,26803433.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-11-10 10:33:21.000000,2024-11-10 10:32:54,18804.0,479.0,2098.0,220.0,5172.0,82.0,3107.0,12289.0,Python Imaging Library (Fork).,480.0,48,True,2024-10-15 14:29:17,11.0.0,57.0,Pillow,conda-forge/pillow,,,,1909995.0,1909995.0,https://pypi.org/project/Pillow,117840659.0,118729994.0,https://anaconda.org/conda-forge/pillow,2024-10-18 22:08:55.292,46245438.0,,,,,1.0,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-11-14 14:28:27.000000,2024-11-14 14:28:26,59155.0,464.0,4372.0,291.0,13499.0,4424.0,8906.0,12998.0,A computer algebra system written in pure Python.,1338.0,47,True,2024-09-18 21:54:45,1.13.3,55.0,sympy,conda-forge/sympy,,,,188300.0,188300.0,https://pypi.org/project/sympy,29731038.0,29866274.0,https://anaconda.org/conda-forge/sympy,2024-10-09 14:38:28.134,7084044.0,,,,,1.0,550827.0,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-11-14 18:16:44.000000,2024-11-14 17:44:21,6820.0,269.0,3058.0,320.0,5108.0,952.0,3698.0,35691.0,Streamlit A faster way to build and share data apps.,246.0,46,True,2024-11-11 19:48:58,1.40.1,86.0,streamlit,,,,,582532.0,582532.0,https://pypi.org/project/streamlit,7058846.0,7058846.0,,,,,,,,1.0,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-11-12 21:50:22.000000,2024-11-12 21:50:22,7186.0,148.0,8230.0,908.0,5671.0,401.0,4914.0,26297.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",652.0,46,True,2024-10-23 14:31:13,2.1.2,60.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,116019.0,116019.0,https://pypi.org/project/xgboost,26537323.0,26642009.0,https://anaconda.org/conda-forge/xgboost,2024-10-29 21:33:36.986,5438917.0,,,,,1.0,11840.0,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-11-14 17:04:58.000000,2024-11-14 17:04:58,23038.0,613.0,5672.0,474.0,29555.0,3647.0,15243.0,33983.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1093.0,45,True,2024-11-13 19:50:19,ray-2.39.0,98.0,ray,conda-forge/ray-tune,,,,18919.0,18919.0,https://pypi.org/project/ray,6098454.0,6108210.0,https://anaconda.org/conda-forge/ray-tune,2024-10-30 16:31:33.519,458441.0,,,,,1.0,242.0,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-11-14 18:00:22.000000,2024-11-14 18:00:18,24134.0,1619.0,2760.0,337.0,16273.0,1430.0,4285.0,30492.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",784.0,45,True,2024-10-22 21:01:49,jax-v0.4.35,100.0,jax,conda-forge/jaxlib,,,,32661.0,32661.0,https://pypi.org/project/jax,4223184.0,4258280.0,https://anaconda.org/conda-forge/jaxlib,2024-10-24 10:52:07.546,1860128.0,,,,,1.0,,jax-ml/jax,,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-11-14 15:42:38.000000,2024-11-14 15:42:38,51638.0,1180.0,5444.0,716.0,50754.0,966.0,17454.0,22256.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1297.0,45,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,,['paddle'],6304.0,6304.0,https://pypi.org/project/paddlepaddle,326625.0,326780.0,,,,,,,,1.0,15412.0,,,,,,,,,,,
19,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-11-14 18:03:04.000000,2024-11-14 17:45:59,7160.0,451.0,2513.0,275.0,1743.0,536.0,2461.0,16286.0,The interactive graphing library for Python This project now includes Plotly Express!.,281.0,45,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,324328.0,324328.0,https://pypi.org/project/plotly,19575225.0,19722204.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,7449383.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,9028.0,,,,,,,
20,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-11-14 16:42:05.000000,2024-11-14 16:42:05,15567.0,102.0,2705.0,283.0,3956.0,2665.0,2798.0,10141.0,Statsmodels: statistical modeling and econometrics in Python.,447.0,45,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,142211.0,142211.0,https://pypi.org/project/statsmodels,16320640.0,16616990.0,https://anaconda.org/conda-forge/statsmodels,2024-10-03 20:40:26.151,15706569.0,,,,,1.0,35.0,,,,,,,,,,,
21,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-11-14 10:47:13.000000,2024-11-13 22:51:24,1879.0,409.0,6049.0,184.0,3243.0,1049.0,8344.0,32533.0,Ultralytics YOLO11.,200.0,44,True,2024-11-13 22:52:29,8.3.31,100.0,ultralytics,,,,,28974.0,28974.0,https://pypi.org/project/ultralytics,5142724.0,5142724.0,,,,,,,,1.0,,,,,,,,,,,,
22,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-10-23 10:43:24.000000,2024-10-23 10:42:54,16212.0,78.0,4322.0,563.0,4025.0,139.0,5521.0,30202.0,Industrial-strength Natural Language Processing (NLP) in Python.,762.0,44,True,2024-10-01 18:19:33,release-v3.8.2,100.0,spacy,conda-forge/spacy,,,,104537.0,104537.0,https://pypi.org/project/spacy,12817859.0,12902581.0,https://anaconda.org/conda-forge/spacy,2024-09-22 12:43:59.353,4489943.0,,,,,1.0,577.0,,,,,,,,,,,
23,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-11-14 09:56:59.000000,2024-11-14 09:55:30,6790.0,418.0,4112.0,303.0,9543.0,1324.0,2615.0,18765.0,Open source platform for the machine learning lifecycle.,794.0,44,True,2024-10-31 08:34:32,2.17.2,100.0,mlflow,conda-forge/mlflow,,,,45934.0,45934.0,https://pypi.org/project/mlflow,17800696.0,17847446.0,https://anaconda.org/conda-forge/mlflow,2024-11-01 09:55:36.068,2477761.0,,,,,1.0,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-11-14 13:06:55.000000,2024-11-14 13:06:55,8393.0,112.0,1678.0,212.0,6033.0,906.0,4304.0,12592.0,Parallel computing with task scheduling.,613.0,44,True,2024-11-13 15:16:28,2024.11.2,187.0,dask,conda-forge/dask,,,,66677.0,66677.0,https://pypi.org/project/dask,13037535.0,13263854.0,https://anaconda.org/conda-forge/dask,2024-11-13 19:59:58.331,12221275.0,,,,,1.0,,,,,,stable/dask,,,,,,
25,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-11-14 14:01:39.000000,2024-11-14 14:01:39,11132.0,246.0,18803.0,1914.0,7561.0,241.0,11966.0,62026.0,Deep Learning for humans.,1345.0,43,True,2024-10-03 19:44:23,3.6.0,71.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,13901145.0,13972706.0,https://anaconda.org/conda-forge/keras,2024-10-07 20:46:42.672,3792740.0,,,,,2.0,,,,,,,,,,,,
26,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-11-14 18:00:00.000000,2024-11-14 16:18:52,5584.0,638.0,5161.0,242.0,6251.0,549.0,4941.0,36706.0,LlamaIndex is a data framework for your LLM applications.,1322.0,43,True,2024-11-12 05:05:19,0.11.23,100.0,llama-index,,,,,13954.0,13954.0,https://pypi.org/project/llama-index,3055621.0,3055709.0,,,,,,,,1.0,797.0,,,,,,,,,,,
27,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-11-14 17:38:15.000000,2024-11-13 20:54:00,7204.0,231.0,2543.0,177.0,4589.0,425.0,4555.0,33938.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",343.0,43,True,2024-11-04 23:11:42,gradio@5.5.0,100.0,gradio,,,,,46335.0,46335.0,https://pypi.org/project/gradio,6775031.0,6775031.0,,,,,,,,1.0,,,,,,,,,,,,
28,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-11-13 20:10:13.000000,2024-11-13 19:42:14,10449.0,37.0,3321.0,249.0,10309.0,813.0,6323.0,28377.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",982.0,43,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],38542.0,38542.0,https://pypi.org/project/pytorch-lightning,6840311.0,6865823.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1338765.0,,,,,2.0,10376.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
29,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-11-12 15:18:14.000000,2024-11-04 20:26:22,7740.0,149.0,2026.0,426.0,1150.0,458.0,1360.0,21479.0,Data Apps & Dashboards for Python. No JavaScript Required.,167.0,43,True,2024-11-04 21:17:37,2.18.2,110.0,dash,conda-forge/dash,,,,71805.0,71805.0,https://pypi.org/project/dash,3710806.0,3740156.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1555535.0,,,,,1.0,86.0,,,,,,,,,,,
30,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-11-13 07:32:07.000000,2024-11-13 07:32:03,20639.0,67.0,4136.0,438.0,6205.0,742.0,6996.0,19369.0,"Interactive Data Visualization in the browser, from Python.",702.0,43,True,,,66.0,bokeh,conda-forge/bokeh,,,,94538.0,94538.0,https://pypi.org/project/bokeh,4161849.0,4451262.0,https://anaconda.org/conda-forge/bokeh,2024-11-07 07:28:52.498,15338906.0,,,,,1.0,,,,,,,,,,,,
31,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-11-14 17:34:20.000000,2024-11-14 15:54:36,2912.0,131.0,3607.0,437.0,3462.0,293.0,2547.0,17924.0,Open standard for machine learning interoperability.,326.0,43,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,,35845.0,35845.0,https://pypi.org/project/onnx,6064048.0,6089307.0,https://anaconda.org/conda-forge/onnx,2024-10-21 21:30:32.889,1324914.0,,,,,1.0,22252.0,,,,,,,,,,,
32,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-11-13 05:09:59.000000,2024-11-05 12:04:38,3599.0,43.0,3758.0,434.0,3289.0,341.0,3075.0,16694.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",320.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,,39887.0,39887.0,https://pypi.org/project/lightgbm,9849470.0,9908873.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2838777.0,,,,,2.0,239161.0,,,,,,,,,,,
33,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-11-14 18:02:59.000000,2024-11-14 18:02:56,5015.0,57.0,2061.0,1671.0,4882.0,320.0,2731.0,12252.0,WebGL2 powered visualization framework.,275.0,43,True,2024-11-08 14:03:16,9.0.35,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],8302.0,8302.0,https://pypi.org/project/pydeck,5980279.0,6614466.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,641681.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,622930.0,,,,,,,
34,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-11-14 08:28:09.000000,2024-11-14 08:28:09,18430.0,273.0,1025.0,119.0,3704.0,59.0,1619.0,10902.0,A hyperparameter optimization framework.,277.0,43,True,2024-11-11 05:20:54,4.1.0,67.0,optuna,conda-forge/optuna,,,,19036.0,19036.0,https://pypi.org/project/optuna,3796952.0,3831960.0,https://anaconda.org/conda-forge/optuna,2024-11-13 05:15:17.167,1855461.0,,,,,1.0,,,,,,,,,,,,
35,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-11-13 19:24:35.000000,2024-11-13 19:24:01,2558.0,132.0,4656.0,313.0,536.0,50.0,877.0,32257.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",154.0,42,True,2024-10-16 21:19:16,1.0.11,61.0,timm,conda-forge/timm,,,['pytorch'],40252.0,40252.0,https://pypi.org/project/timm,5785673.0,5899947.0,https://anaconda.org/conda-forge/timm,2024-10-17 16:34:27.541,263823.0,,,,,1.0,7207325.0,huggingface/pytorch-image-models,,,,,,,,,,
36,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-11-09 20:06:06.000000,2024-11-08 20:25:05,2774.0,41.0,3212.0,245.0,981.0,726.0,1819.0,22872.0,A game theoretic approach to explain the output of any machine learning model.,253.0,42,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,21868.0,21868.0,https://pypi.org/project/shap,6258710.0,6350067.0,https://anaconda.org/conda-forge/shap,2024-11-07 10:36:48.494,4293800.0,,,,,1.0,,shap/shap,,,,,-1.0,,,,,
37,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-11-14 00:46:58.000000,2024-11-14 00:46:58,7827.0,68.0,3173.0,277.0,3921.0,178.0,3037.0,14957.0,Network Analysis in Python.,755.0,42,True,2024-10-21 12:40:41,networkx-3.4.2,60.0,networkx,conda-forge/networkx,,,,314442.0,314442.0,https://pypi.org/project/networkx,64792278.0,65156745.0,https://anaconda.org/conda-forge/networkx,2024-11-13 18:04:48.334,18587853.0,,,,,1.0,76.0,,,,,,,,,,,
38,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-11-12 20:38:04.000000,2024-11-10 21:37:06,1349.0,71.0,2376.0,244.0,624.0,159.0,1200.0,14727.0,Download market data from Yahoo! Finances API.,126.0,42,True,2024-11-10 21:38:29,0.2.49,86.0,yfinance,ranaroussi/yfinance,,,,51071.0,51071.0,https://pypi.org/project/yfinance,3279582.0,3282007.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,97030.0,,,,,1.0,,,,,,,1.0,,,,,
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-11-12 04:07:06.000000,2024-11-12 04:07:05,9357.0,44.0,1173.0,135.0,5537.0,231.0,4482.0,13893.0,Data Versioning and ML Experiments.,306.0,42,True,2024-10-23 02:15:21,3.56.0,322.0,dvc,conda-forge/dvc,,,,19045.0,19045.0,https://pypi.org/project/dvc,614403.0,658925.0,https://anaconda.org/conda-forge/dvc,2024-10-23 06:04:08.856,2359670.0,,,,,1.0,,,,,,,,dvc,dvc,dvc,,
40,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2024-11-14 17:40:01.000000,2024-11-14 17:25:07,18331.0,1802.0,1616.0,75.0,3014.0,651.0,2910.0,13844.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",358.0,42,True,2024-11-14 06:07:53,1.52.5-stable,100.0,litellm,,,,,4501.0,4501.0,https://pypi.org/project/litellm,3450294.0,3450483.0,,,,,,,,1.0,378.0,,,,,,1.0,,,,,
41,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-11-11 06:24:40.000000,2024-11-11 06:24:40,14683.0,39.0,2798.0,463.0,1495.0,252.0,1561.0,13618.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,462.0,42,True,,,19.0,nltk,conda-forge/nltk,,,,320792.0,320792.0,https://pypi.org/project/nltk,20703935.0,20769078.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2866296.0,,,,,1.0,,,,,,,-1.0,,,,,
42,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-11-13 21:59:26.000000,2024-11-13 21:30:24,3817.0,74.0,761.0,140.0,1518.0,192.0,1836.0,9358.0,Declarative statistical visualization library for Python.,173.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,,175295.0,175295.0,https://pypi.org/project/altair,22746036.0,22817308.0,https://anaconda.org/conda-forge/altair,2024-10-02 18:03:41.017,2494464.0,,,,,1.0,195.0,vega/altair,,,,,,,,,,
