,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-07-18 17:55:33.000000,2024-07-18 15:53:48,10438.0,1590.0,13810.0,677.0,13707.0,677.0,6533.0,89364.0,Build context-aware reasoning applications.,2664.0,49,True,2024-07-17 23:30:04,langchain-core==0.2.21,100.0,langchain,,,,,105261.0,105261.0,https://pypi.org/project/langchain,8924421.0,8924421.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-07-18 16:35:39.000000,2024-07-17 14:15:46,50690.0,483.0,7342.0,595.0,18188.0,1190.0,9184.0,19696.0,matplotlib: plotting with Python.,1696.0,48,True,2024-07-04 07:18:52,3.9.1,86.0,matplotlib,conda-forge/matplotlib,,,,1265713.0,1265713.0,https://pypi.org/project/matplotlib,55559162.0,56064002.0,https://anaconda.org/conda-forge/matplotlib,2024-07-13 00:03:34.498,24737169.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-07-18 16:07:30.000000,2024-07-18 12:46:02,18182.0,498.0,2067.0,221.0,4955.0,79.0,3041.0,11920.0,Python Imaging Library (Fork).,474.0,48,True,2024-07-01 09:51:39,10.4.0,56.0,Pillow,conda-forge/pillow,,,,1746976.0,1746976.0,https://pypi.org/project/Pillow,89117162.0,89984343.0,https://anaconda.org/conda-forge/pillow,2024-07-02 08:21:06.154,41624702.0,,,,,1.0,,,,,,,,,,,,
13,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-07-18 17:59:36.000000,2024-07-18 17:35:36,6475.0,208.0,2883.0,312.0,4659.0,857.0,3475.0,33442.0,Streamlit A faster way to build and share data apps.,234.0,46,True,2024-06-20 18:02:27,1.36.0,80.0,streamlit,,,,,441814.0,441814.0,https://pypi.org/project/streamlit,4678631.0,4678631.0,,,,,,,,1.0,,,,,,,,,,,,
14,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-07-18 13:46:59.000000,2024-07-18 13:46:59,58300.0,633.0,4274.0,295.0,13259.0,4380.0,8793.0,12618.0,A computer algebra system written in pure Python.,1313.0,46,True,2024-07-08 19:16:44,1.13.0,52.0,sympy,conda-forge/sympy,,,,153323.0,153323.0,https://pypi.org/project/sympy,21314074.0,21438925.0,https://anaconda.org/conda-forge/sympy,2024-07-15 00:57:43.286,6036146.0,,,,,1.0,545129.0,,,,,,,,,,,
15,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-07-18 18:00:17.000000,2024-07-18 15:23:16,21926.0,1595.0,2633.0,329.0,14463.0,1367.0,3976.0,29218.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",719.0,45,True,2024-06-18 15:07:18,jaxlib-v0.4.30,100.0,jax,conda-forge/jaxlib,,,,27764.0,27764.0,https://pypi.org/project/jax,3474458.0,3503221.0,https://anaconda.org/conda-forge/jaxlib,2024-07-12 12:29:28.390,1409402.0,,,,,1.0,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-07-18 17:13:59.000000,2024-07-18 17:04:17,6984.0,169.0,8192.0,912.0,5376.0,396.0,4825.0,25824.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",647.0,45,True,2024-06-20 07:46:36,2.1.0,58.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,99587.0,99587.0,https://pypi.org/project/xgboost,17012226.0,17116958.0,https://anaconda.org/conda-forge/xgboost,2024-04-18 01:21:37.436,5023770.0,,,,,1.0,8894.0,,,,,,,,,,,
17,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-07-18 15:06:08.000000,2024-07-18 10:22:01,49603.0,1646.0,5357.0,719.0,47841.0,961.0,17194.0,21905.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1221.0,45,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,,['paddle'],5494.0,5494.0,https://pypi.org/project/paddlepaddle,187083.0,187244.0,,,,,,,,1.0,15379.0,,,,,,,,,,,
18,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-07-18 02:44:33.000000,2024-07-16 07:26:46,15373.0,57.0,2668.0,282.0,3904.0,2637.0,2770.0,9759.0,Statsmodels: statistical modeling and econometrics in Python.,433.0,45,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,,129843.0,129843.0,https://pypi.org/project/statsmodels,15326750.0,15610831.0,https://anaconda.org/conda-forge/statsmodels,2024-05-17 10:41:00.825,13920005.0,,,,,1.0,33.0,,,,,,,,,,,
19,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-07-18 17:59:29.000000,2024-07-18 17:21:39,22190.0,820.0,5377.0,474.0,28367.0,3360.0,14672.0,32143.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1048.0,44,True,2024-07-10 16:40:35,ray-2.32.0,90.0,ray,conda-forge/ray-tune,,,,16730.0,16730.0,https://pypi.org/project/ray,3424064.0,3430536.0,https://anaconda.org/conda-forge/ray-tune,2024-07-11 02:28:07.396,278230.0,,,,,1.0,221.0,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-07-12 18:55:11.000000,2024-06-26 07:41:23,16134.0,10.0,4250.0,558.0,4007.0,103.0,5509.0,29310.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,44,True,2024-06-05 07:57:36,3.7.5,100.0,spacy,conda-forge/spacy,,,,93799.0,93799.0,https://pypi.org/project/spacy,8744334.0,8819059.0,https://anaconda.org/conda-forge/spacy,2024-07-04 07:17:24.916,3661572.0,,,,,1.0,,,,,,,,,,,,
21,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-07-18 08:18:55.000000,2024-07-18 08:18:55,10377.0,109.0,3247.0,247.0,10203.0,706.0,6260.0,27546.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",965.0,44,True,2024-07-08 20:42:09,2.3.3,117.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],34576.0,34576.0,https://pypi.org/project/pytorch-lightning,5001731.0,5026506.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-07-09 04:22:49.902,1203380.0,,,,,2.0,8033.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-07-18 15:07:48.000000,2024-07-18 11:59:08,6240.0,520.0,3928.0,294.0,8696.0,1230.0,2502.0,17965.0,Open source platform for the machine learning lifecycle.,747.0,44,True,2024-07-12 06:26:55,2.14.3,96.0,mlflow,conda-forge/mlflow,,,,38994.0,38994.0,https://pypi.org/project/mlflow,13221204.0,13263966.0,https://anaconda.org/conda-forge/mlflow,2024-07-12 13:10:32.141,2095349.0,,,,,1.0,,,,,,,,,,,,
23,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-07-18 15:56:19.000000,2024-07-18 15:56:16,6509.0,63.0,2476.0,271.0,1660.0,462.0,2421.0,15735.0,The interactive graphing library for Python This project now includes Plotly Express!.,263.0,44,True,2024-05-01 14:04:11,5.22.0,100.0,plotly,conda-forge/plotly,,,,284565.0,284565.0,https://pypi.org/project/plotly,13926431.0,14062455.0,https://anaconda.org/conda-forge/plotly,2024-05-04 13:44:40.868,6342894.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,9167.0,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-07-18 15:25:32.000000,2024-07-17 16:25:46,8241.0,78.0,1661.0,211.0,5878.0,888.0,4200.0,12260.0,Parallel computing with task scheduling.,602.0,44,True,2024-07-05 19:36:49,2024.7.0,177.0,dask,conda-forge/dask,,,,62416.0,62416.0,https://pypi.org/project/dask,8756028.0,8985842.0,https://anaconda.org/conda-forge/dask,2024-07-07 02:15:11.190,11490731.0,,,,,1.0,,,,,,stable/dask,,,,,,
25,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-07-18 13:32:49.000000,2024-07-18 04:12:03,10826.0,249.0,18709.0,1914.0,7317.0,215.0,11783.0,61338.0,Deep Learning for humans.,1315.0,43,True,2024-06-26 15:42:10,3.4.1,69.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,13443929.0,13517316.0,https://anaconda.org/conda-forge/keras,2024-07-17 08:55:59.571,3595995.0,,,,,2.0,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-07-18 14:15:13.000000,2024-07-18 11:25:50,6830.0,310.0,2282.0,168.0,3960.0,490.0,4000.0,31031.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",310.0,43,True,2024-07-12 19:51:33,gradio@4.38.1,100.0,gradio,,,,,35597.0,35597.0,https://pypi.org/project/gradio,6227578.0,6227578.0,,,,,,,,1.0,,,,,,,,,,,,
27,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-07-18 10:10:18.000000,2024-07-18 10:10:18,2715.0,67.0,3147.0,240.0,910.0,776.0,1712.0,22173.0,A game theoretic approach to explain the output of any machine learning model.,244.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,18886.0,18886.0,https://pypi.org/project/shap,6870482.0,6945763.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,3237083.0,,,,,1.0,,shap/shap,,,,,,,,,,
28,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-07-18 17:38:39.000000,2024-07-18 17:38:39,20553.0,91.0,4117.0,442.0,6113.0,742.0,6928.0,19066.0,"Interactive Data Visualization in the browser, from Python.",696.0,43,True,,,62.0,bokeh,conda-forge/bokeh,,,,90015.0,90015.0,https://pypi.org/project/bokeh,3606856.0,3900100.0,https://anaconda.org/conda-forge/bokeh,2024-07-10 15:34:46.331,14368982.0,,,,,1.0,,,,,,,,,,,,
29,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-07-18 04:33:28.000000,2024-07-18 04:16:26,2767.0,51.0,3574.0,435.0,3263.0,289.0,2456.0,17302.0,Open standard for machine learning interoperability.,318.0,43,True,2024-05-23 17:50:05,1.16.1,29.0,onnx,conda-forge/onnx,,,,30568.0,30568.0,https://pypi.org/project/onnx,4377725.0,4400334.0,https://anaconda.org/conda-forge/onnx,2024-05-24 08:39:44.809,1095074.0,,,,,1.0,21193.0,,,,,,,,,,,
30,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-07-18 02:05:10.000000,2024-07-16 21:05:00,3526.0,77.0,3733.0,437.0,3196.0,333.0,3011.0,16379.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",310.0,43,True,2024-06-15 04:08:32,4.4.0,32.0,lightgbm,conda-forge/lightgbm,,,,35128.0,35128.0,https://pypi.org/project/lightgbm,7286428.0,7342091.0,https://anaconda.org/conda-forge/lightgbm,2024-07-03 07:58:04.702,2439674.0,,,,,2.0,228553.0,,,,,,,,,,,
31,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-07-13 10:31:47.000000,2024-07-08 22:54:13,14575.0,56.0,2759.0,464.0,1470.0,266.0,1522.0,13259.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,456.0,43,True,,,17.0,nltk,conda-forge/nltk,,,,290255.0,290255.0,https://pypi.org/project/nltk,16192980.0,16220834.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2646203.0,,,,,1.0,,,,,,,,,,,,
32,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-07-16 21:46:33.000000,2024-07-14 17:31:45,4941.0,98.0,2043.0,1684.0,4796.0,283.0,2702.0,11936.0,WebGL2 powered visualization framework.,268.0,43,True,2024-07-14 18:00:45,9.0.23,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7827.0,7827.0,https://pypi.org/project/pydeck,3540362.0,4145586.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,562668.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,594608.0,,,,,,,
33,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-07-18 17:50:02.000000,2024-07-18 12:31:14,4718.0,746.0,4635.0,241.0,5272.0,638.0,3875.0,33716.0,LlamaIndex is a data framework for your LLM applications.,1083.0,42,True,2024-07-12 02:02:34,0.10.55,100.0,llama-index,,,,,10231.0,10231.0,https://pypi.org/project/llama-index,913726.0,913844.0,,,,,,,,1.0,832.0,,,,,,1.0,,,,,
34,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-07-18 17:30:34.000000,2024-07-18 17:25:38,1372.0,269.0,5089.0,156.0,2542.0,620.0,7288.0,26310.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,164.0,42,True,2024-07-18 17:27:15,8.2.60,34.0,ultralytics,,,,,20930.0,20930.0,https://pypi.org/project/ultralytics,2519318.0,2519324.0,,,,,,,,1.0,38.0,,,,,,,,,,,
35,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-07-17 13:31:36.000000,2024-07-16 18:27:03,7559.0,129.0,1971.0,419.0,1088.0,589.0,1142.0,20910.0,Data Apps & Dashboards for Python. No JavaScript Required.,159.0,42,True,2024-06-12 15:55:56,2.17.1,108.0,dash,conda-forge/dash,,,,66058.0,66058.0,https://pypi.org/project/dash,2439936.0,2468128.0,https://anaconda.org/conda-forge/dash,2024-06-13 04:02:02.712,1381393.0,,,,,1.0,75.0,,,,,,1.0,,,,,
36,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-07-18 15:32:05.000000,2024-07-18 10:20:59,7748.0,72.0,3108.0,282.0,3829.0,173.0,3011.0,14496.0,Network Analysis in Python.,732.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,,273892.0,273892.0,https://pypi.org/project/networkx,47166606.0,47522065.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,16706614.0,,,,,1.0,71.0,,,,,,,,,,,
37,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-07-15 15:14:58.000000,2024-07-11 11:23:32,3236.0,5.0,1820.0,261.0,1114.0,140.0,2389.0,12219.0,Statistical data visualization in Python.,213.0,42,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,438294.0,438294.0,https://pypi.org/project/seaborn,15945671.0,16137270.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,9388243.0,,,,,1.0,414.0,,,,,,,,,,,
38,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-07-18 18:07:09.000000,2024-07-17 20:24:07,6707.0,340.0,626.0,60.0,4764.0,847.0,2359.0,8634.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,185.0,42,True,2024-07-03 18:24:55,0.17.4,100.0,wandb,conda-forge/wandb,,,,50044.0,50044.0,https://pypi.org/project/wandb,10922249.0,10933756.0,https://anaconda.org/conda-forge/wandb,2024-06-27 19:54:28.094,552326.0,,,,,1.0,77.0,wandb/wandb,,,,,,,,,,
39,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-07-17 20:11:09.000000,2024-07-15 22:50:25,5842.0,24.0,1613.0,193.0,5011.0,616.0,1235.0,6618.0,TensorFlows Visualization Toolkit.,320.0,42,True,2024-06-07 20:40:47,2.17.0,61.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],247614.0,247614.0,https://pypi.org/project/tensorboard,20673014.0,20771670.0,https://anaconda.org/conda-forge/tensorboard,2024-06-11 13:46:35.015,4834145.0,,,,,1.0,,,,,,,,,,,,
40,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-07-18 13:04:21.000000,2024-07-15 20:02:27,14035.0,69.0,2145.0,186.0,4437.0,560.0,2084.0,5961.0,Image processing in Python.,665.0,42,True,2024-06-18 19:05:37,0.24.0,32.0,scikit-image,conda-forge/scikit-image,,,,188960.0,188960.0,https://pypi.org/project/scikit-image,9285450.0,9418644.0,https://anaconda.org/conda-forge/scikit-image,2024-06-27 18:46:03.341,6526528.0,,,,,1.0,,,,,,,,,,,,
41,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-07-18 16:25:29.000000,2024-07-18 16:25:29,2357.0,147.0,4544.0,315.0,496.0,53.0,836.0,30820.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",144.0,41,True,2024-06-19 06:52:36,1.0.7,57.0,timm,conda-forge/timm,,,['pytorch'],32644.0,32644.0,https://pypi.org/project/timm,4408593.0,4522272.0,https://anaconda.org/conda-forge/timm,2024-06-20 21:36:56.536,188350.0,,,,,1.0,6804892.0,huggingface/pytorch-image-models,,,,,,,,,,
42,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-07-18 16:25:50.000000,2024-07-08 12:29:06,7575.0,99.0,3501.0,252.0,3069.0,836.0,2635.0,20638.0,Graph Neural Network Library for PyTorch.,503.0,41,True,2024-04-19 11:37:44,2.5.3,40.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],6115.0,6115.0,https://pypi.org/project/torch-geometric,477579.0,478773.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-05-04 18:04:48.733,57349.0,,,,,1.0,,,,,,,,,,,,
