,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,agents,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2025-07-03 17:55:31.000000,2025-07-03 17:55:29,13668.0,573.0,17646.0,765.0,18028.0,219.0,8335.0,110665.0,Build context-aware reasoning applications.,3393.0,50,True,2025-07-03 17:42:12,langchain-anthropic==0.3.17,100.0,langchain,,,,,270458.0,270458.0,https://pypi.org/project/langchain,75645079.0,75645079.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-07-03 05:14:52.000000,2025-07-03 05:14:51,52702.0,385.0,7745.0,588.0,19328.0,1235.0,9652.0,21391.0,matplotlib: plotting with Python.,1822.0,49,True,2025-05-09 17:22:05,3.10.3,93.0,matplotlib,conda-forge/matplotlib,,,,1838760.0,1838760.0,https://pypi.org/project/matplotlib,91241973.0,91751027.0,https://anaconda.org/conda-forge/matplotlib,2025-05-15 21:25:31.306,31052326.0,,,,,1.0,,,,,,,,,,,,
12,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2025-07-03 02:01:30.000000,2025-07-03 02:01:30,60425.0,457.0,4646.0,290.0,14050.0,4547.0,9145.0,13718.0,A computer algebra system written in pure Python.,1383.0,48,True,2025-04-27 18:05:25,1.14.0,58.0,sympy,conda-forge/sympy,,,,281503.0,281503.0,https://pypi.org/project/sympy,52698315.0,52852593.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,9323916.0,,,,,1.0,560645.0,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-07-02 19:37:26.196000,2025-07-01 14:54:12,19711.0,295.0,2159.0,219.0,5541.0,68.0,3247.0,12885.0,Python Imaging Library (Fork).,489.0,48,True,2025-07-01 09:23:32,11.3.0,60.0,Pillow,conda-forge/pillow,,,,2372671.0,2372671.0,https://pypi.org/project/Pillow,158623527.0,159563491.0,https://anaconda.org/conda-forge/pillow,2025-07-02 19:37:26.196,56397891.0,,,,,1.0,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-07-03 17:36:04.000000,2025-07-03 17:24:10,25845.0,1165.0,6332.0,486.0,33478.0,2645.0,17874.0,37823.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1265.0,47,True,2025-06-18 17:53:53,ray-2.47.1,100.0,ray,conda-forge/ray-tune,,,,25469.0,25469.0,https://pypi.org/project/ray,13552120.0,13566946.0,https://anaconda.org/conda-forge/ray-tune,2025-06-22 12:48:48.809,815275.0,,,,,1.0,262.0,,,,,,,,,,,
15,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-06-30 20:07:34.000000,2025-06-26 19:02:49,8093.0,291.0,2633.0,278.0,1911.0,644.0,2563.0,17380.0,The interactive graphing library for Python.,289.0,47,True,2025-06-26 16:24:04,6.2.0,109.0,plotly,conda-forge/plotly,,,,453405.0,453405.0,https://pypi.org/project/plotly,26770850.0,26938098.0,https://anaconda.org/conda-forge/plotly,2025-06-27 11:54:45.015,10099256.0,,,,,1.0,370.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,4355.0,,,,,,,,
16,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-07-03 18:08:31.000000,2025-07-03 16:59:40,7903.0,477.0,3512.0,324.0,6484.0,1089.0,4169.0,40210.0,Streamlit A faster way to build and share data apps.,286.0,46,True,2025-06-26 16:03:09,1.46.1,100.0,streamlit,,,,,993699.0,993699.0,https://pypi.org/project/streamlit,13246800.0,13246800.0,,,,,,,,1.0,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-07-03 15:09:25.000000,2025-07-03 15:09:24,7453.0,63.0,8287.0,904.0,6014.0,411.0,5090.0,27072.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",663.0,46,True,2025-05-25 08:57:01,3.0.2,66.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,165682.0,165682.0,https://pypi.org/project/xgboost,26122355.0,26226677.0,https://anaconda.org/conda-forge/xgboost,2025-05-26 23:05:23.787,6251726.0,,,,,1.0,17405.0,,,,,,,,,,,
18,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-07-03 13:18:12.000000,2025-07-02 16:05:34,8586.0,305.0,2126.0,422.0,1293.0,496.0,1459.0,23239.0,Data Apps & Dashboards for Python. No JavaScript Required.,183.0,46,True,2025-06-30 15:33:17,3.1.1,115.0,dash,conda-forge/dash,,,,88461.0,88461.0,https://pypi.org/project/dash,5785972.0,5816994.0,https://anaconda.org/conda-forge/dash,2025-04-27 13:39:41.261,1892282.0,,,,,1.0,90.0,,,,,,,,,,,
19,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-07-03 17:35:30.000000,2025-07-03 17:35:23,28754.0,1964.0,3033.0,328.0,20408.0,1548.0,4801.0,32682.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",915.0,45,True,2025-06-17 23:06:20,jax-v0.6.2,100.0,jax,conda-forge/jaxlib,,,,45788.0,45788.0,https://pypi.org/project/jax,8864296.0,8910604.0,https://anaconda.org/conda-forge/jaxlib,2025-05-31 06:42:56.357,2824797.0,,,,,1.0,,,,,jax-ml/jax,,,,,,,
20,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-07-03 17:57:41.000000,2025-07-03 14:11:59,54536.0,1106.0,5612.0,714.0,54712.0,1017.0,17828.0,22983.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1402.0,45,True,2025-06-29 10:16:00,3.1.0,65.0,paddlepaddle,,,,['paddle'],8578.0,8578.0,https://pypi.org/project/paddlepaddle,435666.0,435810.0,,,,,,,,1.0,15437.0,,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-07-03 16:23:32.000000,2025-07-03 14:47:53,8119.0,664.0,4513.0,309.0,11764.0,1454.0,2949.0,21107.0,Open source platform for the machine learning lifecycle.,870.0,45,True,2025-06-25 10:15:17,3.1.1,100.0,mlflow,conda-forge/mlflow,,,,64466.0,64466.0,https://pypi.org/project/mlflow,20394131.0,20448560.0,https://anaconda.org/conda-forge/mlflow,2025-06-30 12:49:28.573,3320209.0,,,,,1.0,,,,,,1.0,,,,,,
22,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-07-03 13:39:13.000000,2025-07-03 13:38:19,6661.0,214.0,8284.0,461.0,3601.0,155.0,9624.0,51199.0,"Awesome multilingual OCR and Document Parsing toolkits based on PaddlePaddle (practical ultra lightweight OCR system,..",253.0,44,True,2025-06-29 06:57:35,3.1.0,22.0,paddleocr,,,,['paddle'],6007.0,6007.0,https://pypi.org/project/paddleocr,506148.0,540547.0,,,,,,,,1.0,1995146.0,,,,,,,,,,,
23,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-07-03 17:20:53.000000,2025-07-03 17:17:38,6751.0,499.0,6037.0,263.0,7500.0,222.0,6251.0,42805.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1628.0,44,True,2025-07-03 17:21:21,0.12.46.post1,100.0,llama_index,,,,,22819.0,22819.0,https://pypi.org/project/llama_index,4018066.0,4018146.0,,,,,,,,2.0,1048.0,,,,,,,,,,,
24,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-07-03 16:40:15.000000,2025-07-03 16:28:57,2805.0,393.0,7957.0,203.0,4498.0,287.0,11123.0,42658.0,Ultralytics YOLO11.,282.0,44,True,2025-07-03 16:29:44,8.3.162,100.0,ultralytics,,,,,55984.0,55984.0,https://pypi.org/project/ultralytics,5577908.0,5577908.0,,,,,,,,1.0,,,,,,,,,,,,
25,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-07-03 14:51:24.000000,2025-07-03 13:11:23,7849.0,241.0,2920.0,188.0,5274.0,420.0,5402.0,38856.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",425.0,44,True,2025-06-27 22:44:15,@self/spa@0.8.5,100.0,gradio,,,,,81791.0,81791.0,https://pypi.org/project/gradio,7554427.0,7554427.0,,,,,,,,1.0,,,,,,,,,,,,
26,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-07-03 15:24:12.000000,2025-07-03 15:24:11,10676.0,134.0,3463.0,255.0,10577.0,953.0,6403.0,29707.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",1026.0,44,True,2025-06-20 15:56:59,2.5.2,123.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],47700.0,47700.0,https://pypi.org/project/pytorch-lightning,10147962.0,10174415.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-06-21 11:25:06.850,1595643.0,,,,,2.0,13873.0,,,,Lightning-AI/pytorch-lightning,,,,,,,
27,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2025-07-03 17:49:54.000000,2025-07-02 23:14:27,3110.0,553.0,1657.0,110.0,3567.0,200.0,1236.0,20833.0,the AI-native open-source embedding database.,165.0,44,True,2025-07-02 17:07:55,1.0.15,93.0,chromadb,,,,,86556.0,86556.0,https://pypi.org/project/chromadb,5098064.0,5098101.0,,,,,,,,1.0,1237.0,,,,,,,,,,,
28,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-07-03 10:20:42.000000,2025-07-03 10:20:42,2329.0,516.0,2560.0,144.0,730.0,1244.0,1161.0,17062.0,State-of-the-Art Text Embeddings.,230.0,44,True,2025-07-01 13:56:10,5.0.0,54.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],119925.0,119925.0,https://pypi.org/project/sentence-transformers,10450487.0,10463735.0,https://anaconda.org/conda-forge/sentence-transformers,2025-07-01 20:49:11.289,768437.0,,,,,1.0,,,,,,2.0,,,,,,
29,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-06-15 11:47:32.000000,2025-06-15 11:47:32,14761.0,19.0,2839.0,458.0,1518.0,247.0,1603.0,14155.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,472.0,44,True,,,19.0,nltk,conda-forge/nltk,,,,405881.0,405881.0,https://pypi.org/project/nltk,30665836.0,30728105.0,https://anaconda.org/conda-forge/nltk,2025-04-22 14:56:27.119,3238039.0,,,,,1.0,,,,,,,,,,,,
30,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-06-23 14:41:16.000000,2025-06-23 14:41:16,9573.0,45.0,1749.0,212.0,6303.0,978.0,4422.0,13308.0,Parallel computing with task scheduling.,624.0,44,True,2025-05-20 19:54:12,2025.5.1,196.0,dask,conda-forge/dask,,,,76259.0,76259.0,https://pypi.org/project/dask,14383857.0,14600948.0,https://anaconda.org/conda-forge/dask,2025-05-20 21:44:45.329,13459654.0,,,,,1.0,,,,,,,stable/dask,,,,,
31,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-07-03 10:41:03.000000,2025-07-03 10:41:02,19513.0,470.0,1118.0,116.0,3999.0,62.0,1690.0,12231.0,A hyperparameter optimization framework.,309.0,44,True,2025-06-16 05:12:20,4.4.0,74.0,optuna,conda-forge/optuna,,,,28698.0,28698.0,https://pypi.org/project/optuna,4777597.0,4826251.0,https://anaconda.org/conda-forge/optuna,2025-06-17 02:59:31.546,2967901.0,,,,,1.0,,,,,,,,,,,,
32,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-07-03 18:03:53.000000,2025-07-03 17:19:17,8139.0,303.0,743.0,61.0,6492.0,643.0,2967.0,10047.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",214.0,44,True,2025-07-02 00:25:13,0.21.0,100.0,wandb,conda-forge/wandb,,,,82441.0,82441.0,https://pypi.org/project/wandb,17981157.0,17999728.0,https://anaconda.org/conda-forge/wandb,2025-07-02 20:19:39.189,1113167.0,,,,,1.0,945.0,,,,wandb/wandb,,,,,,,
33,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2025-05-28 15:28:05.000000,2025-05-28 15:23:38,16246.0,19.0,4449.0,565.0,4060.0,160.0,5550.0,31883.0,Industrial-strength Natural Language Processing (NLP) in Python.,770.0,43,True,2025-05-23 08:53:14,release-v3.8.7,100.0,spacy,conda-forge/spacy,,,,138570.0,138570.0,https://pypi.org/project/spacy,11539477.0,11636477.0,https://anaconda.org/conda-forge/spacy,2025-05-20 06:41:40.051,5914804.0,,,,,1.0,3172.0,,,,,,,,,,,
34,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-07-03 18:23:20.000000,2025-07-03 17:21:37,3240.0,131.0,3705.0,437.0,3868.0,261.0,2721.0,19187.0,Open standard for machine learning interoperability.,351.0,43,True,2025-05-12 23:07:37,1.18.0,32.0,onnx,conda-forge/onnx,,,,48061.0,48061.0,https://pypi.org/project/onnx,7360458.0,7391144.0,https://anaconda.org/conda-forge/onnx,2025-06-02 19:29:29.939,1856332.0,,,,,2.0,23781.0,,,,,,,,,,,
35,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-07-02 22:52:22.000000,2025-06-27 20:05:34,1592.0,92.0,2654.0,252.0,765.0,110.0,1491.0,18115.0,Download market data from Yahoo! Finances API.,135.0,43,True,2025-06-27 16:17:11,0.2.64,100.0,yfinance,ranaroussi/yfinance,,,,84481.0,84481.0,https://pypi.org/project/yfinance,4138223.0,4140269.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,98229.0,,,,,1.0,,,,,,,,,,,,
36,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-07-03 02:52:35.000000,2025-07-03 02:52:33,8015.0,70.0,3300.0,281.0,4194.0,187.0,3107.0,15911.0,Network Analysis in Python.,779.0,43,True,2025-05-29 11:58:31,networkx-3.5,62.0,networkx,conda-forge/networkx,,,,423972.0,423972.0,https://pypi.org/project/networkx,100683796.0,101074915.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,23076067.0,,,,,1.0,113.0,,,,,,,,,,,
37,langgraph,langchain-ai/langgraph,agents,,https://github.com/langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,MIT,2023-08-09 18:33:12.000,2025-07-03 17:47:55.000000,2025-07-03 14:58:31,5852.0,976.0,2581.0,94.0,3224.0,91.0,678.0,15150.0,Build resilient language agents as graphs.,211.0,43,True,2025-07-02 21:16:09,0.5.1,100.0,langgraph,,,,,32001.0,32001.0,https://pypi.org/project/langgraph,6602288.0,6602288.0,,,,,,,,2.0,,,,,,,,,,,,
38,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-06-27 14:06:12.000000,2025-06-27 14:06:12,1494.0,55.0,1783.0,254.0,759.0,38.0,1592.0,13634.0,Video editing with Python.,188.0,43,True,2025-05-21 19:31:17,2.2.1,20.0,moviepy,conda-forge/moviepy,,,,65756.0,65756.0,https://pypi.org/project/moviepy,3564945.0,3568156.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,308333.0,,,,,1.0,,,,,,,,,,,,
39,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-07-03 15:03:43.000000,2025-07-03 14:55:41,5181.0,47.0,2125.0,1666.0,5118.0,392.0,2785.0,13292.0,WebGL2 powered visualization framework.,291.0,43,True,2025-05-14 09:08:57,9.1.12,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],9169.0,9169.0,https://pypi.org/project/pydeck,9958860.0,10573661.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,780685.0,,,,,1.0,,deck.gl,https://www.npmjs.com/package/deck.gl,601790.0,,,,,,,,
40,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-07-03 17:00:59.000000,2025-06-14 19:13:53,15706.0,11.0,3099.0,288.0,4015.0,2734.0,2832.0,10776.0,Statsmodels: statistical modeling and econometrics in Python.,457.0,43,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,176672.0,176672.0,https://pypi.org/project/statsmodels,18043694.0,18372946.0,https://anaconda.org/conda-forge/statsmodels,2025-07-01 09:47:50.520,20084430.0,,,,,2.0,35.0,,,,,,,,,,,
41,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-07-03 11:34:07.000000,2025-06-26 23:33:45,1799.0,93.0,1125.0,98.0,1819.0,88.0,1748.0,8891.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",358.0,43,True,2025-06-20 15:43:33,1.8.1,65.0,accelerate,conda-forge/accelerate,,,['pytorch'],101755.0,101755.0,https://pypi.org/project/accelerate,11661564.0,11671372.0,https://anaconda.org/conda-forge/accelerate,2025-06-30 22:50:34.074,441371.0,,,,,1.0,,,,,,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-06-24 18:55:54.000000,2025-06-24 18:55:53,5904.0,12.0,1641.0,188.0,5087.0,643.0,1243.0,6913.0,TensorFlows Visualization Toolkit.,327.0,43,True,2025-02-12 08:16:26,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],330450.0,330450.0,https://pypi.org/project/tensorboard,26665195.0,26757722.0,https://anaconda.org/conda-forge/tensorboard,2025-04-22 14:56:43.843,5644200.0,,,,,1.0,,,,,,,,,,,,
