,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-04-04 18:01:35.000,2024-04-04 16:40:16,8564.0,1806.0,12128.0,642.0,11265.0,1062.0,5384.0,81223.0,Build context-aware reasoning applications.,2283.0,49,True,2024-04-01 04:48:35,0.1.14,100.0,langchain,,,,,70974.0,70974.0,https://pypi.org/project/langchain,6932385.0,6932385.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-04-04 17:48:39.000,2024-04-04 15:55:40,50046.0,593.0,7220.0,595.0,17843.0,1158.0,8990.0,19116.0,matplotlib: plotting with Python.,1662.0,48,True,2024-04-04 00:27:55,3.8.4,83.0,matplotlib,conda-forge/matplotlib,,,,1142099.0,1142099.0,https://pypi.org/project/matplotlib,60866242.0,61356649.0,https://anaconda.org/conda-forge/matplotlib,2024-02-15 20:37:52.070,22558742.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-04-04 01:17:20.000,2024-04-03 06:23:28,17599.0,637.0,1979.0,222.0,4742.0,66.0,2970.0,11628.0,Python Imaging Library (Fork).,464.0,48,True,2024-04-01 12:34:53,10.3.0,55.0,Pillow,conda-forge/pillow,,,,1600248.0,1600248.0,https://pypi.org/project/Pillow,92237647.0,93068629.0,https://anaconda.org/conda-forge/pillow,2024-04-03 15:56:48.771,37394233.0,,,,,1.0,,,,,,,,,,,,
13,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-04-04 17:46:58.000,2024-04-04 00:18:55,6215.0,209.0,2726.0,308.0,4291.0,759.0,3275.0,31152.0,Streamlit A faster way to build and share data apps.,224.0,46,True,2024-04-04 17:36:56,1.33.0,77.0,streamlit,,,,,346357.0,346357.0,https://pypi.org/project/streamlit,4289426.0,4289426.0,,,,,,,,1.0,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-04-04 17:48:45.000,2024-04-04 17:48:45,21193.0,905.0,5085.0,470.0,27002.0,3127.0,14051.0,30737.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,997.0,45,True,2024-03-21 19:02:34,ray-2.10.0,80.0,ray,conda-forge/ray-tune,,,,14584.0,14584.0,https://pypi.org/project/ray,3583025.0,3587835.0,https://anaconda.org/conda-forge/ray-tune,2024-03-24 13:08:51.334,192330.0,,,,,1.0,208.0,,,,,,,,,,,
15,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-04-04 17:56:06.000,2024-04-04 16:12:08,20061.0,1246.0,2482.0,322.0,12997.0,1277.0,3785.0,27659.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",666.0,45,True,2024-04-03 22:09:19,jax-v0.4.26,99.0,jax,conda-forge/jaxlib,,,,23587.0,23587.0,https://pypi.org/project/jax,5643534.0,5667094.0,https://anaconda.org/conda-forge/jaxlib,2024-03-17 07:48:22.558,1083780.0,,,,,1.0,,,,,,,,,,,,
16,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-04-04 17:18:47.000,2024-04-04 00:42:25,10260.0,226.0,3174.0,247.0,10064.0,675.0,6170.0,26673.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",944.0,45,True,2024-03-04 17:21:52,2.2.1,110.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],30594.0,30594.0,https://pypi.org/project/pytorch-lightning,4884326.0,4908053.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-03-05 21:00:43.443,1080208.0,,,,,1.0,8845.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-04-04 07:07:52.000,2024-04-03 23:45:54,6795.0,90.0,8162.0,910.0,5043.0,360.0,4750.0,25499.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",638.0,45,True,2023-12-19 10:07:53,2.0.3,56.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,86152.0,86152.0,https://pypi.org/project/xgboost,18613606.0,18716260.0,https://anaconda.org/conda-forge/xgboost,2024-04-02 17:25:29.060,4616382.0,,,,,1.0,8236.0,,,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-04-04 16:59:16.000,2024-04-03 18:09:43,47655.0,1806.0,5278.0,720.0,45150.0,950.0,16907.0,21549.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1183.0,45,True,2024-01-08 06:43:49,2.6.0,61.0,paddlepaddle,,,,['paddle'],4874.0,4874.0,https://pypi.org/project/paddlepaddle,227873.0,228040.0,,,,,,,,1.0,15369.0,,,,,,,,,,,
19,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-04-04 17:27:11.000,2024-04-04 12:49:06,57415.0,553.0,4212.0,294.0,13082.0,4303.0,8708.0,12314.0,A computer algebra system written in pure Python.,1290.0,45,True,2024-03-31 22:49:13,1.12.1rc1,46.0,sympy,conda-forge/sympy,,,,123577.0,123577.0,https://pypi.org/project/sympy,22937455.0,22996044.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,5170085.0,,,,,1.0,537762.0,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-04-04 16:04:13.461,2024-04-04 10:55:08,16122.0,28.0,4191.0,553.0,3972.0,84.0,5487.0,28598.0,Industrial-strength Natural Language Processing (NLP) in Python.,749.0,44,True,2024-02-15 19:16:59,3.7.4,100.0,spacy,conda-forge/spacy,,,,84248.0,84248.0,https://pypi.org/project/spacy,7603911.0,7676811.0,https://anaconda.org/conda-forge/spacy,2024-04-04 16:04:13.461,3353405.0,,,,,1.0,,,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-04-04 17:38:06.000,2024-04-04 08:53:36,5654.0,456.0,3778.0,290.0,7853.0,1140.0,2390.0,17102.0,Open source platform for the machine learning lifecycle.,715.0,44,True,2024-03-22 01:05:35,2.11.3,87.0,mlflow,conda-forge/mlflow,,,,32955.0,32955.0,https://pypi.org/project/mlflow,12955894.0,12995306.0,https://anaconda.org/conda-forge/mlflow,2024-03-22 09:15:59.167,1812956.0,,,,,1.0,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-04-03 18:35:19.000,2024-03-22 15:38:47,6390.0,120.0,2440.0,281.0,1619.0,1425.0,1399.0,15135.0,The interactive graphing library for Python This project now includes Plotly Express!.,259.0,44,True,2024-03-13 16:27:36,5.20.0,98.0,plotly,conda-forge/plotly,,,,253012.0,253012.0,https://pypi.org/project/plotly,14760883.0,14883613.0,https://anaconda.org/conda-forge/plotly,2024-02-15 18:15:23.292,5452304.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,6724.0,,,,,,,
23,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-04-04 15:13:35.000,2024-04-04 14:59:31,4815.0,213.0,2006.0,1690.0,4657.0,259.0,2659.0,11649.0,WebGL2 powered visualization framework.,255.0,44,True,2024-04-04 15:03:37,9.0.5,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7386.0,7386.0,https://pypi.org/project/pydeck,3208444.0,3634200.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,492685.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,415903.0,,,,,,,
24,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-04-03 14:40:11.000,2024-03-29 17:44:04,15288.0,28.0,2640.0,280.0,3857.0,2589.0,2743.0,9479.0,Statsmodels: statistical modeling and econometrics in Python.,424.0,44,True,2023-12-14 14:31:51,0.14.1,26.0,statsmodels,conda-forge/statsmodels,,,,119446.0,119446.0,https://pypi.org/project/statsmodels,17181322.0,17453987.0,https://anaconda.org/conda-forge/statsmodels,2023-12-14 18:03:00.804,12542628.0,,,,,2.0,30.0,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-04-04 08:36:10.000,2024-04-03 17:22:01,5810.0,72.0,1594.0,192.0,4972.0,602.0,1227.0,6523.0,TensorFlows Visualization Toolkit.,319.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],224584.0,224584.0,https://pypi.org/project/tensorboard,28816547.0,28915794.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4565376.0,,,,,1.0,,,,,,,,,,,,
26,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-04-04 17:52:33.000,2024-04-04 17:52:33,10457.0,242.0,18638.0,1906.0,7041.0,220.0,11507.0,60806.0,Deep Learning for humans.,1285.0,43,True,2024-03-19 18:22:02,3.1.1,61.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,17871022.0,17945279.0,https://anaconda.org/conda-forge/keras,2024-03-22 14:49:27.132,3415856.0,,,,,2.0,,,,,,,,,,,,
27,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-04-04 17:50:07.000,2024-04-04 17:50:07,3799.0,1239.0,3960.0,224.0,4253.0,593.0,2877.0,30241.0,LlamaIndex is a data framework for your LLM applications.,822.0,43,True,2024-04-01 14:39:56,0.10.26,100.0,llama-index,,,,,6637.0,6637.0,https://pypi.org/project/llama-index,1171079.0,1171196.0,,,,,,,,1.0,586.0,,,,,,,,,,,
28,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-04-04 17:23:41.000,2024-04-04 11:38:12,6463.0,372.0,2045.0,154.0,3555.0,479.0,3513.0,28231.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",272.0,43,True,2024-04-02 17:40:00,gradio@4.25.0,100.0,gradio,,,,,26523.0,26523.0,https://pypi.org/project/gradio,5444650.0,5444650.0,,,,,,,,1.0,,,,,,,,,,,,
29,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-04-04 17:39:30.000,2024-04-04 17:39:28,20449.0,96.0,4098.0,443.0,6023.0,730.0,6860.0,18750.0,"Interactive Data Visualization in the browser, from Python.",690.0,43,True,,,59.0,bokeh,conda-forge/bokeh,,,,85729.0,85729.0,https://pypi.org/project/bokeh,5049609.0,5344775.0,https://anaconda.org/conda-forge/bokeh,2024-03-15 07:03:52.633,13577648.0,,,,,1.0,,,,,,,,,,,,
30,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-04-04 17:33:28.000,2024-04-04 16:44:58,2706.0,77.0,3528.0,438.0,3178.0,276.0,2395.0,16715.0,Open standard for machine learning interoperability.,312.0,43,True,2024-03-25 15:40:18,1.16.0,28.0,onnx,conda-forge/onnx,,,,25787.0,25787.0,https://pypi.org/project/onnx,5189870.0,5210654.0,https://anaconda.org/conda-forge/onnx,2024-03-26 22:34:37.040,944185.0,,,,,1.0,20239.0,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-04-01 05:07:40.000,2024-03-30 18:50:26,3231.0,6.0,1783.0,260.0,1095.0,127.0,2360.0,11870.0,Statistical data visualization in Python.,211.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,385549.0,385549.0,https://pypi.org/project/seaborn,18238756.0,18419378.0,https://anaconda.org/conda-forge/seaborn,2024-01-27 07:37:15.644,8308490.0,,,,,1.0,380.0,,,,,,,,,,,
32,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-04-04 17:46:54.000,2024-04-04 16:07:09,2230.0,203.0,3679.0,322.0,2647.0,879.0,1579.0,32284.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",299.0,42,True,2024-03-08 01:10:38,0.14.0,72.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],6395.0,6395.0,https://pypi.org/project/deepspeed,470119.0,470468.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17840.0,1.0,,,,,,,,,,,,
33,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-04-04 13:43:00.000,2024-04-02 15:30:18,2641.0,58.0,3071.0,241.0,852.0,1204.0,1223.0,21466.0,A game theoretic approach to explain the output of any machine learning model.,236.0,42,True,2024-03-08 11:43:15,0.45.0,53.0,shap,conda-forge/shap,,,,16546.0,16546.0,https://pypi.org/project/shap,8117872.0,8179911.0,https://anaconda.org/conda-forge/shap,2024-04-03 17:47:00.611,2481562.0,,,,,1.0,,shap/shap,,,,,,,,,,
34,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-04-03 18:04:22.000,2024-04-03 15:59:23,7364.0,273.0,1939.0,418.0,1051.0,783.0,895.0,20387.0,Data Apps & Dashboards for Python. No JavaScript Required.,149.0,42,True,2024-03-06 20:00:34,2.16.1,106.0,dash,conda-forge/dash,,,,60730.0,60730.0,https://pypi.org/project/dash,2911335.0,2938018.0,https://anaconda.org/conda-forge/dash,2024-03-10 12:59:07.948,1227410.0,,,,,1.0,70.0,,,,,,,,,,,
35,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-04-04 16:09:24.000,2024-03-25 13:46:12,3445.0,40.0,3685.0,435.0,3110.0,343.0,2938.0,15995.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",297.0,42,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,31248.0,31248.0,https://pypi.org/project/lightgbm,7914435.0,7968851.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2228181.0,,,,,2.0,218272.0,,,,,,,,,,,
36,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-04-04 16:14:38.000,2024-04-04 16:10:49,8149.0,181.0,1638.0,211.0,5777.0,859.0,4137.0,11942.0,Parallel computing with task scheduling.,597.0,42,True,,,169.0,dask,conda-forge/dask,,,,58762.0,58762.0,https://pypi.org/project/dask,7105421.0,7336849.0,https://anaconda.org/conda-forge/dask,2024-04-02 01:05:48.705,10877156.0,,,,,1.0,,,,,,stable/dask,,,,,,
37,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-04-02 21:31:38.000,2024-04-02 21:31:38,2191.0,67.0,4449.0,305.0,453.0,76.0,779.0,29474.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",134.0,41,True,2024-02-19 19:35:21,0.9.16,55.0,timm,conda-forge/timm,,,['pytorch'],25845.0,25845.0,https://pypi.org/project/timm,4659682.0,4770459.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,130053.0,,,,,1.0,6365375.0,huggingface/pytorch-image-models,,,,,,,,,,
38,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-04-04 16:54:58.000,2024-04-03 21:43:50,7657.0,105.0,3048.0,279.0,3720.0,168.0,2980.0,14095.0,Network Analysis in Python.,714.0,41,True,2023-10-28 09:53:23,networkx-3.2.1,55.0,networkx,conda-forge/networkx,,,,238469.0,238469.0,https://pypi.org/project/networkx,48686744.0,49029877.0,https://anaconda.org/conda-forge/networkx,2023-10-28 14:55:59.129,15097863.0,,,,,1.0,67.0,,,,,,,,,,,
39,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-04-04 17:40:14.000,2024-04-04 08:20:18,1361.0,70.0,2241.0,130.0,377.0,998.0,918.0,13555.0,Multilingual Sentence & Image Embeddings with BERT.,149.0,41,True,2024-03-26 09:01:26,2.6.1,39.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],28761.0,28761.0,https://pypi.org/project/sentence-transformers,3957962.0,3962942.0,https://anaconda.org/conda-forge/sentence-transformers,2024-03-26 11:59:18.003,214182.0,,,,,1.0,,,,,,,,,,,,
40,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-04-02 01:07:10.000,2024-04-02 01:07:09,9247.0,103.0,1120.0,137.0,5424.0,232.0,4371.0,13058.0,ML Experiments and Data Management with Git.,292.0,41,True,2024-03-26 08:38:48,3.49.0,307.0,dvc,conda-forge/dvc,,,,14047.0,14047.0,https://pypi.org/project/dvc,482758.0,524715.0,https://anaconda.org/conda-forge/dvc,2024-03-26 09:56:58.374,1777436.0,,,,,1.0,43145.0,,,,,,dvc,dvc,dvc,,,
41,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-04-02 19:17:33.000,2024-02-25 13:25:28,1189.0,46.0,2129.0,237.0,540.0,112.0,1128.0,11664.0,Download market data from Yahoo! Finances API.,108.0,41,True,2024-02-25 13:35:00,0.2.37,74.0,yfinance,ranaroussi/yfinance,,,,35683.0,35683.0,https://pypi.org/project/yfinance,1832605.0,1835281.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,88332.0,,,,,1.0,,,,,,,,,,,,
