,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-06-27 18:01:48.000,2024-06-27 17:58:22,10090.0,1603.0,13527.0,667.0,13265.0,712.0,6330.0,88165.0,Build context-aware reasoning applications.,2605.0,49,True,2024-06-26 20:59:55,langchain-anthropic==0.1.16,100.0,langchain,,,,,97882.0,97882.0,https://pypi.org/project/langchain,9673265.0,9673265.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-06-27 18:02:47.000,2024-06-27 17:04:36,50503.0,456.0,7306.0,593.0,18120.0,1192.0,9141.0,19606.0,matplotlib: plotting with Python.,1689.0,48,True,2024-05-15 23:51:33,3.9.0,85.0,matplotlib,conda-forge/matplotlib,,,,1241492.0,1241492.0,https://pypi.org/project/matplotlib,57388056.0,57896192.0,https://anaconda.org/conda-forge/matplotlib,2024-06-22 20:06:13.100,24390569.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-06-27 14:31:31.000,2024-06-27 10:28:36,18054.0,521.0,2015.0,220.0,4905.0,80.0,3022.0,11869.0,Python Imaging Library (Fork).,472.0,48,True,2024-04-01 12:34:53,10.3.0,55.0,Pillow,conda-forge/pillow,,,,1718206.0,1718206.0,https://pypi.org/project/Pillow,90353625.0,91222821.0,https://anaconda.org/conda-forge/pillow,2024-06-19 22:48:22.576,40852242.0,,,,,1.0,,,,,,,,,,,,
13,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-06-27 18:00:48.000,2024-06-21 19:31:43,6433.0,229.0,2854.0,316.0,4604.0,846.0,3429.0,33039.0,Streamlit A faster way to build and share data apps.,231.0,46,True,2024-06-20 18:02:27,1.36.0,80.0,streamlit,,,,,419755.0,419755.0,https://pypi.org/project/streamlit,4607230.0,4607230.0,,,,,,,,1.0,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-06-27 18:28:08.000,2024-06-27 18:28:08,22008.0,857.0,5324.0,473.0,28125.0,3312.0,14570.0,31859.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1033.0,45,True,2024-06-26 22:06:37,ray-2.31.0,89.0,ray,conda-forge/ray-tune,,,,16313.0,16313.0,https://pypi.org/project/ray,3386870.0,3392972.0,https://anaconda.org/conda-forge/ray-tune,2024-06-27 12:00:23.544,256208.0,,,,,1.0,221.0,,,,,,,,,,,
15,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-06-27 17:56:41.000,2024-06-27 16:41:07,21576.0,1589.0,2608.0,328.0,14186.0,1356.0,3933.0,28982.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",713.0,45,True,2024-06-18 15:07:18,jaxlib-v0.4.30,100.0,jax,conda-forge/jaxlib,,,,26986.0,26986.0,https://pypi.org/project/jax,4759600.0,4787247.0,https://anaconda.org/conda-forge/jaxlib,2024-06-26 22:25:25.773,1327068.0,,,,,1.0,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-06-27 17:11:45.000,2024-06-27 03:31:53,6935.0,144.0,8189.0,912.0,5282.0,394.0,4810.0,25752.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",646.0,45,True,2024-06-20 07:46:36,2.1.0,58.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,96928.0,96928.0,https://pypi.org/project/xgboost,17754757.0,17860179.0,https://anaconda.org/conda-forge/xgboost,2024-04-18 01:21:37.436,4951512.0,,,,,1.0,8781.0,,,,,,,,,,,
17,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-06-27 18:01:29.000,2024-06-27 17:43:00,49157.0,1558.0,5322.0,718.0,47198.0,973.0,17126.0,21765.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1212.0,45,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,,['paddle'],5368.0,5368.0,https://pypi.org/project/paddlepaddle,193701.0,193864.0,,,,,,,,1.0,15375.0,,,,,,,,,,,
18,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-06-27 17:12:46.000,2024-06-27 17:12:46,58104.0,609.0,4256.0,295.0,13216.0,4364.0,8776.0,12544.0,A computer algebra system written in pure Python.,1305.0,45,True,2024-06-26 16:26:32,1.13.0rc3,50.0,sympy,conda-forge/sympy,,,,147578.0,147578.0,https://pypi.org/project/sympy,21995288.0,22119004.0,https://anaconda.org/conda-forge/sympy,2024-06-17 12:03:17.702,5858657.0,,,,,1.0,543992.0,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-06-27 14:57:12.000,2024-06-26 15:26:25,15356.0,64.0,2658.0,282.0,3896.0,2629.0,2766.0,9701.0,Statsmodels: statistical modeling and econometrics in Python.,431.0,45,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,,127883.0,127883.0,https://pypi.org/project/statsmodels,14949418.0,15233849.0,https://anaconda.org/conda-forge/statsmodels,2024-05-17 10:41:00.825,13652710.0,,,,,1.0,33.0,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-06-26 07:41:41.000,2024-06-26 07:41:23,16134.0,13.0,4247.0,557.0,4005.0,100.0,5509.0,29163.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,44,True,2024-06-05 07:57:36,3.7.5,100.0,spacy,conda-forge/spacy,,,,91970.0,91970.0,https://pypi.org/project/spacy,9271079.0,9345328.0,https://anaconda.org/conda-forge/spacy,2024-06-05 13:25:11.299,3563978.0,,,,,1.0,,,,,,,,,,,,
21,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-06-27 17:52:09.000,2024-06-27 17:16:43,10346.0,90.0,3233.0,247.0,10168.0,766.0,6217.0,27401.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",960.0,44,True,2024-06-27 17:47:24,2.3.1,114.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],33874.0,33874.0,https://pypi.org/project/pytorch-lightning,5034024.0,5058828.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-06-14 11:23:05.081,1180041.0,,,,,2.0,7936.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-06-27 18:24:04.000,2024-06-27 12:56:53,6147.0,516.0,3897.0,291.0,8554.0,1215.0,2475.0,17815.0,Open source platform for the machine learning lifecycle.,739.0,44,True,2024-06-20 06:34:52,2.14.1,94.0,mlflow,conda-forge/mlflow,,,,37910.0,37910.0,https://pypi.org/project/mlflow,12777322.0,12819923.0,https://anaconda.org/conda-forge/mlflow,2024-06-21 01:14:04.570,2044885.0,,,,,1.0,,,,,,,,,,,,
23,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-06-26 17:53:28.000,2024-06-26 17:53:28,6495.0,85.0,2473.0,274.0,1653.0,776.0,2095.0,15609.0,The interactive graphing library for Python This project now includes Plotly Express!.,263.0,44,True,2024-05-01 14:04:11,5.22.0,100.0,plotly,conda-forge/plotly,,,,278324.0,278324.0,https://pypi.org/project/plotly,13836976.0,13973541.0,https://anaconda.org/conda-forge/plotly,2024-05-04 13:44:40.868,6173629.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,10573.0,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-06-27 13:31:46.000,2024-06-21 13:58:14,8226.0,83.0,1659.0,209.0,5863.0,879.0,4191.0,12199.0,Parallel computing with task scheduling.,602.0,44,True,2024-06-20 19:57:47,2024.6.2,176.0,dask,conda-forge/dask,,,,61714.0,61714.0,https://pypi.org/project/dask,8860055.0,9092139.0,https://anaconda.org/conda-forge/dask,2024-06-21 00:00:21.384,11372137.0,,,,,1.0,,,,,,stable/dask,,,,,,
25,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-06-27 17:42:17.000,2024-06-27 17:42:17,10782.0,346.0,18687.0,1909.0,7278.0,212.0,11750.0,61231.0,Deep Learning for humans.,1308.0,43,True,2024-06-26 15:42:10,3.4.1,69.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,14926187.0,15000322.0,https://anaconda.org/conda-forge/keras,2024-06-27 02:35:59.999,3558518.0,,,,,2.0,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-06-27 17:40:45.000,2024-06-27 05:40:23,6763.0,311.0,2243.0,165.0,3887.0,499.0,3879.0,30577.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",308.0,43,True,2024-06-25 16:26:09,@gradio/wasm@0.11.0,100.0,gradio,,,,,33740.0,33740.0,https://pypi.org/project/gradio,6624174.0,6624174.0,,,,,,,,1.0,,,,,,,,,,,,
27,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-06-27 13:29:00.000,2024-06-27 09:43:10,2693.0,53.0,3132.0,240.0,886.0,792.0,1685.0,22040.0,A game theoretic approach to explain the output of any machine learning model.,241.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,18485.0,18485.0,https://pypi.org/project/shap,6235040.0,6308735.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,3095198.0,,,,,1.0,,shap/shap,,,,,,,,,,
28,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-06-27 08:30:37.000,2024-06-25 17:33:03,20533.0,90.0,4112.0,442.0,6096.0,743.0,6914.0,18999.0,"Interactive Data Visualization in the browser, from Python.",695.0,43,True,,,61.0,bokeh,conda-forge/bokeh,,,,89270.0,89270.0,https://pypi.org/project/bokeh,3709693.0,4005774.0,https://anaconda.org/conda-forge/bokeh,2024-06-25 14:13:53.619,14211909.0,,,,,1.0,,,,,,,,,,,,
29,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-06-26 09:45:32.000,2024-06-21 17:04:16,2753.0,54.0,3560.0,436.0,3243.0,291.0,2442.0,17179.0,Open standard for machine learning interoperability.,318.0,43,True,2024-05-23 17:50:05,1.16.1,29.0,onnx,conda-forge/onnx,,,,29530.0,29530.0,https://pypi.org/project/onnx,4843693.0,4866027.0,https://anaconda.org/conda-forge/onnx,2024-05-24 08:39:44.809,1059501.0,,,,,1.0,20992.0,,,,,,,,,,,
30,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-06-26 04:52:49.000,2024-06-21 18:14:28,3499.0,54.0,3722.0,435.0,3166.0,334.0,2992.0,16316.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",304.0,43,True,2024-06-15 04:08:32,4.4.0,32.0,lightgbm,conda-forge/lightgbm,,,,34443.0,34443.0,https://pypi.org/project/lightgbm,7202618.0,7258301.0,https://anaconda.org/conda-forge/lightgbm,2024-06-20 15:16:12.800,2387353.0,,,,,2.0,226337.0,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-06-26 08:47:49.000,2024-06-16 15:43:29,3235.0,5.0,1815.0,260.0,1110.0,138.0,2381.0,12136.0,Statistical data visualization in Python.,213.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,427828.0,427828.0,https://pypi.org/project/seaborn,15557547.0,15748853.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,9182588.0,,,,,1.0,404.0,,,,,,,,,,,
32,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-06-26 13:55:55.000,2024-06-26 13:55:54,4925.0,128.0,2033.0,1684.0,4780.0,272.0,2698.0,11878.0,WebGL2 powered visualization framework.,267.0,43,True,2024-06-20 22:23:37,9.0.20,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7747.0,7747.0,https://pypi.org/project/pydeck,3343373.0,3833071.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,548176.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,479157.0,,,,,,,
33,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-06-27 15:58:14.000,2024-06-26 22:54:17,4572.0,839.0,4501.0,236.0,5113.0,638.0,3686.0,33053.0,LlamaIndex is a data framework for your LLM applications.,1043.0,42,True,2024-06-24 18:04:06,0.10.50,100.0,llama-index,,,,,9543.0,9543.0,https://pypi.org/project/llama-index,862195.0,862335.0,,,,,,,,1.0,843.0,,,,,,-1.0,,,,,
34,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-06-27 15:43:09.000,2024-06-26 16:28:43,1314.0,289.0,4921.0,152.0,2446.0,732.0,6916.0,25468.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,153.0,42,True,2024-06-26 16:30:18,8.2.45,18.0,ultralytics,,,,,19485.0,19485.0,https://pypi.org/project/ultralytics,2515148.0,2515148.0,,,,,,,,1.0,,,,,,,,,,,,
35,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-06-27 15:19:33.000,2024-06-26 10:28:55,7708.0,56.0,3098.0,282.0,3802.0,176.0,3002.0,14414.0,Network Analysis in Python.,725.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,,267058.0,267058.0,https://pypi.org/project/networkx,50012375.0,50368937.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,16401877.0,,,,,1.0,71.0,,,,,,,,,,,
36,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-06-27 17:44:37.000,2024-06-27 17:44:35,6644.0,376.0,614.0,56.0,4686.0,832.0,2344.0,8544.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,182.0,42,True,2024-06-24 23:04:51,0.17.3,100.0,wandb,conda-forge/wandb,,,,48553.0,48553.0,https://pypi.org/project/wandb,12488895.0,12500312.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,536641.0,,,,,1.0,30.0,wandb/wandb,,,,,,,,,,
37,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-06-25 16:01:41.000,2024-06-21 14:05:40,5840.0,36.0,1608.0,193.0,5007.0,611.0,1233.0,6594.0,TensorFlows Visualization Toolkit.,320.0,42,True,2024-06-07 20:40:47,2.17.0,61.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],243377.0,243377.0,https://pypi.org/project/tensorboard,23516536.0,23616063.0,https://anaconda.org/conda-forge/tensorboard,2024-06-11 13:46:35.015,4777301.0,,,,,1.0,,,,,,,-2.0,,,,,
38,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-06-24 18:03:36.000,2024-06-19 16:29:49,14026.0,100.0,2142.0,186.0,4425.0,557.0,2078.0,5933.0,Image processing in Python.,665.0,42,True,2024-06-18 19:05:37,0.24.0,32.0,scikit-image,conda-forge/scikit-image,,,,186434.0,186434.0,https://pypi.org/project/scikit-image,12085770.0,12085770.0,https://anaconda.org/conda-forge/scikit-image,,,,,,,1.0,,,,,,,,,,,,
39,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-06-27 15:36:14.000,2024-06-27 07:34:26,2353.0,135.0,3809.0,340.0,2796.0,979.0,1644.0,33583.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",320.0,41,True,2024-06-21 17:33:01,0.14.4,76.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],7668.0,7668.0,https://pypi.org/project/deepspeed,461714.0,462056.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,18172.0,1.0,,,,,,,,,,,,
40,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-06-25 15:48:16.000,2024-06-25 15:48:16,2348.0,158.0,4520.0,312.0,490.0,55.0,827.0,30547.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",142.0,41,True,2024-06-19 06:52:36,1.0.7,57.0,timm,conda-forge/timm,,,['pytorch'],31183.0,31183.0,https://pypi.org/project/timm,4533105.0,4647126.0,https://anaconda.org/conda-forge/timm,2024-06-20 21:36:56.536,175186.0,,,,,1.0,6727961.0,huggingface/pytorch-image-models,,,,,,,,,,
41,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-06-26 20:25:40.000,2024-06-25 16:00:32,7534.0,168.0,1969.0,418.0,1082.0,757.0,965.0,20811.0,Data Apps & Dashboards for Python. No JavaScript Required.,158.0,41,True,2024-06-12 15:55:56,2.17.1,108.0,dash,conda-forge/dash,,,,65058.0,65058.0,https://pypi.org/project/dash,2364328.0,2392499.0,https://anaconda.org/conda-forge/dash,2024-06-13 04:02:02.712,1352187.0,,,,,1.0,74.0,,,,,,,,,,,
