,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-05-16 18:00:45.000000,2024-05-16 17:56:29,9347.0,1792.0,12874.0,655.0,12340.0,806.0,5924.0,84983.0,Build context-aware reasoning applications.,2438.0,49,True,2024-05-16 03:17:02,langchain-text-splitters==0.0.2,100.0,langchain,,,,,83911.0,83911.0,https://pypi.org/project/langchain,8785409.0,8785409.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-05-16 05:57:27.000000,2024-05-15 14:24:51,50307.0,545.0,7259.0,594.0,17972.0,1172.0,9065.0,19375.0,matplotlib: plotting with Python.,1673.0,48,True,2024-05-15 23:51:33,3.9.0,85.0,matplotlib,conda-forge/matplotlib,,,,1191646.0,1191646.0,https://pypi.org/project/matplotlib,63489644.0,63990132.0,https://anaconda.org/conda-forge/matplotlib,2024-05-06 01:03:53.090,23522944.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-05-16 12:56:00.000000,2024-05-14 16:01:21,17786.0,586.0,1993.0,220.0,4829.0,74.0,2997.0,11761.0,Python Imaging Library (Fork).,468.0,48,True,2024-04-01 12:34:53,10.3.0,55.0,Pillow,conda-forge/pillow,,,,1659331.0,1659331.0,https://pypi.org/project/Pillow,96961271.0,97813866.0,https://anaconda.org/conda-forge/pillow,2024-04-03 15:56:48.771,39219401.0,,,,,1.0,,,,,,,,,,,,
13,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-05-16 17:45:59.000000,2024-05-16 11:32:01,6324.0,198.0,2773.0,315.0,4459.0,784.0,3344.0,32155.0,Streamlit A faster way to build and share data apps.,229.0,46,True,2024-05-02 17:44:20,1.34.0,78.0,streamlit,,,,,380438.0,380438.0,https://pypi.org/project/streamlit,4330041.0,4330041.0,,,,,,,,1.0,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-05-16 18:05:06.000000,2024-05-16 17:58:58,21626.0,953.0,5200.0,471.0,27612.0,3223.0,14261.0,31400.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1016.0,45,True,2024-05-14 23:39:54,ray-2.22.0,85.0,ray,conda-forge/ray-tune,,,,15443.0,15443.0,https://pypi.org/project/ray,4575871.0,4581138.0,https://anaconda.org/conda-forge/ray-tune,2024-04-27 07:43:08.400,215891.0,,,,,1.0,213.0,,,,,,,,,,,
15,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-05-16 17:15:21.000000,2024-05-16 17:01:12,20737.0,1296.0,2541.0,323.0,13510.0,1301.0,3854.0,28188.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",693.0,45,True,2024-05-09 23:28:46,jax-v0.4.28,100.0,jax,conda-forge/jaxlib,,,,25227.0,25227.0,https://pypi.org/project/jax,6684928.0,6710056.0,https://anaconda.org/conda-forge/jaxlib,2024-05-03 19:45:09.278,1181045.0,,,,,1.0,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-05-16 16:37:22.000000,2024-05-16 11:32:12,6841.0,90.0,8172.0,912.0,5142.0,376.0,4766.0,25633.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",640.0,45,True,2023-12-19 10:07:53,2.0.3,56.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,91326.0,91326.0,https://pypi.org/project/xgboost,19284971.0,19389007.0,https://anaconda.org/conda-forge/xgboost,2024-04-18 01:21:37.436,4782466.0,,,,,1.0,8566.0,,,,,,,,,,,
17,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-05-16 15:59:15.000000,2024-05-16 11:57:07,48345.0,1716.0,5301.0,722.0,46177.0,961.0,17020.0,21656.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1197.0,45,True,2024-04-09 11:19:43,2.6.1,62.0,paddlepaddle,,,,['paddle'],5104.0,5104.0,https://pypi.org/project/paddlepaddle,263787.0,263952.0,,,,,,,,1.0,15374.0,,,,,,,,,,,
18,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-05-16 15:02:23.000000,2024-05-15 18:00:11,57644.0,486.0,4245.0,295.0,13147.0,4338.0,8737.0,12460.0,A computer algebra system written in pure Python.,1302.0,45,True,2024-03-31 22:49:13,1.12.1rc1,46.0,sympy,conda-forge/sympy,,,,135590.0,135590.0,https://pypi.org/project/sympy,21851857.0,21913273.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,5496242.0,,,,,1.0,541418.0,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-05-16 15:21:16.000000,2024-05-14 16:08:22,15325.0,45.0,2646.0,280.0,3882.0,2607.0,2754.0,9600.0,Statsmodels: statistical modeling and econometrics in Python.,426.0,45,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,,123660.0,123660.0,https://pypi.org/project/statsmodels,17144417.0,17422548.0,https://anaconda.org/conda-forge/statsmodels,2023-12-14 18:03:00.804,13072172.0,,,,,1.0,31.0,1.0,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-05-15 10:34:38.000000,2024-05-15 10:11:33,16131.0,15.0,4218.0,556.0,4000.0,92.0,5502.0,28873.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,44,True,2024-02-15 19:16:59,3.7.4,100.0,spacy,conda-forge/spacy,,,,88117.0,88117.0,https://pypi.org/project/spacy,12322448.0,12395647.0,https://anaconda.org/conda-forge/spacy,2024-04-04 16:04:13.461,3440376.0,,,,,1.0,,,,,,,,,,,,
21,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-05-16 17:21:20.000000,2024-05-15 17:07:31,10284.0,120.0,3205.0,246.0,10103.0,732.0,6184.0,27066.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",945.0,44,True,2024-05-01 22:50:46,2.2.4,111.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],32292.0,32292.0,https://pypi.org/project/pytorch-lightning,5105912.0,5130045.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-04-12 18:53:30.868,1124450.0,,,,,2.0,7535.0,,Lightning-AI/pytorch-lightning,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-05-16 17:41:16.000000,2024-05-16 17:32:27,5847.0,432.0,3831.0,288.0,8162.0,1181.0,2424.0,17409.0,Open source platform for the machine learning lifecycle.,727.0,44,True,2024-05-09 18:07:47,2.12.2,89.0,mlflow,conda-forge/mlflow,,,,35139.0,35139.0,https://pypi.org/project/mlflow,14103908.0,14144906.0,https://anaconda.org/conda-forge/mlflow,2024-05-10 07:49:17.766,1926921.0,,,,,1.0,,,,,,,,,,,,
23,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-05-16 16:49:33.000000,2024-05-13 19:25:31,6490.0,114.0,2456.0,278.0,1638.0,1438.0,1411.0,15375.0,The interactive graphing library for Python This project now includes Plotly Express!.,263.0,44,True,2024-05-01 14:04:11,5.22.0,100.0,plotly,conda-forge/plotly,,,,265757.0,265757.0,https://pypi.org/project/plotly,16155668.0,16286601.0,https://anaconda.org/conda-forge/plotly,2024-05-04 13:44:40.868,5790213.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,10304.0,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-05-16 08:14:03.000000,2024-05-15 15:27:33,8196.0,98.0,1645.0,211.0,5825.0,872.0,4161.0,12054.0,Parallel computing with task scheduling.,600.0,44,True,2024-05-07 09:10:44,2024.5.0,172.0,dask,conda-forge/dask,,,,60203.0,60203.0,https://pypi.org/project/dask,8276272.0,8507769.0,https://anaconda.org/conda-forge/dask,2024-05-04 00:43:29.012,11111903.0,,,,,1.0,,,,,,,stable/dask,,,,,
25,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-05-16 13:45:04.000000,2024-05-16 13:44:13,4887.0,228.0,2022.0,1684.0,4740.0,263.0,2687.0,11769.0,WebGL2 powered visualization framework.,263.0,44,True,2024-05-06 07:33:16,9.0.14,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7570.0,7570.0,https://pypi.org/project/pydeck,3542098.0,4006952.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,517379.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,454710.0,,,,,,
26,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-05-16 15:32:43.000000,2024-05-13 02:15:10,5828.0,58.0,1602.0,192.0,4993.0,608.0,1230.0,6564.0,TensorFlows Visualization Toolkit.,319.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],234237.0,234237.0,https://pypi.org/project/tensorboard,28734735.0,28833941.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4662684.0,,,,,1.0,,,,,,,,,,,,
27,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-05-16 17:34:42.000000,2024-05-16 17:34:42,10682.0,365.0,18671.0,1909.0,7181.0,170.0,11685.0,61044.0,Deep Learning for humans.,1297.0,43,True,2024-04-26 23:21:04,3.3.3,67.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,18311863.0,18385931.0,https://anaconda.org/conda-forge/keras,2024-04-27 08:28:33.749,3481208.0,,,,,2.0,,,,,,,,,,,,
28,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-05-16 17:53:10.000000,2024-05-16 15:08:54,4205.0,1162.0,4246.0,228.0,4703.0,667.0,3258.0,31709.0,LlamaIndex is a data framework for your LLM applications.,940.0,43,True,2024-05-14 20:56:21,0.10.37,100.0,llama-index,,,,,8101.0,8101.0,https://pypi.org/project/llama-index,995618.0,995736.0,,,,,,,,1.0,708.0,,,,,,,,,,,
29,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-05-16 17:52:45.000000,2024-05-16 17:08:21,6619.0,317.0,2157.0,157.0,3724.0,501.0,3698.0,29436.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",292.0,43,True,2024-05-15 22:30:47,@gradio/video@0.8.4,100.0,gradio,,,,,30060.0,30060.0,https://pypi.org/project/gradio,6812769.0,6812769.0,,,,,,,,1.0,,,,,,,,,,,,
30,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-05-14 20:49:09.000000,2024-05-14 18:39:29,2657.0,54.0,3103.0,240.0,864.0,822.0,1631.0,21750.0,A game theoretic approach to explain the output of any machine learning model.,239.0,43,True,2024-05-07 11:32:42,0.45.1,54.0,shap,conda-forge/shap,,,,17449.0,17449.0,https://pypi.org/project/shap,6937609.0,7005369.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,2778173.0,,,,,1.0,,,shap/shap,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-05-15 11:04:54.000000,2024-05-14 16:55:06,20493.0,105.0,4107.0,443.0,6070.0,741.0,6889.0,18884.0,"Interactive Data Visualization in the browser, from Python.",692.0,43,True,,,60.0,bokeh,conda-forge/bokeh,,,,87737.0,87737.0,https://pypi.org/project/bokeh,5164456.0,5459827.0,https://anaconda.org/conda-forge/bokeh,2024-04-12 05:55:15.282,13882470.0,,,,,1.0,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-05-14 14:22:19.000000,2024-05-08 16:35:01,2733.0,74.0,3547.0,437.0,3214.0,282.0,2424.0,16949.0,Open standard for machine learning interoperability.,317.0,43,True,2024-03-25 15:40:18,1.16.0,28.0,onnx,conda-forge/onnx,,,,27661.0,27661.0,https://pypi.org/project/onnx,5583932.0,5605254.0,https://anaconda.org/conda-forge/onnx,2024-03-26 22:34:37.040,989975.0,,,,,1.0,20518.0,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-05-16 03:35:11.000000,2024-05-16 03:35:11,3469.0,49.0,3704.0,436.0,3134.0,340.0,2967.0,16120.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",301.0,43,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,32822.0,32822.0,https://pypi.org/project/lightgbm,7697055.0,7751912.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2298779.0,,,,,2.0,222177.0,,,,,,,,,,,
34,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-05-10 15:09:58.000000,2024-04-25 14:36:49,3234.0,5.0,1796.0,260.0,1106.0,132.0,2367.0,12001.0,Statistical data visualization in Python.,212.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,406532.0,406532.0,https://pypi.org/project/seaborn,17419975.0,17605703.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,8729077.0,,,,,1.0,391.0,,,,,,,,,,,
35,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-05-15 19:22:03.000000,2024-05-15 19:22:03,7479.0,200.0,1952.0,420.0,1065.0,782.0,916.0,20606.0,Data Apps & Dashboards for Python. No JavaScript Required.,154.0,42,True,2024-05-03 17:00:38,2.17.0,107.0,dash,conda-forge/dash,,,,62966.0,62966.0,https://pypi.org/project/dash,2890316.0,2917616.0,https://anaconda.org/conda-forge/dash,2024-05-04 04:54:12.137,1283086.0,,,,,1.0,72.0,,,,,,,,,,,
36,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-05-15 18:03:53.000000,2024-05-15 15:05:26,7686.0,87.0,3065.0,282.0,3761.0,169.0,2988.0,14257.0,Network Analysis in Python.,718.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,,252862.0,252862.0,https://pypi.org/project/networkx,53834026.0,54183752.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,15737676.0,,,,,1.0,71.0,,,,,,,,,,,
37,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-05-16 18:03:01.000000,2024-05-16 18:00:48,6521.0,388.0,599.0,54.0,4529.0,816.0,2307.0,8314.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,176.0,42,True,2024-05-07 23:10:29,0.17.0,100.0,wandb,conda-forge/wandb,,,,45268.0,45268.0,https://pypi.org/project/wandb,13212530.0,13223411.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,500559.0,,,,,1.0,,,wandb/wandb,,,,,,,,,
38,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-05-16 17:13:51.000000,2024-05-14 17:31:17,13977.0,124.0,2129.0,187.0,4410.0,549.0,2074.0,5898.0,Image processing in Python.,660.0,42,True,2024-04-20 19:13:37,0.23.2,29.0,scikit-image,conda-forge/scikit-image,,,,181143.0,181143.0,https://pypi.org/project/scikit-image,12949104.0,13081777.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6235676.0,,,,,1.0,,,,,,,,,,,,
39,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-05-16 17:47:07.000000,2024-05-16 00:34:25,2293.0,135.0,3760.0,335.0,2723.0,933.0,1614.0,33000.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",308.0,41,True,2024-04-23 23:25:20,0.14.2,74.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],7021.0,7021.0,https://pypi.org/project/deepspeed,530583.0,530928.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17964.0,1.0,,,,,,,,,,,,
40,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-05-16 07:02:45.732000,2024-05-15 18:06:22,2259.0,91.0,4486.0,306.0,472.0,64.0,806.0,30018.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",137.0,41,True,2024-05-15 18:19:44,1.0.3,56.0,timm,conda-forge/timm,,,['pytorch'],28467.0,28467.0,https://pypi.org/project/timm,5137454.0,5250033.0,https://anaconda.org/conda-forge/timm,2024-05-16 07:02:45.732,149599.0,,,,,1.0,6559655.0,,huggingface/pytorch-image-models,,,,,,,,,
41,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-05-16 13:40:26.000000,2024-05-14 06:21:19,1386.0,63.0,2282.0,132.0,418.0,1021.0,929.0,13965.0,Multilingual Sentence & Image Embeddings with BERT.,159.0,41,True,2024-04-17 13:16:06,2.7.0,40.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],32839.0,32839.0,https://pypi.org/project/sentence-transformers,4268794.0,4274393.0,https://anaconda.org/conda-forge/sentence-transformers,2024-04-17 14:59:51.983,246357.0,,,,,1.0,,,,,,,,,,,,
