,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
13,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-12-28 13:43:59.000000,2023-12-21 10:00:06,16083.0,46.0,4150.0,556.0,3931.0,75.0,5444.0,27879.0,Industrial-strength Natural Language Processing (NLP) in Python.,746.0,45,True,2023-10-16 16:11:22,3.7.2,100.0,spacy,conda-forge/spacy,,,,77144.0,77144.0,https://pypi.org/project/spacy,6606449.0,6685133.0,https://anaconda.org/conda-forge/spacy,2023-11-05 20:08:03.012,3304739.0,,,,,1.0,,,,,,,,,,,,,
14,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-12-28 16:40:19.000000,2023-12-28 03:59:24,18756.0,1113.0,2337.0,323.0,11961.0,1210.0,3595.0,26138.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",612.0,45,True,2023-12-14 07:26:26,jax-v0.4.23,93.0,jax,conda-forge/jaxlib,,,,20570.0,20570.0,https://pypi.org/project/jax,4708358.0,4732495.0,https://anaconda.org/conda-forge/jaxlib,2023-12-23 22:02:22.397,1013782.0,,,,,1.0,,,,,,,,,,,,,
15,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2023-12-27 01:10:06.000000,2023-12-26 01:49:11,10031.0,283.0,3024.0,243.0,9800.0,647.0,5994.0,25531.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",918.0,45,True,2023-12-21 15:14:18,2.1.3,106.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],27501.0,27501.0,https://pypi.org/project/pytorch-lightning,4397768.0,4422677.0,https://anaconda.org/conda-forge/pytorch-lightning,2023-12-21 18:47:20.324,1028517.0,,,,,1.0,13907.0,Lightning-AI/pytorch-lightning,,,,,,,,,,,
16,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-12-28 17:53:00.000000,2023-12-28 12:47:36,45755.0,1755.0,5185.0,726.0,42642.0,1039.0,16558.0,21179.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1148.0,45,True,2023-07-25 11:09:59,2.5.0,60.0,paddlepaddle,,,,['paddle'],4449.0,4449.0,https://pypi.org/project/paddlepaddle,190270.0,190444.0,,,,,,,,1.0,15368.0,,,,,,,,,,,,
17,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-12-24 18:46:39.000000,2023-12-15 19:44:51,15177.0,67.0,2609.0,278.0,3829.0,2550.0,2725.0,9155.0,Statsmodels: statistical modeling and econometrics in Python.,419.0,45,True,2023-12-14 14:31:51,0.14.1,26.0,statsmodels,conda-forge/statsmodels,,,,111053.0,111053.0,https://pypi.org/project/statsmodels,11742885.0,12028960.0,https://anaconda.org/conda-forge/statsmodels,2023-12-14 18:03:00.804,12015183.0,,,,,1.0,30.0,,,,,,,,,,,,
18,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-12-28 17:55:49.000000,2023-12-28 17:55:49,20249.0,973.0,4838.0,465.0,25645.0,3002.0,13185.0,29236.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,955.0,44,True,2023-12-21 00:32:08,ray-2.9.0,76.0,ray,conda-forge/ray-tune,,,,12995.0,12995.0,https://pypi.org/project/ray,2676993.0,2681966.0,https://anaconda.org/conda-forge/ray-tune,2023-12-05 13:59:54.326,178966.0,,,,,1.0,165.0,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-12-28 16:57:57.000000,2023-12-28 14:45:13,6690.0,117.0,8132.0,912.0,4888.0,350.0,4683.0,25143.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",631.0,44,True,2023-12-19 10:07:53,2.0.3,56.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,76145.0,76145.0,https://pypi.org/project/xgboost,11470498.0,11579657.0,https://anaconda.org/conda-forge/xgboost,2023-12-20 14:38:41.532,4472772.0,,,,,2.0,7916.0,,,,,,,,,,,,
20,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-12-28 15:48:29.000000,2023-12-28 01:28:04,5181.0,487.0,3617.0,291.0,7210.0,1059.0,2287.0,16138.0,Open source platform for the machine learning lifecycle.,683.0,44,True,2023-12-14 15:34:34,2.9.2,80.0,mlflow,conda-forge/mlflow,,,,27965.0,27965.0,https://pypi.org/project/mlflow,14095348.0,14135516.0,https://anaconda.org/conda-forge/mlflow,2023-12-14 16:11:35.887,1687066.0,,,,,1.0,,,,,,,,,,,,,
21,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-12-27 19:35:54.000000,2023-12-21 22:10:00,6257.0,52.0,2403.0,280.0,1583.0,1403.0,1371.0,14619.0,The interactive graphing library for Python This project now includes Plotly Express!.,252.0,44,True,2023-10-25 19:52:56,5.18.0,97.0,plotly,conda-forge/plotly,,,,227292.0,227292.0,https://pypi.org/project/plotly,11333085.0,11490738.0,https://anaconda.org/conda-forge/plotly,2023-10-25 22:33:48.925,5133694.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,38265.0,,,,,,,,
22,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2023-12-26 08:08:27.000000,2023-12-23 12:37:29,56808.0,535.0,4031.0,292.0,12834.0,4252.0,8595.0,11705.0,A computer algebra system written in pure Python.,1265.0,44,True,2023-05-10 18:09:23,sympy-1.12,45.0,sympy,conda-forge/sympy,,,,102141.0,102141.0,https://pypi.org/project/sympy,9992006.0,10049183.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,4819363.0,,,,,1.0,527164.0,,,,,,,,,,,,
23,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-12-28 16:32:06.000000,2023-12-27 22:16:56,6070.0,358.0,1725.0,144.0,3095.0,429.0,2995.0,25154.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",238.0,43,True,2023-08-23 23:33:20,3.41.0,100.0,gradio,,,,,19811.0,19811.0,https://pypi.org/project/gradio,3954776.0,3954776.0,,,,,,,,1.0,,,,,,,,,,,,,
24,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-12-26 18:50:31.000000,2023-12-22 18:23:34,20347.0,120.0,4064.0,444.0,5933.0,719.0,6790.0,18431.0,"Interactive Data Visualization in the browser, from Python.",679.0,43,True,,,56.0,bokeh,conda-forge/bokeh,,,,80954.0,80954.0,https://pypi.org/project/bokeh,4054196.0,4369042.0,https://anaconda.org/conda-forge/bokeh,2023-12-01 23:42:13.932,13223553.0,,,,,1.0,,,,,,,,,,,,,
25,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-12-28 16:31:29.000000,2023-12-28 16:02:41,2614.0,78.0,3508.0,438.0,3050.0,259.0,2315.0,16122.0,Open standard for machine learning interoperability.,303.0,43,True,2023-10-31 17:04:56,1.15.0,27.0,onnx,conda-forge/onnx,,,,22222.0,22222.0,https://pypi.org/project/onnx,3946422.0,3968024.0,https://anaconda.org/conda-forge/onnx,2023-11-07 18:53:33.533,896119.0,,,,,1.0,19696.0,,,,,,,,,,,,
26,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-12-28 15:27:43.000000,2023-12-28 15:27:42,3401.0,50.0,3659.0,438.0,3045.0,309.0,2883.0,15760.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",292.0,43,True,2023-12-21 18:58:56,4.2.0,30.0,lightgbm,conda-forge/lightgbm,,,,28344.0,28344.0,https://pypi.org/project/lightgbm,6638973.0,6696570.0,https://anaconda.org/conda-forge/lightgbm,2023-12-22 13:12:54.633,2144134.0,,,,,2.0,209646.0,,,,,,,,,,,,
27,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-12-28 18:04:17.000000,2023-12-28 18:04:16,3222.0,32.0,1747.0,259.0,1080.0,113.0,2333.0,11525.0,Statistical data visualization in Python.,209.0,43,True,2023-09-29 19:01:44,0.13.0,35.0,seaborn,conda-forge/seaborn,,,,342961.0,342961.0,https://pypi.org/project/seaborn,12428415.0,12616438.0,https://anaconda.org/conda-forge/seaborn,2023-10-02 16:03:37.621,7896866.0,,,,,1.0,373.0,,,,,,,,,,,,
28,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-12-27 18:42:51.000000,2023-12-27 18:42:50,5737.0,67.0,1568.0,194.0,4881.0,591.0,1218.0,6438.0,TensorFlows Visualization Toolkit.,311.0,43,True,2023-11-02 18:45:45,2.15.1,56.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],207146.0,207146.0,https://pypi.org/project/tensorboard,21598512.0,21704621.0,https://anaconda.org/conda-forge/tensorboard,2023-11-03 15:31:12.158,4456579.0,,,,,1.0,,,,,,,,,,,,,
29,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-12-28 15:08:54.000000,2023-12-22 14:35:16,7543.0,129.0,2992.0,275.0,3589.0,176.0,2930.0,13698.0,Network Analysis in Python.,699.0,42,True,2023-10-28 09:53:23,networkx-3.2.1,54.0,networkx,conda-forge/networkx,,,,211713.0,211713.0,https://pypi.org/project/networkx,36421730.0,36781630.0,https://anaconda.org/conda-forge/networkx,2023-10-28 14:55:59.129,14396022.0,,,,,1.0,65.0,,,,,,,,,,,,
30,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-12-27 20:15:34.000000,2023-12-24 12:24:15,14508.0,42.0,2690.0,468.0,1446.0,251.0,1497.0,12628.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,451.0,42,True,,,17.0,nltk,conda-forge/nltk,,,,241012.0,241012.0,https://pypi.org/project/nltk,12810590.0,12837607.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2377559.0,,,,,1.0,,,,,,,,,,,,,
31,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-12-22 14:44:25.000000,2023-12-21 16:47:22,4595.0,73.0,1975.0,1694.0,4434.0,249.0,2569.0,11427.0,WebGL2 powered visualization framework.,242.0,42,True,2023-12-05 13:36:42,8.9.33,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],6940.0,6940.0,https://pypi.org/project/pydeck,1922469.0,2319844.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,467367.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,387215.0,,,,,,,,
32,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-12-27 17:10:01.000000,2023-12-27 17:10:01,3615.0,47.0,708.0,141.0,1313.0,161.0,1728.0,8628.0,Declarative statistical visualization library for Python.,160.0,42,True,2023-11-28 06:23:39,5.2.0,27.0,altair,conda-forge/altair,,,,96716.0,96716.0,https://pypi.org/project/altair,15777965.0,15866031.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2113576.0,,,,,1.0,93.0,,,,,,,,,,,,
33,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-12-23 11:51:31.000000,2023-12-22 22:10:20,13790.0,68.0,2115.0,186.0,4328.0,526.0,2035.0,5727.0,Image processing in Python.,644.0,42,True,2023-10-03 21:36:37,0.22.0,23.0,scikit-image,conda-forge/scikit-image,,,,165197.0,165197.0,https://pypi.org/project/scikit-image,12049301.0,12188891.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5862797.0,,,,,1.0,,,,,,,,,,,,,
34,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-12-27 13:26:50.000000,2023-12-22 19:18:25,2115.0,90.0,4337.0,305.0,431.0,69.0,757.0,28187.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",127.0,41,True,2023-11-24 19:09:08,0.9.12,54.0,timm,conda-forge/timm,,,['pytorch'],20764.0,20764.0,https://pypi.org/project/timm,3615323.0,3727154.0,https://anaconda.org/conda-forge/timm,2023-11-25 15:42:55.281,116611.0,,,,,1.0,5994292.0,huggingface/pytorch-image-models,,,,,,,,,,,
35,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-12-26 19:41:15.000000,2023-12-08 12:55:11,2582.0,70.0,2993.0,252.0,781.0,1412.0,955.0,20797.0,A game theoretic approach to explain the output of any machine learning model.,229.0,41,True,2023-12-07 12:14:26,0.44.0,51.0,shap,conda-forge/shap,,,,15073.0,15073.0,https://pypi.org/project/shap,7061735.0,7123877.0,https://anaconda.org/conda-forge/shap,2023-12-21 19:21:37.314,2237136.0,,,,,1.0,,shap/shap,,,,,,,,,,,
36,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-12-28 08:33:15.189000,2023-12-28 06:08:45,9135.0,127.0,1104.0,137.0,5317.0,519.0,4029.0,12700.0,ML Experiments Management with Git.,290.0,41,True,2023-12-28 07:08:55,3.37.0,289.0,dvc,conda-forge/dvc,,,,11484.0,11484.0,https://pypi.org/project/dvc,803896.0,849706.0,https://anaconda.org/conda-forge/dvc,2023-12-28 08:33:15.189,1743861.0,,,,,1.0,47199.0,,,,,dvc,dvc,dvc,,,,,
37,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-12-22 21:12:11.000000,2023-12-20 22:02:14,7960.0,86.0,1615.0,213.0,5575.0,845.0,4062.0,11654.0,Parallel computing with task scheduling.,592.0,41,True,,,162.0,dask,conda-forge/dask,,,,55837.0,55837.0,https://pypi.org/project/dask,6575083.0,6821510.0,https://anaconda.org/conda-forge/dask,2023-12-15 22:47:54.178,10596361.0,,,,,1.0,,,,,,,,,stable/dask,,,,
38,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-12-28 13:08:28.000000,2023-12-26 16:00:11,2012.0,174.0,3486.0,307.0,2385.0,782.0,1469.0,30415.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",273.0,40,True,2023-12-21 00:46:35,0.12.6,65.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],5232.0,5232.0,https://pypi.org/project/deepspeed,339210.0,339579.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17362.0,1.0,,,,,,,,,,,,,
39,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-12-16 18:16:41.000000,2023-12-16 18:16:41,7091.0,60.0,1904.0,414.0,1006.0,767.0,849.0,19853.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,40,True,2023-11-28 00:56:54,2.14.2,103.0,dash,conda-forge/dash,,,,56259.0,56259.0,https://pypi.org/project/dash,2241108.0,2268901.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1167333.0,,,,,2.0,30.0,,,,,,,,,,,,
40,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-12-22 19:00:35.000000,2023-12-14 23:03:21,8509.0,51.0,2147.0,206.0,4152.0,12.0,1910.0,19509.0,Build multimodal AI applications with cloud-native stack.,176.0,40,True,2023-12-14 15:31:33,3.23.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1411.0,1411.0,https://pypi.org/project/jina,102560.0,132139.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,58761.0,https://hub.docker.com/r/jinaai/jina,2023-12-14 15:39:49.833835,8.0,1260539.0,2.0,,,,,,,,,,,,,
41,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-12-25 12:02:10.000000,2023-11-29 14:40:08,32592.0,40.0,4328.0,349.0,6304.0,2.0,6641.0,17380.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,40,True,2023-12-05 16:10:28,3.5.17,100.0,rasa,,,,['tensorflow'],3851.0,3851.0,https://pypi.org/project/rasa,160135.0,160135.0,,,,,,,,1.0,,,,,,,,,,-1.0,,,
