,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-11-21 18:02:43.000000,2024-11-21 13:54:01,23094.0,616.0,5686.0,474.0,29630.0,3640.0,15280.0,34097.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1101.0,46,True,2024-11-13 19:50:19,ray-2.39.0,98.0,ray,conda-forge/ray-tune,,,,19060.0,19060.0,https://pypi.org/project/ray,6218174.0,6228087.0,https://anaconda.org/conda-forge/ray-tune,2024-10-30 16:31:33.519,465856.0,,,,,1.0,242.0,1.0,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-11-21 18:00:06.000000,2024-11-21 18:00:06,7196.0,143.0,8233.0,908.0,5679.0,400.0,4920.0,26324.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",652.0,46,True,2024-10-23 14:31:13,2.1.2,60.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,117288.0,117288.0,https://pypi.org/project/xgboost,26236927.0,26342152.0,https://anaconda.org/conda-forge/xgboost,2024-11-21 01:59:57.300,5466913.0,,,,,1.0,11958.0,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-11-21 17:57:59.000000,2024-11-21 17:57:55,24280.0,1667.0,2764.0,337.0,16388.0,1439.0,4294.0,30549.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",791.0,45,True,2024-10-22 21:01:49,jax-v0.4.35,100.0,jax,conda-forge/jaxlib,,,,32983.0,32983.0,https://pypi.org/project/jax,4336632.0,4372220.0,https://anaconda.org/conda-forge/jaxlib,2024-10-24 10:52:07.546,1886167.0,,,,,1.0,,,jax-ml/jax,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-11-21 14:34:12.000000,2024-11-21 14:34:12,51753.0,1163.0,5460.0,716.0,50926.0,969.0,17471.0,22272.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1306.0,45,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,,['paddle'],6358.0,6358.0,https://pypi.org/project/paddlepaddle,314966.0,315121.0,,,,,,,,1.0,15412.0,,,,,,,,,,,
19,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-11-21 17:44:49.000000,2024-11-21 17:44:49,7182.0,468.0,2517.0,275.0,1748.0,540.0,2469.0,16320.0,The interactive graphing library for Python This project now includes Plotly Express!.,281.0,45,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,327859.0,327859.0,https://pypi.org/project/plotly,20101172.0,20249886.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,7529719.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,9275.0,,,,,,
20,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-11-14 16:42:05.000000,2024-11-14 16:42:05,15567.0,99.0,2709.0,283.0,3960.0,2664.0,2803.0,10163.0,Statsmodels: statistical modeling and econometrics in Python.,447.0,45,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,143104.0,143104.0,https://pypi.org/project/statsmodels,16293669.0,16592642.0,https://anaconda.org/conda-forge/statsmodels,2024-10-03 20:40:26.151,15845601.0,,,,,1.0,35.0,,,,,,,,,,,
21,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-11-21 17:15:34.000000,2024-11-21 12:02:48,1902.0,414.0,6114.0,183.0,3276.0,1113.0,8377.0,32861.0,Ultralytics YOLO11.,203.0,44,True,2024-11-21 12:03:58,8.3.35,100.0,ultralytics,,,,,29789.0,29789.0,https://pypi.org/project/ultralytics,5438943.0,5438943.0,,,,,,,,1.0,,,,,,,,,,,,
22,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-11-19 09:43:56.000000,2024-11-19 09:43:40,16213.0,77.0,4327.0,563.0,4025.0,140.0,5521.0,30291.0,Industrial-strength Natural Language Processing (NLP) in Python.,762.0,44,True,2024-10-01 18:19:33,release-v3.8.2,100.0,spacy,conda-forge/spacy,,,,105605.0,105605.0,https://pypi.org/project/spacy,13058471.0,13144117.0,https://anaconda.org/conda-forge/spacy,2024-09-22 12:43:59.353,4538862.0,,,,,1.0,691.0,,,,,,,,,,,
23,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-11-21 13:01:10.000000,2024-11-21 12:59:10,6822.0,430.0,4122.0,303.0,9590.0,1326.0,2620.0,18830.0,Open source platform for the machine learning lifecycle.,795.0,44,True,2024-11-18 15:11:13,2.18.0,100.0,mlflow,conda-forge/mlflow,,,,46361.0,46361.0,https://pypi.org/project/mlflow,18418325.0,18465427.0,https://anaconda.org/conda-forge/mlflow,2024-11-19 20:43:56.930,2496452.0,,,,,1.0,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-11-21 12:43:21.000000,2024-11-21 12:43:21,8411.0,118.0,1678.0,213.0,6055.0,908.0,4310.0,12609.0,Parallel computing with task scheduling.,613.0,44,True,2024-11-13 15:16:28,2024.11.2,187.0,dask,conda-forge/dask,,,,66969.0,66969.0,https://pypi.org/project/dask,13608732.0,13835696.0,https://anaconda.org/conda-forge/dask,2024-11-18 23:05:18.333,12256106.0,,,,,1.0,,,,,,,stable/dask,,,,,
25,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-11-21 16:56:55.000000,2024-11-21 16:56:55,11154.0,262.0,18806.0,1916.0,7584.0,243.0,11975.0,62109.0,Deep Learning for humans.,1348.0,43,True,2024-10-03 19:44:23,3.6.0,71.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,14081894.0,14153703.0,https://anaconda.org/conda-forge/keras,2024-10-07 20:46:42.672,3805913.0,,,,,2.0,,,,,,,,,,,,
26,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-11-21 16:23:21.000000,2024-11-21 03:14:01,5614.0,589.0,5182.0,243.0,6276.0,556.0,4967.0,36878.0,LlamaIndex is a data framework for your LLM applications.,1330.0,43,True,2024-11-21 03:17:40,0.12.1,100.0,llama-index,,,,,14217.0,14217.0,https://pypi.org/project/llama-index,3155063.0,3155150.0,,,,,,,,1.0,787.0,,,,,,,,,,,
27,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-11-21 17:41:41.000000,2024-11-21 17:33:23,7220.0,228.0,2557.0,178.0,4607.0,438.0,4578.0,34087.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",346.0,43,True,2024-11-16 00:30:17,gradio@5.6.0,100.0,gradio,,,,,47107.0,47107.0,https://pypi.org/project/gradio,6849925.0,6849925.0,,,,,,,,1.0,,,,,,,,,,,,
28,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-11-20 23:47:46.000000,2024-11-20 23:47:44,10455.0,40.0,3323.0,251.0,10316.0,814.0,6327.0,28433.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",982.0,43,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],38802.0,38802.0,https://pypi.org/project/pytorch-lightning,7042791.0,7068445.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1346224.0,,,,,2.0,10424.0,,Lightning-AI/pytorch-lightning,,,,,,,,,
29,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-11-19 19:56:20.000000,2024-11-19 14:24:43,7746.0,126.0,2031.0,425.0,1157.0,453.0,1371.0,21521.0,Data Apps & Dashboards for Python. No JavaScript Required.,167.0,43,True,2024-11-04 21:17:37,2.18.2,110.0,dash,conda-forge/dash,,,,72240.0,72240.0,https://pypi.org/project/dash,3901395.0,3930940.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1565878.0,,,,,1.0,86.0,,,,,,,,,,,
30,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-11-21 10:07:53.000000,2024-11-19 20:10:53,20640.0,62.0,4137.0,438.0,6206.0,747.0,6997.0,19383.0,"Interactive Data Visualization in the browser, from Python.",702.0,43,True,,,66.0,bokeh,conda-forge/bokeh,,,,94774.0,94774.0,https://pypi.org/project/bokeh,4254285.0,4544573.0,https://anaconda.org/conda-forge/bokeh,2024-11-07 07:28:52.498,15385281.0,,,,,1.0,,,,,,,,,,,,
31,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-11-21 18:09:26.000000,2024-11-21 17:48:23,2923.0,135.0,3609.0,438.0,3467.0,293.0,2549.0,17963.0,Open standard for machine learning interoperability.,326.0,43,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,,36189.0,36189.0,https://pypi.org/project/onnx,6168485.0,6193991.0,https://anaconda.org/conda-forge/onnx,2024-10-21 21:30:32.889,1337957.0,,,,,1.0,22309.0,,,,,,,,,,,
32,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-11-17 20:49:20.000000,2024-11-15 12:30:23,3601.0,44.0,3759.0,434.0,3290.0,343.0,3077.0,16716.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",320.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,,40227.0,40227.0,https://pypi.org/project/lightgbm,10118946.0,10178822.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2861997.0,,,,,2.0,239993.0,,,,,,,,,,,
33,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-11-21 09:23:09.000000,2024-11-21 09:23:09,5017.0,51.0,2066.0,1670.0,4884.0,325.0,2732.0,12274.0,WebGL2 powered visualization framework.,276.0,43,True,2024-11-08 14:03:16,9.0.35,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],8328.0,8328.0,https://pypi.org/project/pydeck,6377151.0,7023709.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,646393.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,635218.0,,,,,,
34,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-11-21 14:49:41.000000,2024-11-21 14:49:40,18459.0,291.0,1029.0,119.0,3714.0,60.0,1620.0,10952.0,A hyperparameter optimization framework.,277.0,43,True,2024-11-11 05:20:54,4.1.0,67.0,optuna,conda-forge/optuna,,,,19252.0,19252.0,https://pypi.org/project/optuna,3955057.0,3990834.0,https://anaconda.org/conda-forge/optuna,2024-11-13 05:15:17.167,1896191.0,,,,,1.0,,,,,,,,,,,,
35,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-11-21 05:04:07.000000,2024-11-21 05:04:07,2567.0,122.0,4657.0,312.0,541.0,47.0,883.0,32323.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",158.0,42,True,2024-10-16 21:19:16,1.0.11,61.0,timm,conda-forge/timm,,,['pytorch'],40779.0,40779.0,https://pypi.org/project/timm,5915084.0,6029834.0,https://anaconda.org/conda-forge/timm,2024-10-17 16:34:27.541,268273.0,,,,,1.0,7233054.0,,huggingface/pytorch-image-models,,,,,,,,,
36,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-11-20 10:49:42.000000,2024-11-20 10:49:35,2775.0,33.0,3211.0,244.0,981.0,722.0,1824.0,22914.0,A game theoretic approach to explain the output of any machine learning model.,253.0,42,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,22127.0,22127.0,https://pypi.org/project/shap,6417120.0,6509963.0,https://anaconda.org/conda-forge/shap,2024-11-20 09:50:28.114,4363658.0,,,,,1.0,,,shap/shap,,,,,,,,,
37,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-11-19 16:01:50.000000,2024-11-19 14:42:40,7829.0,63.0,3174.0,277.0,3927.0,179.0,3038.0,14981.0,Network Analysis in Python.,755.0,42,True,2024-10-21 12:40:41,networkx-3.4.2,60.0,networkx,conda-forge/networkx,,,,317407.0,317407.0,https://pypi.org/project/networkx,63803213.0,64170438.0,https://anaconda.org/conda-forge/networkx,2024-11-13 18:04:48.334,18728504.0,,,,,1.0,76.0,,,,,,,,,,,
38,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-11-19 21:43:53.000000,2024-11-19 21:41:42,1371.0,82.0,2382.0,242.0,630.0,159.0,1207.0,14877.0,Download market data from Yahoo! Finances API.,127.0,42,True,2024-11-19 21:43:53,0.2.50,87.0,yfinance,ranaroussi/yfinance,,,,51726.0,51726.0,https://pypi.org/project/yfinance,3570768.0,3573199.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,97267.0,,,,,1.0,,,,,,,,,,,,
39,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2024-11-21 17:48:39.000000,2024-11-21 01:55:39,18393.0,1524.0,1649.0,76.0,3073.0,670.0,2936.0,14059.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",359.0,42,True,2024-11-21 03:01:44,1.52.12,100.0,litellm,,,,,4669.0,4669.0,https://pypi.org/project/litellm,3481512.0,3481719.0,,,,,,,,1.0,415.0,,,,,,,,,,,
40,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-11-21 12:43:23.000000,2024-11-15 16:08:35,3819.0,71.0,763.0,140.0,1520.0,193.0,1837.0,9391.0,Declarative statistical visualization library for Python.,173.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,,177292.0,177292.0,https://pypi.org/project/altair,23339351.0,23410883.0,https://anaconda.org/conda-forge/altair,2024-11-21 03:08:24.902,2503584.0,,,,,1.0,196.0,,vega/altair,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-11-21 16:25:25.000000,2024-11-21 02:16:48,7353.0,520.0,663.0,61.0,5530.0,627.0,2765.0,9165.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",197.0,42,True,2024-11-14 00:05:52,0.18.7,100.0,wandb,conda-forge/wandb,,,,58697.0,58697.0,https://pypi.org/project/wandb,18886832.0,18901339.0,https://anaconda.org/conda-forge/wandb,2024-11-14 21:50:04.093,753979.0,,,,,1.0,365.0,,wandb/wandb,,,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-11-19 21:01:53.000000,2024-11-19 21:01:53,5875.0,22.0,1629.0,189.0,5052.0,630.0,1241.0,6718.0,TensorFlows Visualization Toolkit.,322.0,42,True,2024-09-25 21:21:08,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],273709.0,273709.0,https://pypi.org/project/tensorboard,22958821.0,23056246.0,https://anaconda.org/conda-forge/tensorboard,2024-09-27 11:17:28.293,5163556.0,,,,,1.0,,,,,,,,,,,,
