,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-01-30 18:09:54.000000,2025-01-30 16:58:53,7019.0,260.0,3148.0,323.0,5407.0,942.0,3830.0,36959.0,Streamlit A faster way to build and share data apps.,254.0,46,True,2024-12-13 21:22:19,1.41.1,89.0,streamlit,,,,,684740.0,684740.0,https://pypi.org/project/streamlit,6505520.0,6505520.0,,,,,,,,1.0,,,,,,,,,,,,
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-01-30 18:18:19.000000,2025-01-30 18:18:16,23734.0,805.0,5865.0,480.0,30528.0,3655.0,15649.0,35095.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1134.0,46,True,2025-01-23 10:02:16,ray-2.41.0,100.0,ray,conda-forge/ray-tune,,,,20526.0,20526.0,https://pypi.org/project/ray,5881067.0,5892836.0,https://anaconda.org/conda-forge/ray-tune,2025-01-26 08:13:15.105,576594.0,,,,,1.0,248.0,,,,,,,,,,,
16,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-01-30 17:27:52.000000,2025-01-30 17:26:41,7445.0,312.0,2546.0,276.0,1798.0,566.0,2496.0,16646.0,The interactive graphing library for Python This project now includes Plotly Express!.,281.0,46,True,2025-01-28 19:45:30,6.0.0,103.0,plotly,conda-forge/plotly,,,,356476.0,356476.0,https://pypi.org/project/plotly,18367052.0,18571951.0,https://anaconda.org/conda-forge/plotly,2024-12-09 08:37:37.782,8193707.0,,,,,1.0,10.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,58583.0,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-01-30 17:49:46.000000,2025-01-30 17:49:41,25352.0,1417.0,2830.0,332.0,17306.0,1492.0,4415.0,31115.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",824.0,45,True,2025-01-17 18:27:26,jax-v0.5.0,100.0,jax,conda-forge/jaxlib,,,,36345.0,36345.0,https://pypi.org/project/jax,5821518.0,5860881.0,https://anaconda.org/conda-forge/jaxlib,2025-01-06 04:26:25.655,2165001.0,,,,,1.0,,,,,jax-ml/jax,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-01-30 16:33:20.000000,2025-01-30 16:33:19,7314.0,155.0,8244.0,909.0,5815.0,395.0,4970.0,26541.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",657.0,45,True,2024-11-26 10:21:16,2.1.3,61.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,128281.0,128281.0,https://pypi.org/project/xgboost,23384997.0,23490922.0,https://anaconda.org/conda-forge/xgboost,2025-01-24 07:20:52.387,5714459.0,,,,,1.0,13314.0,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-01-27 14:21:49.000000,2025-01-27 14:21:39,15650.0,87.0,3046.0,288.0,3980.0,2693.0,2819.0,10395.0,Statsmodels: statistical modeling and econometrics in Python.,450.0,45,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,151355.0,151355.0,https://pypi.org/project/statsmodels,15522418.0,15830132.0,https://anaconda.org/conda-forge/statsmodels,2024-10-03 20:40:26.151,16924299.0,,,,,1.0,35.0,,,,,,,,,,,
20,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-01-30 17:12:00.000000,2025-01-30 15:41:39,2172.0,337.0,6667.0,186.0,3651.0,668.0,9531.0,35918.0,Ultralytics YOLO11.,220.0,44,True,2025-01-30 11:29:04,8.3.70,100.0,ultralytics,,,,,35721.0,35721.0,https://pypi.org/project/ultralytics,7155153.0,7155153.0,,,,,,,,1.0,,,,,,,,,,,,
21,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-01-26 12:04:53.000000,2025-01-26 12:04:52,52734.0,1276.0,5505.0,714.0,52208.0,989.0,17561.0,22435.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1347.0,44,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,,['paddle'],6876.0,6876.0,https://pypi.org/project/paddlepaddle,299856.0,300008.0,,,,,,,,2.0,15428.0,,,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-01-30 14:58:42.000000,2025-01-30 12:45:02,7102.0,386.0,4200.0,305.0,10031.0,1358.0,2670.0,19350.0,Open source platform for the machine learning lifecycle.,816.0,44,True,2025-01-30 14:51:21,2.20.1,100.0,mlflow,conda-forge/mlflow,,,,51068.0,51068.0,https://pypi.org/project/mlflow,13684165.0,13733702.0,https://anaconda.org/conda-forge/mlflow,2025-01-24 08:27:15.985,2724576.0,,,,,1.0,,,,,,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-01-30 14:57:32.000000,2025-01-30 14:57:32,9435.0,164.0,1703.0,214.0,6149.0,919.0,4348.0,12890.0,Parallel computing with task scheduling.,619.0,44,True,2024-12-17 20:26:22,2024.12.1,190.0,dask,conda-forge/dask,,,,69408.0,69408.0,https://pypi.org/project/dask,9977502.0,10201800.0,https://anaconda.org/conda-forge/dask,2025-01-19 15:07:53.205,12560694.0,,,,,1.0,,,,,,stable/dask,,,,,,
24,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2025-01-30 17:31:21.000000,2025-01-30 17:31:20,11323.0,226.0,18820.0,1915.0,7760.0,224.0,12095.0,62425.0,Deep Learning for humans.,1368.0,43,True,2025-01-07 18:27:26,3.8.0,73.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,13235980.0,13307091.0,https://anaconda.org/conda-forge/keras,2025-01-10 19:55:24.082,3911151.0,,,,,2.0,,,,,,,,,,,,
25,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-01-30 18:10:40.000000,2025-01-29 22:15:54,5914.0,406.0,5392.0,252.0,6617.0,621.0,5188.0,38429.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1413.0,43,True,2025-01-25 22:55:41,0.12.14,100.0,llama_index,,,,,16373.0,16373.0,https://pypi.org/project/llama_index,3064440.0,3064515.0,,,,,,,,2.0,829.0,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-01-30 18:24:23.000000,2025-01-30 17:12:34,7398.0,217.0,2644.0,179.0,4804.0,449.0,4816.0,35609.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",370.0,43,True,2025-01-29 00:47:37,gradio@5.13.2,100.0,gradio,,,,,54486.0,54486.0,https://pypi.org/project/gradio,6486439.0,6486439.0,,,,,,,,1.0,,,,,,,,,,,,
27,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-01-22 09:37:13.000000,2025-01-09 11:28:08,10502.0,68.0,3360.0,252.0,10367.0,854.0,6352.0,28872.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",993.0,43,True,2024-12-21 01:35:39,2.5.0.post0,120.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],41278.0,41278.0,https://pypi.org/project/pytorch-lightning,6799434.0,6825441.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-12-22 08:21:07.098,1415515.0,,,,,2.0,11383.0,,,,Lightning-AI/pytorch-lightning,,,,,,,
28,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-01-30 15:14:25.000000,2025-01-30 06:25:01,2979.0,89.0,3639.0,434.0,3530.0,292.0,2598.0,18325.0,Open standard for machine learning interoperability.,332.0,43,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,,39303.0,39303.0,https://pypi.org/project/onnx,5661754.0,5689189.0,https://anaconda.org/conda-forge/onnx,2024-12-31 09:55:45.556,1494561.0,,,,,1.0,22823.0,,,,,,,,,,,
29,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-01-28 23:27:18.000000,2025-01-28 23:27:18,7872.0,53.0,3210.0,280.0,3976.0,177.0,3059.0,15338.0,Network Analysis in Python.,767.0,43,True,2024-10-21 12:40:41,networkx-3.4.2,60.0,networkx,conda-forge/networkx,,,,344753.0,344753.0,https://pypi.org/project/networkx,62329207.0,62705640.0,https://anaconda.org/conda-forge/networkx,2024-12-25 14:22:43.959,19950965.0,,,,,1.0,79.0,,,,,,,,,,,
30,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-01-26 21:06:05.000000,2025-01-26 21:06:05,1403.0,193.0,1604.0,251.0,728.0,10.0,1546.0,12955.0,Video editing with Python.,181.0,43,True,2025-01-10 11:53:37,2.1.2,18.0,moviepy,conda-forge/moviepy,,,,53220.0,53220.0,https://pypi.org/project/moviepy,2551468.0,2554628.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,284464.0,,,,,1.0,,,,,,,,,,,,
31,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-01-28 20:44:55.000000,2025-01-28 19:56:31,5078.0,71.0,2082.0,1666.0,4942.0,339.0,2753.0,12437.0,WebGL2 powered visualization framework.,279.0,43,True,2025-01-21 19:54:06,9.1.0,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],8590.0,8590.0,https://pypi.org/project/pydeck,5509139.0,5993589.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,683376.0,,,,,1.0,,deck.gl,https://www.npmjs.com/package/deck.gl,472868.0,,,,,,,,
32,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-01-29 06:46:18.000000,2025-01-29 06:46:18,18861.0,440.0,1044.0,119.0,3850.0,59.0,1646.0,11285.0,A hyperparameter optimization framework.,284.0,43,True,2025-01-27 07:13:38,3.6.2,71.0,optuna,conda-forge/optuna,,,,21491.0,21491.0,https://pypi.org/project/optuna,3572699.0,3612324.0,https://anaconda.org/conda-forge/optuna,2025-01-20 09:28:46.974,2179376.0,,,,,1.0,,,,,,,,,,,,
33,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-01-30 17:02:29.000000,2025-01-18 13:56:41,3855.0,52.0,765.0,138.0,1555.0,127.0,1935.0,9545.0,Declarative visualization library for Python.,173.0,43,True,2024-11-24 00:12:10,5.5.0,31.0,altair,conda-forge/altair,,,,194724.0,194724.0,https://pypi.org/project/altair,24120009.0,24189753.0,https://anaconda.org/conda-forge/altair,2024-12-15 06:41:29.283,2580485.0,,,,,1.0,224.0,,,,vega/altair,,,,,,,
34,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-01-29 04:56:30.000000,2025-01-29 04:56:30,2685.0,163.0,4726.0,319.0,588.0,46.0,907.0,33023.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",168.0,42,True,2025-01-19 23:05:30,1.0.14,64.0,timm,conda-forge/timm,,,['pytorch'],45867.0,45867.0,https://pypi.org/project/timm,5607693.0,5723119.0,https://anaconda.org/conda-forge/timm,2025-01-20 17:34:15.209,308785.0,,,,,1.0,7460183.0,,,,huggingface/pytorch-image-models,,,,,,,
35,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2025-01-13 17:17:48.000000,2025-01-13 17:17:36,16220.0,8.0,4355.0,561.0,4032.0,156.0,5523.0,30761.0,Industrial-strength Natural Language Processing (NLP) in Python.,762.0,42,True,2025-01-14 11:08:08,release-v3.8.4,100.0,spacy,conda-forge/spacy,,,,112889.0,112889.0,https://pypi.org/project/spacy,10307577.0,10400907.0,https://anaconda.org/conda-forge/spacy,2024-11-24 12:28:01.906,5132131.0,,,,,1.0,1584.0,,,,,,,,,,,
36,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-01-30 15:48:07.000000,2025-01-23 20:46:57,7777.0,41.0,2054.0,426.0,1179.0,474.0,1380.0,21859.0,Data Apps & Dashboards for Python. No JavaScript Required.,169.0,42,True,2024-11-04 21:17:37,2.18.2,111.0,dash,conda-forge/dash,,,,76525.0,76525.0,https://pypi.org/project/dash,4672352.0,4702458.0,https://anaconda.org/conda-forge/dash,2025-01-24 13:51:51.640,1655819.0,,,,,1.0,88.0,,,,,,,,,,,
37,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-01-30 17:45:33.000000,2025-01-30 17:44:29,20677.0,41.0,4151.0,437.0,6247.0,771.0,7033.0,19562.0,"Interactive Data Visualization in the browser, from Python.",708.0,42,True,,,67.0,bokeh,conda-forge/bokeh,,,,97237.0,97237.0,https://pypi.org/project/bokeh,3927314.0,4214289.0,https://anaconda.org/conda-forge/bokeh,2024-12-09 14:35:07.548,15783634.0,,,,,1.0,,,,,,,-1.0,,,,,
38,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2025-01-30 17:34:29.000000,2025-01-30 15:13:18,19253.0,1031.0,1980.0,92.0,3786.0,902.0,3213.0,16775.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",386.0,42,True,2025-01-30 16:47:33,1.59.10,100.0,litellm,,,,,6729.0,6729.0,https://pypi.org/project/litellm,4820829.0,4821049.0,,,,,,,,1.0,441.0,,,,,,,,,,,
39,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-01-29 21:55:27.000000,2025-01-18 16:14:36,1412.0,68.0,2460.0,244.0,670.0,156.0,1259.0,15549.0,Download market data from Yahoo! Finances API.,129.0,42,True,2025-01-18 16:22:59,0.2.52,89.0,yfinance,ranaroussi/yfinance,,,,59093.0,59093.0,https://pypi.org/project/yfinance,3780528.0,3782852.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,97637.0,,,,,1.0,,,,,,,,,,,,
40,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-01-26 16:55:15.000000,2025-01-26 16:55:13,3242.0,5.0,1879.0,262.0,1136.0,146.0,2446.0,12798.0,Statistical data visualization in Python.,215.0,42,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,552619.0,552619.0,https://pypi.org/project/seaborn,19917874.0,20126618.0,https://anaconda.org/conda-forge/seaborn,2024-12-09 07:42:09.249,11480805.0,,,,,1.0,465.0,,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-01-30 18:01:12.000000,2025-01-30 17:36:21,7635.0,415.0,682.0,62.0,5878.0,617.0,2855.0,9417.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",206.0,42,True,2025-01-29 01:52:29,0.19.5,100.0,wandb,conda-forge/wandb,,,,64495.0,64495.0,https://pypi.org/project/wandb,16362243.0,16378705.0,https://anaconda.org/conda-forge/wandb,2025-01-29 18:20:33.535,888461.0,,,,,1.0,484.0,,,,wandb/wandb,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-01-30 18:06:15.000000,2025-01-30 18:06:14,5883.0,14.0,1632.0,189.0,5061.0,632.0,1241.0,6774.0,TensorFlows Visualization Toolkit.,322.0,42,True,2024-09-25 21:21:08,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],289708.0,289708.0,https://pypi.org/project/tensorboard,23376125.0,23472711.0,https://anaconda.org/conda-forge/tensorboard,2024-12-10 08:54:23.547,5312230.0,,,,,1.0,,,,,,,,,,,,
