,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-09-18 18:10:48.000000,2025-09-18 17:02:05,27076.0,6583.0,489.0,35183.0,2867.0,18312.0,38988.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1348.0,47,True,1403.0,2025-09-03 00:44:11,ray-2.49.1,100.0,,ray,conda-forge/ray-tune,,,,26033.0,26033.0,https://pypi.org/project/ray,16783470.0,16798806.0,https://anaconda.org/conda-forge/ray-tune,2025-09-09 15:35:08.619,873990.0,,,,,1.0,264.0,,,,,,,,,,
17,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-09-17 21:41:28.000000,2025-08-27 16:32:51,8192.0,2671.0,279.0,1952.0,673.0,2579.0,17744.0,The interactive graphing library for Python.,292.0,47,True,104.0,2025-08-12 20:24:33,6.3.0,110.0,,plotly,conda-forge/plotly,,,,457500.0,457500.0,https://pypi.org/project/plotly,32343615.0,32521635.0,https://anaconda.org/conda-forge/plotly,2025-08-13 06:43:59.044,11178988.0,,,,,1.0,486.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,3346.0,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-09-16 20:24:48.000000,2025-09-16 20:24:47,7533.0,8303.0,898.0,6118.0,416.0,5129.0,27390.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",667.0,46,True,95.0,2025-09-05 08:47:40,3.0.5,69.0,,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,166865.0,166865.0,https://pypi.org/project/xgboost,32392600.0,32497229.0,https://anaconda.org/conda-forge/xgboost,2025-09-16 10:15:26.197,6478527.0,,,,,1.0,19023.0,,,,,,,,,,
19,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-09-18 11:25:59.000000,2025-09-18 11:25:59,55609.0,5660.0,714.0,56145.0,1001.0,17970.0,23221.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1428.0,46,True,1285.0,2025-09-08 13:41:01,3.2.0,67.0,,paddlepaddle,,,,['paddle'],8708.0,8708.0,https://pypi.org/project/paddlepaddle,568189.0,568330.0,,,,,,,,1.0,15456.0,,,,,,,,,,
20,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-09-18 18:02:49.000000,2025-09-18 15:26:28,3096.0,8523.0,221.0,4881.0,231.0,11549.0,45731.0,Ultralytics YOLO.,303.0,45,True,329.0,2025-09-18 12:39:18,8.3.202,100.0,,ultralytics,,,,,56599.0,56599.0,https://pypi.org/project/ultralytics,6830230.0,6830296.0,,,,,,,,1.0,333.0,,,,,,,,,,
21,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-09-18 15:04:54.000000,2025-09-18 15:04:54,7077.0,6264.0,265.0,7868.0,193.0,6483.0,44315.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1721.0,45,True,398.0,2025-09-16 05:11:05,0.14.2,100.0,,llama_index,,,,,23270.0,23270.0,https://pypi.org/project/llama_index,4973472.0,4973544.0,,,,,,,,2.0,941.0,,,,,,,,,,
22,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-09-18 18:01:57.000000,2025-09-18 17:50:45,30564.0,3117.0,326.0,22111.0,1617.0,4921.0,33468.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",949.0,45,True,2076.0,2025-09-16 17:19:35,jax-v0.7.2,100.0,jax-ml/jax,jax,conda-forge/jaxlib,,,,46484.0,46484.0,https://pypi.org/project/jax,10794187.0,10842897.0,https://anaconda.org/conda-forge/jaxlib,2025-09-09 14:50:54.038,3068755.0,,,,,2.0,,,,,,,,,,,
23,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-09-17 22:37:49.000000,2025-09-15 20:52:22,10855.0,3504.0,254.0,10786.0,827.0,6577.0,30144.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",1043.0,45,True,200.0,2025-09-05 15:59:58,2.5.5,126.0,Lightning-AI/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],48111.0,48111.0,https://pypi.org/project/pytorch-lightning,10008118.0,10035059.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-09-05 19:54:11.216,1678182.0,,,,,2.0,14615.0,,,,,,,,,,
24,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-09-16 15:30:38.000000,2025-09-09 14:25:10,8710.0,2163.0,422.0,1330.0,516.0,1479.0,24073.0,Data Apps & Dashboards for Python. No JavaScript Required.,187.0,45,True,146.0,2025-07-31 19:20:26,3.2.0,118.0,,dash,conda-forge/dash,,,,88985.0,88985.0,https://pypi.org/project/dash,4745176.0,4777081.0,https://anaconda.org/conda-forge/dash,2025-08-11 10:03:34.775,2009996.0,,,,,1.0,98.0,,,,,,,,,,
25,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-09-18 18:06:03.000000,2025-09-18 13:36:53,8760.0,4694.0,316.0,12801.0,1511.0,3087.0,22105.0,The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI..,895.0,45,True,741.0,2025-09-17 06:59:33,3.4.0,104.0,,mlflow,conda-forge/mlflow,,,,65206.0,65206.0,https://pypi.org/project/mlflow,22777859.0,22833843.0,https://anaconda.org/conda-forge/mlflow,2025-08-08 01:00:16.266,3526997.0,,,,,1.0,,,,,,,,,,,
26,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-09-18 16:04:18.000000,2025-09-18 16:01:38,15796.0,3108.0,288.0,4046.0,2742.0,2844.0,10951.0,Statsmodels: statistical modeling and econometrics in Python.,463.0,45,True,86.0,2025-07-07 10:26:06,0.14.5,30.0,,statsmodels,conda-forge/statsmodels,,,,178018.0,178018.0,https://pypi.org/project/statsmodels,22488339.0,22829544.0,https://anaconda.org/conda-forge/statsmodels,2025-07-07 20:02:33.033,21495933.0,,,,,2.0,36.0,,,,,,,,,,
27,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-09-18 16:26:52.000000,2025-09-18 14:58:28,8050.0,3025.0,192.0,5516.0,412.0,5611.0,39950.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",446.0,44,True,230.0,2025-09-16 20:39:16,gradio@5.46.0,100.0,,gradio,,,,,82945.0,82945.0,https://pypi.org/project/gradio,9037574.0,9037574.0,,,,,,,,1.0,,,,,,,,,,,
28,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-09-17 23:40:43.000000,2025-09-17 23:40:43,14795.0,2854.0,453.0,1531.0,254.0,1609.0,14286.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,475.0,44,True,34.0,,,19.0,,nltk,conda-forge/nltk,,,,408609.0,408609.0,https://pypi.org/project/nltk,36730608.0,36792652.0,https://anaconda.org/conda-forge/nltk,2025-04-22 14:56:27.119,3350420.0,,,,,1.0,,,,,,,,,,,
29,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-09-17 12:50:17.000000,2025-09-17 12:50:16,19917.0,1151.0,122.0,4069.0,46.0,1716.0,12699.0,A hyperparameter optimization framework.,316.0,44,True,451.0,2025-08-18 06:48:44,4.5.0,75.0,,optuna,conda-forge/optuna,,,,29307.0,29307.0,https://pypi.org/project/optuna,6802008.0,6854753.0,https://anaconda.org/conda-forge/optuna,2025-08-19 05:22:25.570,3322969.0,,,,,1.0,,,,,,,,,,,
30,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-09-18 16:20:29.000000,2025-09-18 00:02:30,8399.0,764.0,62.0,6830.0,675.0,3007.0,10334.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",220.0,44,True,306.0,2025-09-11 21:24:51,0.21.4,100.0,wandb/wandb,wandb,conda-forge/wandb,,,,83496.0,83496.0,https://pypi.org/project/wandb,21051415.0,21070628.0,https://anaconda.org/conda-forge/wandb,2025-08-19 20:49:21.161,1189852.0,,,,,1.0,1103.0,,,,,,,,,,
31,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-09-18 13:25:39.000000,2025-09-18 13:24:23,6717.0,8554.0,470.0,3688.0,129.0,9837.0,54634.0,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the..",259.0,43,True,81.0,2025-08-21 11:11:07,3.2.0,24.0,,paddleocr,,,,['paddle'],6117.0,6117.0,https://pypi.org/project/paddleocr,655020.0,688489.0,,,,,,,,1.0,2008161.0,,,,,,,,,,
32,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2025-09-18 18:05:10.000000,2025-09-18 17:26:13,3404.0,1818.0,125.0,3994.0,238.0,1253.0,23390.0,Open-source search and retrieval database for AI applications.,172.0,43,True,360.0,2025-09-16 21:37:06,cli-1.1.10,100.0,,chromadb,,,,,88005.0,88005.0,https://pypi.org/project/chromadb,8295760.0,8295837.0,,,,,,,,1.0,2404.0,-1.0,,,,,,,,,
33,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-09-18 17:50:43.000000,2025-09-18 17:50:38,20846.0,4184.0,435.0,6407.0,783.0,7222.0,20095.0,"Interactive Data Visualization in the browser, from Python.",715.0,43,True,57.0,,,72.0,,bokeh,conda-forge/bokeh,,,,103967.0,103967.0,https://pypi.org/project/bokeh,4859092.0,5135886.0,https://anaconda.org/conda-forge/bokeh,2025-08-30 08:43:51.245,17438022.0,,,,,1.0,,,,,,,,,,,
34,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-09-18 16:57:38.000000,2025-09-15 22:37:59,3357.0,3742.0,436.0,4024.0,247.0,2781.0,19605.0,Open standard for machine learning interoperability.,362.0,43,True,137.0,2025-08-26 21:48:02,1.19.0,33.0,,onnx,conda-forge/onnx,,,,48762.0,48762.0,https://pypi.org/project/onnx,9852778.0,9885091.0,https://anaconda.org/conda-forge/onnx,2025-07-07 08:49:19.352,2019561.0,,,,,2.0,24421.0,,,,,,,,,,
35,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-09-17 11:22:15.000000,2025-09-17 11:20:05,1627.0,2748.0,257.0,783.0,113.0,1507.0,19075.0,Download market data from Yahoo! Finances API.,141.0,43,True,48.0,2025-09-17 11:22:15,0.2.66,100.0,,yfinance,ranaroussi/yfinance,,,,85358.0,85358.0,https://pypi.org/project/yfinance,6193605.0,6195573.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,98438.0,,,,,1.0,,1.0,,,,,,,,,
36,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-09-15 11:55:14.000000,2025-09-15 11:55:14,2367.0,2610.0,148.0,775.0,1268.0,1189.0,17559.0,State-of-the-Art Text Embeddings.,237.0,43,True,128.0,2025-08-06 13:49:08,5.1.0,55.0,,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],122559.0,122559.0,https://pypi.org/project/sentence-transformers,14788216.0,14803441.0,https://anaconda.org/conda-forge/sentence-transformers,2025-08-06 18:40:22.425,913526.0,,,,,1.0,,,,,,,,,,,
37,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-09-18 00:15:00.000000,2025-09-18 00:15:00,8098.0,3314.0,282.0,4296.0,184.0,3132.0,16170.0,Network Analysis in Python.,790.0,43,True,90.0,2025-05-29 11:58:31,networkx-3.5,62.0,,networkx,conda-forge/networkx,,,,428239.0,428239.0,https://pypi.org/project/networkx,117468346.0,117872663.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,24663393.0,,,,,1.0,113.0,,,,,,,,,,
38,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-09-17 20:50:13.717000,2025-09-16 14:21:57,9609.0,1762.0,213.0,6345.0,1005.0,4432.0,13488.0,Parallel computing with task scheduling.,627.0,43,True,37.0,2025-09-16 10:52:51,2025.9.1,199.0,,dask,conda-forge/dask,,,,76877.0,76877.0,https://pypi.org/project/dask,18218504.0,18437735.0,https://anaconda.org/conda-forge/dask,2025-09-17 20:50:13.717,14030832.0,,,,,1.0,,,,,,stable/dask,,,,,
39,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-09-18 16:29:55.000000,2025-09-18 16:08:54,1855.0,1182.0,97.0,1883.0,86.0,1800.0,9144.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",368.0,43,True,60.0,2025-08-25 13:57:15,1.10.1,68.0,,accelerate,conda-forge/accelerate,,,['pytorch'],103917.0,103917.0,https://pypi.org/project/accelerate,14757157.0,14768842.0,https://anaconda.org/conda-forge/accelerate,2025-08-25 21:38:27.570,549225.0,,,,,1.0,,,,,,,,,,,
40,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-08-12 00:02:14.000000,2025-08-12 00:02:13,5913.0,1653.0,188.0,5097.0,644.0,1246.0,7001.0,TensorFlows Visualization Toolkit.,328.0,43,True,10.0,2025-07-17 19:19:53,2.20.0,65.0,,tensorboard,conda-forge/tensorboard,,,['tensorflow'],332094.0,332094.0,https://pypi.org/project/tensorboard,26618473.0,26711541.0,https://anaconda.org/conda-forge/tensorboard,2025-07-18 07:57:49.537,5863297.0,,,,,1.0,,,,,,,,,,,
41,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2025-09-18 18:02:21.000000,2025-09-18 00:43:17,4556.0,12902.0,857.0,3870.0,1781.0,6430.0,152569.0,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models.",528.0,42,True,196.0,2025-09-11 21:02:41,0.11.11,100.0,ollama/ollama,,,,,,71.0,71.0,,,4929023.0,,,,,,,,2.0,88722425.0,1.0,,,,,,,,,
42,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2025-09-18 17:17:36.000000,2025-09-18 17:17:34,1692.0,5022.0,324.0,1746.0,51.0,1467.0,38241.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",262.0,42,True,186.0,2025-09-11 00:06:45,0.186.1,100.0,,crewai,,,,,17214.0,17214.0,https://pypi.org/project/crewai,1795232.0,1795232.0,,,,,,,,2.0,,,,,,,,,,,
