,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-09-26 17:37:10.000,2024-09-26 17:37:10,11475.0,1347.0,14563.0,681.0,15220.0,594.0,7043.0,92760.0,Build context-aware reasoning applications.,2863.0,49,True,2024-09-26 09:41:08,langchain-openai==0.2.1,100.0,langchain,,,,,14900530.0,129729.0,129729.0,https://pypi.org/project/langchain,14900530.0,,,,1.0,,,,,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-09-26 15:14:09.000,2024-09-26 15:14:09,51096.0,472.0,7409.0,593.0,18377.0,1208.0,9278.0,20030.0,matplotlib: plotting with Python.,1729.0,48,True,2024-08-13 00:10:52,3.9.2,87.0,matplotlib,conda-forge/matplotlib,,,,76789630.0,1345875.0,1345875.0,https://pypi.org/project/matplotlib,76279771.0,https://anaconda.org/conda-forge/matplotlib,2024-09-12 20:10:05.995,26002856.0,1.0,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-09-26 10:20:50.000,2024-09-26 10:20:50,18555.0,466.0,2081.0,220.0,5082.0,80.0,3074.0,12132.0,Python Imaging Library (Fork).,479.0,48,True,2024-07-01 09:51:39,10.4.0,56.0,Pillow,conda-forge/pillow,,,,121254763.0,1838904.0,1838904.0,https://pypi.org/project/Pillow,120365128.0,https://anaconda.org/conda-forge/pillow,2024-09-11 18:35:06.338,44481778.0,1.0,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-09-25 17:31:41.000,2024-09-25 17:31:41,58932.0,698.0,4327.0,291.0,13414.0,4415.0,8867.0,12812.0,A computer algebra system written in pure Python.,1329.0,47,True,2024-09-18 21:54:45,1.13.3,55.0,sympy,conda-forge/sympy,,,548350.0,31603168.0,172774.0,172774.0,https://pypi.org/project/sympy,31471267.0,https://anaconda.org/conda-forge/sympy,2024-08-12 22:08:15.340,6646088.0,1.0,,,,,,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-09-26 18:14:11.000,2024-09-26 18:05:31,6670.0,229.0,2982.0,319.0,4905.0,915.0,3618.0,34793.0,Streamlit A faster way to build and share data apps.,241.0,46,True,2024-08-27 18:46:56,1.38.0,83.0,streamlit,,,,,6220714.0,520195.0,520195.0,https://pypi.org/project/streamlit,6220714.0,,,,1.0,,,,,,,,,,,,,,,,
15,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-09-26 09:14:53.000,2024-09-26 09:14:53,51088.0,1896.0,5404.0,717.0,49943.0,941.0,17361.0,22097.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1281.0,46,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,['paddle'],15403.0,576391.0,5943.0,5943.0,https://pypi.org/project/paddlepaddle,576233.0,,,,1.0,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-09-26 17:53:00.000,2024-09-26 17:52:59,22705.0,687.0,5509.0,475.0,29074.0,3516.0,14942.0,33173.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1075.0,45,True,2024-09-24 23:37:52,ray-2.37.0,96.0,ray,conda-forge/ray-tune,,,237.0,5568946.0,17931.0,17931.0,https://pypi.org/project/ray,5559857.0,https://anaconda.org/conda-forge/ray-tune,2024-09-25 03:15:35.287,408929.0,1.0,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-09-26 17:40:09.000,2024-09-26 17:34:25,23242.0,1612.0,2709.0,334.0,15563.0,1365.0,4200.0,30044.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",758.0,45,True,2024-09-16 18:42:31,jax-v0.4.33,100.0,jax,conda-forge/jaxlib,,,,3720822.0,30376.0,30376.0,https://pypi.org/project/jax,3687830.0,https://anaconda.org/conda-forge/jaxlib,2024-08-31 00:56:55.014,1682627.0,1.0,,,,,,jax-ml/jax,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-09-25 15:41:32.000,2024-09-25 15:41:28,7104.0,167.0,8210.0,909.0,5558.0,389.0,4890.0,26129.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",652.0,45,True,2024-07-30 22:22:27,2.1.1,59.0,xgboost,conda-forge/xgboost,https://xgboost.readthedocs.io/en/latest/,,10972.0,22590832.0,108823.0,108823.0,https://pypi.org/project/xgboost,22485272.0,https://anaconda.org/conda-forge/xgboost,2024-09-25 05:38:44.236,5273683.0,1.0,,,,,,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-09-23 12:50:32.000,2024-09-15 22:10:29,15487.0,59.0,2690.0,282.0,3928.0,2650.0,2787.0,10003.0,Statsmodels: statistical modeling and econometrics in Python.,435.0,45,True,2024-09-16 09:36:16,0.14.3,28.0,statsmodels,conda-forge/statsmodels,,,34.0,16859976.0,136713.0,136713.0,https://pypi.org/project/statsmodels,16565715.0,https://anaconda.org/conda-forge/statsmodels,2024-09-21 06:26:48.581,15007330.0,1.0,,,,,,,,,,,,,,,,
20,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-09-26 16:33:43.000,2024-09-26 15:52:33,10423.0,73.0,3295.0,247.0,10274.0,772.0,6299.0,28047.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",970.0,44,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,['pytorch'],9122.0,6863187.0,36778.0,36778.0,https://pypi.org/project/pytorch-lightning,6837792.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1283302.0,2.0,,,,,,Lightning-AI/pytorch-lightning,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-09-26 17:40:09.000,2024-09-26 01:48:11,6518.0,365.0,4033.0,296.0,9102.0,1279.0,2575.0,18398.0,Open source platform for the machine learning lifecycle.,773.0,44,True,2024-09-17 03:45:48,2.16.2,100.0,mlflow,conda-forge/mlflow,,,,14564294.0,42726.0,42726.0,https://pypi.org/project/mlflow,14518313.0,https://anaconda.org/conda-forge/mlflow,2024-09-17 10:26:09.229,2345053.0,1.0,,,,,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-09-23 17:31:30.000,2024-09-19 16:25:54,6683.0,155.0,2499.0,274.0,1704.0,491.0,2440.0,16054.0,The interactive graphing library for Python This project now includes Plotly Express!.,269.0,44,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,19489384.0,306128.0,306128.0,https://pypi.org/project/plotly,19348227.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,7020813.0,1.0,,,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,6142.0,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-09-26 15:15:11.000,2024-09-26 15:15:03,8319.0,93.0,1667.0,212.0,5964.0,918.0,4247.0,12437.0,Parallel computing with task scheduling.,609.0,44,True,2024-09-13 21:27:06,2024.9.0,182.0,dask,conda-forge/dask,,,,11736938.0,64818.0,64818.0,https://pypi.org/project/dask,11507550.0,https://anaconda.org/conda-forge/dask,2024-09-14 00:35:37.416,11928196.0,1.0,,,,,,,,,,stable/dask,,,,,,
24,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-09-25 18:42:57.000,2024-09-25 18:42:54,10990.0,204.0,18738.0,1911.0,7455.0,234.0,11887.0,61664.0,Deep Learning for humans.,1330.0,43,True,2024-08-12 20:41:44,3.5.0,70.0,keras,conda-forge/keras,https://keras.io,['tensorflow'],,14066189.0,,,https://pypi.org/project/keras,13993381.0,https://anaconda.org/conda-forge/keras,2024-08-17 19:28:53.337,3713225.0,2.0,,,,,,,,,,,,,,,,
25,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-09-26 15:55:06.000,2024-09-26 13:51:12,5281.0,698.0,4947.0,246.0,5926.0,566.0,4588.0,35682.0,LlamaIndex is a data framework for your LLM applications.,1221.0,43,True,2024-09-24 16:25:48,0.11.13,100.0,llama-index,,,,837.0,1469056.0,12433.0,12433.0,https://pypi.org/project/llama-index,1468952.0,,,,1.0,,,,,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-09-26 17:05:23.000,2024-09-19 00:00:11,7026.0,257.0,2384.0,169.0,4309.0,529.0,4229.0,32378.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",326.0,43,True,2024-09-10 21:44:47,gradio@4.44.0,100.0,gradio,,,,,6346385.0,41649.0,41649.0,https://pypi.org/project/gradio,6346385.0,,,,1.0,,,,,,,,,,,,,,,,
27,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-09-22 12:43:59.353,2024-09-14 09:36:27,16169.0,35.0,4283.0,562.0,4015.0,125.0,5512.0,29735.0,Industrial-strength Natural Language Processing (NLP) in Python.,757.0,43,True,2024-08-20 14:28:21,release-v3.7.6,100.0,spacy,conda-forge/spacy,,,242.0,12644961.0,99723.0,99723.0,https://pypi.org/project/spacy,12564479.0,https://anaconda.org/conda-forge/spacy,2024-09-22 12:43:59.353,4104462.0,1.0,,,,,,,,,,,,,,,,
28,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-09-26 15:01:16.000,2024-09-25 22:41:38,1626.0,311.0,5534.0,157.0,2909.0,880.0,7939.0,28836.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,184.0,43,True,2024-09-25 13:18:23,8.2.101,75.0,ultralytics,,,,288.0,3586784.0,25361.0,25361.0,https://pypi.org/project/ultralytics,3586748.0,,,,1.0,,,,,,,,,,,,,,,,
29,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-09-25 06:13:33.000,2024-09-24 21:13:32,2766.0,70.0,3178.0,241.0,965.0,754.0,1776.0,22568.0,A game theoretic approach to explain the output of any machine learning model.,251.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,6690713.0,20411.0,20411.0,https://pypi.org/project/shap,6603818.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,3910282.0,1.0,,,,,,shap/shap,,,,,,,,,,
30,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-09-20 15:45:31.000,2024-09-20 15:45:31,7679.0,121.0,2005.0,420.0,1125.0,438.0,1347.0,21230.0,Data Apps & Dashboards for Python. No JavaScript Required.,162.0,43,True,2024-09-12 16:11:13,2.18.1,110.0,dash,conda-forge/dash,,,78.0,3439599.0,69333.0,69333.0,https://pypi.org/project/dash,3410465.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1485822.0,1.0,,,,,,,,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-09-26 16:56:01.000,2024-09-26 16:55:21,20608.0,74.0,4122.0,442.0,6167.0,728.0,6978.0,19252.0,"Interactive Data Visualization in the browser, from Python.",699.0,43,True,,,64.0,bokeh,conda-forge/bokeh,,,,4561875.0,92637.0,92637.0,https://pypi.org/project/bokeh,4268516.0,https://anaconda.org/conda-forge/bokeh,2024-08-23 12:55:11.815,14961322.0,1.0,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-09-25 21:48:32.399,2024-09-25 01:30:32,2825.0,72.0,3591.0,440.0,3355.0,294.0,2508.0,17691.0,Open standard for machine learning interoperability.,323.0,43,True,2024-08-01 13:15:32,1.16.2,30.0,onnx,conda-forge/onnx,,,21771.0,5419505.0,33668.0,33668.0,https://pypi.org/project/onnx,5394926.0,https://anaconda.org/conda-forge/onnx,2024-09-25 21:48:32.399,1240183.0,1.0,,,,,,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-09-26 02:39:47.000,2024-09-26 02:39:45,3570.0,71.0,3746.0,433.0,3251.0,327.0,3059.0,16554.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",318.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,235623.0,9927621.0,37707.0,37707.0,https://pypi.org/project/lightgbm,9868658.0,https://anaconda.org/conda-forge/lightgbm,2024-09-12 16:03:18.124,2703195.0,2.0,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-09-25 08:35:09.000,2024-09-25 08:35:04,14681.0,147.0,2777.0,463.0,1488.0,255.0,1553.0,13454.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,461.0,43,True,,,19.0,nltk,conda-forge/nltk,,,,23073199.0,307803.0,307803.0,https://pypi.org/project/nltk,23007038.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2778772.0,1.0,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-09-26 17:41:52.000,2024-09-26 17:39:43,4995.0,70.0,2059.0,1674.0,4859.0,316.0,2718.0,12108.0,WebGL2 powered visualization framework.,273.0,43,True,2024-09-23 08:07:31,9.0.30,100.0,pydeck,conda-forge/pydeck,,['jupyter'],,5697665.0,8088.0,8088.0,https://pypi.org/project/pydeck,5119806.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,612741.0,1.0,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,566719.0,,,,,,,
36,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-09-26 08:46:04.000,2024-09-26 08:46:03,18260.0,388.0,994.0,116.0,3648.0,64.0,1605.0,10596.0,A hyperparameter optimization framework.,271.0,43,True,2024-09-02 05:16:46,4.0.0,66.0,optuna,conda-forge/optuna,,,,3683723.0,17700.0,17700.0,https://pypi.org/project/optuna,3651503.0,https://anaconda.org/conda-forge/optuna,2024-09-03 06:05:16.374,1643227.0,1.0,,,,,,,,,,,,,,,,
37,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-09-22 17:28:29.000,2024-09-22 17:28:29,2464.0,113.0,4611.0,310.0,515.0,49.0,862.0,31618.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",150.0,42,True,2024-08-23 23:42:07,1.0.9,59.0,timm,conda-forge/timm,,['pytorch'],7041504.0,6154662.0,36943.0,36943.0,https://pypi.org/project/timm,6039975.0,https://anaconda.org/conda-forge/timm,2024-08-24 14:28:50.700,233211.0,1.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,
38,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-09-25 15:22:02.000,2024-09-20 20:47:12,7785.0,77.0,3140.0,279.0,3878.0,180.0,3022.0,14776.0,Network Analysis in Python.,747.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,76.0,70274255.0,296109.0,296109.0,https://pypi.org/project/networkx,69911558.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,17772173.0,1.0,,,,,,,,,,,,,,,,
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-09-26 10:11:53.000,2024-09-26 02:28:06,9337.0,50.0,1161.0,136.0,5515.0,220.0,4465.0,13644.0,ML Experiments and Data Management with Git.,303.0,42,True,2024-09-02 15:01:06,3.55.2,321.0,dvc,conda-forge/dvc,,,,652978.0,17928.0,17928.0,https://pypi.org/project/dvc,609256.0,https://anaconda.org/conda-forge/dvc,2024-09-02 18:55:30.141,2229842.0,1.0,,,,,,,,,,,dvc,dvc,dvc,,,
40,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-09-26 18:12:26.000,2024-09-26 12:51:18,3778.0,100.0,757.0,141.0,1478.0,191.0,1813.0,9249.0,Declarative statistical visualization library for Python.,172.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,191.0,22631915.0,163012.0,163012.0,https://pypi.org/project/altair,22558292.0,https://anaconda.org/conda-forge/altair,2024-08-27 10:22:34.589,2429516.0,1.0,,,,,,vega/altair,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-09-26 17:58:36.000,2024-09-26 07:08:59,7056.0,406.0,645.0,59.0,5173.0,873.0,2444.0,8932.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",192.0,42,True,2024-09-16 22:31:52,0.18.1,100.0,wandb,conda-forge/wandb,,,319.0,14211753.0,54307.0,54307.0,https://pypi.org/project/wandb,14199106.0,https://anaconda.org/conda-forge/wandb,2024-09-24 22:40:55.346,632011.0,1.0,,,,,,wandb/wandb,,,,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-09-25 21:42:16.000,2024-09-25 21:42:16,5863.0,23.0,1622.0,191.0,5039.0,621.0,1238.0,6680.0,TensorFlows Visualization Toolkit.,321.0,42,True,2024-09-25 21:21:08,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,['tensorflow'],,21331392.0,261222.0,261222.0,https://pypi.org/project/tensorboard,21233035.0,https://anaconda.org/conda-forge/tensorboard,2024-08-15 09:13:38.483,5016213.0,1.0,,,,,,,,,,,,,,,,
