,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-08-22 15:12:00.000000,2024-08-22 15:12:00,58684.0,850.0,4295.0,293.0,13342.0,4404.0,8832.0,12697.0,A computer algebra system written in pure Python.,1320.0,47,True,2024-08-11 16:59:00,1.13.2,54.0,sympy,conda-forge/sympy,,,546453.0,28434152.0,162757.0,162757.0,https://pypi.org/project/sympy,28305371.0,https://anaconda.org/conda-forge/sympy,2024-08-12 22:08:15.340,6358339.0,1.0,,,,,,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-08-22 17:30:47.000000,2024-08-22 11:20:41,6567.0,214.0,2925.0,316.0,4774.0,886.0,3548.0,34190.0,Streamlit A faster way to build and share data apps.,237.0,46,True,2024-08-05 18:59:25,1.37.1,82.0,streamlit,,,,,5453282.0,481003.0,481003.0,https://pypi.org/project/streamlit,5453282.0,,,,1.0,,,,,,,,,,,,,,,,
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-08-22 18:10:58.000000,2024-08-22 18:10:58,22459.0,752.0,5444.0,476.0,28741.0,3419.0,14822.0,32736.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1059.0,45,True,2024-07-31 18:02:13,ray-2.34.0,92.0,ray,conda-forge/ray-tune,,,233.0,3845128.0,17330.0,17330.0,https://pypi.org/project/ray,3837914.0,https://anaconda.org/conda-forge/ray-tune,2024-07-26 09:56:38.166,317335.0,1.0,,,,,,,,,,,,,,,,
16,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-08-22 17:40:31.000000,2024-08-22 17:23:34,22587.0,1706.0,2656.0,325.0,14990.0,1302.0,4134.0,29596.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",735.0,45,True,2024-07-30 00:10:18,jax-v0.4.31,100.0,jax,conda-forge/jaxlib,,,,3508760.0,29076.0,29076.0,https://pypi.org/project/jax,3477884.0,https://anaconda.org/conda-forge/jaxlib,2024-08-02 04:00:13.984,1543819.0,1.0,,,,,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-08-22 11:48:16.000000,2024-08-22 11:48:15,7052.0,189.0,8196.0,911.0,5465.0,380.0,4876.0,26015.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",648.0,45,True,2024-07-30 22:22:27,2.1.1,59.0,xgboost,conda-forge/xgboost,https://xgboost.readthedocs.io/en/latest/,,10390.0,20794325.0,104079.0,104079.0,https://pypi.org/project/xgboost,20689247.0,https://anaconda.org/conda-forge/xgboost,2024-07-31 20:50:37.242,5144784.0,1.0,,,,,,,,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-08-22 13:27:07.000000,2024-08-22 13:27:07,50574.0,2052.0,5384.0,716.0,49198.0,943.0,17289.0,21999.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1257.0,45,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,['paddle'],15384.0,291393.0,5723.0,5723.0,https://pypi.org/project/paddlepaddle,291233.0,,,,1.0,,,,,,,,,,,,,,,,
19,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-08-22 13:59:19.000000,2024-08-22 13:59:19,10415.0,114.0,3269.0,247.0,10253.0,734.0,6291.0,27811.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",969.0,44,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,['pytorch'],8258.0,5864760.0,35670.0,35670.0,https://pypi.org/project/pytorch-lightning,5839676.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1243357.0,2.0,,,,,,Lightning-AI/pytorch-lightning,,,,,,,,,,
20,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-08-22 17:45:30.000000,2024-08-22 17:45:30,6391.0,464.0,3989.0,296.0,8901.0,1262.0,2545.0,18186.0,Open source platform for the machine learning lifecycle.,761.0,44,True,2024-08-06 13:31:00,2.15.1,99.0,mlflow,conda-forge/mlflow,,,,16416610.0,40936.0,40936.0,https://pypi.org/project/mlflow,16373043.0,https://anaconda.org/conda-forge/mlflow,2024-08-15 14:12:31.720,2178366.0,1.0,,,,,,,,,,,,,,,,
21,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-08-22 15:55:53.000000,2024-08-07 21:34:06,6575.0,79.0,2490.0,273.0,1678.0,476.0,2432.0,15893.0,The interactive graphing library for Python This project now includes Plotly Express!.,264.0,44,True,2024-07-23 13:47:17,5.23.0,101.0,plotly,conda-forge/plotly,,,,17477471.0,295061.0,295061.0,https://pypi.org/project/plotly,17339342.0,https://anaconda.org/conda-forge/plotly,2024-07-23 18:15:11.823,6717710.0,1.0,,,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,6410.0,,,,,,,
22,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-08-22 08:14:55.000000,2024-08-21 13:36:53,8292.0,88.0,1660.0,212.0,5933.0,897.0,4237.0,12342.0,Parallel computing with task scheduling.,608.0,44,True,2024-08-16 22:14:08,2024.8.1,180.0,dask,conda-forge/dask,,,,11296900.0,63593.0,63593.0,https://pypi.org/project/dask,11067038.0,https://anaconda.org/conda-forge/dask,2024-08-17 00:41:51.156,11722994.0,1.0,,,,,,,,,,stable/dask,,,,,,
23,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-08-15 19:59:51.000000,2024-08-15 19:59:51,15376.0,35.0,2682.0,282.0,3907.0,2648.0,2773.0,9924.0,Statsmodels: statistical modeling and econometrics in Python.,433.0,44,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,33.0,16089783.0,133219.0,133219.0,https://pypi.org/project/statsmodels,15799714.0,https://anaconda.org/conda-forge/statsmodels,2024-05-17 10:41:00.825,14503479.0,2.0,,,,,,,,,,,,,,,,
24,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-08-22 15:46:40.000000,2024-08-22 15:46:40,10890.0,193.0,18731.0,1913.0,7384.0,218.0,11844.0,61479.0,Deep Learning for humans.,1322.0,43,True,2024-08-12 20:41:44,3.5.0,70.0,keras,conda-forge/keras,https://keras.io,['tensorflow'],,13872511.0,,,https://pypi.org/project/keras,13799301.0,https://anaconda.org/conda-forge/keras,2024-08-17 19:28:53.337,3660506.0,2.0,,,,,,,,,,,,,,,,
25,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-08-22 17:27:29.000000,2024-08-21 23:15:12,4998.0,717.0,4788.0,247.0,5617.0,640.0,4220.0,34617.0,LlamaIndex is a data framework for your LLM applications.,1155.0,43,True,2024-08-21 23:18:50,0.10.68,100.0,llama-index,,,,823.0,1322783.0,11392.0,11392.0,https://pypi.org/project/llama-index,1322681.0,,,,1.0,,,,,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-08-22 18:09:10.000000,2024-08-22 18:03:36,6991.0,342.0,2329.0,165.0,4161.0,509.0,4118.0,31695.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",321.0,43,True,2024-08-21 18:44:35,@gradio/video@0.10.3,100.0,gradio,,,,,6815936.0,38600.0,38600.0,https://pypi.org/project/gradio,6815936.0,,,,1.0,,,,,,,,,,,,,,,,
27,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-08-21 18:29:20.000000,2024-08-21 16:06:24,2742.0,85.0,3160.0,238.0,936.0,776.0,1742.0,22339.0,A game theoretic approach to explain the output of any machine learning model.,249.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,7002809.0,19627.0,19627.0,https://pypi.org/project/shap,6921406.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,3581767.0,1.0,,,,,,shap/shap,,,,,,,,,,
28,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-08-22 15:03:11.000000,2024-08-21 20:42:35,20576.0,78.0,4124.0,443.0,6141.0,723.0,6968.0,19169.0,"Interactive Data Visualization in the browser, from Python.",698.0,43,True,,,63.0,bokeh,conda-forge/bokeh,,,,4765733.0,91368.0,91368.0,https://pypi.org/project/bokeh,4472211.0,https://anaconda.org/conda-forge/bokeh,2024-07-26 10:16:13.491,14676145.0,1.0,,,,,,,,,,,,,,,,
29,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-08-22 18:06:58.000000,2024-08-22 16:43:02,2784.0,50.0,3587.0,438.0,3299.0,294.0,2484.0,17532.0,Open standard for machine learning interoperability.,322.0,43,True,2024-08-01 13:15:32,1.16.2,30.0,onnx,conda-forge/onnx,,,21492.0,5801200.0,32078.0,32078.0,https://pypi.org/project/onnx,5777909.0,https://anaconda.org/conda-forge/onnx,2024-08-02 08:47:29.691,1151451.0,1.0,,,,,,,,,,,,,,,,
30,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-08-21 20:34:15.000000,2024-08-21 20:34:15,3557.0,85.0,3743.0,434.0,3232.0,325.0,3048.0,16478.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",316.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,232601.0,9722434.0,36408.0,36408.0,https://pypi.org/project/lightgbm,9665993.0,https://anaconda.org/conda-forge/lightgbm,2024-08-02 18:29:39.160,2528532.0,2.0,,,,,,,,,,,,,,,,
31,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-08-21 00:25:32.000000,2024-08-21 00:25:32,14674.0,142.0,2766.0,463.0,1483.0,253.0,1545.0,13374.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,461.0,43,True,,,19.0,nltk,conda-forge/nltk,,,,20638470.0,298893.0,298893.0,https://pypi.org/project/nltk,20572138.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2719618.0,1.0,,,,,,,,,,,,,,,,
32,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-08-22 17:28:30.000000,2024-08-22 17:25:59,4963.0,67.0,2049.0,1680.0,4824.0,297.0,2705.0,12019.0,WebGL2 powered visualization framework.,269.0,43,True,2024-08-09 08:08:35,9.0.27,100.0,pydeck,conda-forge/pydeck,,['jupyter'],,5196159.0,7959.0,7959.0,https://pypi.org/project/pydeck,4442068.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,592158.0,1.0,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,743126.0,,,,,,,
33,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-08-21 23:51:57.000000,2024-08-21 22:58:54,2439.0,156.0,4577.0,310.0,509.0,44.0,857.0,31205.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",149.0,42,True,2024-07-29 05:18:26,1.0.8,58.0,timm,conda-forge/timm,,['pytorch'],6919007.0,5803858.0,34729.0,34729.0,https://pypi.org/project/timm,5689698.0,https://anaconda.org/conda-forge/timm,2024-07-30 20:04:33.509,212439.0,1.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,
34,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-08-20 10:16:48.000000,2024-08-20 10:16:08,16136.0,5.0,4268.0,560.0,4009.0,110.0,5510.0,29536.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,42,True,2024-08-20 14:28:21,release-v3.7.6,100.0,spacy,conda-forge/spacy,,,81.0,10285805.0,96664.0,96664.0,https://pypi.org/project/spacy,10208103.0,https://anaconda.org/conda-forge/spacy,2024-07-29 11:52:18.238,3885056.0,1.0,,,,,,,,,,,-1.0,,,,,
35,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-08-22 18:00:53.000000,2024-08-22 17:56:12,1485.0,281.0,5329.0,154.0,2693.0,615.0,7800.0,27565.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,177.0,42,True,2024-08-22 12:09:11,8.2.80,54.0,ultralytics,,,,201.0,3062094.0,23076.0,23076.0,https://pypi.org/project/ultralytics,3062066.0,,,,1.0,,,,,,,,,,,,,,,,
36,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-08-22 17:43:45.000000,2024-08-20 15:51:07,7570.0,88.0,1990.0,418.0,1099.0,415.0,1332.0,21076.0,Data Apps & Dashboards for Python. No JavaScript Required.,158.0,42,True,2024-06-12 15:55:56,2.17.1,108.0,dash,conda-forge/dash,,,76.0,3183017.0,67706.0,67706.0,https://pypi.org/project/dash,3154304.0,https://anaconda.org/conda-forge/dash,2024-06-13 04:02:02.712,1435614.0,1.0,,,,,,,,,,,,,,,,
37,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-08-21 15:27:16.000000,2024-08-21 15:27:16,7766.0,77.0,3124.0,281.0,3856.0,176.0,3017.0,14629.0,Network Analysis in Python.,742.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,71.0,63329228.0,284831.0,284831.0,https://pypi.org/project/networkx,62969476.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,17268104.0,1.0,,,,,,,,,,,,,,,,
38,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-08-22 12:41:02.000000,2024-08-22 08:50:23,9322.0,47.0,1161.0,141.0,5497.0,219.0,4456.0,13526.0,ML Experiments and Data Management with Git.,301.0,42,True,2024-08-20 12:32:27,3.54.1,318.0,dvc,conda-forge/dvc,,,576.0,581390.0,17222.0,17222.0,https://pypi.org/project/dvc,538675.0,https://anaconda.org/conda-forge/dvc,2024-08-20 16:57:55.788,2133723.0,1.0,,,,,,,,,,,,dvc,dvc,dvc,,
39,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-08-14 20:01:50.000000,2024-07-22 11:32:48,3237.0,3.0,1834.0,261.0,1119.0,143.0,2399.0,12338.0,Statistical data visualization in Python.,213.0,42,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,419.0,18204439.0,455496.0,455496.0,https://pypi.org/project/seaborn,18007386.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,9852546.0,1.0,,,,,,,,,,,,,,,,
40,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-08-21 21:14:56.000000,2024-08-21 20:25:53,3748.0,82.0,750.0,143.0,1450.0,178.0,1801.0,9148.0,Declarative statistical visualization library for Python.,170.0,42,True,2024-08-11 08:22:24,5.4.0,29.0,altair,conda-forge/altair,,,172.0,21993275.0,155191.0,155191.0,https://pypi.org/project/altair,21918854.0,https://anaconda.org/conda-forge/altair,2024-08-11 16:19:05.207,2381449.0,1.0,,,,,,vega/altair,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-08-22 18:08:02.000000,2024-08-22 14:15:16,6822.0,281.0,639.0,57.0,4902.0,867.0,2392.0,8794.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,188.0,42,True,2024-08-15 22:37:49,0.17.7,100.0,wandb,conda-forge/wandb,,,271.0,13174359.0,52212.0,52212.0,https://pypi.org/project/wandb,13162321.0,https://anaconda.org/conda-forge/wandb,2024-06-27 19:54:28.094,589599.0,1.0,,,,,,wandb/wandb,,,,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-08-16 19:11:14.000000,2024-08-16 19:03:46,5853.0,20.0,1616.0,193.0,5024.0,617.0,1238.0,6646.0,TensorFlows Visualization Toolkit.,320.0,42,True,2024-08-14 18:18:37,2.17.1,62.0,tensorboard,conda-forge/tensorboard,,['tensorflow'],,21639876.0,254459.0,254459.0,https://pypi.org/project/tensorboard,21541205.0,https://anaconda.org/conda-forge/tensorboard,2024-08-15 09:13:38.483,4933565.0,1.0,,,,,,,,,,,,,,,,
