,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
18,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-05-23 18:03:43.000000,2024-05-20 21:27:44,57657.0,486.0,4245.0,295.0,13154.0,4339.0,8744.0,12476.0,A computer algebra system written in pure Python.,1304.0,45,True,2024-03-31 22:49:13,1.12.1rc1,46.0,sympy,conda-forge/sympy,,,,137543.0,137543.0,https://pypi.org/project/sympy,22102375.0,22164383.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,5552655.0,,,,,1.0,541869.0,,,,,,,,,,,
19,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-05-17 07:12:06.000000,2024-05-15 10:11:33,16131.0,14.0,4223.0,556.0,4001.0,92.0,5503.0,28918.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,44,True,2024-02-15 19:16:59,3.7.4,100.0,spacy,conda-forge/spacy,,,,88798.0,88798.0,https://pypi.org/project/spacy,12871309.0,12944876.0,https://anaconda.org/conda-forge/spacy,2024-04-04 16:04:13.461,3457654.0,,,,,1.0,,,,,,,,,,,,
20,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-05-23 17:43:47.000000,2024-05-23 17:43:46,10301.0,125.0,3210.0,246.0,10117.0,738.0,6187.0,27118.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",946.0,44,True,2024-05-22 17:28:47,2.2.5,111.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],32554.0,32554.0,https://pypi.org/project/pytorch-lightning,5244002.0,5268325.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-04-12 18:53:30.868,1133363.0,,,,,2.0,7536.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-05-23 16:05:57.000000,2024-05-23 15:40:57,5918.0,461.0,3838.0,289.0,8244.0,1184.0,2433.0,17456.0,Open source platform for the machine learning lifecycle.,728.0,44,True,2024-05-20 07:17:17,2.13.0,90.0,mlflow,conda-forge/mlflow,,,,35598.0,35598.0,https://pypi.org/project/mlflow,14526638.0,14568133.0,https://anaconda.org/conda-forge/mlflow,2024-05-21 13:49:18.783,1950276.0,,,,,1.0,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-05-17 15:59:53.000000,2024-05-13 19:25:31,6490.0,111.0,2460.0,278.0,1639.0,1437.0,1413.0,15410.0,The interactive graphing library for Python This project now includes Plotly Express!.,263.0,44,True,2024-05-01 14:04:11,5.22.0,100.0,plotly,conda-forge/plotly,,,,267649.0,267649.0,https://pypi.org/project/plotly,16293214.0,16425575.0,https://anaconda.org/conda-forge/plotly,2024-05-04 13:44:40.868,5849772.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,10491.0,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-05-23 17:06:08.000000,2024-05-23 17:06:08,8204.0,95.0,1648.0,211.0,5837.0,869.0,4171.0,12077.0,Parallel computing with task scheduling.,600.0,44,True,2024-05-17 20:18:01,2024.5.1,173.0,dask,conda-forge/dask,,,,60450.0,60450.0,https://pypi.org/project/dask,8466180.0,8698475.0,https://anaconda.org/conda-forge/dask,2024-05-18 02:42:15.720,11150205.0,,,,,1.0,,,,,,stable/dask,,,,,,
24,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-05-23 16:17:40.000000,2024-05-23 16:17:40,4895.0,222.0,2026.0,1683.0,4748.0,265.0,2689.0,11789.0,WebGL2 powered visualization framework.,263.0,44,True,2024-05-06 07:33:16,9.0.14,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7608.0,7608.0,https://pypi.org/project/pydeck,3686796.0,4152301.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,522377.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,455263.0,,,,,,,
25,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-05-21 00:51:24.000000,2024-05-14 16:08:22,15325.0,38.0,2648.0,280.0,3884.0,2610.0,2755.0,9617.0,Statsmodels: statistical modeling and econometrics in Python.,426.0,44,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,,124363.0,124363.0,https://pypi.org/project/statsmodels,16744170.0,17024208.0,https://anaconda.org/conda-forge/statsmodels,2024-05-17 10:41:00.825,13161806.0,,,,,2.0,31.0,,,,,,-1.0,,,,,
26,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-05-21 23:34:27.000000,2024-05-21 23:34:27,5833.0,62.0,1603.0,192.0,4999.0,609.0,1231.0,6570.0,TensorFlows Visualization Toolkit.,320.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],235780.0,235780.0,https://pypi.org/project/tensorboard,28629949.0,28729541.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4680840.0,,,,,1.0,,,,,,,,,,,,
27,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-05-23 16:45:25.000000,2024-05-23 16:45:16,10693.0,350.0,18669.0,1908.0,7194.0,183.0,11688.0,61074.0,Deep Learning for humans.,1299.0,43,True,2024-04-26 23:21:04,3.3.3,67.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,18200753.0,18275091.0,https://anaconda.org/conda-forge/keras,2024-04-27 08:28:33.749,3493917.0,,,,,2.0,,,,,,,,,,,,
28,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-05-23 16:49:22.000000,2024-05-23 15:51:54,4263.0,948.0,4290.0,228.0,4768.0,674.0,3335.0,31929.0,LlamaIndex is a data framework for your LLM applications.,961.0,43,True,2024-05-22 04:38:48,0.10.38,100.0,llama-index,,,,,8359.0,8359.0,https://pypi.org/project/llama-index,1005986.0,1006104.0,,,,,,,,1.0,713.0,,,,,,,,,,,
29,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-05-23 15:45:41.000000,2024-05-23 14:21:19,6646.0,319.0,2172.0,158.0,3752.0,489.0,3743.0,29644.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",297.0,43,True,2024-05-21 21:08:44,@gradio/video@0.8.5,100.0,gradio,,,,,30667.0,30667.0,https://pypi.org/project/gradio,7271910.0,7271910.0,,,,,,,,1.0,,,,,,,,,,,,
30,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-05-22 13:41:57.000000,2024-05-14 18:39:29,2657.0,45.0,3106.0,240.0,865.0,818.0,1640.0,21798.0,A game theoretic approach to explain the output of any machine learning model.,239.0,43,True,2024-05-07 11:32:42,0.45.1,54.0,shap,conda-forge/shap,,,,17613.0,17613.0,https://pypi.org/project/shap,6861614.0,6930666.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,2831156.0,,,,,1.0,,shap/shap,,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-05-23 16:58:04.000000,2024-05-23 16:36:53,20498.0,104.0,4106.0,443.0,6078.0,744.0,6893.0,18898.0,"Interactive Data Visualization in the browser, from Python.",693.0,43,True,,,60.0,bokeh,conda-forge/bokeh,,,,87988.0,87988.0,https://pypi.org/project/bokeh,4943530.0,5239997.0,https://anaconda.org/conda-forge/bokeh,2024-04-12 05:55:15.282,13933990.0,,,,,1.0,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-05-23 17:50:05.000000,2024-05-23 05:41:30,2734.0,70.0,3551.0,437.0,3217.0,286.0,2426.0,16991.0,Open standard for machine learning interoperability.,317.0,43,True,2024-05-23 17:50:05,1.16.1,29.0,onnx,conda-forge/onnx,,,,27962.0,27962.0,https://pypi.org/project/onnx,5663273.0,5684855.0,https://anaconda.org/conda-forge/onnx,2024-05-17 14:14:18.371,1002163.0,,,,,1.0,20612.0,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-05-23 03:03:55.000000,2024-05-23 02:03:55,3472.0,43.0,3707.0,435.0,3138.0,342.0,2969.0,16144.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",302.0,43,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,33104.0,33104.0,https://pypi.org/project/lightgbm,7681382.0,7736560.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2312570.0,,,,,2.0,222778.0,,,,,,,,,,,
34,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-05-20 19:20:08.000000,2024-04-25 14:36:49,3234.0,5.0,1797.0,260.0,1107.0,132.0,2368.0,12020.0,Statistical data visualization in Python.,212.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,409866.0,409866.0,https://pypi.org/project/seaborn,17476263.0,17663395.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,8795066.0,,,,,1.0,392.0,,,,,,,,,,,
35,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-05-23 17:28:59.000000,2024-05-15 19:22:03,7479.0,192.0,1952.0,419.0,1066.0,785.0,918.0,20639.0,Data Apps & Dashboards for Python. No JavaScript Required.,154.0,42,True,2024-05-03 17:00:38,2.17.0,107.0,dash,conda-forge/dash,,,,63291.0,63291.0,https://pypi.org/project/dash,2926935.0,2954495.0,https://anaconda.org/conda-forge/dash,2024-05-04 04:54:12.137,1295278.0,,,,,1.0,72.0,,,,,,,,,,,
36,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-05-23 04:28:02.000000,2024-05-22 18:01:42,7689.0,85.0,3071.0,282.0,3765.0,171.0,2990.0,14278.0,Network Analysis in Python.,718.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,,255143.0,255143.0,https://pypi.org/project/networkx,54098628.0,54450743.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,15845176.0,,,,,1.0,71.0,,,,,,,,,,,
37,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-05-23 09:47:43.000000,2024-05-18 08:08:27,3665.0,42.0,734.0,141.0,1362.0,169.0,1778.0,8974.0,Declarative statistical visualization library for Python.,163.0,42,True,2024-03-30 15:36:52,5.3.0,28.0,altair,conda-forge/altair,,,,132342.0,132342.0,https://pypi.org/project/altair,24140969.0,24218550.0,https://anaconda.org/conda-forge/altair,2024-03-30 18:57:22.082,2249822.0,,,,,1.0,123.0,vega/altair,,,,,1.0,,,,,
38,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-05-23 17:12:43.000000,2024-05-23 17:12:41,6537.0,391.0,601.0,54.0,4560.0,822.0,2310.0,8345.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,177.0,42,True,2024-05-07 23:10:29,0.17.0,100.0,wandb,conda-forge/wandb,,,,45837.0,45837.0,https://pypi.org/project/wandb,13544201.0,13555205.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,506224.0,,,,,1.0,,wandb/wandb,,,,,,,,,,
39,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-05-23 17:54:22.000000,2024-05-14 17:31:17,13977.0,106.0,2134.0,187.0,4412.0,550.0,2075.0,5902.0,Image processing in Python.,660.0,42,True,2024-04-20 19:13:37,0.23.2,29.0,scikit-image,conda-forge/scikit-image,,,,181996.0,181996.0,https://pypi.org/project/scikit-image,12699670.0,12833004.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6266711.0,,,,,1.0,,,,,,,,,,,,
40,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-05-23 17:53:40.000000,2024-05-23 15:21:02,2309.0,136.0,3770.0,335.0,2731.0,938.0,1620.0,33093.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",313.0,41,True,2024-04-23 23:25:20,0.14.2,74.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],7138.0,7138.0,https://pypi.org/project/deepspeed,522238.0,522584.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,18005.0,1.0,,,,,,,,,,,,
41,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-05-23 18:03:11.000000,2024-05-22 21:33:39,2267.0,95.0,4492.0,308.0,474.0,64.0,806.0,30122.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",139.0,41,True,2024-05-15 18:19:44,1.0.3,56.0,timm,conda-forge/timm,,,['pytorch'],28876.0,28876.0,https://pypi.org/project/timm,5259201.0,5372345.0,https://anaconda.org/conda-forge/timm,2024-05-16 07:02:45.732,153632.0,,,,,1.0,6588339.0,huggingface/pytorch-image-models,,,,,,,,,,
