,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
24,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-03-04 05:08:14.000000,2024-02-25 16:31:25,3230.0,20.0,1771.0,259.0,1091.0,120.0,2355.0,11756.0,Statistical data visualization in Python.,211.0,44,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,372275.0,372275.0,https://pypi.org/project/seaborn,16782436.0,16963130.0,https://anaconda.org/conda-forge/seaborn,2024-01-27 07:37:15.644,8131127.0,,,,,1.0,376.0,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-03-07 13:33:07.000000,2024-03-06 11:49:28,5778.0,49.0,1590.0,192.0,4938.0,598.0,1223.0,6486.0,TensorFlows Visualization Toolkit.,315.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],218895.0,218895.0,https://pypi.org/project/tensorboard,25722263.0,25822828.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4525429.0,,,,,1.0,,,,,,,,,,,,
26,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-03-07 17:29:10.000000,2024-03-06 13:42:30,10358.0,203.0,18626.0,1912.0,6962.0,188.0,11440.0,60583.0,Deep Learning for humans.,1278.0,43,True,2024-02-14 22:35:12,3.0.5,59.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,16588618.0,16663958.0,https://anaconda.org/conda-forge/keras,2024-02-15 07:10:55.798,3390327.0,,,,,2.0,,,,,,,,,,,,
27,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-03-07 17:35:51.000000,2024-03-07 17:23:57,3468.0,1141.0,3701.0,218.0,3902.0,488.0,2538.0,28948.0,LlamaIndex is a data framework for your LLM applications.,730.0,43,True,2024-03-07 00:02:25,0.10.17,100.0,llama-index,,,,,5777.0,5777.0,https://pypi.org/project/llama-index,2234150.0,2234296.0,,,,,,,,1.0,584.0,,,,,,,,,,,
28,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-03-07 17:45:12.000000,2024-03-06 20:52:01,6366.0,357.0,1929.0,149.0,3433.0,452.0,3368.0,27089.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",265.0,43,True,2024-03-06 17:19:54,@gradio/video@0.6.5,100.0,gradio,,,,,24347.0,24347.0,https://pypi.org/project/gradio,6896214.0,6896214.0,,,,,,,,1.0,,,,,,,,,,,,
29,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-03-07 14:14:46.000000,2024-03-07 12:22:18,20411.0,86.0,4093.0,443.0,5996.0,722.0,6838.0,18648.0,"Interactive Data Visualization in the browser, from Python.",685.0,43,True,,,58.0,bokeh,conda-forge/bokeh,,,,84614.0,84614.0,https://pypi.org/project/bokeh,4575718.0,4874494.0,https://anaconda.org/conda-forge/bokeh,2024-01-25 20:54:18.325,13444926.0,,,,,1.0,,,,,,,,,,,,
30,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-03-07 18:14:38.350000,2024-03-06 21:20:51,2686.0,79.0,3521.0,438.0,3144.0,275.0,2371.0,16537.0,Open standard for machine learning interoperability.,309.0,43,True,2023-10-31 17:04:56,1.15.0,27.0,onnx,conda-forge/onnx,,,,24601.0,24601.0,https://pypi.org/project/onnx,5134095.0,5154997.0,https://anaconda.org/conda-forge/onnx,2024-03-07 18:14:38.350,928902.0,,,,,1.0,20066.0,,,,,,,,,,,
31,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-03-07 15:44:32.000000,2024-03-04 18:06:08,3435.0,47.0,3678.0,434.0,3091.0,325.0,2922.0,15904.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",296.0,43,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,30419.0,30419.0,https://pypi.org/project/lightgbm,8108192.0,8163210.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2201671.0,,,,,2.0,215657.0,,,,,,,,,,,
32,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-03-07 17:59:56.000000,2024-03-07 15:52:48,8128.0,202.0,1626.0,212.0,5755.0,851.0,4116.0,11845.0,Parallel computing with task scheduling.,594.0,43,True,,,166.0,dask,conda-forge/dask,,,,57892.0,57892.0,https://pypi.org/project/dask,7262330.0,7496514.0,https://anaconda.org/conda-forge/dask,2024-02-26 17:58:46.709,10772480.0,,,,,1.0,,,,,,,stable/dask,,,,,
33,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-03-07 18:04:38.000000,2024-03-07 16:53:30,4710.0,121.0,1993.0,1692.0,4558.0,265.0,2625.0,11581.0,WebGL2 powered visualization framework.,250.0,43,True,2024-02-28 21:42:36,8.9.35,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7230.0,7230.0,https://pypi.org/project/pydeck,2861237.0,3298060.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,482224.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,426982.0,,,,,,
34,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-03-07 16:11:16.000000,2024-03-07 14:10:13,2189.0,208.0,3619.0,317.0,2578.0,856.0,1547.0,31728.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",291.0,42,True,2024-03-06 01:16:25,0.13.5,71.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],6014.0,6014.0,https://pypi.org/project/deepspeed,446620.0,446975.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17770.0,1.0,,,,,,,,,,,,
35,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-03-07 13:00:30.000000,2024-03-07 07:05:26,7627.0,103.0,3026.0,275.0,3684.0,168.0,2968.0,13985.0,Network Analysis in Python.,710.0,42,True,2023-10-28 09:53:23,networkx-3.2.1,54.0,networkx,conda-forge/networkx,,,,229836.0,229836.0,https://pypi.org/project/networkx,47420224.0,47765547.0,https://anaconda.org/conda-forge/networkx,2023-10-28 14:55:59.129,14848922.0,,,,,1.0,65.0,,,,,,,,,,,
36,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-03-06 20:48:22.000000,2024-01-29 09:04:39,14509.0,27.0,2713.0,468.0,1451.0,241.0,1513.0,12872.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,42,True,,,17.0,nltk,conda-forge/nltk,,,,255857.0,255857.0,https://pypi.org/project/nltk,15953242.0,15979902.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2426144.0,,,,,1.0,,,,,,,,,,,,
37,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-03-06 10:51:06.000000,2024-03-06 10:51:06,13863.0,77.0,2123.0,186.0,4361.0,533.0,2051.0,5800.0,Image processing in Python.,653.0,42,True,2023-10-03 21:36:37,0.22.0,23.0,scikit-image,conda-forge/scikit-image,,,,172285.0,172285.0,https://pypi.org/project/scikit-image,15629363.0,15762531.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5992561.0,,,,,1.0,,,,,,,,,,,,
38,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-03-06 06:17:10.000000,2024-03-06 06:17:10,2174.0,63.0,4409.0,309.0,444.0,71.0,771.0,29010.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",130.0,41,True,2024-02-19 19:35:21,0.9.16,55.0,timm,conda-forge/timm,,,['pytorch'],24046.0,24046.0,https://pypi.org/project/timm,4740375.0,4851050.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,124816.0,,,,,1.0,6254669.0,,huggingface/pytorch-image-models,,,,,,,,,
39,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-03-07 11:50:22.000000,2024-03-07 11:00:15,2627.0,45.0,3048.0,244.0,828.0,1423.0,989.0,21288.0,A game theoretic approach to explain the output of any machine learning model.,236.0,41,True,2024-01-25 13:08:31,0.44.1,52.0,shap,conda-forge/shap,,,,16089.0,16089.0,https://pypi.org/project/shap,8039782.0,8100191.0,https://anaconda.org/conda-forge/shap,2024-01-08 16:40:58.890,2355959.0,,,,,1.0,,,shap/shap,,,,,,,,,
40,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-03-07 17:48:01.000000,2024-03-06 19:20:29,7328.0,245.0,1927.0,417.0,1038.0,780.0,871.0,20225.0,Data Apps & Dashboards for Python. No JavaScript Required.,147.0,41,True,2024-03-06 20:00:34,2.16.1,105.0,dash,conda-forge/dash,,,,59232.0,59232.0,https://pypi.org/project/dash,2788773.0,2815585.0,https://anaconda.org/conda-forge/dash,2024-03-02 06:09:46.944,1206539.0,,,,,1.0,70.0,,,,,,,,,,,
41,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-03-07 16:22:23.000000,2024-03-07 12:39:53,9222.0,122.0,1116.0,136.0,5402.0,299.0,4293.0,12952.0,ML Experiments Management with Git.,291.0,41,True,2024-03-07 16:22:23,3.48.3,304.0,dvc,conda-forge/dvc,,,,13289.0,13289.0,https://pypi.org/project/dvc,626191.0,669115.0,https://anaconda.org/conda-forge/dvc,2024-03-04 19:34:16.967,1770421.0,,,,,1.0,42988.0,,,,,,,dvc,dvc,dvc,,
42,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-03-07 15:23:15.000000,2024-03-06 01:47:21,3628.0,21.0,721.0,141.0,1329.0,162.0,1752.0,8809.0,Declarative statistical visualization library for Python.,162.0,41,True,2023-11-28 06:23:39,5.2.0,27.0,altair,conda-forge/altair,,,,112134.0,112134.0,https://pypi.org/project/altair,21980502.0,22060244.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2153014.0,,,,,1.0,106.0,,,,,,,,,,,
