,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-10-17 16:11:59.000000,2024-10-17 15:51:33,11626.0,1152.0,14787.0,685.0,15481.0,529.0,7210.0,93617.0,Build context-aware reasoning applications.,2887.0,49,True,2024-10-17 14:01:04,langchain-core==0.3.12,100.0,langchain,,,,,16788838.0,137064.0,137064.0,https://pypi.org/project/langchain,16788838.0,,,,1.0,,,,,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-10-17 01:07:02.000000,2024-10-17 01:07:02,51202.0,451.0,7433.0,593.0,18437.0,1203.0,9316.0,20148.0,matplotlib: plotting with Python.,1733.0,48,True,2024-08-13 00:10:52,3.9.2,87.0,matplotlib,conda-forge/matplotlib,,,,83792994.0,1374066.0,1374066.0,https://pypi.org/project/matplotlib,83286438.0,https://anaconda.org/conda-forge/matplotlib,2024-09-12 20:10:05.995,26340916.0,1.0,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-10-17 12:11:19.000000,2024-10-17 12:10:48,18732.0,524.0,2084.0,219.0,5123.0,79.0,3089.0,12185.0,Python Imaging Library (Fork).,479.0,48,True,2024-10-15 14:29:17,11.0.0,57.0,Pillow,conda-forge/pillow,,,,130456840.0,1868418.0,1868418.0,https://pypi.org/project/Pillow,129569706.0,https://anaconda.org/conda-forge/pillow,2024-10-16 09:13:12.144,45243862.0,1.0,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-10-17 13:33:42.000000,2024-10-17 13:33:42,59028.0,630.0,4347.0,291.0,13451.0,4420.0,8877.0,12892.0,A computer algebra system written in pure Python.,1332.0,47,True,2024-09-18 21:54:45,1.13.3,55.0,sympy,conda-forge/sympy,,,549233.0,31434960.0,179182.0,179182.0,https://pypi.org/project/sympy,31301929.0,https://anaconda.org/conda-forge/sympy,2024-10-09 14:38:28.134,6835086.0,1.0,,,,,,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-10-17 16:52:51.000000,2024-10-17 16:46:45,6716.0,236.0,3010.0,319.0,4977.0,937.0,3652.0,35161.0,Streamlit A faster way to build and share data apps.,242.0,46,True,2024-10-01 17:36:45,1.39.0,84.0,streamlit,,,,,7231369.0,547476.0,547476.0,https://pypi.org/project/streamlit,7231369.0,,,,1.0,,,,,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-10-17 10:49:56.000000,2024-10-14 20:41:07,7133.0,147.0,8220.0,909.0,5599.0,396.0,4901.0,26192.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",652.0,46,True,2024-07-30 22:22:27,2.1.1,59.0,xgboost,conda-forge/xgboost,https://xgboost.readthedocs.io/en/latest/,,11246.0,29043461.0,111753.0,111753.0,https://pypi.org/project/xgboost,28938669.0,https://anaconda.org/conda-forge/xgboost,2024-09-29 19:48:48.053,5339933.0,1.0,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-10-17 17:40:24.000000,2024-10-17 00:29:55,22799.0,597.0,5570.0,473.0,29217.0,3568.0,15003.0,33443.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1081.0,45,True,2024-09-24 23:37:52,ray-2.37.0,96.0,ray,conda-forge/ray-tune,,,240.0,6116312.0,18388.0,18388.0,https://pypi.org/project/ray,6106979.0,https://anaconda.org/conda-forge/ray-tune,2024-10-01 08:55:53.218,429257.0,1.0,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-10-17 17:57:54.000000,2024-10-17 15:57:15,23633.0,1685.0,2729.0,337.0,15883.0,1395.0,4231.0,30233.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",766.0,45,True,2024-10-04 14:51:10,jax-v0.4.34,100.0,jax,conda-forge/jaxlib,,,,4122574.0,31268.0,31268.0,https://pypi.org/project/jax,4088791.0,https://anaconda.org/conda-forge/jaxlib,2024-10-16 23:48:54.318,1756723.0,1.0,,,,,,jax-ml/jax,,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-10-17 13:04:50.000000,2024-10-17 13:04:49,51284.0,1648.0,5418.0,717.0,50208.0,946.0,17399.0,22161.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1290.0,45,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,['paddle'],15407.0,316951.0,6090.0,6090.0,https://pypi.org/project/paddlepaddle,316794.0,,,,1.0,,,,,,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-10-17 13:35:39.000000,2024-10-17 13:35:38,15538.0,80.0,2699.0,282.0,3945.0,2654.0,2795.0,10063.0,Statsmodels: statistical modeling and econometrics in Python.,442.0,45,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,35.0,17219733.0,139056.0,139056.0,https://pypi.org/project/statsmodels,16925368.0,https://anaconda.org/conda-forge/statsmodels,2024-10-03 20:40:26.151,15307026.0,1.0,,,,,,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-10-11 09:26:43.000000,2024-10-11 09:26:15,16209.0,75.0,4305.0,561.0,4026.0,129.0,5520.0,29862.0,Industrial-strength Natural Language Processing (NLP) in Python.,761.0,44,True,2024-10-01 18:19:33,release-v3.8.2,100.0,spacy,conda-forge/spacy,,,250.0,14066530.0,101805.0,101805.0,https://pypi.org/project/spacy,13984084.0,https://anaconda.org/conda-forge/spacy,2024-09-22 12:43:59.353,4287075.0,1.0,,,,,,,,,,,,,,,,
21,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-10-13 00:26:23.000000,2024-10-08 23:30:44,10428.0,48.0,3311.0,251.0,10283.0,789.0,6306.0,28198.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",974.0,44,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,['pytorch'],9231.0,6889707.0,37526.0,37526.0,https://pypi.org/project/pytorch-lightning,6864337.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1307292.0,2.0,,,,,,Lightning-AI/pytorch-lightning,,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-10-17 10:52:58.000000,2024-10-17 08:35:25,6604.0,360.0,4076.0,300.0,9260.0,1302.0,2595.0,18517.0,Open source platform for the machine learning lifecycle.,777.0,44,True,2024-10-14 15:08:06,2.17.0,100.0,mlflow,conda-forge/mlflow,,,,15927303.0,44157.0,44157.0,https://pypi.org/project/mlflow,15881294.0,https://anaconda.org/conda-forge/mlflow,2024-10-16 17:14:22.919,2392495.0,1.0,,,,,,,,,,,,,,,,
23,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-10-16 20:31:45.000000,2024-10-16 17:15:55,6694.0,141.0,2506.0,275.0,1717.0,510.0,2442.0,16144.0,The interactive graphing library for Python This project now includes Plotly Express!.,271.0,44,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,20610406.0,313538.0,313538.0,https://pypi.org/project/plotly,20468202.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,7209305.0,1.0,,,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,6180.0,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-10-17 15:21:48.000000,2024-10-17 15:21:48,8337.0,94.0,1672.0,212.0,5980.0,912.0,4271.0,12497.0,Parallel computing with task scheduling.,612.0,44,True,2024-10-17 09:20:07,2024.10.0,183.0,dask,conda-forge/dask,,,,13265050.0,65595.0,65595.0,https://pypi.org/project/dask,13037638.0,https://anaconda.org/conda-forge/dask,2024-09-28 03:30:27.336,12052869.0,1.0,,,,,,,,,,stable/dask,,,,,,
25,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-10-17 15:31:24.000000,2024-10-17 15:31:24,11044.0,210.0,18763.0,1911.0,7492.0,245.0,11916.0,61883.0,Deep Learning for humans.,1336.0,43,True,2024-10-03 19:44:23,3.6.0,71.0,keras,conda-forge/keras,https://keras.io,['tensorflow'],,13911024.0,,,https://pypi.org/project/keras,13838984.0,https://anaconda.org/conda-forge/keras,2024-10-07 20:46:42.672,3746093.0,2.0,,,,,,,,,,,,,,,,
26,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-10-17 17:34:18.000000,2024-10-17 17:34:18,5426.0,683.0,5053.0,244.0,6069.0,536.0,4786.0,36141.0,LlamaIndex is a data framework for your LLM applications.,1274.0,43,True,2024-10-15 14:50:51,0.11.18,100.0,llama-index,,,,816.0,2299098.0,13062.0,13062.0,https://pypi.org/project/llama-index,2299008.0,,,,1.0,,,,,,,,,,,,,,,,
27,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-10-17 18:12:03.000000,2024-10-17 18:12:01,7122.0,287.0,2470.0,174.0,4492.0,563.0,4304.0,33195.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",331.0,43,True,2024-10-17 01:22:47,gradio@5.2.1,100.0,gradio,,,,,6492190.0,43601.0,43601.0,https://pypi.org/project/gradio,6492190.0,,,,1.0,,,,,,,,,,,,,,,,
28,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-10-17 18:03:13.000000,2024-10-17 18:03:10,1768.0,394.0,5784.0,176.0,3089.0,1025.0,8047.0,30978.0,Ultralytics YOLO11.,189.0,43,True,2024-10-17 00:58:39,8.3.15,93.0,ultralytics,,,,380.0,3965141.0,26845.0,26845.0,https://pypi.org/project/ultralytics,3965099.0,,,,1.0,,,,,,,,,,,,,,,,
29,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-10-15 08:44:42.000000,2024-10-15 08:44:34,2771.0,56.0,3191.0,242.0,972.0,747.0,1792.0,22688.0,A game theoretic approach to explain the output of any machine learning model.,251.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,6950708.0,20990.0,20990.0,https://pypi.org/project/shap,6862152.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,4073594.0,1.0,,,,,,shap/shap,,,,,,,,,,
30,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-10-17 17:55:29.000000,2024-10-17 17:55:29,7714.0,133.0,2015.0,423.0,1138.0,445.0,1356.0,21338.0,Data Apps & Dashboards for Python. No JavaScript Required.,167.0,43,True,2024-09-12 16:11:13,2.18.1,110.0,dash,conda-forge/dash,,,78.0,3503900.0,70370.0,70370.0,https://pypi.org/project/dash,3474775.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1514499.0,1.0,,,,,,,,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-10-17 08:46:13.000000,2024-10-17 08:34:42,20618.0,65.0,4127.0,442.0,6180.0,730.0,6985.0,19291.0,"Interactive Data Visualization in the browser, from Python.",702.0,43,True,,,65.0,bokeh,conda-forge/bokeh,,,,4650385.0,93481.0,93481.0,https://pypi.org/project/bokeh,4359606.0,https://anaconda.org/conda-forge/bokeh,2024-10-14 19:05:13.977,15120549.0,1.0,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-10-16 04:18:14.000000,2024-10-15 18:34:37,2864.0,95.0,3608.0,439.0,3406.0,295.0,2523.0,17779.0,Open standard for machine learning interoperability.,325.0,43,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,22027.0,5753880.0,34583.0,34583.0,https://pypi.org/project/onnx,5729075.0,https://anaconda.org/conda-forge/onnx,2024-10-05 10:56:04.588,1276280.0,1.0,,,,,,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-10-17 12:07:42.000000,2024-10-15 13:32:14,3581.0,50.0,3755.0,433.0,3267.0,333.0,3068.0,16605.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",318.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,237437.0,9668105.0,38650.0,38650.0,https://pypi.org/project/lightgbm,9609114.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2761316.0,2.0,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-09-25 08:35:09.000000,2024-09-25 08:35:04,14681.0,86.0,2791.0,462.0,1493.0,254.0,1556.0,13525.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,461.0,43,True,,,19.0,nltk,conda-forge/nltk,,,,23132193.0,313288.0,313288.0,https://pypi.org/project/nltk,23066695.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2816440.0,1.0,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-10-16 14:28:45.000000,2024-10-11 07:33:24,5006.0,65.0,2064.0,1671.0,4871.0,313.0,2728.0,12191.0,WebGL2 powered visualization framework.,273.0,43,True,2024-10-08 17:59:17,9.0.33,100.0,pydeck,conda-forge/pydeck,,['jupyter'],,6195583.0,8170.0,8170.0,https://pypi.org/project/pydeck,5584750.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,625313.0,1.0,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,599667.0,,,,,,,
36,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-10-16 06:27:06.000000,2024-10-16 06:27:06,18306.0,235.0,1012.0,117.0,3670.0,64.0,1607.0,10717.0,A hyperparameter optimization framework.,272.0,43,True,2024-09-02 05:16:46,4.0.0,66.0,optuna,conda-forge/optuna,,,,3641014.0,18275.0,18275.0,https://pypi.org/project/optuna,3607556.0,https://anaconda.org/conda-forge/optuna,2024-09-03 06:05:16.374,1739845.0,1.0,,,,,,,,,,,,,,,,
37,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-10-14 12:40:29.000000,2024-10-14 12:40:28,14165.0,123.0,2158.0,186.0,4515.0,567.0,2110.0,6066.0,Image processing in Python.,673.0,43,True,2024-06-18 19:05:37,0.24.0,34.0,scikit-image,conda-forge/scikit-image,,,,27308305.0,199346.0,199346.0,https://pypi.org/project/scikit-image,27173699.0,https://anaconda.org/conda-forge/scikit-image,2024-08-17 02:34:14.270,6999559.0,1.0,,,,,,,,,,,,,,,,
38,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-10-17 16:34:27.541000,2024-10-16 21:39:43,2507.0,132.0,4628.0,311.0,521.0,48.0,871.0,31878.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",150.0,42,True,2024-10-16 21:19:16,1.0.11,61.0,timm,conda-forge/timm,,['pytorch'],7110885.0,6135811.0,38283.0,38283.0,https://pypi.org/project/timm,6021566.0,https://anaconda.org/conda-forge/timm,2024-10-17 16:34:27.541,247213.0,1.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,
39,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-10-17 15:03:17.000000,2024-10-17 15:03:16,7811.0,63.0,3153.0,279.0,3900.0,177.0,3032.0,14847.0,Network Analysis in Python.,750.0,42,True,2024-10-11 21:25:42,networkx-3.4.1,59.0,networkx,conda-forge/networkx,,,76.0,81937034.0,303580.0,303580.0,https://pypi.org/project/networkx,81574968.0,https://anaconda.org/conda-forge/networkx,2024-10-12 08:19:36.135,18103310.0,1.0,,,,,,,,,,,,,,,,
40,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-10-15 02:07:41.000000,2024-10-08 12:20:36,9341.0,49.0,1167.0,138.0,5521.0,230.0,4470.0,13716.0,Data Versioning and ML Experiments.,304.0,42,True,2024-09-02 15:01:06,3.55.2,321.0,dvc,conda-forge/dvc,,,,670171.0,18393.0,18393.0,https://pypi.org/project/dvc,626213.0,https://anaconda.org/conda-forge/dvc,2024-09-02 18:55:30.141,2285831.0,1.0,,,,,,,,,,,dvc,dvc,dvc,,,
41,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-10-17 17:29:45.000000,2024-10-17 17:20:20,3791.0,92.0,761.0,140.0,1495.0,196.0,1819.0,9277.0,Declarative statistical visualization library for Python.,172.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,194.0,22932258.0,168355.0,168355.0,https://pypi.org/project/altair,22859935.0,https://anaconda.org/conda-forge/altair,2024-10-02 18:03:41.017,2458920.0,1.0,,,,,,vega/altair,,,,,,,,,,
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-10-17 17:49:10.000000,2024-10-17 17:46:14,7156.0,445.0,654.0,60.0,5294.0,872.0,2477.0,9010.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",194.0,42,True,2024-10-01 23:28:58,0.18.3,100.0,wandb,conda-forge/wandb,,,331.0,21068688.0,55761.0,55761.0,https://pypi.org/project/wandb,21055487.0,https://anaconda.org/conda-forge/wandb,2024-10-16 21:58:14.469,672917.0,1.0,,,,,,wandb/wandb,,,,,,,,,,
