,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,agents,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2025-06-26 17:51:52.000000,2025-06-26 17:51:51,13615.0,592.0,17572.0,763.0,17953.0,224.0,8314.0,110220.0,Build context-aware reasoning applications.,3389.0,50,True,2025-06-26 13:19:29,langchain-anthropic==0.3.16,100.0,langchain,,,,,270069.0,270069.0,https://pypi.org/project/langchain,74614310.0,74614310.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-06-26 04:40:24.000000,2025-06-26 02:40:42,52671.0,396.0,7739.0,589.0,19299.0,1240.0,9638.0,21367.0,matplotlib: plotting with Python.,1816.0,49,True,2025-05-09 17:22:05,3.10.3,93.0,matplotlib,conda-forge/matplotlib,,,,1837378.0,1837378.0,https://pypi.org/project/matplotlib,88389461.0,88904791.0,https://anaconda.org/conda-forge/matplotlib,2025-05-15 21:25:31.306,30919847.0,,,,,1.0,,,,,,,,,,,,
12,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2025-06-25 00:59:10.000000,2025-06-25 00:59:10,60331.0,474.0,4641.0,290.0,14035.0,4540.0,9143.0,13706.0,A computer algebra system written in pure Python.,1382.0,48,True,2025-04-27 18:05:25,1.14.0,58.0,sympy,conda-forge/sympy,,,,281120.0,281120.0,https://pypi.org/project/sympy,51603155.0,51758934.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,9263651.0,,,,,1.0,560096.0,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-06-26 15:52:09.000000,2025-06-26 15:52:09,19649.0,287.0,2160.0,219.0,5524.0,72.0,3235.0,12872.0,Python Imaging Library (Fork).,488.0,48,True,2025-04-12 17:56:01,11.2.1,59.0,Pillow,conda-forge/pillow,,,,2371046.0,2371046.0,https://pypi.org/project/Pillow,152992217.0,153943131.0,https://anaconda.org/conda-forge/pillow,2025-05-07 23:14:11.930,56103964.0,,,,,1.0,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-06-26 18:16:11.000000,2025-06-26 18:16:11,25747.0,1151.0,6309.0,486.0,33357.0,3827.0,16642.0,37705.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1257.0,47,True,2025-06-18 17:53:53,ray-2.47.1,100.0,ray,conda-forge/ray-tune,,,,25400.0,25400.0,https://pypi.org/project/ray,13642438.0,13657419.0,https://anaconda.org/conda-forge/ray-tune,2025-06-22 12:48:48.809,808823.0,,,,,1.0,260.0,,,,,,,,,,,
15,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-06-26 17:55:04.000000,2025-06-26 17:55:04,8082.0,318.0,2632.0,278.0,1905.0,641.0,2560.0,17346.0,The interactive graphing library for Python.,289.0,47,True,2025-06-26 16:24:04,6.2.0,108.0,plotly,conda-forge/plotly,,,,452969.0,452969.0,https://pypi.org/project/plotly,26128505.0,26297392.0,https://anaconda.org/conda-forge/plotly,2025-05-27 23:34:04.302,10018775.0,,,,,1.0,348.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,4643.0,,,,,,,,
16,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-06-26 18:13:24.000000,2025-06-26 15:58:10,7855.0,470.0,3488.0,325.0,6431.0,1083.0,4152.0,40102.0,Streamlit A faster way to build and share data apps.,282.0,46,True,2025-06-26 16:03:09,1.46.1,100.0,streamlit,,,,,993238.0,993238.0,https://pypi.org/project/streamlit,13796366.0,13796366.0,,,,,,,,1.0,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-06-26 08:42:51.000000,2025-06-26 08:42:51,7446.0,57.0,8285.0,904.0,6006.0,415.0,5085.0,27049.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",663.0,46,True,2025-05-25 08:57:01,3.0.2,66.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,165542.0,165542.0,https://pypi.org/project/xgboost,25394281.0,25500064.0,https://anaconda.org/conda-forge/xgboost,2025-05-26 23:05:23.787,6233761.0,,,,,1.0,17242.0,,,,,,,,,,,
18,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-06-26 16:17:21.000000,2025-06-26 14:41:23,8573.0,324.0,2122.0,422.0,1283.0,492.0,1455.0,23206.0,Data Apps & Dashboards for Python. No JavaScript Required.,183.0,46,True,2025-06-26 16:21:43,3.1.0,115.0,dash,conda-forge/dash,,,,88402.0,88402.0,https://pypi.org/project/dash,5694350.0,5725722.0,https://anaconda.org/conda-forge/dash,2025-04-27 13:39:41.261,1882318.0,,,,,1.0,89.0,,,,,,,,,,,
19,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-06-26 16:00:10.000000,2025-06-26 13:36:09,6713.0,503.0,6006.0,261.0,7461.0,223.0,6209.0,42614.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1622.0,45,True,2025-06-26 05:35:35,0.12.44,100.0,llama_index,,,,,22781.0,22781.0,https://pypi.org/project/llama_index,3853441.0,3853528.0,,,,,,,,2.0,1052.0,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-06-26 17:59:21.000000,2025-06-26 17:42:50,28598.0,1969.0,3018.0,328.0,20263.0,1535.0,4785.0,32618.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",909.0,45,True,2025-06-17 23:06:20,jax-v0.6.2,100.0,jax,conda-forge/jaxlib,,,,45702.0,45702.0,https://pypi.org/project/jax,8521338.0,8568058.0,https://anaconda.org/conda-forge/jaxlib,2025-05-31 06:42:56.357,2803202.0,,,,,1.0,,,,,jax-ml/jax,,,,,,,
21,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-06-26 12:02:48.000000,2025-06-26 12:02:48,54406.0,1034.0,5604.0,714.0,54578.0,1020.0,17810.0,22903.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1397.0,45,True,2025-03-31 01:41:13,3.0.0,64.0,paddlepaddle,,,,['paddle'],8562.0,8562.0,https://pypi.org/project/paddlepaddle,412041.0,412186.0,,,,,,,,1.0,15437.0,,,,,,,,,,,
22,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-06-26 12:36:34.000000,2025-06-26 12:32:46,6646.0,200.0,8274.0,460.0,3578.0,148.0,9604.0,50949.0,"Awesome multilingual OCR and Document Parsing toolkits based on PaddlePaddle (practical ultra lightweight OCR system,..",253.0,44,True,2025-06-26 10:04:31,3.0.3,21.0,paddleocr,,,,['paddle'],5995.0,5995.0,https://pypi.org/project/paddleocr,480866.0,515838.0,,,,,,,,1.0,1993431.0,,,,,,,,,,,
23,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-06-26 15:57:52.000000,2025-06-26 15:57:50,2784.0,399.0,7901.0,203.0,4470.0,323.0,11061.0,42387.0,Ultralytics YOLO11.,279.0,44,True,2025-06-24 11:46:11,8.3.159,100.0,ultralytics,,,,,55905.0,55905.0,https://pypi.org/project/ultralytics,5643599.0,5643599.0,,,,,,,,1.0,,,,,,,,,,,,
24,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-06-26 17:25:12.000000,2025-06-26 16:50:38,7827.0,245.0,2913.0,189.0,5257.0,401.0,5373.0,38755.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",424.0,44,True,2025-06-19 18:14:41,gradio@5.34.2,100.0,gradio,,,,,81632.0,81632.0,https://pypi.org/project/gradio,7542486.0,7542486.0,,,,,,,,1.0,,,,,,,,,,,,
25,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-06-26 08:58:57.000000,2025-06-26 08:58:55,10669.0,128.0,3452.0,254.0,10569.0,953.0,6398.0,29672.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",1023.0,44,True,2025-06-20 15:56:59,2.5.2,123.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],47649.0,47649.0,https://pypi.org/project/pytorch-lightning,8807292.0,8834078.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-06-21 11:25:06.850,1589317.0,,,,,2.0,13712.0,,,,Lightning-AI/pytorch-lightning,1.0,,,,,,
26,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-06-26 14:31:43.000000,2025-06-26 14:29:14,8067.0,625.0,4497.0,310.0,11703.0,1452.0,2927.0,21037.0,Open source platform for the machine learning lifecycle.,869.0,44,True,2025-06-25 10:15:17,3.1.1,100.0,mlflow,conda-forge/mlflow,,,,64392.0,64392.0,https://pypi.org/project/mlflow,19714255.0,19769304.0,https://anaconda.org/conda-forge/mlflow,2025-06-18 09:24:16.201,3302949.0,,,,,1.0,,,,,,,,,,,,
27,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-06-15 11:47:32.000000,2025-06-15 11:47:32,14761.0,19.0,2837.0,458.0,1517.0,247.0,1603.0,14140.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,472.0,44,True,,,19.0,nltk,conda-forge/nltk,,,,405546.0,405546.0,https://pypi.org/project/nltk,28892665.0,28956025.0,https://anaconda.org/conda-forge/nltk,2025-04-22 14:56:27.119,3231390.0,,,,,1.0,,,,,,,,,,,,
28,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-06-23 14:41:16.000000,2025-06-23 14:41:16,9573.0,57.0,1747.0,211.0,6303.0,978.0,4422.0,13290.0,Parallel computing with task scheduling.,624.0,44,True,2025-05-20 19:54:12,2025.5.1,196.0,dask,conda-forge/dask,,,,76165.0,76165.0,https://pypi.org/project/dask,13995325.0,14215370.0,https://anaconda.org/conda-forge/dask,2025-05-20 21:44:45.329,13422789.0,,,,,1.0,,,,,,,stable/dask,,,,,
29,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-06-26 09:47:06.000000,2025-06-26 09:47:06,19460.0,444.0,1113.0,117.0,3990.0,62.0,1689.0,12186.0,A hyperparameter optimization framework.,307.0,44,True,2025-06-16 05:12:20,4.4.0,74.0,optuna,conda-forge/optuna,,,,28632.0,28632.0,https://pypi.org/project/optuna,4643540.0,4692453.0,https://anaconda.org/conda-forge/optuna,2025-06-17 02:59:31.546,2934788.0,,,,,1.0,,,,,,,,,,,,
30,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-06-26 18:21:11.000000,2025-06-26 18:10:20,8110.0,290.0,740.0,61.0,6470.0,648.0,2959.0,10023.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",214.0,44,True,2025-06-05 00:11:36,0.20.1,100.0,wandb,conda-forge/wandb,,,,82322.0,82322.0,https://pypi.org/project/wandb,17581292.0,17600061.0,https://anaconda.org/conda-forge/wandb,2025-06-05 19:46:12.782,1106262.0,,,,,1.0,921.0,,,,wandb/wandb,1.0,,,,,,
31,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2025-05-28 15:28:05.000000,2025-05-28 15:23:38,16246.0,21.0,4440.0,565.0,4058.0,159.0,5550.0,31828.0,Industrial-strength Natural Language Processing (NLP) in Python.,770.0,43,True,2025-05-23 08:53:14,release-v3.8.7,100.0,spacy,conda-forge/spacy,,,,138414.0,138414.0,https://pypi.org/project/spacy,11231955.0,11330377.0,https://anaconda.org/conda-forge/spacy,2025-05-20 06:41:40.051,5903176.0,,,,,1.0,3132.0,,,,,,,,,,,
32,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2025-06-26 18:24:42.000000,2025-06-26 17:35:29,3069.0,545.0,1640.0,111.0,3506.0,247.0,1182.0,20664.0,the AI-native open-source embedding database.,165.0,43,True,2025-06-23 21:18:44,cli-1.1.3,91.0,chromadb,,,,,86391.0,86391.0,https://pypi.org/project/chromadb,5199048.0,5199083.0,,,,,,,,1.0,1141.0,,,,,-1.0,,,,,,
33,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-06-26 14:16:58.000000,2025-06-24 18:40:58,3227.0,136.0,3702.0,437.0,3851.0,266.0,2712.0,19152.0,Open standard for machine learning interoperability.,349.0,43,True,2025-05-12 23:07:37,1.18.0,32.0,onnx,conda-forge/onnx,,,,47984.0,47984.0,https://pypi.org/project/onnx,7160339.0,7191345.0,https://anaconda.org/conda-forge/onnx,2025-06-02 19:29:29.939,1844916.0,,,,,2.0,23743.0,,,,,,,,,,,
34,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-06-26 12:44:57.000000,2025-06-24 09:23:29,1579.0,86.0,2649.0,252.0,761.0,113.0,1486.0,18036.0,Download market data from Yahoo! Finances API.,135.0,43,True,2025-06-12 08:42:37,0.2.63,100.0,yfinance,ranaroussi/yfinance,,,,84381.0,84381.0,https://pypi.org/project/yfinance,4053602.0,4055691.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,98218.0,,,,,1.0,,,,,,,,,,,,
35,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-06-26 15:53:13.000000,2025-06-26 15:53:13,8014.0,76.0,3295.0,281.0,4189.0,187.0,3105.0,15883.0,Network Analysis in Python.,779.0,43,True,2025-05-29 11:58:31,networkx-3.5,62.0,networkx,conda-forge/networkx,,,,423470.0,423470.0,https://pypi.org/project/networkx,97866683.0,98262440.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,22953950.0,,,,,1.0,113.0,,,,,,,,,,,
36,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-06-22 17:34:13.000000,2025-06-22 17:34:13,1490.0,51.0,1772.0,254.0,758.0,36.0,1592.0,13613.0,Video editing with Python.,187.0,43,True,2025-05-21 19:31:17,2.2.1,20.0,moviepy,conda-forge/moviepy,,,,65694.0,65694.0,https://pypi.org/project/moviepy,3664399.0,3667630.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,307027.0,,,,,1.0,,,,,,,,,,,,
37,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-04-22 14:56:26.328000,2025-01-26 16:55:13,3242.0,,1936.0,257.0,1144.0,153.0,2464.0,13223.0,Statistical data visualization in Python.,215.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,693060.0,693060.0,https://pypi.org/project/seaborn,24236002.0,24458481.0,https://anaconda.org/conda-forge/seaborn,2025-04-22 14:56:26.328,13348598.0,,,,,1.0,497.0,,,,,,,,,,,
38,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-06-23 17:47:32.000000,2025-06-21 03:00:36,5180.0,51.0,2105.0,1663.0,5108.0,390.0,2785.0,12808.0,WebGL2 powered visualization framework.,291.0,43,True,2025-05-14 09:08:57,9.1.12,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],9158.0,9158.0,https://pypi.org/project/pydeck,9762293.0,10360427.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,776696.0,,,,,1.0,,deck.gl,https://www.npmjs.com/package/deck.gl,584970.0,,,,,,,,
39,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-06-24 13:40:46.000000,2025-06-14 19:13:53,15706.0,21.0,3096.0,287.0,4015.0,2734.0,2832.0,10755.0,Statsmodels: statistical modeling and econometrics in Python.,457.0,43,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,176524.0,176524.0,https://pypi.org/project/statsmodels,17450057.0,17782637.0,https://anaconda.org/conda-forge/statsmodels,2025-04-22 14:56:24.492,19954852.0,,,,,2.0,35.0,,,,,,,,,,,
40,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-06-26 12:39:05.000000,2025-06-26 12:39:04,1798.0,103.0,1118.0,99.0,1816.0,86.0,1741.0,8870.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",358.0,43,True,2025-06-20 15:43:33,1.8.1,65.0,accelerate,conda-forge/accelerate,,,['pytorch'],101538.0,101538.0,https://pypi.org/project/accelerate,11351880.0,11361773.0,https://anaconda.org/conda-forge/accelerate,2025-06-20 21:50:54.449,435327.0,,,,,1.0,,,,,,,,,,,,
41,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-06-24 18:55:54.000000,2025-06-24 18:55:53,5904.0,12.0,1640.0,188.0,5085.0,642.0,1243.0,6906.0,TensorFlows Visualization Toolkit.,327.0,43,True,2025-02-12 08:16:26,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],330242.0,330242.0,https://pypi.org/project/tensorboard,25941832.0,26035652.0,https://anaconda.org/conda-forge/tensorboard,2025-04-22 14:56:43.843,5629230.0,,,,,1.0,,,,,,,,,,,,
42,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2025-06-26 17:33:55.000000,2025-06-26 17:32:48,4376.0,262.0,11973.0,836.0,3555.0,1593.0,5800.0,144820.0,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, Mistral Small 3.1 and other large language models.",495.0,42,True,2025-06-25 16:55:41,0.9.3,100.0,,,,,,70.0,70.0,,,3694593.0,,,,,,,,2.0,70197267.0,,,,ollama/ollama,,,,,,,
