,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-10-03 18:10:35.000,2024-10-03 15:59:20,11526.0,1284.0,14648.0,683.0,15316.0,566.0,7103.0,93031.0,Build context-aware reasoning applications.,2869.0,49,True,2024-10-02 17:07:52,langchain-core==0.3.8,100.0,langchain,,,,,15474400.0,132173.0,132173.0,https://pypi.org/project/langchain,15474400.0,,,,1.0,,,,,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-10-02 20:23:38.000,2024-10-02 20:23:38,51126.0,464.0,7418.0,593.0,18401.0,1206.0,9295.0,20065.0,matplotlib: plotting with Python.,1730.0,48,True,2024-08-13 00:10:52,3.9.2,87.0,matplotlib,conda-forge/matplotlib,,,,80212738.0,1355379.0,1355379.0,https://pypi.org/project/matplotlib,79710617.0,https://anaconda.org/conda-forge/matplotlib,2024-09-12 20:10:05.995,26110317.0,1.0,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-10-03 03:55:55.000,2024-10-03 03:55:35,18604.0,469.0,2081.0,220.0,5097.0,76.0,3080.0,12150.0,Python Imaging Library (Fork).,479.0,48,True,2024-07-01 09:51:39,10.4.0,56.0,Pillow,conda-forge/pillow,,,,125639623.0,1848920.0,1848920.0,https://pypi.org/project/Pillow,124762737.0,https://anaconda.org/conda-forge/pillow,2024-09-11 18:35:06.338,44721206.0,1.0,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-10-01 16:02:52.000,2024-10-01 16:02:52,58956.0,685.0,4332.0,290.0,13427.0,4417.0,8869.0,12840.0,A computer algebra system written in pure Python.,1330.0,47,True,2024-09-18 21:54:45,1.13.3,55.0,sympy,conda-forge/sympy,,,548671.0,32004639.0,174918.0,174918.0,https://pypi.org/project/sympy,31874027.0,https://anaconda.org/conda-forge/sympy,2024-09-28 13:25:27.288,6707072.0,1.0,,,,,,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-10-03 18:22:45.000,2024-10-02 20:06:00,6686.0,225.0,2994.0,320.0,4934.0,919.0,3634.0,34906.0,Streamlit A faster way to build and share data apps.,242.0,46,True,2024-10-01 17:36:45,1.39.0,84.0,streamlit,,,,,6424810.0,529765.0,529765.0,https://pypi.org/project/streamlit,6424810.0,,,,1.0,,,,,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-10-03 16:31:21.000,2024-10-03 16:00:19,7121.0,172.0,8214.0,909.0,5576.0,386.0,4897.0,26141.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",652.0,46,True,2024-07-30 22:22:27,2.1.1,59.0,xgboost,conda-forge/xgboost,https://xgboost.readthedocs.io/en/latest/,,11119.0,24735766.0,109808.0,109808.0,https://pypi.org/project/xgboost,24631830.0,https://anaconda.org/conda-forge/xgboost,2024-09-29 19:48:48.053,5296310.0,1.0,,,,,,1.0,,,,,,,,,,
16,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-10-01 10:34:04.000,2024-10-01 10:34:04,51135.0,1811.0,5407.0,717.0,50007.0,935.0,17371.0,22122.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1283.0,46,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,['paddle'],15406.0,476198.0,5989.0,5989.0,https://pypi.org/project/paddlepaddle,476041.0,,,,1.0,,,,,,,,,,,,,,,,
17,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-10-03 18:12:48.000,2024-10-03 17:43:52,22723.0,668.0,5522.0,475.0,29105.0,3532.0,14953.0,33286.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1076.0,45,True,2024-09-24 23:37:52,ray-2.37.0,96.0,ray,conda-forge/ray-tune,,,237.0,5815297.0,18084.0,18084.0,https://pypi.org/project/ray,5806256.0,https://anaconda.org/conda-forge/ray-tune,2024-10-01 08:55:53.218,415818.0,1.0,,,,,,,,,,,,,,,,
18,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-10-03 18:07:31.000,2024-10-03 18:07:27,23385.0,1665.0,2711.0,334.0,15682.0,1374.0,4208.0,30094.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",760.0,45,True,2024-09-16 18:42:31,jax-v0.4.33,100.0,jax,conda-forge/jaxlib,,,,3850543.0,30666.0,30666.0,https://pypi.org/project/jax,3817738.0,https://anaconda.org/conda-forge/jaxlib,2024-10-02 23:05:15.613,1705879.0,2.0,,,,,,,jax-ml/jax,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-10-03 15:37:29.000,2024-10-02 10:48:22,15491.0,60.0,2696.0,282.0,3932.0,2654.0,2789.0,10022.0,Statsmodels: statistical modeling and econometrics in Python.,436.0,45,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,34.0,17273597.0,137497.0,137497.0,https://pypi.org/project/statsmodels,16983118.0,https://anaconda.org/conda-forge/statsmodels,2024-09-21 06:26:48.581,15104959.0,2.0,,,,,,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-10-01 23:10:18.000,2024-10-01 23:01:40,16203.0,69.0,4287.0,562.0,4019.0,126.0,5517.0,29765.0,Industrial-strength Natural Language Processing (NLP) in Python.,758.0,44,True,2024-10-01 18:19:33,release-v3.8.2,100.0,spacy,conda-forge/spacy,,,170.0,12486447.0,100442.0,100442.0,https://pypi.org/project/spacy,12406466.0,https://anaconda.org/conda-forge/spacy,2024-09-22 12:43:59.353,4158912.0,1.0,,,,,,,,,,,,,,,,
21,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-10-03 15:14:30.000,2024-10-02 16:18:43,10427.0,67.0,3301.0,251.0,10276.0,774.0,6304.0,28095.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",973.0,44,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,['pytorch'],9143.0,6919908.0,37015.0,37015.0,https://pypi.org/project/pytorch-lightning,6894869.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1290216.0,2.0,,,,,,,Lightning-AI/pytorch-lightning,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-10-03 17:20:54.000,2024-10-03 16:02:27,6686.0,150.0,2499.0,274.0,1705.0,493.0,2443.0,16072.0,The interactive graphing library for Python This project now includes Plotly Express!.,269.0,44,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,20188806.0,308565.0,308565.0,https://pypi.org/project/plotly,20049048.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,7081734.0,1.0,,,,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,6141.0,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-10-03 08:14:58.000,2024-10-02 14:37:01,8323.0,88.0,1668.0,212.0,5966.0,919.0,4249.0,12459.0,Parallel computing with task scheduling.,610.0,44,True,2024-09-28 00:59:14,2024.9.1,183.0,dask,conda-forge/dask,,,,12662874.0,65082.0,65082.0,https://pypi.org/project/dask,12437087.0,https://anaconda.org/conda-forge/dask,2024-09-28 03:30:27.336,11966716.0,1.0,,,,,,,,,,,stable/dask,,,,,
24,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-10-03 17:44:24.000,2024-10-03 17:44:21,11022.0,220.0,18747.0,1911.0,7471.0,230.0,11900.0,61702.0,Deep Learning for humans.,1332.0,43,True,2024-08-12 20:41:44,3.5.0,70.0,keras,conda-forge/keras,https://keras.io,['tensorflow'],,13900819.0,,,https://pypi.org/project/keras,13829224.0,https://anaconda.org/conda-forge/keras,2024-08-17 19:28:53.337,3722974.0,2.0,,,,,,,,,,,,,,,,
25,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-10-03 17:43:35.000,2024-10-03 17:43:34,5327.0,679.0,4984.0,247.0,5974.0,566.0,4658.0,35851.0,LlamaIndex is a data framework for your LLM applications.,1234.0,43,True,2024-10-02 21:21:07,0.11.15,100.0,llama-index,,,,820.0,1677565.0,12632.0,12632.0,https://pypi.org/project/llama-index,1677474.0,,,,1.0,,,,,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-10-03 18:22:58.000,2024-10-03 15:22:57,7035.0,254.0,2401.0,170.0,4350.0,536.0,4247.0,32496.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",326.0,43,True,2024-09-30 17:50:50,website@0.39.1,100.0,gradio,,,,,6364920.0,42287.0,42287.0,https://pypi.org/project/gradio,6364920.0,,,,1.0,,,,,,,,,,,,,,,,
27,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-10-03 18:11:04.000,2024-10-03 17:42:40,1673.0,336.0,5594.0,163.0,2978.0,928.0,7965.0,29422.0,Ultralytics YOLO11.,184.0,43,True,2024-10-03 12:26:52,8.3.4,82.0,ultralytics,,,,296.0,3433099.0,25836.0,25836.0,https://pypi.org/project/ultralytics,3433067.0,,,,1.0,,,,,,,,,,,,,,,,
28,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-10-01 15:57:42.000,2024-09-24 21:13:32,2766.0,59.0,3181.0,241.0,966.0,751.0,1783.0,22607.0,A game theoretic approach to explain the output of any machine learning model.,251.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,6815333.0,20624.0,20624.0,https://pypi.org/project/shap,6729158.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,3964062.0,1.0,,,,,,,shap/shap,,,,,,,,,
29,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-10-01 00:35:10.000,2024-09-20 15:45:31,7679.0,113.0,2009.0,420.0,1126.0,443.0,1349.0,21267.0,Data Apps & Dashboards for Python. No JavaScript Required.,163.0,43,True,2024-09-12 16:11:13,2.18.1,110.0,dash,conda-forge/dash,,,78.0,3410690.0,69690.0,69690.0,https://pypi.org/project/dash,3381962.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1493854.0,1.0,,,,,,,,,,,,,,,,
30,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-10-02 20:21:43.000,2024-10-02 20:21:43,20613.0,71.0,4124.0,442.0,6171.0,730.0,6981.0,19258.0,"Interactive Data Visualization in the browser, from Python.",702.0,43,True,,,64.0,bokeh,conda-forge/bokeh,,,,4736685.0,92902.0,92902.0,https://pypi.org/project/bokeh,4448031.0,https://anaconda.org/conda-forge/bokeh,2024-09-26 20:39:59.050,15010038.0,1.0,,,,,,,,,,,,,,,,
31,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-10-03 17:57:15.000,2024-10-03 04:39:22,6547.0,351.0,4045.0,297.0,9154.0,1279.0,2581.0,18432.0,Open source platform for the machine learning lifecycle.,775.0,43,True,2024-09-27 04:49:37,2.17.0rc0,100.0,mlflow,conda-forge/mlflow,,,,14344486.0,43162.0,43162.0,https://pypi.org/project/mlflow,14299092.0,https://anaconda.org/conda-forge/mlflow,2024-09-17 10:26:09.229,2360538.0,1.0,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-10-03 10:06:01.000,2024-10-02 16:04:33,2844.0,83.0,3595.0,439.0,3376.0,296.0,2513.0,17719.0,Open standard for machine learning interoperability.,324.0,43,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,21883.0,5453519.0,33967.0,33967.0,https://pypi.org/project/onnx,5429164.0,https://anaconda.org/conda-forge/onnx,2024-09-25 21:48:32.399,1252975.0,1.0,,,,,,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-10-03 15:59:22.000,2024-10-02 16:19:28,3571.0,62.0,3747.0,433.0,3253.0,329.0,3062.0,16563.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",318.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,236272.0,9897524.0,38009.0,38009.0,https://pypi.org/project/lightgbm,9839334.0,https://anaconda.org/conda-forge/lightgbm,2024-09-12 16:03:18.124,2722717.0,2.0,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-09-25 08:35:09.000,2024-09-25 08:35:04,14681.0,130.0,2781.0,462.0,1489.0,254.0,1555.0,13477.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,461.0,43,True,,,19.0,nltk,conda-forge/nltk,,,,23497161.0,309599.0,309599.0,https://pypi.org/project/nltk,23432243.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2791490.0,1.0,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-10-02 14:17:51.000,2024-10-02 13:31:21,5004.0,71.0,2060.0,1674.0,4865.0,312.0,2724.0,12137.0,WebGL2 powered visualization framework.,273.0,43,True,2024-10-02 14:12:37,9.0.32,100.0,pydeck,conda-forge/pydeck,,['jupyter'],,5895542.0,8118.0,8118.0,https://pypi.org/project/pydeck,5302818.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,616705.0,1.0,,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,581712.0,,,,,,
36,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-10-01 06:00:11.000,2024-10-01 06:00:11,18266.0,303.0,998.0,117.0,3655.0,64.0,1605.0,10635.0,A hyperparameter optimization framework.,271.0,43,True,2024-09-02 05:16:46,4.0.0,66.0,optuna,conda-forge/optuna,,,,3644617.0,17883.0,17883.0,https://pypi.org/project/optuna,3612395.0,https://anaconda.org/conda-forge/optuna,2024-09-03 06:05:16.374,1675582.0,1.0,,,,,,,,,,,,,,,,
37,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-10-02 22:18:00.000,2024-10-02 22:17:53,2476.0,125.0,4609.0,311.0,516.0,49.0,864.0,31679.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",150.0,42,True,2024-08-23 23:42:07,1.0.9,59.0,timm,conda-forge/timm,,['pytorch'],7063155.0,6211098.0,37392.0,37392.0,https://pypi.org/project/timm,6097781.0,https://anaconda.org/conda-forge/timm,2024-08-24 14:28:50.700,237384.0,1.0,,,,,,,huggingface/pytorch-image-models,,,,,,,,,
38,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-10-03 01:04:13.000,2024-10-03 01:04:11,9339.0,51.0,1163.0,136.0,5519.0,225.0,4467.0,13667.0,ML Experiments and Data Management with Git.,303.0,42,True,2024-09-02 15:01:06,3.55.2,321.0,dvc,conda-forge/dvc,,,,662645.0,18106.0,18106.0,https://pypi.org/project/dvc,619443.0,https://anaconda.org/conda-forge/dvc,2024-09-02 18:55:30.141,2246512.0,1.0,,,,,,,,,,,,dvc,dvc,dvc,,
39,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-10-03 15:08:16.000,2024-10-03 14:23:18,3783.0,100.0,759.0,140.0,1487.0,196.0,1814.0,9254.0,Declarative statistical visualization library for Python.,172.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,192.0,22910651.0,164855.0,164855.0,https://pypi.org/project/altair,22838930.0,https://anaconda.org/conda-forge/altair,2024-10-02 18:03:41.017,2438468.0,1.0,,,,,,,vega/altair,,,,,,,,,
40,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-10-03 18:07:20.000,2024-10-02 20:01:29,7085.0,412.0,646.0,59.0,5208.0,875.0,2451.0,8954.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",192.0,42,True,2024-10-01 23:28:58,0.18.3,100.0,wandb,conda-forge/wandb,,,325.0,16531251.0,54729.0,54729.0,https://pypi.org/project/wandb,16518596.0,https://anaconda.org/conda-forge/wandb,2024-09-24 22:40:55.346,645094.0,1.0,,,,,,,wandb/wandb,,,,,,,,,
41,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-09-27 11:17:28.293,2024-09-26 19:35:59,5864.0,23.0,1626.0,189.0,5042.0,620.0,1239.0,6684.0,TensorFlows Visualization Toolkit.,321.0,42,True,2024-09-25 21:21:08,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,['tensorflow'],,21418764.0,262659.0,262659.0,https://pypi.org/project/tensorboard,21321977.0,https://anaconda.org/conda-forge/tensorboard,2024-09-27 11:17:28.293,5032943.0,1.0,,,,,,,,,,,,,,,,
42,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-10-03 16:31:52.000,2024-10-03 16:31:52,14132.0,96.0,2157.0,186.0,4500.0,570.0,2105.0,6056.0,Image processing in Python.,672.0,42,True,2024-06-18 19:05:37,0.24.0,32.0,scikit-image,conda-forge/scikit-image,,,,24074655.0,197689.0,197689.0,https://pypi.org/project/scikit-image,23941298.0,https://anaconda.org/conda-forge/scikit-image,2024-08-17 02:34:14.270,6934605.0,1.0,,,,,,,,,,,,,,,,
