,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-04-11 17:33:46.000000,2024-04-04 10:55:08,16122.0,28.0,4198.0,554.0,3984.0,85.0,5490.0,28650.0,Industrial-strength Natural Language Processing (NLP) in Python.,749.0,44,True,2024-02-15 19:16:59,3.7.4,100.0,spacy,conda-forge/spacy,,,,84853.0,84853.0,https://pypi.org/project/spacy,8086125.0,8159217.0,https://anaconda.org/conda-forge/spacy,2024-04-04 16:04:13.461,3362274.0,,,,,1.0,,,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-04-11 15:53:16.000000,2024-04-11 15:53:16,5679.0,462.0,3792.0,289.0,7895.0,1144.0,2402.0,17161.0,Open source platform for the machine learning lifecycle.,719.0,44,True,2024-03-22 01:05:35,2.11.3,87.0,mlflow,conda-forge/mlflow,,,,33334.0,33334.0,https://pypi.org/project/mlflow,12796144.0,12835832.0,https://anaconda.org/conda-forge/mlflow,2024-03-22 09:15:59.167,1825689.0,,,,,1.0,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-04-10 18:25:38.000000,2024-03-22 15:38:47,6390.0,107.0,2440.0,280.0,1620.0,1426.0,1399.0,15183.0,The interactive graphing library for Python This project now includes Plotly Express!.,259.0,44,True,2024-03-13 16:27:36,5.20.0,98.0,plotly,conda-forge/plotly,,,,255073.0,255073.0,https://pypi.org/project/plotly,14951483.0,15075216.0,https://anaconda.org/conda-forge/plotly,2024-02-15 18:15:23.292,5504932.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,6607.0,,,,,,
23,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-04-11 15:26:40.000000,2024-04-11 12:57:27,4834.0,220.0,2006.0,1688.0,4675.0,259.0,2666.0,11670.0,WebGL2 powered visualization framework.,255.0,44,True,2024-04-07 17:49:58,9.0.6,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7414.0,7414.0,https://pypi.org/project/pydeck,3211213.0,3631646.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,496853.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,410496.0,,,,,,
24,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-04-11 13:23:26.000000,2024-04-08 12:42:07,15291.0,30.0,2639.0,280.0,3861.0,2591.0,2746.0,9501.0,Statsmodels: statistical modeling and econometrics in Python.,425.0,44,True,2023-12-14 14:31:51,0.14.1,26.0,statsmodels,conda-forge/statsmodels,,,,120116.0,120116.0,https://pypi.org/project/statsmodels,17159800.0,17434301.0,https://anaconda.org/conda-forge/statsmodels,2023-12-14 18:03:00.804,12627069.0,,,,,2.0,30.0,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-04-11 14:25:22.000000,2024-04-10 20:58:41,5814.0,74.0,1596.0,192.0,4978.0,603.0,1227.0,6526.0,TensorFlows Visualization Toolkit.,319.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],226088.0,226088.0,https://pypi.org/project/tensorboard,28631291.0,28730894.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4581778.0,,,,,1.0,,,,,,,,,,,,
26,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-04-11 16:47:16.000000,2024-04-11 16:47:16,10512.0,291.0,18652.0,1906.0,7071.0,216.0,11534.0,60851.0,Deep Learning for humans.,1288.0,43,True,2024-04-10 20:33:49,3.2.1,63.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,17607908.0,17682387.0,https://anaconda.org/conda-forge/keras,2024-04-10 08:01:41.800,3426072.0,,,,,2.0,,,,,,,,,,,,
27,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-04-11 17:58:57.000000,2024-04-11 17:52:08,3873.0,1240.0,4012.0,223.0,4335.0,602.0,2940.0,30504.0,LlamaIndex is a data framework for your LLM applications.,842.0,43,True,2024-04-09 20:59:03,0.10.28,100.0,llama-index,,,,,6846.0,6846.0,https://pypi.org/project/llama-index,1120352.0,1120467.0,,,,,,,,1.0,579.0,,,,,,,,,,,
28,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-04-11 18:02:11.000000,2024-04-11 14:29:22,6485.0,374.0,2065.0,154.0,3580.0,495.0,3547.0,28425.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",277.0,43,True,2024-04-08 19:14:49,@gradio/video@0.6.11,100.0,gradio,,,,,27060.0,27060.0,https://pypi.org/project/gradio,5545424.0,5545424.0,,,,,,,,1.0,,,,,,,,,,,,
29,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-04-11 13:56:10.000000,2024-04-10 23:18:16,20456.0,98.0,4102.0,442.0,6033.0,728.0,6867.0,18788.0,"Interactive Data Visualization in the browser, from Python.",691.0,43,True,,,59.0,bokeh,conda-forge/bokeh,,,,86048.0,86048.0,https://pypi.org/project/bokeh,5057311.0,5353599.0,https://anaconda.org/conda-forge/bokeh,2024-03-15 07:03:52.633,13629288.0,,,,,1.0,,,,,,,,,,,,
30,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-04-11 16:52:47.000000,2024-04-04 19:58:58,2707.0,75.0,3532.0,437.0,3182.0,275.0,2402.0,16746.0,Open standard for machine learning interoperability.,313.0,43,True,2024-03-25 15:40:18,1.16.0,28.0,onnx,conda-forge/onnx,,,,26085.0,26085.0,https://pypi.org/project/onnx,5210213.0,5231103.0,https://anaconda.org/conda-forge/onnx,2024-03-26 22:34:37.040,949057.0,,,,,1.0,20260.0,,,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-04-08 14:15:41.000000,2024-03-30 18:50:26,3231.0,6.0,1784.0,259.0,1097.0,128.0,2362.0,11900.0,Statistical data visualization in Python.,211.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,388865.0,388865.0,https://pypi.org/project/seaborn,18159114.0,18341235.0,https://anaconda.org/conda-forge/seaborn,2024-01-27 07:37:15.644,8377435.0,,,,,1.0,383.0,,,,,,,,,,,
32,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-04-11 15:46:10.000000,2024-04-10 18:50:47,2246.0,194.0,3692.0,323.0,2665.0,897.0,1579.0,32409.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",300.0,42,True,2024-03-08 01:10:38,0.14.0,72.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],6496.0,6496.0,https://pypi.org/project/deepspeed,456136.0,456485.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17849.0,1.0,,,,,,,,,,,,
33,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-04-09 13:41:51.000000,2024-04-05 12:26:56,2648.0,63.0,3078.0,242.0,853.0,1167.0,1264.0,21525.0,A game theoretic approach to explain the output of any machine learning model.,237.0,42,True,2024-03-08 11:43:15,0.45.0,53.0,shap,conda-forge/shap,,,,16680.0,16680.0,https://pypi.org/project/shap,8146632.0,8209681.0,https://anaconda.org/conda-forge/shap,2024-04-03 17:47:00.611,2521980.0,,,,,1.0,,,shap/shap,,,,,,,,,
34,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-04-10 15:42:40.000000,2024-04-09 14:12:45,7379.0,279.0,1940.0,417.0,1053.0,782.0,898.0,20420.0,Data Apps & Dashboards for Python. No JavaScript Required.,151.0,42,True,2024-03-06 20:00:34,2.16.1,106.0,dash,conda-forge/dash,,,,61115.0,61115.0,https://pypi.org/project/dash,2836337.0,2863215.0,https://anaconda.org/conda-forge/dash,2024-03-10 12:59:07.948,1236353.0,,,,,1.0,70.0,,,,,,,,,,,
35,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-04-11 15:13:29.000000,2024-04-10 19:31:40,3447.0,36.0,3688.0,435.0,3114.0,343.0,2942.0,16020.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",297.0,42,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,31515.0,31515.0,https://pypi.org/project/lightgbm,7682724.0,7737421.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2239999.0,,,,,2.0,218787.0,,,,,,,,,,,
36,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-04-11 17:41:28.000000,2024-04-11 03:58:34,7668.0,105.0,3055.0,280.0,3734.0,170.0,2982.0,14114.0,Network Analysis in Python.,714.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,,240735.0,240735.0,https://pypi.org/project/networkx,49108118.0,49453567.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,15199758.0,,,,,1.0,67.0,,,,,,,,,,,
37,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-04-11 13:31:25.000000,2024-04-08 16:53:05,8153.0,157.0,1636.0,211.0,5780.0,861.0,4139.0,11962.0,Parallel computing with task scheduling.,598.0,42,True,,,170.0,dask,conda-forge/dask,,,,58983.0,58983.0,https://pypi.org/project/dask,7246486.0,7478757.0,https://anaconda.org/conda-forge/dask,2024-04-05 15:23:34.728,10916759.0,,,,,1.0,,,,,,,stable/dask,,,,,
38,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-04-11 17:42:28.000000,2024-04-11 17:25:42,6325.0,275.0,589.0,55.0,4283.0,874.0,2196.0,8148.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,175.0,42,True,2024-04-03 20:37:46,0.16.6,100.0,wandb,conda-forge/wandb,,,,42485.0,42485.0,https://pypi.org/project/wandb,13057137.0,13067730.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,476712.0,,,,,1.0,,,wandb/wandb,,,,,,,,,
39,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-04-11 16:31:40.000000,2024-04-11 16:31:40,13911.0,105.0,2121.0,186.0,4393.0,542.0,2064.0,5855.0,Image processing in Python.,657.0,42,True,2024-04-10 19:19:26,0.23.1,27.0,scikit-image,conda-forge/scikit-image,,,,176457.0,176457.0,https://pypi.org/project/scikit-image,13998283.0,14130699.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6091144.0,,,,,1.0,,,,,,,,,,,,
40,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-04-11 17:16:39.000000,2024-04-11 17:16:39,2209.0,79.0,4462.0,304.0,459.0,65.0,793.0,29566.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",134.0,41,True,2024-02-19 19:35:21,0.9.16,55.0,timm,conda-forge/timm,,,['pytorch'],26300.0,26300.0,https://pypi.org/project/timm,4753724.0,4865129.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,132430.0,,,,,1.0,6399365.0,,huggingface/pytorch-image-models,,,,,,,,,
41,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-04-11 13:11:27.000000,2024-04-11 07:49:49,1368.0,70.0,2251.0,131.0,382.0,1004.0,919.0,13641.0,Multilingual Sentence & Image Embeddings with BERT.,150.0,41,True,2024-03-26 09:01:26,2.6.1,39.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],29413.0,29413.0,https://pypi.org/project/sentence-transformers,4076671.0,4081749.0,https://anaconda.org/conda-forge/sentence-transformers,2024-03-26 11:59:18.003,218384.0,,,,,1.0,,,,,,,,,,,,
