,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-03-21 17:51:12.000,2024-03-21 17:42:51,8237.0,1677.0,11870.0,638.0,10924.0,1144.0,5198.0,79906.0,Build context-aware reasoning applications.,2183.0,49,True,2024-03-20 18:34:02,0.1.13,100.0,langchain,,,,,66726.0,66726.0,https://pypi.org/project/langchain,6660358.0,6660358.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-03-21 16:57:55.000,2024-03-21 16:57:54,49972.0,560.0,7199.0,594.0,17805.0,1161.0,8965.0,19050.0,matplotlib: plotting with Python.,1660.0,48,True,2024-02-16 09:23:20,3.7.5,82.0,matplotlib,conda-forge/matplotlib,,,,1127255.0,1127255.0,https://pypi.org/project/matplotlib,60721616.0,61212813.0,https://anaconda.org/conda-forge/matplotlib,2024-02-15 20:37:52.070,22103875.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-03-21 16:24:55.000,2024-03-21 16:24:54,17427.0,648.0,1976.0,223.0,4709.0,68.0,2955.0,11591.0,Python Imaging Library (Fork).,463.0,48,True,2024-01-02 09:38:41,10.2.0,54.0,Pillow,conda-forge/pillow,,,,1582231.0,1582231.0,https://pypi.org/project/Pillow,91580740.0,92414284.0,https://anaconda.org/conda-forge/pillow,2024-01-03 04:54:52.877,36675949.0,,,,,1.0,,,,,,,,,,,,
13,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-03-21 17:59:03.000,2024-03-20 17:05:42,6179.0,191.0,2710.0,310.0,4240.0,750.0,3256.0,30899.0,Streamlit A faster way to build and share data apps.,222.0,45,True,2024-03-14 15:16:16,1.32.2,76.0,streamlit,,,,,334526.0,334526.0,https://pypi.org/project/streamlit,5622300.0,5622300.0,,,,,,,,1.0,,,,,,,,,,,,
14,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-03-21 18:01:35.000,2024-03-21 17:41:38,19887.0,1143.0,2465.0,323.0,12845.0,1262.0,3760.0,27415.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",662.0,45,True,2024-02-26 16:01:19,jax-v0.4.25,97.0,jax,conda-forge/jaxlib,,,,23079.0,23079.0,https://pypi.org/project/jax,5765933.0,5789750.0,https://anaconda.org/conda-forge/jaxlib,2024-03-17 07:48:22.558,1071781.0,,,,,1.0,,,,,,,,,,,,
15,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-03-21 16:34:02.000,2024-03-20 16:09:22,10245.0,217.0,3158.0,248.0,10044.0,659.0,6159.0,26547.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",939.0,45,True,2024-03-04 17:21:52,2.2.1,110.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],30080.0,30080.0,https://pypi.org/project/pytorch-lightning,4910828.0,4934821.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-03-05 21:00:43.443,1068410.0,,,,,1.0,8785.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-03-21 16:13:11.000,2024-03-20 08:38:03,6789.0,103.0,8155.0,909.0,5025.0,364.0,4740.0,25435.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",637.0,45,True,2023-12-19 10:07:53,2.0.3,56.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,84628.0,84628.0,https://pypi.org/project/xgboost,18655764.0,18760144.0,https://anaconda.org/conda-forge/xgboost,2024-01-19 09:21:22.082,4589765.0,,,,,1.0,8194.0,,,,,,,,,,,
17,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-03-21 16:15:27.000,2024-03-21 12:59:58,47484.0,1856.0,5259.0,721.0,44881.0,955.0,16876.0,21501.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1174.0,45,True,2024-01-08 06:43:49,2.6.0,61.0,paddlepaddle,,,,['paddle'],4806.0,4806.0,https://pypi.org/project/paddlepaddle,264102.0,264270.0,,,,,,,,1.0,15369.0,,,,,,,,,,,
18,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-03-19 11:20:30.000,2024-03-18 09:13:32,15267.0,85.0,2633.0,280.0,3852.0,2576.0,2742.0,9424.0,Statsmodels: statistical modeling and econometrics in Python.,424.0,45,True,2023-12-14 14:31:51,0.14.1,26.0,statsmodels,conda-forge/statsmodels,,,,118131.0,118131.0,https://pypi.org/project/statsmodels,16327778.0,16603535.0,https://anaconda.org/conda-forge/statsmodels,2023-12-14 18:03:00.804,12409071.0,,,,,1.0,30.0,,,,,,,,,,,
19,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-03-21 18:12:46.000,2024-03-21 18:01:10,21084.0,842.0,5055.0,471.0,26838.0,3112.0,13971.0,30460.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,986.0,44,True,2024-02-22 19:57:55,ray-2.9.3,79.0,ray,conda-forge/ray-tune,,,,14324.0,14324.0,https://pypi.org/project/ray,3503286.0,3508178.0,https://anaconda.org/conda-forge/ray-tune,2024-03-07 01:45:05.697,190726.0,,,,,1.0,208.0,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-03-20 22:55:23.000,2024-02-20 12:17:51,16117.0,25.0,4186.0,554.0,3968.0,82.0,5483.0,28482.0,Industrial-strength Natural Language Processing (NLP) in Python.,748.0,44,True,2024-02-15 19:16:59,3.7.4,100.0,spacy,conda-forge/spacy,,,,83081.0,83081.0,https://pypi.org/project/spacy,6948539.0,7022875.0,https://anaconda.org/conda-forge/spacy,2023-11-05 20:08:03.012,3345129.0,,,,,1.0,,,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-03-21 18:06:45.000,2024-03-21 06:59:42,5599.0,428.0,3760.0,290.0,7750.0,1131.0,2377.0,16997.0,Open source platform for the machine learning lifecycle.,710.0,44,True,2024-03-20 02:14:25,2.11.2,86.0,mlflow,conda-forge/mlflow,,,,32211.0,32211.0,https://pypi.org/project/mlflow,14264360.0,14303932.0,https://anaconda.org/conda-forge/mlflow,2024-03-20 02:37:11.241,1780773.0,,,,,1.0,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-03-15 18:17:37.000,2024-03-13 17:05:06,6380.0,112.0,2437.0,281.0,1616.0,1420.0,1397.0,15047.0,The interactive graphing library for Python This project now includes Plotly Express!.,257.0,44,True,2024-03-13 16:27:36,5.20.0,98.0,plotly,conda-forge/plotly,,,,249137.0,249137.0,https://pypi.org/project/plotly,14218753.0,14342824.0,https://anaconda.org/conda-forge/plotly,2024-02-15 18:15:23.292,5366438.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,7410.0,,,,,,,
23,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-03-21 01:42:27.000,2024-03-19 21:40:30,57331.0,503.0,4139.0,295.0,13028.0,4293.0,8697.0,11980.0,A computer algebra system written in pure Python.,1284.0,44,True,2023-05-10 18:09:23,sympy-1.12,45.0,sympy,conda-forge/sympy,,,,120083.0,120083.0,https://pypi.org/project/sympy,20687708.0,20746052.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,5090568.0,,,,,1.0,536406.0,,,,,,,,,,,
24,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-03-18 05:49:19.000,2024-02-25 16:31:25,3230.0,13.0,1772.0,259.0,1092.0,123.0,2359.0,11830.0,Statistical data visualization in Python.,211.0,44,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,379093.0,379093.0,https://pypi.org/project/seaborn,18245887.0,18428111.0,https://anaconda.org/conda-forge/seaborn,2024-01-27 07:37:15.644,8199954.0,,,,,1.0,378.0,,,,,,,,,,,
25,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-03-21 17:53:30.000,2024-03-21 16:47:51,5792.0,56.0,1594.0,192.0,4957.0,603.0,1225.0,6507.0,TensorFlows Visualization Toolkit.,317.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],221758.0,221758.0,https://pypi.org/project/tensorboard,28006438.0,28107334.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4540360.0,,,,,1.0,,,,,,,,,,,,
26,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-03-21 16:19:55.000,2024-03-21 16:16:53,10402.0,206.0,18629.0,1909.0,6998.0,212.0,11469.0,60693.0,Deep Learning for humans.,1281.0,43,True,2024-03-19 18:22:02,3.1.1,61.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,17773923.0,17849472.0,https://anaconda.org/conda-forge/keras,2024-03-21 09:58:44.104,3399729.0,,,,,2.0,,,,,,,,,,,,
27,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-03-21 17:35:15.000,2024-03-21 17:35:14,3612.0,1146.0,3829.0,221.0,4049.0,530.0,2726.0,29551.0,LlamaIndex is a data framework for your LLM applications.,774.0,43,True,2024-03-15 17:47:59,0.10.20,100.0,llama-index,,,,,6205.0,6205.0,https://pypi.org/project/llama-index,1553688.0,1553839.0,,,,,,,,1.0,604.0,,,,,,,,,,,
28,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-03-21 18:18:35.000,2024-03-21 15:34:56,6411.0,347.0,2007.0,152.0,3489.0,468.0,3444.0,27772.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",267.0,43,True,2024-03-19 20:56:33,@gradio/wasm@0.9.0,100.0,gradio,,,,,25503.0,25503.0,https://pypi.org/project/gradio,5437206.0,5437206.0,,,,,,,,1.0,,,,,,,,,,,,
29,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-03-21 16:45:07.000,2024-03-21 16:45:06,20440.0,93.0,4100.0,443.0,6009.0,721.0,6853.0,18697.0,"Interactive Data Visualization in the browser, from Python.",689.0,43,True,,,59.0,bokeh,conda-forge/bokeh,,,,85188.0,85188.0,https://pypi.org/project/bokeh,4843909.0,5143768.0,https://anaconda.org/conda-forge/bokeh,2024-03-15 07:03:52.633,13493666.0,,,,,1.0,,,,,,,,,,,,
30,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-03-20 18:14:35.000,2024-03-19 17:17:43,2692.0,79.0,3523.0,438.0,3151.0,279.0,2385.0,16621.0,Open standard for machine learning interoperability.,310.0,43,True,2023-10-31 17:04:56,1.15.0,27.0,onnx,conda-forge/onnx,,,,25169.0,25169.0,https://pypi.org/project/onnx,5243768.0,5264828.0,https://anaconda.org/conda-forge/onnx,2024-03-13 23:35:28.732,935910.0,,,,,1.0,20177.0,,,,,,,,,,,
31,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-03-21 08:55:56.000,2024-03-20 17:21:46,3444.0,44.0,3684.0,436.0,3101.0,333.0,2928.0,15952.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",297.0,43,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,30821.0,30821.0,https://pypi.org/project/lightgbm,8107258.0,8162543.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2212177.0,,,,,2.0,217068.0,,,,,,,,,,,
32,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-03-21 17:57:39.000,2024-03-21 16:19:58,4782.0,187.0,2000.0,1692.0,4623.0,258.0,2646.0,11618.0,WebGL2 powered visualization framework.,254.0,43,True,2024-03-21 16:31:28,9.0.0,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7304.0,7304.0,https://pypi.org/project/pydeck,3246017.0,3678885.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,486207.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,422946.0,,,,,,,
33,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-03-21 17:30:54.000,2024-03-20 16:02:28,2208.0,197.0,3648.0,320.0,2617.0,870.0,1559.0,32012.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",292.0,42,True,2024-03-08 01:10:38,0.14.0,72.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],6187.0,6187.0,https://pypi.org/project/deepspeed,506652.0,507008.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17818.0,1.0,,,,,,,,,,,,
34,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-03-20 18:05:21.000,2024-03-11 08:45:50,2639.0,57.0,3060.0,241.0,845.0,1295.0,1127.0,21377.0,A game theoretic approach to explain the output of any machine learning model.,236.0,42,True,2024-03-08 11:43:15,0.45.0,53.0,shap,conda-forge/shap,,,,16322.0,16322.0,https://pypi.org/project/shap,7998938.0,8060588.0,https://anaconda.org/conda-forge/shap,2024-03-12 17:37:09.107,2404352.0,,,,,1.0,,shap/shap,,,,,,,,,,
35,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-03-21 16:16:18.000,2024-03-21 13:09:47,7647.0,104.0,3042.0,276.0,3701.0,169.0,2973.0,14049.0,Network Analysis in Python.,713.0,42,True,2023-10-28 09:53:23,networkx-3.2.1,54.0,networkx,conda-forge/networkx,,,,234170.0,234170.0,https://pypi.org/project/networkx,49371850.0,49719330.0,https://anaconda.org/conda-forge/networkx,2023-10-28 14:55:59.129,14941660.0,,,,,1.0,67.0,,,,,,,,,,,
36,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-03-21 08:14:18.000,2024-03-15 09:16:16,8135.0,175.0,1636.0,212.0,5768.0,855.0,4125.0,11902.0,Parallel computing with task scheduling.,595.0,42,True,,,168.0,dask,conda-forge/dask,,,,58311.0,58311.0,https://pypi.org/project/dask,7387173.0,7622235.0,https://anaconda.org/conda-forge/dask,2024-03-18 14:52:08.497,10812881.0,,,,,1.0,,,,,,stable/dask,,,,,,
37,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-03-21 15:15:30.000,2024-03-21 09:05:37,13880.0,89.0,2123.0,186.0,4369.0,538.0,2057.0,5825.0,Image processing in Python.,655.0,42,True,2023-10-03 21:36:37,0.22.0,23.0,scikit-image,conda-forge/scikit-image,,,,174003.0,174003.0,https://pypi.org/project/scikit-image,14935928.0,15069677.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6018709.0,,,,,1.0,,,,,,,,,,,,
38,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-03-21 17:01:55.000,2024-03-20 23:22:08,2186.0,67.0,4432.0,306.0,450.0,72.0,777.0,29248.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",133.0,41,True,2024-02-19 19:35:21,0.9.16,55.0,timm,conda-forge/timm,,,['pytorch'],24907.0,24907.0,https://pypi.org/project/timm,4762723.0,4874406.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,126631.0,,,,,1.0,6310752.0,huggingface/pytorch-image-models,,,,,,,,,,
39,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-03-21 13:07:50.000,2024-03-21 13:07:45,7353.0,262.0,1933.0,418.0,1044.0,783.0,884.0,20320.0,Data Apps & Dashboards for Python. No JavaScript Required.,148.0,41,True,2024-03-06 20:00:34,2.16.1,106.0,dash,conda-forge/dash,,,,59992.0,59992.0,https://pypi.org/project/dash,2882169.0,2909158.0,https://anaconda.org/conda-forge/dash,2024-03-10 12:59:07.948,1214468.0,,,,,1.0,70.0,,,,,,,,,,,
40,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-03-20 20:28:02.000,2024-03-20 20:28:02,9236.0,109.0,1120.0,135.0,5413.0,300.0,4301.0,13007.0,ML Experiments and Data Management with Git.,292.0,41,True,2024-03-11 15:03:08,3.48.4,306.0,dvc,conda-forge/dvc,,,,13725.0,13725.0,https://pypi.org/project/dvc,548708.0,591730.0,https://anaconda.org/conda-forge/dvc,2024-03-17 03:30:44.568,1774236.0,,,,,1.0,43140.0,,,,,,dvc,dvc,dvc,,,
41,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-03-19 11:25:23.000,2024-01-29 09:04:39,14509.0,3.0,2722.0,469.0,1454.0,245.0,1513.0,12925.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,41,True,,,17.0,nltk,conda-forge/nltk,,,,259286.0,259286.0,https://pypi.org/project/nltk,17793786.0,17820569.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2437257.0,,,,,1.0,,,,,,,,,,-1.0,,
42,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-03-06 18:45:12.000,2024-02-25 13:25:28,1189.0,54.0,2115.0,236.0,540.0,110.0,1127.0,11571.0,Download market data from Yahoo! Finances API.,108.0,41,True,2024-02-25 13:35:00,0.2.37,74.0,yfinance,ranaroussi/yfinance,,,,35030.0,35030.0,https://pypi.org/project/yfinance,1719800.0,1722541.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,87715.0,,,,,1.0,,,,,,,,,,,,
