,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,agents,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2025-09-25 17:05:33.000000,2025-09-25 17:05:31,14312.0,18732.0,778.0,19084.0,142.0,8543.0,116193.0,Build context-aware reasoning applications.,3526.0,50,True,688.0,2025-09-24 21:06:22,langchain==1.0.0a9,100.0,,langchain,,,,,274034.0,274034.0,https://pypi.org/project/langchain,77856792.0,77856792.0,,,,,,,,1.0,,,,,,,,,,,
11,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2025-09-25 15:50:22.000000,2025-09-25 15:50:22,11712.0,18955.0,1881.0,8356.0,230.0,12324.0,63427.0,Deep Learning for humans.,1434.0,50,True,138.0,2025-08-22 17:48:22,3.11.3,81.0,,keras,conda-forge/keras,,https://keras.io,['tensorflow'],303979.0,303979.0,https://pypi.org/project/keras,15400398.0,15470100.0,https://anaconda.org/conda-forge/keras,2025-08-14 14:37:18.300,4391239.0,,,,,1.0,,,,,,,,,,,
12,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-09-25 18:06:49.000000,2025-09-24 17:59:22,53267.0,7872.0,587.0,19565.0,1229.0,9764.0,21735.0,matplotlib: plotting with Python.,1852.0,49,True,454.0,2025-08-29 23:30:22,3.10.6,95.0,,matplotlib,conda-forge/matplotlib,,,,1852046.0,1852046.0,https://pypi.org/project/matplotlib,119205703.0,119725625.0,https://anaconda.org/conda-forge/matplotlib,2025-09-04 19:48:17.124,32755117.0,,,,,1.0,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-09-23 02:17:41.000000,2025-09-23 02:17:40,19909.0,2182.0,218.0,5661.0,72.0,3279.0,13089.0,Python Imaging Library (Fork).,490.0,49,True,211.0,2025-07-01 09:23:32,11.3.0,60.0,,Pillow,conda-forge/pillow,,,,2387780.0,2387780.0,https://pypi.org/project/Pillow,204162271.0,205136703.0,https://anaconda.org/conda-forge/pillow,2025-09-18 17:04:36.385,60414802.0,,,,,1.0,,,,,,,,,,,
14,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2025-09-25 18:06:14.000000,2025-09-25 18:06:13,61111.0,4724.0,292.0,14181.0,4570.0,9197.0,13944.0,A computer algebra system written in pure Python.,1408.0,48,True,610.0,2025-04-27 18:05:25,1.14.0,58.0,,sympy,conda-forge/sympy,,,,284805.0,284805.0,https://pypi.org/project/sympy,69196453.0,69359356.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,10178249.0,,,,,1.0,564779.0,,,,,,,,,,
15,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-09-25 17:40:31.000000,2025-09-25 17:40:29,8338.0,3702.0,324.0,7014.0,1123.0,4381.0,41534.0,Streamlit A faster way to build and share data apps.,298.0,47,True,477.0,2025-09-23 19:24:05,1.50.0,100.0,,streamlit,,,,,997716.0,997716.0,https://pypi.org/project/streamlit,15890358.0,15890358.0,,,,,,,,1.0,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-09-25 18:18:25.000000,2025-09-25 18:08:17,27207.0,6608.0,487.0,35358.0,2777.0,18452.0,39098.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1352.0,47,True,1437.0,2025-09-19 18:10:36,ray-2.49.2,100.0,,ray,conda-forge/ray-tune,,,,26099.0,26099.0,https://pypi.org/project/ray,18752266.0,18767716.0,https://anaconda.org/conda-forge/ray-tune,2025-09-25 15:38:43.466,880517.0,,,,,1.0,266.0,,,,,,,,,,
17,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-09-19 15:28:16.000000,2025-08-27 16:32:51,8192.0,2678.0,279.0,1953.0,675.0,2578.0,17772.0,The interactive graphing library for Python.,292.0,47,True,89.0,2025-08-12 20:24:33,6.3.0,110.0,,plotly,conda-forge/plotly,,,,457830.0,457830.0,https://pypi.org/project/plotly,32838039.0,33016836.0,https://anaconda.org/conda-forge/plotly,2025-08-13 06:43:59.044,11245348.0,,,,,1.0,491.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,3086.0,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-09-25 11:27:29.000000,2025-09-25 11:27:29,7538.0,8309.0,898.0,6124.0,413.0,5133.0,27417.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",669.0,46,True,92.0,2025-09-05 08:47:40,3.0.5,69.0,,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,166946.0,166946.0,https://pypi.org/project/xgboost,32119963.0,32224948.0,https://anaconda.org/conda-forge/xgboost,2025-09-16 10:15:26.197,6500551.0,,,,,1.0,19155.0,,,,,,,,,,
19,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-09-25 15:49:48.000000,2025-09-25 15:49:48,55694.0,5670.0,714.0,56294.0,1009.0,17974.0,23245.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1432.0,46,True,1254.0,2025-09-08 13:41:01,3.2.0,67.0,,paddlepaddle,,,,['paddle'],8718.0,8718.0,https://pypi.org/project/paddlepaddle,616345.0,616486.0,,,,,,,,1.0,15456.0,,,,,,,,,,
20,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-09-25 11:05:51.000000,2025-09-25 09:31:39,3125.0,8580.0,221.0,4917.0,228.0,11584.0,46219.0,Ultralytics YOLO.,303.0,45,True,337.0,2025-09-22 17:24:08,8.3.203,100.0,,ultralytics,,,,,56649.0,56649.0,https://pypi.org/project/ultralytics,6854312.0,6854392.0,,,,,,,,1.0,403.0,,,,,,,,,,
21,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-09-25 17:54:00.000000,2025-09-25 17:53:59,7099.0,6280.0,266.0,7895.0,202.0,6494.0,44435.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1724.0,45,True,375.0,2025-09-24 21:02:46,0.14.3,100.0,,llama_index,,,,,23309.0,23309.0,https://pypi.org/project/llama_index,5168724.0,5168796.0,,,,,,,,2.0,939.0,,,,,,,,,,
22,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-09-25 17:55:20.000000,2025-09-25 17:48:13,30720.0,3133.0,326.0,22277.0,1618.0,4933.0,33532.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",955.0,45,True,2071.0,2025-09-16 17:19:35,jax-v0.7.2,100.0,jax-ml/jax,jax,conda-forge/jaxlib,,,,46543.0,46543.0,https://pypi.org/project/jax,11304853.0,11353930.0,https://anaconda.org/conda-forge/jaxlib,2025-09-22 00:53:32.261,3091858.0,,,,,2.0,,,,,,,,,,,
23,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-09-24 18:46:44.000000,2025-09-09 14:25:10,8710.0,2162.0,422.0,1334.0,517.0,1480.0,24100.0,Data Apps & Dashboards for Python. No JavaScript Required.,187.0,45,True,127.0,2025-07-31 19:20:26,3.2.0,118.0,,dash,conda-forge/dash,,,,89024.0,89024.0,https://pypi.org/project/dash,4837278.0,4869346.0,https://anaconda.org/conda-forge/dash,2025-08-11 10:03:34.775,2020276.0,,,,,1.0,104.0,,,,,,,,,,
24,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-09-25 17:11:36.000000,2025-09-25 17:08:29,8830.0,4715.0,315.0,12906.0,1527.0,3093.0,22222.0,The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI..,896.0,45,True,759.0,2025-09-17 06:59:33,3.4.0,104.0,,mlflow,conda-forge/mlflow,,,,65253.0,65253.0,https://pypi.org/project/mlflow,23544413.0,23600754.0,https://anaconda.org/conda-forge/mlflow,2025-08-08 01:00:16.266,3549544.0,,,,,1.0,,,,,,,,,,,
25,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-09-25 13:57:38.000000,2025-09-25 13:57:37,15835.0,3107.0,288.0,4057.0,2740.0,2847.0,10969.0,Statsmodels: statistical modeling and econometrics in Python.,466.0,45,True,125.0,2025-07-07 10:26:06,0.14.5,30.0,,statsmodels,conda-forge/statsmodels,,,,178156.0,178156.0,https://pypi.org/project/statsmodels,22658471.0,23001298.0,https://anaconda.org/conda-forge/statsmodels,2025-07-07 20:02:33.033,21598102.0,,,,,2.0,36.0,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-09-25 17:38:13.000000,2025-09-25 17:30:01,8072.0,3030.0,193.0,5541.0,376.0,5658.0,40019.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",446.0,44,True,231.0,2025-09-25 17:38:52,gradio@5.47.1,100.0,,gradio,,,,,83046.0,83046.0,https://pypi.org/project/gradio,9243886.0,9243886.0,,,,,,,,1.0,,,,,,,,,,,
27,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-09-25 12:02:28.000000,2025-09-25 10:56:24,10860.0,3506.0,254.0,10802.0,822.0,6592.0,30169.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",1043.0,44,True,189.0,2025-09-05 15:59:58,2.5.5,126.0,Lightning-AI/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],48153.0,48153.0,https://pypi.org/project/pytorch-lightning,12120007.0,12147076.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-09-05 19:54:11.216,1686122.0,,,,,2.0,14718.0,,,,-1.0,,,,,,
28,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-09-24 03:52:56.000000,2025-09-24 03:52:56,14804.0,2856.0,453.0,1534.0,253.0,1610.0,14300.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,476.0,44,True,39.0,,,19.0,,nltk,conda-forge/nltk,,,,408842.0,408842.0,https://pypi.org/project/nltk,36676675.0,36738993.0,https://anaconda.org/conda-forge/nltk,2025-04-22 14:56:27.119,3365188.0,,,,,1.0,,,,,,,,,,,
29,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-09-24 22:41:19.000000,2025-09-24 15:58:23,9612.0,1764.0,213.0,6350.0,1006.0,4434.0,13498.0,Parallel computing with task scheduling.,628.0,44,True,39.0,2025-09-16 10:52:51,2025.9.1,199.0,,dask,conda-forge/dask,,,,76940.0,76940.0,https://pypi.org/project/dask,18028491.0,18248635.0,https://anaconda.org/conda-forge/dask,2025-09-17 20:50:13.717,14089233.0,,,,,1.0,,,,,1.0,stable/dask,,,,,
30,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-09-22 05:59:55.000000,2025-09-22 05:59:55,19921.0,1156.0,122.0,4072.0,46.0,1718.0,12744.0,A hyperparameter optimization framework.,316.0,44,True,424.0,2025-08-18 06:48:44,4.5.0,75.0,,optuna,conda-forge/optuna,,,,29360.0,29360.0,https://pypi.org/project/optuna,6982524.0,7035442.0,https://anaconda.org/conda-forge/optuna,2025-08-19 05:22:25.570,3333887.0,,,,,1.0,,,,,,,,,,,
31,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-09-25 18:04:50.000000,2025-09-24 23:10:16,8431.0,766.0,62.0,6878.0,674.0,3011.0,10359.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",221.0,44,True,312.0,2025-09-18 20:09:42,0.22.0,100.0,wandb/wandb,wandb,conda-forge/wandb,,,,83601.0,83601.0,https://pypi.org/project/wandb,21246410.0,21265763.0,https://anaconda.org/conda-forge/wandb,2025-09-22 18:57:38.069,1198562.0,,,,,1.0,1116.0,,,,,,,,,,
32,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-09-25 01:15:25.000000,2025-09-25 01:14:07,6722.0,8639.0,475.0,3698.0,131.0,9858.0,55918.0,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the..",262.0,43,True,75.0,2025-08-21 11:11:07,3.2.0,24.0,,paddleocr,,,,['paddle'],6129.0,6129.0,https://pypi.org/project/paddleocr,690164.0,723653.0,,,,,,,,1.0,2009380.0,,,,,,,,,,
33,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2025-09-25 16:50:24.000000,2025-09-24 18:42:18,1725.0,5058.0,326.0,1795.0,45.0,1479.0,38476.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",263.0,43,True,205.0,2025-09-20 21:10:15,0.193.2,100.0,,crewai,,,,,17255.0,17255.0,https://pypi.org/project/crewai,1753643.0,1753643.0,,,,,,,,2.0,,,,,1.0,,,,,,
34,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2025-09-25 18:02:09.000000,2025-09-25 05:12:13,25499.0,4160.0,142.0,7394.0,967.0,6105.0,29265.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",859.0,43,True,2571.0,2025-09-24 18:23:13,1.77.4-nightly,100.0,,litellm,,,,,16803.0,16803.0,https://pypi.org/project/litellm,26910522.0,26910740.0,,,,,,,,1.0,655.0,,,,,,,,,,
35,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2025-09-25 18:05:58.000000,2025-09-24 22:12:08,3416.0,1830.0,123.0,4008.0,241.0,1253.0,23547.0,Open-source search and retrieval database for AI applications.,172.0,43,True,333.0,2025-09-16 21:37:06,cli-1.1.10,100.0,,chromadb,,,,,88141.0,88141.0,https://pypi.org/project/chromadb,8193512.0,8193593.0,,,,,,,,1.0,2534.0,,,,,,,,,,
36,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-09-25 14:29:07.000000,2025-09-25 14:29:06,20848.0,4185.0,435.0,6409.0,787.0,7223.0,20106.0,"Interactive Data Visualization in the browser, from Python.",715.0,43,True,59.0,,,72.0,,bokeh,conda-forge/bokeh,,,,103992.0,103992.0,https://pypi.org/project/bokeh,5010879.0,5288610.0,https://anaconda.org/conda-forge/bokeh,2025-08-30 08:43:51.245,17497077.0,,,,,1.0,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-09-25 16:30:50.000000,2025-09-25 16:14:32,3361.0,3743.0,436.0,4035.0,249.0,2784.0,19646.0,Open standard for machine learning interoperability.,362.0,43,True,134.0,2025-08-26 21:48:02,1.19.0,33.0,,onnx,conda-forge/onnx,,,,48815.0,48815.0,https://pypi.org/project/onnx,10487119.0,10519689.0,https://anaconda.org/conda-forge/onnx,2025-07-07 08:49:19.352,2035757.0,,,,,2.0,24480.0,,,,,,,,,,
38,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-09-24 07:28:27.000000,2025-09-24 07:28:27,2371.0,2614.0,148.0,778.0,1272.0,1191.0,17594.0,State-of-the-Art Text Embeddings.,237.0,43,True,79.0,2025-09-22 11:28:54,5.1.1,56.0,,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],122789.0,122789.0,https://pypi.org/project/sentence-transformers,15282838.0,15298412.0,https://anaconda.org/conda-forge/sentence-transformers,2025-09-23 15:53:00.732,934488.0,,,,,1.0,,,,,,,,,,,
39,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-09-23 22:18:16.000000,2025-09-23 22:18:16,8102.0,3317.0,282.0,4305.0,185.0,3134.0,16197.0,Network Analysis in Python.,790.0,43,True,88.0,2025-05-29 11:58:31,networkx-3.5,62.0,,networkx,conda-forge/networkx,,,,428599.0,428599.0,https://pypi.org/project/networkx,119334042.0,119741123.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,24831982.0,,,,,1.0,113.0,,,,,,,,,,
40,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-09-25 17:16:19.000000,2025-09-25 16:11:34,5225.0,2149.0,1665.0,5176.0,407.0,2799.0,13487.0,WebGL2 powered visualization framework.,299.0,43,True,45.0,2025-07-28 19:19:03,9.1.14,100.0,,pydeck,conda-forge/pydeck,,,['jupyter'],9209.0,9209.0,https://pypi.org/project/pydeck,14044728.0,14636902.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,827005.0,,,,,1.0,,deck.gl,https://www.npmjs.com/package/deck.gl,578836.0,,,,,,,
41,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-09-24 12:16:54.000000,2025-09-19 13:00:44,1858.0,1185.0,97.0,1887.0,86.0,1805.0,9156.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",368.0,43,True,59.0,2025-08-25 13:57:15,1.10.1,68.0,,accelerate,conda-forge/accelerate,,,['pytorch'],104131.0,104131.0,https://pypi.org/project/accelerate,14982615.0,14994748.0,https://anaconda.org/conda-forge/accelerate,2025-08-25 21:38:27.570,570287.0,,,,,1.0,,,,,,,,,,,
42,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2025-09-25 17:55:32.000000,2025-09-24 22:19:47,4578.0,12975.0,867.0,3897.0,1785.0,6475.0,153036.0,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models.",529.0,42,True,199.0,2025-09-24 21:19:20,0.12.2,100.0,ollama/ollama,,,,,,71.0,71.0,,,4935336.0,,,,,,,,2.0,88836052.0,,,,,,,,,,
