,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
19,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-05-02 14:48:10.000,2024-05-02 14:46:41,16130.0,17.0,4219.0,555.0,3998.0,94.0,5494.0,28829.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,44,True,2024-02-15 19:16:59,3.7.4,100.0,spacy,conda-forge/spacy,,,,87531.0,87531.0,https://pypi.org/project/spacy,10088928.0,10161710.0,https://anaconda.org/conda-forge/spacy,2024-04-04 16:04:13.461,3420755.0,,,,,1.0,,,,,,,,,,,,
20,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-05-09 17:58:07.000,2024-05-09 15:12:30,10282.0,152.0,3200.0,246.0,10099.0,726.0,6182.0,27017.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",945.0,44,True,2024-05-01 22:50:46,2.2.4,111.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],32044.0,32044.0,https://pypi.org/project/pytorch-lightning,5043286.0,5067266.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-04-12 18:53:30.868,1117286.0,,,,,2.0,7498.0,,Lightning-AI/pytorch-lightning,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-05-09 17:55:40.000,2024-05-09 10:32:30,5810.0,438.0,3824.0,288.0,8105.0,1177.0,2422.0,17363.0,Open source platform for the machine learning lifecycle.,726.0,44,True,2024-05-09 18:07:47,2.12.2,89.0,mlflow,conda-forge/mlflow,,,,34728.0,34728.0,https://pypi.org/project/mlflow,13918698.0,13959356.0,https://anaconda.org/conda-forge/mlflow,2024-05-09 09:35:02.346,1910952.0,,,,,1.0,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-05-08 19:52:05.000,2024-05-01 21:21:36,6470.0,117.0,2452.0,277.0,1638.0,1441.0,1405.0,15343.0,The interactive graphing library for Python This project now includes Plotly Express!.,262.0,44,True,2024-05-01 14:04:11,5.22.0,100.0,plotly,conda-forge/plotly,,,,263733.0,263733.0,https://pypi.org/project/plotly,16151194.0,16280462.0,https://anaconda.org/conda-forge/plotly,2024-05-04 13:44:40.868,5727836.0,,,,,1.0,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,9939.0,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-05-09 17:15:03.000,2024-05-08 16:07:26,8192.0,107.0,1644.0,211.0,5822.0,866.0,4158.0,12036.0,Parallel computing with task scheduling.,600.0,44,True,2024-05-07 09:10:44,2024.5.0,172.0,dask,conda-forge/dask,,,,59966.0,59966.0,https://pypi.org/project/dask,8218874.0,8449579.0,https://anaconda.org/conda-forge/dask,2024-05-04 00:43:29.012,11073876.0,,,,,1.0,,,,,,,stable/dask,,,,,
24,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-05-09 16:47:32.000,2024-05-07 13:11:22,4880.0,230.0,2018.0,1684.0,4728.0,261.0,2683.0,11733.0,WebGL2 powered visualization framework.,263.0,44,True,2024-05-06 07:33:16,9.0.14,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7539.0,7539.0,https://pypi.org/project/pydeck,3409803.0,3867253.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,512787.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,447396.0,,,,,,
25,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-05-09 15:43:59.000,2024-05-08 22:36:30,15317.0,41.0,2646.0,280.0,3879.0,2604.0,2754.0,9579.0,Statsmodels: statistical modeling and econometrics in Python.,426.0,44,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,,122971.0,122971.0,https://pypi.org/project/statsmodels,17352302.0,17628406.0,https://anaconda.org/conda-forge/statsmodels,2023-12-14 18:03:00.804,12976898.0,,,,,2.0,31.0,-1.0,,,,,,,,,,
26,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-05-09 02:29:47.000,2024-05-08 13:45:59,5827.0,68.0,1602.0,192.0,4992.0,608.0,1229.0,6559.0,TensorFlows Visualization Toolkit.,319.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],232694.0,232694.0,https://pypi.org/project/tensorboard,28927978.0,29026806.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4644941.0,,,,,1.0,,,,,,,,,,,,
27,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-05-08 18:59:51.000,2024-05-08 18:59:44,10670.0,371.0,18667.0,1907.0,7172.0,189.0,11657.0,60995.0,Deep Learning for humans.,1295.0,43,True,2024-04-26 23:21:04,3.3.3,67.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,18363468.0,18437269.0,https://anaconda.org/conda-forge/keras,2024-04-27 08:28:33.749,3468687.0,,,,,2.0,,,,,,,,,,,,
28,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-05-09 17:59:27.000,2024-05-09 16:07:39,4149.0,1273.0,4207.0,227.0,4646.0,662.0,3187.0,31471.0,LlamaIndex is a data framework for your LLM applications.,926.0,43,True,2024-05-09 16:06:32,0.10.36,100.0,llama-index,,,,,7831.0,7831.0,https://pypi.org/project/llama-index,983687.0,983802.0,,,,,,,,1.0,691.0,,,,,,,,,,,
29,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-05-09 17:53:32.000,2024-05-09 17:49:24,6593.0,331.0,2134.0,154.0,3697.0,486.0,3685.0,29207.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",291.0,43,True,2024-05-03 18:13:25,@gradio/wasm@0.10.1,100.0,gradio,,,,,29506.0,29506.0,https://pypi.org/project/gradio,6484366.0,6484366.0,,,,,,,,1.0,,,,,,,,,,,,
30,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-05-08 21:55:59.406,2024-05-03 15:53:31,2655.0,57.0,3101.0,241.0,861.0,1118.0,1329.0,21709.0,A game theoretic approach to explain the output of any machine learning model.,239.0,43,True,2024-05-07 11:32:42,0.45.1,54.0,shap,conda-forge/shap,,,,17293.0,17293.0,https://pypi.org/project/shap,6974833.0,7041322.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,2726065.0,,,,,1.0,,1.0,shap/shap,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-05-09 13:07:33.000,2024-05-09 09:49:31,20486.0,108.0,4107.0,443.0,6066.0,739.0,6886.0,18867.0,"Interactive Data Visualization in the browser, from Python.",693.0,43,True,,,60.0,bokeh,conda-forge/bokeh,,,,87393.0,87393.0,https://pypi.org/project/bokeh,5476409.0,5770686.0,https://anaconda.org/conda-forge/bokeh,2024-04-12 05:55:15.282,13831036.0,,,,,1.0,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-05-08 16:51:31.000,2024-05-08 16:35:01,2733.0,79.0,3542.0,438.0,3212.0,279.0,2424.0,16912.0,Open standard for machine learning interoperability.,316.0,43,True,2024-03-25 15:40:18,1.16.0,28.0,onnx,conda-forge/onnx,,,,27378.0,27378.0,https://pypi.org/project/onnx,5581562.0,5602683.0,https://anaconda.org/conda-forge/onnx,2024-03-26 22:34:37.040,980594.0,,,,,1.0,20443.0,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-05-09 13:42:15.000,2024-05-08 21:08:29,3466.0,49.0,3701.0,436.0,3133.0,340.0,2964.0,16091.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",301.0,43,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,32598.0,32598.0,https://pypi.org/project/lightgbm,7721651.0,7776209.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2286103.0,,,,,2.0,221241.0,,,,,,,,,,,
34,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-05-07 10:43:38.000,2024-04-25 14:36:49,3234.0,5.0,1794.0,259.0,1104.0,129.0,2367.0,11985.0,Statistical data visualization in Python.,212.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,403066.0,403066.0,https://pypi.org/project/seaborn,17310054.0,17494130.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,8651475.0,,,,,1.0,387.0,,,,,,,,,,,
35,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-05-09 12:51:20.000,2024-05-06 13:23:02,7455.0,252.0,1950.0,419.0,1061.0,783.0,910.0,20575.0,Data Apps & Dashboards for Python. No JavaScript Required.,154.0,42,True,2024-05-03 17:00:38,2.17.0,107.0,dash,conda-forge/dash,,,,62584.0,62584.0,https://pypi.org/project/dash,2845997.0,2873054.0,https://anaconda.org/conda-forge/dash,2024-05-04 04:54:12.137,1271664.0,,,,,1.0,72.0,,,,,,,,,,,
36,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-05-09 15:26:10.000,2024-05-08 00:18:14,7684.0,94.0,3062.0,281.0,3756.0,169.0,2987.0,14226.0,Network Analysis in Python.,717.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,,250600.0,250600.0,https://pypi.org/project/networkx,53596797.0,53943784.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,15614422.0,,,,,1.0,68.0,,,,,,,,,,,
37,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-05-09 17:41:28.000,2024-05-09 17:41:27,6495.0,387.0,599.0,54.0,4496.0,816.0,2296.0,8279.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,176.0,42,True,2024-05-07 23:10:29,0.17.0,100.0,wandb,conda-forge/wandb,,,,44756.0,44756.0,https://pypi.org/project/wandb,12908191.0,12918965.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,495640.0,,,,,1.0,,,wandb/wandb,,,,,,,,,
38,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-05-09 14:33:49.000,2024-05-08 10:22:59,13939.0,104.0,2126.0,186.0,4407.0,543.0,2074.0,5888.0,Image processing in Python.,660.0,42,True,2024-04-20 19:13:37,0.23.2,29.0,scikit-image,conda-forge/scikit-image,,,,180233.0,180233.0,https://pypi.org/project/scikit-image,13529247.0,13661265.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6204871.0,,,,,1.0,,,,,,,,,,,,
39,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-05-09 16:34:22.000,2024-05-08 22:04:02,2284.0,149.0,3740.0,331.0,2711.0,926.0,1608.0,32909.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",307.0,41,True,2024-04-23 23:25:20,0.14.2,74.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],6926.0,6926.0,https://pypi.org/project/deepspeed,526265.0,526610.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17952.0,1.0,,,,,,,,,,,,
40,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-05-07 00:17:07.000,2024-05-04 03:26:56,2221.0,73.0,4474.0,305.0,466.0,65.0,803.0,29908.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",135.0,41,True,2024-02-19 19:35:21,0.9.16,55.0,timm,conda-forge/timm,,,['pytorch'],28040.0,28040.0,https://pypi.org/project/timm,5144712.0,5256765.0,https://anaconda.org/conda-forge/timm,2024-02-21 16:25:26.726,145971.0,,,,,1.0,6532857.0,,huggingface/pytorch-image-models,,,,,,,,,
41,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-05-08 23:24:02.000,2024-05-08 08:20:29,1384.0,66.0,2277.0,133.0,410.0,1015.0,926.0,13893.0,Multilingual Sentence & Image Embeddings with BERT.,158.0,41,True,2024-04-17 13:16:06,2.7.0,40.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],32197.0,32197.0,https://pypi.org/project/sentence-transformers,4265705.0,4271189.0,https://anaconda.org/conda-forge/sentence-transformers,2024-04-17 14:59:51.983,241326.0,,,,,1.0,,,,,,,,,,,,
