,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-09-19 17:55:24.000,2024-09-19 17:43:34,11389.0,1375.0,14497.0,679.0,15084.0,594.0,6998.0,92466.0,Build context-aware reasoning applications.,2848.0,49,True,2024-09-19 16:58:28,langchain-box==0.2.1,100.0,langchain,,,,,14399815.0,127374.0,127374.0,https://pypi.org/project/langchain,14399815.0,,,,1.0,,,,,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-09-19 15:48:50.000,2024-09-19 15:48:49,51063.0,509.0,7393.0,594.0,18352.0,1204.0,9262.0,19986.0,matplotlib: plotting with Python.,1726.0,48,True,2024-08-13 00:10:52,3.9.2,87.0,matplotlib,conda-forge/matplotlib,,,,73904434.0,1336704.0,1336704.0,https://pypi.org/project/matplotlib,73396703.0,https://anaconda.org/conda-forge/matplotlib,2024-09-12 20:10:05.995,25894302.0,1.0,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-09-19 05:07:41.000,2024-09-19 05:07:06,18516.0,497.0,2082.0,220.0,5066.0,77.0,3071.0,12107.0,Python Imaging Library (Fork).,478.0,48,True,2024-07-01 09:51:39,10.4.0,56.0,Pillow,conda-forge/pillow,,,,117283907.0,1829216.0,1829216.0,https://pypi.org/project/Pillow,116399058.0,https://anaconda.org/conda-forge/pillow,2024-09-11 18:35:06.338,44242467.0,1.0,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-09-18 23:04:27.000,2024-09-18 23:04:27,58883.0,696.0,4321.0,291.0,13401.0,4416.0,8860.0,12783.0,A computer algebra system written in pure Python.,1328.0,47,True,2024-09-18 21:54:45,1.13.3,55.0,sympy,conda-forge/sympy,,,547735.0,31025379.0,170550.0,170550.0,https://pypi.org/project/sympy,30894559.0,https://anaconda.org/conda-forge/sympy,2024-08-12 22:08:15.340,6590124.0,1.0,,,,,,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-09-19 18:11:29.000,2024-09-19 17:37:53,6651.0,218.0,2972.0,318.0,4878.0,909.0,3605.0,34643.0,Streamlit A faster way to build and share data apps.,241.0,46,True,2024-08-27 18:46:56,1.38.0,83.0,streamlit,,,,,6060248.0,511812.0,511812.0,https://pypi.org/project/streamlit,6060248.0,,,,1.0,,,,,,,,,,,,,,,,
15,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-09-19 14:51:45.000,2024-09-19 14:51:45,50982.0,1951.0,5399.0,717.0,49807.0,940.0,17342.0,22081.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1274.0,46,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,['paddle'],15389.0,633126.0,5912.0,5912.0,https://pypi.org/project/paddlepaddle,632968.0,,,,1.0,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-09-19 18:00:14.000,2024-09-19 16:57:48,22665.0,708.0,5494.0,474.0,29017.0,3510.0,14923.0,33091.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1071.0,45,True,2024-09-17 18:30:24,ray-2.36.0,94.0,ray,conda-forge/ray-tune,,,235.0,5051323.0,17811.0,17811.0,https://pypi.org/project/ray,5042361.0,https://anaconda.org/conda-forge/ray-tune,2024-09-18 10:02:50.369,403220.0,1.0,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-09-19 17:53:00.000,2024-09-19 17:42:41,23072.0,1605.0,2704.0,328.0,15422.0,1342.0,4189.0,29954.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",752.0,45,True,2024-09-16 18:42:31,jax-v0.4.33,100.0,jax,conda-forge/jaxlib,,,,3569471.0,30107.0,30107.0,https://pypi.org/project/jax,3536891.0,https://anaconda.org/conda-forge/jaxlib,2024-08-31 00:56:55.014,1661607.0,1.0,,,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-09-18 18:33:49.000,2024-09-18 18:33:49,7087.0,162.0,8207.0,909.0,5543.0,387.0,4887.0,26115.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",651.0,45,True,2024-07-30 22:22:27,2.1.1,59.0,xgboost,conda-forge/xgboost,https://xgboost.readthedocs.io/en/latest/,,10756.0,20759166.0,107850.0,107850.0,https://pypi.org/project/xgboost,20653984.0,https://anaconda.org/conda-forge/xgboost,2024-08-28 02:29:22.781,5254886.0,1.0,,,,,,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-09-17 07:54:08.000,2024-09-15 22:10:29,15487.0,61.0,2691.0,283.0,3927.0,2651.0,2786.0,9985.0,Statsmodels: statistical modeling and econometrics in Python.,435.0,45,True,2024-09-16 09:36:16,0.14.3,28.0,statsmodels,conda-forge/statsmodels,,,33.0,16726199.0,135937.0,135937.0,https://pypi.org/project/statsmodels,16433803.0,https://anaconda.org/conda-forge/statsmodels,2024-09-16 14:09:12.591,14912224.0,1.0,,,,,,,,,,,,,,,,
20,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-09-16 10:48:57.000,2024-09-16 10:48:55,10419.0,81.0,3289.0,247.0,10266.0,767.0,6297.0,27999.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",969.0,44,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,['pytorch'],8523.0,6750931.0,36539.0,36539.0,https://pypi.org/project/pytorch-lightning,6725676.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1276927.0,2.0,,,,,,Lightning-AI/pytorch-lightning,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-09-19 11:27:04.000,2024-09-19 11:27:04,6500.0,380.0,4023.0,296.0,9060.0,1270.0,2569.0,18352.0,Open source platform for the machine learning lifecycle.,772.0,44,True,2024-09-17 03:45:48,2.16.2,100.0,mlflow,conda-forge/mlflow,,,,14158861.0,42304.0,42304.0,https://pypi.org/project/mlflow,14113102.0,https://anaconda.org/conda-forge/mlflow,2024-09-17 10:26:09.229,2333742.0,1.0,,,,,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-09-19 17:54:17.000,2024-09-19 16:25:54,6683.0,156.0,2498.0,273.0,1703.0,490.0,2440.0,16023.0,The interactive graphing library for Python This project now includes Plotly Express!.,269.0,44,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,18980224.0,303714.0,303714.0,https://pypi.org/project/plotly,18840274.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,6963889.0,1.0,,,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,6030.0,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-09-19 08:15:15.000,2024-09-14 01:03:22,8317.0,91.0,1667.0,212.0,5961.0,913.0,4247.0,12416.0,Parallel computing with task scheduling.,609.0,44,True,2024-09-13 21:27:06,2024.9.0,182.0,dask,conda-forge/dask,,,,11383461.0,64565.0,64565.0,https://pypi.org/project/dask,11154767.0,https://anaconda.org/conda-forge/dask,2024-09-14 00:35:37.416,11892093.0,1.0,,,,,,,,,,stable/dask,,,,,,
24,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-09-19 16:58:10.000,2024-09-19 16:58:06,10966.0,205.0,18742.0,1912.0,7447.0,224.0,11886.0,61633.0,Deep Learning for humans.,1330.0,43,True,2024-08-12 20:41:44,3.5.0,70.0,keras,conda-forge/keras,https://keras.io,['tensorflow'],,14046031.0,,,https://pypi.org/project/keras,13973426.0,https://anaconda.org/conda-forge/keras,2024-08-17 19:28:53.337,3702873.0,2.0,,,,,,,,,,,,,,,,
25,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-09-19 17:53:00.000,2024-09-19 15:46:05,5230.0,712.0,4910.0,246.0,5862.0,572.0,4524.0,35495.0,LlamaIndex is a data framework for your LLM applications.,1209.0,43,True,2024-09-16 19:14:35,0.11.10,100.0,llama-index,,,,761.0,1403685.0,12211.0,12211.0,https://pypi.org/project/llama-index,1403590.0,,,,1.0,,,,,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-09-19 18:19:02.000,2024-09-19 00:00:11,7026.0,284.0,2379.0,169.0,4277.0,529.0,4204.0,32242.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",326.0,43,True,2024-09-10 21:44:47,gradio@4.44.0,100.0,gradio,,,,,6328401.0,40970.0,40970.0,https://pypi.org/project/gradio,6328401.0,,,,1.0,,,,,,,,,,,,,,,,
27,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-09-14 11:13:17.000,2024-09-14 09:36:27,16169.0,36.0,4281.0,561.0,4013.0,120.0,5512.0,29686.0,Industrial-strength Natural Language Processing (NLP) in Python.,757.0,43,True,2024-08-20 14:28:21,release-v3.7.6,100.0,spacy,conda-forge/spacy,,,167.0,12734865.0,99076.0,99076.0,https://pypi.org/project/spacy,12654939.0,https://anaconda.org/conda-forge/spacy,2024-07-29 11:52:18.238,4076151.0,1.0,,,,,,,,,,,,,,,,
28,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-09-19 18:05:34.000,2024-09-19 18:05:32,1605.0,311.0,5495.0,157.0,2866.0,828.0,7913.0,28534.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,183.0,43,True,2024-09-18 23:20:11,8.2.97,71.0,ultralytics,,,,253.0,3505735.0,24886.0,24886.0,https://pypi.org/project/ultralytics,3505704.0,,,,1.0,,,,,,,,,,,,,,,,
29,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-09-18 11:29:47.000,2024-09-18 11:29:44,2765.0,81.0,3173.0,240.0,962.0,757.0,1773.0,22527.0,A game theoretic approach to explain the output of any machine learning model.,251.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,6571795.0,20231.0,20231.0,https://pypi.org/project/shap,6486058.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,3858181.0,1.0,,,,,,shap/shap,,,,,,,,,,
30,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-09-18 13:02:39.000,2024-09-18 13:02:39,7672.0,134.0,2000.0,418.0,1123.0,437.0,1343.0,21191.0,Data Apps & Dashboards for Python. No JavaScript Required.,162.0,43,True,2024-09-12 16:11:13,2.18.1,110.0,dash,conda-forge/dash,,,76.0,3379236.0,68980.0,68980.0,https://pypi.org/project/dash,3350270.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1477251.0,1.0,,,,,,,,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-09-19 12:52:21.000,2024-09-18 16:26:23,20591.0,63.0,4122.0,442.0,6158.0,728.0,6974.0,19237.0,"Interactive Data Visualization in the browser, from Python.",698.0,43,True,,,64.0,bokeh,conda-forge/bokeh,,,,4563151.0,92370.0,92370.0,https://pypi.org/project/bokeh,4270773.0,https://anaconda.org/conda-forge/bokeh,2024-08-23 12:55:11.815,14911290.0,1.0,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-09-18 15:35:41.000,2024-09-17 19:09:39,2822.0,69.0,3592.0,439.0,3345.0,289.0,2506.0,17650.0,Open standard for machine learning interoperability.,323.0,43,True,2024-08-01 13:15:32,1.16.2,30.0,onnx,conda-forge/onnx,,,21715.0,5495693.0,33349.0,33349.0,https://pypi.org/project/onnx,5471317.0,https://anaconda.org/conda-forge/onnx,2024-09-03 14:45:24.706,1229870.0,1.0,,,,,,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-09-16 02:54:09.000,2024-09-04 03:30:30,3566.0,67.0,3745.0,433.0,3251.0,329.0,3057.0,16542.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",318.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,234670.0,9860504.0,37407.0,37407.0,https://pypi.org/project/lightgbm,9801903.0,https://anaconda.org/conda-forge/lightgbm,2024-09-12 16:03:18.124,2686323.0,2.0,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-09-04 01:00:39.000,2024-09-04 01:00:39,14678.0,145.0,2775.0,462.0,1487.0,259.0,1548.0,13435.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,461.0,43,True,,,19.0,nltk,conda-forge/nltk,,,,22884709.0,305790.0,305790.0,https://pypi.org/project/nltk,22818812.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2767677.0,1.0,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-09-19 14:57:39.000,2024-09-16 18:12:36,4981.0,60.0,2057.0,1677.0,4849.0,304.0,2718.0,12071.0,WebGL2 powered visualization framework.,273.0,43,True,2024-09-04 13:53:07,9.0.29,100.0,pydeck,conda-forge/pydeck,,['jupyter'],,5522264.0,8062.0,8062.0,https://pypi.org/project/pydeck,4942603.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,608765.0,1.0,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,568593.0,,,,,,,
36,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-09-19 02:01:33.000,2024-09-19 02:01:33,18234.0,425.0,994.0,115.0,3645.0,65.0,1603.0,10557.0,A hyperparameter optimization framework.,271.0,43,True,2024-09-02 05:16:46,4.0.0,66.0,optuna,conda-forge/optuna,,,,3629391.0,17516.0,17516.0,https://pypi.org/project/optuna,3597798.0,https://anaconda.org/conda-forge/optuna,2024-09-03 06:05:16.374,1611291.0,1.0,,,,,,,,,,,,,,,,
37,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-09-18 21:09:40.000,2024-09-05 14:30:24,2454.0,113.0,4602.0,310.0,514.0,47.0,860.0,31526.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",149.0,42,True,2024-08-23 23:42:07,1.0.9,59.0,timm,conda-forge/timm,,['pytorch'],7018338.0,6197692.0,36464.0,36464.0,https://pypi.org/project/timm,6083459.0,https://anaconda.org/conda-forge/timm,2024-08-24 14:28:50.700,228601.0,1.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,
38,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-09-18 22:48:09.000,2024-09-18 22:48:09,7784.0,80.0,3131.0,279.0,3873.0,177.0,3022.0,14759.0,Network Analysis in Python.,747.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,73.0,67552617.0,293599.0,293599.0,https://pypi.org/project/networkx,67191939.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,17673234.0,1.0,,,,,,,,,,,,,,,,
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-09-18 04:20:14.000,2024-09-17 07:24:32,9334.0,50.0,1163.0,137.0,5512.0,221.0,4460.0,13623.0,ML Experiments and Data Management with Git.,301.0,42,True,2024-09-02 15:01:06,3.55.2,321.0,dvc,conda-forge/dvc,,,,632261.0,17766.0,17766.0,https://pypi.org/project/dvc,588838.0,https://anaconda.org/conda-forge/dvc,2024-09-02 18:55:30.141,2214613.0,1.0,,,,,,,,,,,dvc,dvc,dvc,,,
40,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-09-19 18:01:52.000,2024-09-17 13:58:58,3772.0,101.0,754.0,141.0,1472.0,188.0,1810.0,9236.0,Declarative statistical visualization library for Python.,171.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,175.0,22415820.0,161368.0,161368.0,https://pypi.org/project/altair,22342460.0,https://anaconda.org/conda-forge/altair,2024-08-27 10:22:34.589,2420870.0,1.0,,,,,,vega/altair,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-09-19 17:04:34.000,2024-09-19 16:28:33,7017.0,386.0,643.0,59.0,5126.0,872.0,2435.0,8908.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",191.0,42,True,2024-09-16 22:31:52,0.18.1,100.0,wandb,conda-forge/wandb,,,297.0,12612934.0,53821.0,53821.0,https://pypi.org/project/wandb,12600494.0,https://anaconda.org/conda-forge/wandb,2024-09-16 19:54:24.139,621739.0,1.0,,,,,,wandb/wandb,,,,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-09-06 15:58:56.000,2024-09-06 15:58:56,5855.0,15.0,1618.0,191.0,5029.0,619.0,1238.0,6669.0,TensorFlows Visualization Toolkit.,320.0,42,True,2024-08-14 18:18:37,2.17.1,62.0,tensorboard,conda-forge/tensorboard,,['tensorflow'],,21254632.0,259784.0,259784.0,https://pypi.org/project/tensorboard,21156594.0,https://anaconda.org/conda-forge/tensorboard,2024-08-15 09:13:38.483,4999964.0,1.0,,,,,,,,,,,,,,,,
