,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-09-12 17:52:40.000000,2024-09-12 17:41:11,11278.0,1410.0,14418.0,679.0,14906.0,595.0,6945.0,92215.0,Build context-aware reasoning applications.,2835.0,49,True,2024-09-12 17:52:40,langchain-groq==0.1.10,100.0,langchain,,,,,13865079.0,124906.0,124906.0,https://pypi.org/project/langchain,13865079.0,,,,1.0,,,,,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-09-12 11:57:41.000000,2024-09-12 09:28:44,51014.0,495.0,7393.0,594.0,18324.0,1208.0,9248.0,19959.0,matplotlib: plotting with Python.,1720.0,48,True,2024-08-13 00:10:52,3.9.2,87.0,matplotlib,conda-forge/matplotlib,,,,72904196.0,1328180.0,1328180.0,https://pypi.org/project/matplotlib,72398630.0,https://anaconda.org/conda-forge/matplotlib,2024-08-22 20:32:53.714,25783889.0,1.0,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-09-12 11:47:49.000000,2024-09-12 11:47:49,18457.0,469.0,2081.0,220.0,5045.0,78.0,3068.0,12088.0,Python Imaging Library (Fork).,477.0,48,True,2024-07-01 09:51:39,10.4.0,56.0,Pillow,conda-forge/pillow,,,,115570078.0,1819912.0,1819912.0,https://pypi.org/project/Pillow,114690050.0,https://anaconda.org/conda-forge/pillow,2024-09-11 18:35:06.338,44001414.0,1.0,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-09-12 00:13:03.000000,2024-09-12 00:13:03,58860.0,756.0,4313.0,292.0,13378.0,4412.0,8853.0,12766.0,A computer algebra system written in pure Python.,1325.0,47,True,2024-08-11 16:59:00,1.13.2,54.0,sympy,conda-forge/sympy,,,547380.0,30877342.0,168560.0,168560.0,https://pypi.org/project/sympy,30747568.0,https://anaconda.org/conda-forge/sympy,2024-08-12 22:08:15.340,6535893.0,1.0,,,,,,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-09-12 18:14:02.000000,2024-09-12 18:13:41,6629.0,214.0,2957.0,319.0,4851.0,898.0,3593.0,34508.0,Streamlit A faster way to build and share data apps.,241.0,46,True,2024-08-27 18:46:56,1.38.0,83.0,streamlit,,,,,5758032.0,504046.0,504046.0,https://pypi.org/project/streamlit,5758032.0,,,,1.0,,,,,,,,,,,,,,,,
15,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-09-12 12:13:05.000000,2024-09-12 12:13:04,50888.0,1988.0,5393.0,718.0,49685.0,944.0,17323.0,22069.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1270.0,46,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,['paddle'],15389.0,620795.0,5870.0,5870.0,https://pypi.org/project/paddlepaddle,620637.0,,,,1.0,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-09-12 17:19:35.000000,2024-09-12 17:04:40,22620.0,724.0,5482.0,474.0,28947.0,3495.0,14890.0,33011.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1068.0,45,True,2024-08-28 00:11:51,ray-2.35.0,93.0,ray,conda-forge/ray-tune,,,235.0,4511172.0,17690.0,17690.0,https://pypi.org/project/ray,4502341.0,https://anaconda.org/conda-forge/ray-tune,2024-08-29 18:04:13.302,397327.0,1.0,,,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-09-12 17:26:38.000000,2024-09-12 14:11:36,22931.0,1583.0,2681.0,327.0,15290.0,1331.0,4174.0,29794.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",746.0,45,True,2024-09-11 20:05:41,jax-v0.4.32,100.0,jax,conda-forge/jaxlib,,,,3414508.0,29864.0,29864.0,https://pypi.org/project/jax,3382350.0,https://anaconda.org/conda-forge/jaxlib,2024-08-31 00:56:55.014,1640062.0,1.0,,,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-09-11 07:55:08.000000,2024-09-11 07:54:19,7084.0,180.0,8204.0,910.0,5536.0,383.0,4887.0,26092.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",649.0,45,True,2024-07-30 22:22:27,2.1.1,59.0,xgboost,conda-forge/xgboost,https://xgboost.readthedocs.io/en/latest/,,10706.0,20830998.0,106866.0,106866.0,https://pypi.org/project/xgboost,20726219.0,https://anaconda.org/conda-forge/xgboost,2024-08-28 02:29:22.781,5234756.0,1.0,,,,,,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-09-12 11:32:29.000000,2024-09-12 11:32:29,15483.0,75.0,2687.0,283.0,3917.0,2650.0,2783.0,9977.0,Statsmodels: statistical modeling and econometrics in Python.,434.0,45,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,33.0,16406194.0,135249.0,135249.0,https://pypi.org/project/statsmodels,16115598.0,https://anaconda.org/conda-forge/statsmodels,2024-05-17 10:41:00.825,14820408.0,1.0,,,,,,,,,,,,,,,,
20,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-09-09 05:49:51.000000,2024-09-08 14:38:06,10416.0,87.0,3279.0,247.0,10264.0,763.0,6295.0,27947.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",969.0,44,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,['pytorch'],8379.0,6487705.0,36323.0,36323.0,https://pypi.org/project/pytorch-lightning,6462572.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1270908.0,2.0,,,,,,Lightning-AI/pytorch-lightning,,,,,,,,,,
21,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-09-12 14:51:05.000000,2024-09-12 14:51:05,6457.0,380.0,4014.0,297.0,9008.0,1271.0,2561.0,18318.0,Open source platform for the machine learning lifecycle.,769.0,44,True,2024-08-30 22:00:41,2.16.0,100.0,mlflow,conda-forge/mlflow,,,,14022611.0,41968.0,41968.0,https://pypi.org/project/mlflow,13977106.0,https://anaconda.org/conda-forge/mlflow,2024-09-04 14:05:24.643,2320788.0,1.0,,,,,,,,,,,,,,,,
22,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-09-12 17:58:03.000000,2024-09-12 16:25:38,6667.0,142.0,2496.0,273.0,1702.0,491.0,2438.0,15994.0,The interactive graphing library for Python This project now includes Plotly Express!.,266.0,44,True,2024-09-12 15:42:27,5.24.1,102.0,plotly,conda-forge/plotly,,,,18341490.0,301427.0,301427.0,https://pypi.org/project/plotly,18202858.0,https://anaconda.org/conda-forge/plotly,2024-08-30 03:08:35.026,6904893.0,1.0,,,,,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,5846.0,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-09-12 15:08:24.000000,2024-09-12 15:08:21,8315.0,98.0,1665.0,212.0,5956.0,905.0,4247.0,12393.0,Parallel computing with task scheduling.,608.0,44,True,2024-08-30 20:42:52,2024.8.2,181.0,dask,conda-forge/dask,,,,10709248.0,64305.0,64305.0,https://pypi.org/project/dask,10481289.0,https://anaconda.org/conda-forge/dask,2024-08-31 00:34:24.911,11853879.0,1.0,,,,,,,,,,stable/dask,,,,,,
24,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-09-11 22:29:47.000000,2024-09-11 22:29:41,10939.0,199.0,18734.0,1911.0,7438.0,223.0,11879.0,61591.0,Deep Learning for humans.,1329.0,43,True,2024-08-12 20:41:44,3.5.0,70.0,keras,conda-forge/keras,https://keras.io,['tensorflow'],,14051222.0,,,https://pypi.org/project/keras,13978804.0,https://anaconda.org/conda-forge/keras,2024-08-17 19:28:53.337,3693337.0,2.0,,,,,,,,,,,,,,,,
25,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-09-12 17:55:27.000000,2024-09-12 17:55:25,5187.0,741.0,4878.0,247.0,5805.0,571.0,4468.0,35359.0,LlamaIndex is a data framework for your LLM applications.,1193.0,43,True,2024-09-10 03:18:05,0.11.8,100.0,llama-index,,,,763.0,1311795.0,12024.0,12024.0,https://pypi.org/project/llama-index,1311700.0,,,,1.0,,,,,,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-09-12 18:15:43.000000,2024-09-10 21:38:52,7011.0,288.0,2366.0,170.0,4241.0,526.0,4186.0,32110.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",324.0,43,True,2024-09-10 21:44:47,gradio@4.44.0,100.0,gradio,,,,,6286199.0,40333.0,40333.0,https://pypi.org/project/gradio,6286199.0,,,,1.0,,,,,,,,,,,,,,,,
27,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-09-11 19:33:03.000000,2024-09-10 12:29:03,16154.0,22.0,4279.0,560.0,4012.0,119.0,5511.0,29640.0,Industrial-strength Natural Language Processing (NLP) in Python.,757.0,43,True,2024-09-11 21:46:11,release-v3.8.0,100.0,spacy,conda-forge/spacy,,,218.0,12272367.0,98411.0,98411.0,https://pypi.org/project/spacy,12193193.0,https://anaconda.org/conda-forge/spacy,2024-07-29 11:52:18.238,4037780.0,1.0,,,,,,,,,,,,,,,,
28,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-09-12 18:03:21.000000,2024-09-12 13:04:50,1573.0,306.0,5458.0,158.0,2830.0,784.0,7883.0,28298.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,183.0,43,True,2024-09-11 17:41:13,8.2.92,66.0,ultralytics,,,,233.0,3439210.0,24452.0,24452.0,https://pypi.org/project/ultralytics,3439181.0,,,,1.0,,,,,,,,,,,,,,,,
29,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-09-12 18:00:09.000000,2024-09-12 14:42:27,2758.0,76.0,3171.0,240.0,958.0,760.0,1768.0,22485.0,A game theoretic approach to explain the output of any machine learning model.,251.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,6483083.0,20060.0,20060.0,https://pypi.org/project/shap,6398488.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,3806808.0,1.0,,,,,,shap/shap,,,,,,,,,,
30,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-09-12 16:10:25.000000,2024-09-12 15:44:56,7664.0,143.0,1998.0,418.0,1120.0,435.0,1340.0,21158.0,Data Apps & Dashboards for Python. No JavaScript Required.,161.0,43,True,2024-09-12 16:11:13,2.18.1,109.0,dash,conda-forge/dash,,,76.0,3342919.0,68681.0,68681.0,https://pypi.org/project/dash,3314141.0,https://anaconda.org/conda-forge/dash,2024-09-05 04:54:06.311,1467628.0,1.0,,,,,,,,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-09-12 11:05:26.000000,2024-09-12 10:04:09,20586.0,61.0,4121.0,443.0,6154.0,726.0,6972.0,19214.0,"Interactive Data Visualization in the browser, from Python.",698.0,43,True,,,64.0,bokeh,conda-forge/bokeh,,,,4571798.0,92050.0,92050.0,https://pypi.org/project/bokeh,4280479.0,https://anaconda.org/conda-forge/bokeh,2024-08-23 12:55:11.815,14857316.0,1.0,,,,,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-09-12 10:20:06.000000,2024-09-12 09:20:52,2817.0,71.0,3591.0,440.0,3335.0,293.0,2496.0,17629.0,Open standard for machine learning interoperability.,323.0,43,True,2024-08-01 13:15:32,1.16.2,30.0,onnx,conda-forge/onnx,,,21663.0,5638219.0,33038.0,33038.0,https://pypi.org/project/onnx,5614071.0,https://anaconda.org/conda-forge/onnx,2024-09-03 14:45:24.706,1218280.0,1.0,,,,,,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-09-12 16:03:18.124000,2024-09-04 03:30:30,3566.0,78.0,3745.0,433.0,3250.0,327.0,3057.0,16528.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",318.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,234297.0,9868508.0,37151.0,37151.0,https://pypi.org/project/lightgbm,9810281.0,https://anaconda.org/conda-forge/lightgbm,2024-09-12 16:03:18.124,2668580.0,2.0,,,,,,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-09-04 01:00:39.000000,2024-09-04 01:00:39,14678.0,145.0,2772.0,463.0,1487.0,258.0,1548.0,13417.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,461.0,43,True,,,19.0,nltk,conda-forge/nltk,,,,22908196.0,304006.0,304006.0,https://pypi.org/project/nltk,22842568.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2756414.0,1.0,,,,,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-09-09 23:06:03.000000,2024-09-08 15:11:33,4979.0,71.0,2053.0,1679.0,4843.0,304.0,2716.0,12055.0,WebGL2 powered visualization framework.,272.0,43,True,2024-09-04 13:53:07,9.0.29,100.0,pydeck,conda-forge/pydeck,,['jupyter'],,5311350.0,8036.0,8036.0,https://pypi.org/project/pydeck,4709462.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,604962.0,1.0,,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,590889.0,,,,,,,
36,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-09-12 12:28:38.000000,2024-09-12 12:28:38,18231.0,476.0,991.0,115.0,3639.0,68.0,1600.0,10510.0,A hyperparameter optimization framework.,271.0,43,True,2024-09-02 05:16:46,4.0.0,66.0,optuna,conda-forge/optuna,,,,3550273.0,17361.0,17361.0,https://pypi.org/project/optuna,3519315.0,https://anaconda.org/conda-forge/optuna,2024-09-03 06:05:16.374,1578895.0,1.0,,,,,,,,,,,,,,,,
37,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-09-06 22:36:19.000000,2024-09-05 14:30:24,2454.0,123.0,4593.0,309.0,513.0,47.0,860.0,31439.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",149.0,42,True,2024-08-23 23:42:07,1.0.9,59.0,timm,conda-forge/timm,,['pytorch'],6994493.0,6084422.0,36039.0,36039.0,https://pypi.org/project/timm,5970644.0,https://anaconda.org/conda-forge/timm,2024-08-24 14:28:50.700,224549.0,1.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,
38,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-09-08 18:22:37.000000,2024-09-08 18:22:37,7782.0,82.0,3128.0,279.0,3868.0,175.0,3021.0,14717.0,Network Analysis in Python.,746.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,73.0,66637821.0,291294.0,291294.0,https://pypi.org/project/networkx,66279037.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,17580462.0,1.0,,,,,,,,,,,,,,,,
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-09-10 03:22:57.000000,2024-09-10 03:22:55,9331.0,49.0,1161.0,139.0,5508.0,219.0,4459.0,13594.0,ML Experiments and Data Management with Git.,301.0,42,True,2024-09-02 15:01:06,3.55.2,321.0,dvc,conda-forge/dvc,,,,624660.0,17604.0,17604.0,https://pypi.org/project/dvc,581572.0,https://anaconda.org/conda-forge/dvc,2024-09-02 18:55:30.141,2197535.0,1.0,,,,,,,,,,,dvc,dvc,dvc,,,
40,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-08-14 20:01:50.000000,2024-07-22 11:32:48,3237.0,3.0,1841.0,262.0,1120.0,145.0,2403.0,12391.0,Statistical data visualization in Python.,213.0,42,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,419.0,18243945.0,466344.0,466344.0,https://pypi.org/project/seaborn,18046199.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,10084937.0,1.0,,,,,,,,,,,,,,,,
41,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-09-10 17:40:19.000000,2024-09-10 17:40:09,3770.0,104.0,752.0,142.0,1468.0,183.0,1808.0,9220.0,Declarative statistical visualization library for Python.,171.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,175.0,22227856.0,159781.0,159781.0,https://pypi.org/project/altair,22154764.0,https://anaconda.org/conda-forge/altair,2024-08-27 10:22:34.589,2412004.0,1.0,,,,,,vega/altair,,,,,,,,,,
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-09-12 17:42:56.000000,2024-09-12 17:26:39,6967.0,357.0,639.0,58.0,5067.0,856.0,2430.0,8883.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",190.0,42,True,2024-09-11 22:13:42,0.18.0,100.0,wandb,conda-forge/wandb,,,288.0,12753879.0,53405.0,53405.0,https://pypi.org/project/wandb,12741623.0,https://anaconda.org/conda-forge/wandb,2024-08-28 20:54:30.560,612511.0,1.0,,,,,,wandb/wandb,,,,,,,,,,
