,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
10,langchain,langchain-ai/langchain,nlp,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2024-11-07 16:48:48.000,2024-11-07 16:48:45,11823.0,974.0,14984.0,690.0,15776.0,498.0,7342.0,94508.0,Build context-aware reasoning applications.,2949.0,49,True,2024-11-05 23:10:51,langchain-openai==0.2.6,100.0,langchain,,,,,144291.0,144291.0,https://pypi.org/project/langchain,19814808.0,19814808.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-11-07 16:04:28.000,2024-11-07 16:04:28,51315.0,422.0,7472.0,592.0,18520.0,1197.0,9350.0,20256.0,matplotlib: plotting with Python.,1744.0,48,True,2024-08-13 00:10:52,3.9.2,88.0,matplotlib,conda-forge/matplotlib,,,,1401946.0,1401946.0,https://pypi.org/project/matplotlib,71073187.0,71576331.0,https://anaconda.org/conda-forge/matplotlib,2024-09-12 20:10:05.995,26666650.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2024-11-06 23:11:13.000,2024-11-06 23:11:13,18793.0,506.0,2095.0,220.0,5167.0,79.0,3103.0,12265.0,Python Imaging Library (Fork).,479.0,48,True,2024-10-15 14:29:17,11.0.0,57.0,Pillow,conda-forge/pillow,,,,1898730.0,1898730.0,https://pypi.org/project/Pillow,119654516.0,120538726.0,https://anaconda.org/conda-forge/pillow,2024-10-18 22:08:55.292,45978926.0,,,,,1.0,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-11-05 23:24:56.000,2024-11-05 23:24:56,59106.0,503.0,4362.0,291.0,13483.0,4416.0,8902.0,12972.0,A computer algebra system written in pure Python.,1334.0,47,True,2024-09-18 21:54:45,1.13.3,55.0,sympy,conda-forge/sympy,,,,185791.0,185791.0,https://pypi.org/project/sympy,29586414.0,29720410.0,https://anaconda.org/conda-forge/sympy,2024-10-09 14:38:28.134,7017287.0,,,,,1.0,550470.0,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-11-07 18:17:57.000,2024-11-07 17:04:23,6772.0,245.0,3046.0,320.0,5058.0,952.0,3678.0,35563.0,Streamlit A faster way to build and share data apps.,246.0,46,True,2024-11-06 21:29:47,1.40.0,85.0,streamlit,,,,,573083.0,573083.0,https://pypi.org/project/streamlit,6656812.0,6656812.0,,,,,,,,1.0,,,,,,,,,,,,
15,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-11-07 16:06:09.000,2024-11-07 16:06:08,7180.0,155.0,8229.0,908.0,5666.0,398.0,4913.0,26274.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",652.0,46,True,2024-10-23 14:31:13,2.1.2,60.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,114829.0,114829.0,https://pypi.org/project/xgboost,26940029.0,27044207.0,https://anaconda.org/conda-forge/xgboost,2024-10-29 21:33:36.986,5412550.0,,,,,1.0,11769.0,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-11-07 17:55:12.000,2024-11-07 17:10:54,22978.0,623.0,5649.0,474.0,29483.0,3621.0,15226.0,33830.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1090.0,45,True,2024-10-23 21:57:05,ray-2.38.0,97.0,ray,conda-forge/ray-tune,,,,18768.0,18768.0,https://pypi.org/project/ray,6043080.0,6052679.0,https://anaconda.org/conda-forge/ray-tune,2024-10-30 16:31:33.519,451101.0,,,,,1.0,241.0,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-11-07 18:04:49.000,2024-11-07 16:37:24,23994.0,1607.0,2748.0,334.0,16169.0,1423.0,4267.0,30423.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",779.0,45,True,2024-10-22 21:01:49,jax-v0.4.35,100.0,jax,conda-forge/jaxlib,,,,32269.0,32269.0,https://pypi.org/project/jax,4161872.0,4196442.0,https://anaconda.org/conda-forge/jaxlib,2024-10-24 10:52:07.546,1832250.0,,,,,1.0,,jax-ml/jax,,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-11-07 15:58:36.000,2024-11-07 15:58:36,51528.0,1242.0,5435.0,717.0,50595.0,961.0,17437.0,22235.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1294.0,45,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,,['paddle'],6230.0,6230.0,https://pypi.org/project/paddlepaddle,330825.0,330980.0,,,,,,,,1.0,15410.0,,,,,,,,,,,
19,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-11-07 16:58:48.000,2024-11-07 16:58:48,6919.0,214.0,2515.0,275.0,1733.0,530.0,2451.0,16248.0,The interactive graphing library for Python This project now includes Plotly Express!.,278.0,45,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,321351.0,321351.0,https://pypi.org/project/plotly,19367840.0,19510287.0,https://anaconda.org/conda-forge/plotly,2024-09-12 22:24:43.567,7381581.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,5752.0,,,,,,,
20,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-10-28 23:44:12.000,2024-10-28 23:44:12,15563.0,102.0,2703.0,283.0,3953.0,2664.0,2797.0,10119.0,Statsmodels: statistical modeling and econometrics in Python.,446.0,45,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,141305.0,141305.0,https://pypi.org/project/statsmodels,16154082.0,16448275.0,https://anaconda.org/conda-forge/statsmodels,2024-10-03 20:40:26.151,15592238.0,,,,,1.0,35.0,,,,,,,,,,,
21,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-11-07 18:02:31.000,2024-11-07 18:02:29,1856.0,401.0,5969.0,181.0,3215.0,1171.0,8135.0,32192.0,Ultralytics YOLO11.,196.0,44,True,2024-11-06 23:45:19,8.3.28,100.0,ultralytics,,,,,28371.0,28371.0,https://pypi.org/project/ultralytics,5023463.0,5023463.0,,,,,,,,1.0,,,,,,,,,,,,
22,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-10-23 10:43:24.000,2024-10-23 10:42:54,16212.0,78.0,4321.0,564.0,4025.0,137.0,5521.0,30129.0,Industrial-strength Natural Language Processing (NLP) in Python.,762.0,44,True,2024-10-01 18:19:33,release-v3.8.2,100.0,spacy,conda-forge/spacy,,,,103723.0,103723.0,https://pypi.org/project/spacy,13183953.0,13267771.0,https://anaconda.org/conda-forge/spacy,2024-09-22 12:43:59.353,4442116.0,,,,,1.0,431.0,,,,,,,,,,,
23,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-11-07 12:11:29.000,2024-11-07 10:37:47,6743.0,393.0,4106.0,303.0,9459.0,1321.0,2613.0,18706.0,Open source platform for the machine learning lifecycle.,790.0,44,True,2024-10-31 08:34:32,2.17.2,100.0,mlflow,conda-forge/mlflow,,,,45466.0,45466.0,https://pypi.org/project/mlflow,17238482.0,17284734.0,https://anaconda.org/conda-forge/mlflow,2024-11-01 09:55:36.068,2451399.0,,,,,1.0,,,,,,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-11-07 13:39:32.000,2024-11-07 13:39:32,8375.0,113.0,1678.0,212.0,6017.0,911.0,4293.0,12573.0,Parallel computing with task scheduling.,613.0,44,True,2024-10-17 09:20:07,2024.10.0,184.0,dask,conda-forge/dask,,,,66343.0,66343.0,https://pypi.org/project/dask,12433618.0,12659123.0,https://anaconda.org/conda-forge/dask,2024-10-18 13:49:42.706,12177323.0,,,,,1.0,,,,,,stable/dask,,,,,,
25,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-11-07 05:49:28.000,2024-11-07 05:49:28,11113.0,245.0,18791.0,1913.0,7546.0,240.0,11958.0,61974.0,Deep Learning for humans.,1344.0,43,True,2024-10-03 19:44:23,3.6.0,71.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,13726579.0,13797901.0,https://anaconda.org/conda-forge/keras,2024-10-07 20:46:42.672,3780098.0,,,,,2.0,,,,,,,,,,,,
26,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-11-07 16:23:40.000,2024-11-07 16:23:37,5546.0,645.0,5130.0,244.0,6202.0,526.0,4917.0,36567.0,LlamaIndex is a data framework for your LLM applications.,1310.0,43,True,2024-11-05 21:48:25,0.11.22,100.0,llama-index,,,,,13682.0,13682.0,https://pypi.org/project/llama-index,3047559.0,3047639.0,,,,,,,,1.0,803.0,,,,,,,,,,,
27,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-11-07 17:40:16.000,2024-11-06 19:40:10,7195.0,243.0,2524.0,175.0,4575.0,413.0,4538.0,33748.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",341.0,43,True,2024-11-04 23:11:42,gradio@5.5.0,100.0,gradio,,,,,45597.0,45597.0,https://pypi.org/project/gradio,6755268.0,6755268.0,,,,,,,,1.0,,,,,,,,,,,,
28,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-11-07 12:29:53.000,2024-11-04 17:33:48,10436.0,25.0,3317.0,250.0,10302.0,819.0,6310.0,28334.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",975.0,43,True,2024-08-07 09:44:30,2.4.0,118.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],38292.0,38292.0,https://pypi.org/project/pytorch-lightning,6563961.0,6589324.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-08-07 15:45:27.965,1330942.0,,,,,2.0,10317.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
29,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-11-07 10:36:48.494,2024-10-15 08:44:34,2771.0,44.0,3212.0,244.0,979.0,729.0,1815.0,22818.0,A game theoretic approach to explain the output of any machine learning model.,251.0,43,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,21568.0,21568.0,https://pypi.org/project/shap,6274966.0,6364847.0,https://anaconda.org/conda-forge/shap,2024-11-07 10:36:48.494,4224446.0,,,,,1.0,,shap/shap,,,,,,,,,,
30,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-11-04 21:17:01.000,2024-11-04 20:26:22,7740.0,150.0,2024.0,425.0,1146.0,453.0,1359.0,21441.0,Data Apps & Dashboards for Python. No JavaScript Required.,167.0,43,True,2024-11-04 21:17:37,2.18.2,110.0,dash,conda-forge/dash,,,,71446.0,71446.0,https://pypi.org/project/dash,3578698.0,3607842.0,https://anaconda.org/conda-forge/dash,2024-09-14 04:47:51.793,1544583.0,,,,,1.0,85.0,,,,,,,,,,,
31,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-11-07 12:02:41.000,2024-10-31 16:28:06,20636.0,71.0,4133.0,437.0,6198.0,741.0,6993.0,19347.0,"Interactive Data Visualization in the browser, from Python.",702.0,43,True,,,66.0,bokeh,conda-forge/bokeh,,,,94227.0,94227.0,https://pypi.org/project/bokeh,4131046.0,4419368.0,https://anaconda.org/conda-forge/bokeh,2024-11-07 07:28:52.498,15281097.0,,,,,1.0,,,,,,,,,,,,
32,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-11-07 07:27:12.000,2024-11-05 13:17:27,2904.0,123.0,3608.0,437.0,3456.0,299.0,2540.0,17893.0,Open standard for machine learning interoperability.,326.0,43,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,,35504.0,35504.0,https://pypi.org/project/onnx,5971348.0,5996362.0,https://anaconda.org/conda-forge/onnx,2024-10-21 21:30:32.889,1311948.0,,,,,1.0,22185.0,,,,,,,,,,,
33,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-11-05 12:04:40.000,2024-11-05 12:04:38,3599.0,49.0,3755.0,434.0,3286.0,338.0,3074.0,16671.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",320.0,43,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,,39503.0,39503.0,https://pypi.org/project/lightgbm,9487161.0,9546118.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2816697.0,,,,,2.0,238789.0,,,,,,,,,,,
34,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-09-25 08:35:09.000,2024-09-25 08:35:04,14681.0,59.0,2798.0,463.0,1495.0,254.0,1558.0,13597.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,461.0,43,True,,,19.0,nltk,conda-forge/nltk,,,,318692.0,318692.0,https://pypi.org/project/nltk,21110819.0,21175642.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2852247.0,,,,,1.0,,,,,,,,,,,,
35,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-11-07 16:34:57.000,2024-11-07 16:34:33,5010.0,52.0,2061.0,1670.0,4877.0,318.0,2729.0,12235.0,WebGL2 powered visualization framework.,274.0,43,True,2024-10-24 14:59:06,9.0.34,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],8261.0,8261.0,https://pypi.org/project/pydeck,5618749.0,6237077.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,637031.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,607153.0,,,,,,,
36,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-11-07 03:19:56.000,2024-11-07 03:19:56,18390.0,242.0,1019.0,118.0,3694.0,60.0,1617.0,10856.0,A hyperparameter optimization framework.,275.0,43,True,2024-09-02 05:16:46,4.0.0,66.0,optuna,conda-forge/optuna,,,,18816.0,18816.0,https://pypi.org/project/optuna,3712323.0,3746637.0,https://anaconda.org/conda-forge/optuna,2024-09-03 06:05:16.374,1818665.0,,,,,1.0,,,,,,,,,,,,
37,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-11-07 00:03:27.000,2024-11-07 00:03:27,2527.0,117.0,4652.0,313.0,531.0,49.0,874.0,32155.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",153.0,42,True,2024-10-16 21:19:16,1.0.11,61.0,timm,conda-forge/timm,,,['pytorch'],39699.0,39699.0,https://pypi.org/project/timm,5580432.0,5694206.0,https://anaconda.org/conda-forge/timm,2024-10-17 16:34:27.541,259390.0,,,,,1.0,7179907.0,huggingface/pytorch-image-models,,,,,,,,,,
38,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-11-07 18:13:57.000,2024-11-07 18:13:57,7821.0,66.0,3170.0,277.0,3916.0,178.0,3035.0,14928.0,Network Analysis in Python.,753.0,42,True,2024-10-21 12:40:41,networkx-3.4.2,60.0,networkx,conda-forge/networkx,,,,311448.0,311448.0,https://pypi.org/project/networkx,68371170.0,68732967.0,https://anaconda.org/conda-forge/networkx,2024-10-30 18:06:44.746,18451679.0,,,,,1.0,76.0,,,,,,,,,,,
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-11-05 11:24:45.000,2024-11-05 06:42:45,9355.0,54.0,1174.0,135.0,5534.0,232.0,4479.0,13865.0,Data Versioning and ML Experiments.,306.0,42,True,2024-10-23 02:15:21,3.56.0,322.0,dvc,conda-forge/dvc,,,,18879.0,18879.0,https://pypi.org/project/dvc,633630.0,677749.0,https://anaconda.org/conda-forge/dvc,2024-10-23 06:04:08.856,2338357.0,,,,,1.0,,,,,,,dvc,dvc,dvc,,,
40,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-11-07 15:44:14.000,2024-11-06 05:59:33,3813.0,83.0,762.0,140.0,1515.0,195.0,1833.0,9344.0,Declarative statistical visualization library for Python.,173.0,42,True,2024-08-27 04:41:23,5.4.1,30.0,altair,conda-forge/altair,,,,173384.0,173384.0,https://pypi.org/project/altair,22156221.0,22227234.0,https://anaconda.org/conda-forge/altair,2024-10-02 18:03:41.017,2485385.0,,,,,1.0,195.0,vega/altair,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-11-07 18:13:57.000,2024-11-07 16:39:45,7251.0,464.0,661.0,61.0,5419.0,888.0,2488.0,9120.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",196.0,42,True,2024-11-06 20:22:47,0.18.6,100.0,wandb,conda-forge/wandb,,,,57448.0,57448.0,https://pypi.org/project/wandb,19533284.0,19547113.0,https://anaconda.org/conda-forge/wandb,2024-10-23 22:43:47.058,718748.0,,,,,1.0,350.0,wandb/wandb,,,,,,,,,,
42,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-10-25 12:01:32.000,2024-10-18 17:32:05,5869.0,24.0,1628.0,189.0,5048.0,622.0,1241.0,6711.0,TensorFlows Visualization Toolkit.,321.0,42,True,2024-09-25 21:21:08,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],270274.0,270274.0,https://pypi.org/project/tensorboard,22025589.0,22122208.0,https://anaconda.org/conda-forge/tensorboard,2024-09-27 11:17:28.293,5120821.0,,,,,1.0,,,,,,,,,,,,
