,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,agents,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2025-05-08 17:51:42.000000,2025-05-08 17:51:42,13311.0,695.0,17057.0,750.0,17577.0,281.0,8149.0,107066.0,Build context-aware reasoning applications.,3321.0,50,True,2025-05-08 13:34:36,langchain-anthropic==0.3.13,100.0,langchain,,,,,241183.0,241183.0,https://pypi.org/project/langchain,71877707.0,71877707.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-05-08 15:35:22.000000,2025-05-08 15:35:22,52460.0,424.0,7688.0,585.0,19152.0,1251.0,9583.0,21187.0,matplotlib: plotting with Python.,1804.0,49,True,2025-02-27 18:57:43,3.10.1,92.0,matplotlib,conda-forge/matplotlib,,,,1739244.0,1739244.0,https://pypi.org/project/matplotlib,83327969.0,83834484.0,https://anaconda.org/conda-forge/matplotlib,2025-04-22 14:56:20.111,29884390.0,,,,,1.0,,,,,,,,,,,,
12,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2025-05-08 11:47:24.000000,2025-05-08 11:47:24,60158.0,636.0,4609.0,291.0,13960.0,4517.0,9112.0,13606.0,A computer algebra system written in pure Python.,1374.0,48,True,2025-04-27 18:05:25,1.14.0,58.0,sympy,conda-forge/sympy,,,,261549.0,261549.0,https://pypi.org/project/sympy,52390302.0,52539992.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,8745512.0,,,,,1.0,558427.0,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-05-08 16:43:29.000000,2025-05-08 16:43:29,19479.0,288.0,2141.0,219.0,5458.0,69.0,3213.0,12778.0,Python Imaging Library (Fork).,485.0,48,True,2025-04-12 17:56:01,11.2.1,59.0,Pillow,conda-forge/pillow,,,,2268118.0,2268118.0,https://pypi.org/project/Pillow,141268354.0,142195137.0,https://anaconda.org/conda-forge/pillow,2025-05-07 23:14:11.930,53753471.0,,,,,1.0,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-05-08 18:14:13.000000,2025-05-08 18:00:27,25096.0,1254.0,6156.0,484.0,32404.0,3769.0,16376.0,36936.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1216.0,47,True,2025-05-07 21:12:53,ray-2.46.0,100.0,ray,conda-forge/ray-tune,,,,23713.0,23713.0,https://pypi.org/project/ray,7628294.0,7642588.0,https://anaconda.org/conda-forge/ray-tune,2025-04-22 14:57:41.621,757486.0,,,,,1.0,255.0,,,,,,,,,,,
15,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-05-08 17:43:20.000000,2025-05-08 14:20:34,7567.0,505.0,3404.0,326.0,6100.0,1060.0,4026.0,39250.0,Streamlit A faster way to build and share data apps.,269.0,46,True,2025-04-29 17:34:38,1.45.0,98.0,streamlit,,,,,897979.0,897979.0,https://pypi.org/project/streamlit,10195800.0,10195800.0,,,,,,,,1.0,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-05-07 06:54:13.000000,2025-05-05 20:07:17,7412.0,95.0,8271.0,906.0,5956.0,399.0,5064.0,26899.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",659.0,46,True,2025-03-15 13:44:01,3.0.0,64.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,153494.0,153494.0,https://pypi.org/project/xgboost,24501178.0,24606224.0,https://anaconda.org/conda-forge/xgboost,2025-04-22 14:56:33.345,6085776.0,,,,,1.0,15984.0,,,,,,,,,,,
17,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-05-08 15:18:59.000000,2025-05-06 15:55:33,8332.0,341.0,2101.0,422.0,1256.0,496.0,1430.0,22414.0,Data Apps & Dashboards for Python. No JavaScript Required.,177.0,46,True,2025-04-24 19:08:09,3.0.4,115.0,dash,conda-forge/dash,,,,85004.0,85004.0,https://pypi.org/project/dash,5378731.0,5409323.0,https://anaconda.org/conda-forge/dash,2025-04-27 13:39:41.261,1804871.0,,,,,1.0,88.0,,,,,,,,,,,
18,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-05-07 20:48:50.000000,2025-05-07 20:04:15,7921.0,374.0,2601.0,278.0,1870.0,616.0,2543.0,17116.0,The interactive graphing library for Python.,285.0,46,True,2025-03-17 15:02:47,6.0.1,105.0,plotly,conda-forge/plotly,,,,421414.0,421414.0,https://pypi.org/project/plotly,23044838.0,23255389.0,https://anaconda.org/conda-forge/plotly,2025-04-22 14:56:26.042,9370383.0,,,,,1.0,188.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,54377.0,,,,,,,,
19,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-05-08 18:01:09.000000,2025-05-08 18:01:06,6395.0,448.0,5805.0,257.0,7126.0,303.0,5914.0,41497.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1552.0,45,True,2025-05-01 03:57:02,0.12.34,100.0,llama_index,,,,,21040.0,21040.0,https://pypi.org/project/llama_index,3986913.0,3986993.0,,,,,,,,2.0,965.0,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-05-08 18:11:08.000000,2025-05-08 18:11:02,27631.0,2062.0,2967.0,330.0,19289.0,1495.0,4690.0,32162.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",878.0,45,True,2025-04-17 00:04:02,jax-v0.6.0,100.0,jax,conda-forge/jaxlib,,,,42965.0,42965.0,https://pypi.org/project/jax,7593241.0,7637173.0,https://anaconda.org/conda-forge/jaxlib,2025-04-22 14:57:08.015,2592040.0,,,,,1.0,,,,,jax-ml/jax,,,,,,,
21,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-05-08 12:50:52.000000,2025-05-08 12:50:51,53763.0,981.0,5575.0,716.0,53645.0,1024.0,17715.0,22751.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1374.0,45,True,2025-03-31 01:41:13,3.0.0,64.0,paddlepaddle,,,,['paddle'],8035.0,8035.0,https://pypi.org/project/paddlepaddle,404265.0,404411.0,,,,,,,,1.0,15434.0,,,,,,,,,,,
22,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-05-08 14:24:51.000000,2025-05-08 10:35:32,2591.0,397.0,7512.0,197.0,4212.0,696.0,10342.0,40347.0,Ultralytics YOLO11.,261.0,44,True,2025-05-08 10:36:18,8.3.129,100.0,ultralytics,,,,,49234.0,49234.0,https://pypi.org/project/ultralytics,6078064.0,6078064.0,,,,,,,,1.0,,,,,,,,,,,,
23,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-05-08 17:03:41.000000,2025-05-08 15:31:25,7618.0,455.0,4380.0,307.0,11040.0,1403.0,2819.0,20431.0,Open source platform for the machine learning lifecycle.,850.0,44,True,2025-04-24 09:56:38,2.22.0,100.0,mlflow,conda-forge/mlflow,,,,59770.0,59770.0,https://pypi.org/project/mlflow,16299028.0,16352957.0,https://anaconda.org/conda-forge/mlflow,2025-04-26 10:28:06.581,3181860.0,,,,,1.0,,,,,,,,,,,,
24,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-05-02 04:33:22.000000,2025-05-02 04:33:22,14744.0,41.0,2836.0,460.0,1516.0,246.0,1597.0,14034.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,472.0,44,True,,,19.0,nltk,conda-forge/nltk,,,,386841.0,386841.0,https://pypi.org/project/nltk,33207638.0,33270807.0,https://anaconda.org/conda-forge/nltk,2025-04-22 14:56:27.119,3158473.0,,,,,1.0,,,,,,,,,,,,
25,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-05-06 17:01:28.000000,2025-05-06 17:01:27,9555.0,109.0,1734.0,212.0,6277.0,956.0,4411.0,13185.0,Parallel computing with task scheduling.,621.0,44,True,2025-04-25 20:39:13,2025.4.1,194.0,dask,conda-forge/dask,,,,74143.0,74143.0,https://pypi.org/project/dask,10734366.0,10953207.0,https://anaconda.org/conda-forge/dask,2025-04-25 22:34:49.225,13130490.0,,,,,1.0,,,,,,stable/dask,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-05-06 15:04:08.000000,2025-05-05 11:53:26,7690.0,250.0,2844.0,183.0,5103.0,468.0,5178.0,37921.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",408.0,43,True,2025-05-02 01:34:15,gradio@5.29.0,100.0,gradio,,,,,72777.0,72777.0,https://pypi.org/project/gradio,9247471.0,9247471.0,,,,,,,,1.0,,,,,,,,,,,,
27,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-05-08 14:17:28.000000,2025-05-08 14:17:25,10592.0,87.0,3421.0,254.0,10476.0,933.0,6374.0,29430.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",1010.0,43,True,2025-04-25 20:23:05,2.5.1.post0,122.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],45627.0,45627.0,https://pypi.org/project/pytorch-lightning,9205292.0,9231484.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-04-28 12:17:16.982,1529750.0,,,,,2.0,11940.0,,,,Lightning-AI/pytorch-lightning,,,,,,,
28,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-05-08 15:41:07.000000,2025-05-07 18:52:34,20767.0,81.0,4167.0,433.0,6332.0,769.0,7153.0,19837.0,"Interactive Data Visualization in the browser, from Python.",709.0,43,True,,,70.0,bokeh,conda-forge/bokeh,,,,101661.0,101661.0,https://pypi.org/project/bokeh,3396371.0,3675892.0,https://anaconda.org/conda-forge/bokeh,2025-04-22 14:56:34.327,16491780.0,,,,,1.0,,,,,,,,,,,,
29,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2025-05-08 18:22:49.000000,2025-05-08 16:38:32,2772.0,498.0,1590.0,109.0,3087.0,302.0,1088.0,19726.0,the AI-native open-source embedding database.,160.0,43,True,2025-05-05 09:26:52,1.0.8,85.0,chromadb,,,,,77258.0,77258.0,https://pypi.org/project/chromadb,4329238.0,4329262.0,,,,,,,,1.0,773.0,,,,,,1.0,,,,,
30,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2025-05-08 14:06:04.000000,2025-05-08 14:06:04,1830.0,183.0,2520.0,144.0,705.0,1217.0,1147.0,16626.0,State-of-the-Art Text Embeddings.,221.0,43,True,2025-04-15 13:47:13,4.1.0,53.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],101936.0,101936.0,https://pypi.org/project/sentence-transformers,9062326.0,9074686.0,https://anaconda.org/conda-forge/sentence-transformers,2025-04-22 14:57:36.121,692175.0,,,,,1.0,,,,,,,,,,,,
31,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-05-08 14:10:49.000000,2025-05-08 10:55:53,5165.0,79.0,2098.0,1663.0,5088.0,373.0,2779.0,12675.0,WebGL2 powered visualization framework.,287.0,43,True,2025-04-18 11:03:15,9.1.11,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],9020.0,9020.0,https://pypi.org/project/pydeck,8705329.0,9280775.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,745375.0,,,,,1.0,,deck.gl,https://www.npmjs.com/package/deck.gl,562595.0,,,,,,,,
32,langgraph,langchain-ai/langgraph,agents,,https://github.com/langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,MIT,2023-08-09 18:33:12.000,2025-05-08 17:53:55.000000,2025-05-08 16:14:18,5236.0,1184.0,2048.0,81.0,2785.0,75.0,544.0,12346.0,Build resilient language agents as graphs.,169.0,43,True,2025-05-08 03:40:22,0.4.3,100.0,langgraph,,,,,24414.0,24414.0,https://pypi.org/project/langgraph,4275170.0,4275170.0,,,,,,,,2.0,,,,,,,1.0,,,,,
33,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-05-07 09:20:09.000000,2025-05-07 09:20:08,19193.0,315.0,1081.0,117.0,3916.0,59.0,1675.0,11892.0,A hyperparameter optimization framework.,292.0,43,True,2025-04-14 05:06:59,4.3.0,73.0,optuna,conda-forge/optuna,,,,26206.0,26206.0,https://pypi.org/project/optuna,3965479.0,4010669.0,https://anaconda.org/conda-forge/optuna,2025-04-22 14:57:16.783,2666220.0,,,,,1.0,,,,,,,,,,,,
34,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-05-06 15:40:27.000000,2025-05-06 15:40:27,15698.0,40.0,3078.0,286.0,4007.0,2724.0,2829.0,10636.0,Statsmodels: statistical modeling and econometrics in Python.,456.0,43,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,168720.0,168720.0,https://pypi.org/project/statsmodels,16860257.0,17181969.0,https://anaconda.org/conda-forge/statsmodels,2025-04-22 14:56:24.492,18981036.0,,,,,2.0,35.0,,,,,,,,,,,
35,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-05-05 20:52:36.000000,2025-05-05 20:52:36,5898.0,15.0,1639.0,187.0,5076.0,638.0,1243.0,6865.0,TensorFlows Visualization Toolkit.,326.0,43,True,2025-02-12 08:16:26,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],318723.0,318723.0,https://pypi.org/project/tensorboard,25952269.0,26045887.0,https://anaconda.org/conda-forge/tensorboard,2025-04-22 14:56:43.843,5523472.0,,,,,1.0,,,,,,,,,,,,
36,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2025-05-08 17:37:59.000000,2025-05-08 17:37:59,11501.0,160.0,18913.0,1904.0,8040.0,256.0,12196.0,62964.0,Deep Learning for humans.,1406.0,42,True,2025-04-02 20:22:14,3.9.2,76.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,15334681.0,15403780.0,https://anaconda.org/conda-forge/keras,2025-04-30 05:21:25.343,4076895.0,,,,,2.0,,,,,,,,,,,,
37,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2025-04-22 14:56:32.571000,2025-04-11 18:56:52,16228.0,3.0,4425.0,564.0,4050.0,172.0,5528.0,31523.0,Industrial-strength Natural Language Processing (NLP) in Python.,763.0,42,True,2024-12-11 13:11:38,release-v3.8.3,100.0,spacy,conda-forge/spacy,,,,130450.0,130450.0,https://pypi.org/project/spacy,18596634.0,18695108.0,https://anaconda.org/conda-forge/spacy,2025-04-22 14:56:32.571,5808399.0,,,,,1.0,2430.0,,,,,,,,,,,
38,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2025-05-08 17:25:10.000000,2025-05-08 17:25:10,1414.0,267.0,4154.0,297.0,1220.0,65.0,1257.0,31292.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",236.0,42,True,2025-05-08 00:47:02,0.119.0,83.0,crewai,,,,,14263.0,14263.0,https://pypi.org/project/crewai,971877.0,971877.0,,,,,,,,2.0,,,,,,,,,,,,
39,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-05-06 19:14:56.000000,2025-05-06 19:14:56,2833.0,36.0,3285.0,246.0,1054.0,669.0,1953.0,23838.0,A game theoretic approach to explain the output of any machine learning model.,267.0,42,True,2025-04-17 18:00:24,0.47.2,58.0,shap,conda-forge/shap,,,,31434.0,31434.0,https://pypi.org/project/shap,7260131.0,7373187.0,https://anaconda.org/conda-forge/shap,2025-04-22 14:56:53.980,5991974.0,,,,,1.0,,,,,shap/shap,,,,,,,
40,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2025-05-08 17:31:06.000000,2025-05-08 15:56:16,21811.0,2425.0,2809.0,116.0,5116.0,1041.0,4191.0,22160.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",514.0,42,True,2025-05-07 05:00:49,1.68.1-nightly,100.0,litellm,,,,,12051.0,12051.0,https://pypi.org/project/litellm,7963205.0,7963429.0,,,,,,,,1.0,673.0,,,,,,,,,,,
41,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-05-08 17:33:59.000000,2025-05-08 15:04:36,3162.0,167.0,3679.0,438.0,3755.0,296.0,2651.0,18902.0,Open standard for machine learning interoperability.,345.0,42,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,,45293.0,45293.0,https://pypi.org/project/onnx,6839922.0,6869876.0,https://anaconda.org/conda-forge/onnx,2025-04-22 14:56:43.974,1752170.0,,,,,2.0,23441.0,,,,,,,,,,,
42,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-05-06 17:12:56.000000,2025-05-03 01:58:14,3661.0,23.0,3798.0,436.0,3373.0,391.0,3129.0,17185.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",327.0,42,True,2025-02-15 03:46:41,4.6.0,34.0,lightgbm,conda-forge/lightgbm,,,,51470.0,51470.0,https://pypi.org/project/lightgbm,10607653.0,10673395.0,https://anaconda.org/conda-forge/lightgbm,2025-04-22 14:56:38.692,3514331.0,,,,,2.0,289765.0,,,,,,,,,,,
