,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
12,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-10-15 21:28:30.386000,2025-10-15 17:51:43,53336.0,7898.0,588.0,19601.0,1229.0,9780.0,21831.0,matplotlib: plotting with Python.,1853.0,49,True,385.0,2025-10-08 22:56:19,3.10.7,96.0,,matplotlib,conda-forge/matplotlib,,,,1855299.0,1855299.0,https://pypi.org/project/matplotlib,119029290.0,119547359.0,https://anaconda.org/conda-forge/matplotlib,2025-10-15 21:28:30.386,33156448.0,,,,,1.0,,,,,,,,,,,
13,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-10-16 04:19:52.000000,2025-10-16 04:19:52,20109.0,2185.0,218.0,5690.0,66.0,3290.0,13131.0,Python Imaging Library (Fork).,491.0,49,True,319.0,2025-10-15 18:27:27,12.0.0,61.0,,Pillow,conda-forge/pillow,,,,2391526.0,2391526.0,https://pypi.org/project/Pillow,204382280.0,205357177.0,https://anaconda.org/conda-forge/pillow,2025-09-18 17:04:36.385,61418548.0,,,,,1.0,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-10-16 18:05:40.000000,2025-10-16 18:05:39,8402.0,3762.0,324.0,7141.0,1141.0,4395.0,41825.0,Streamlit A faster way to build and share data apps.,299.0,47,True,428.0,2025-09-23 19:24:05,1.50.0,100.0,,streamlit,,,,,998584.0,998584.0,https://pypi.org/project/streamlit,16735436.0,16735436.0,,,,,,,,1.0,,,,,,,,,,,
15,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-10-16 16:56:13.000000,2025-10-16 16:53:30,9092.0,4771.0,317.0,13250.0,1544.0,3146.0,22526.0,The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI..,907.0,47,True,871.0,2025-10-16 15:17:59,3.5.0,104.0,,mlflow,conda-forge/mlflow,,,,65568.0,65568.0,https://pypi.org/project/mlflow,25041207.0,25097799.0,https://anaconda.org/conda-forge/mlflow,2025-08-08 01:00:16.266,3621924.0,,,,,1.0,,,,,,,,,,,
16,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-10-09 18:25:56.000000,2025-10-09 17:39:01,8250.0,2687.0,278.0,1965.0,667.0,2599.0,17844.0,The interactive graphing library for Python.,297.0,47,True,117.0,2025-10-02 15:58:03,6.3.1,111.0,,plotly,conda-forge/plotly,,,,459041.0,459041.0,https://pypi.org/project/plotly,35714519.0,35893547.0,https://anaconda.org/conda-forge/plotly,2025-10-03 02:15:51.222,11464465.0,,,,,1.0,524.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,2648.0,,,,,,,
17,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2025-10-16 17:48:20.000000,2025-10-16 17:48:20,61170.0,4748.0,292.0,14213.0,4574.0,9208.0,13996.0,A computer algebra system written in pure Python.,1413.0,47,True,538.0,2025-04-27 18:05:25,1.14.0,58.0,,sympy,conda-forge/sympy,,,,285661.0,285661.0,https://pypi.org/project/sympy,69551904.0,69716410.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,10442863.0,,,,,1.0,565580.0,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-10-16 09:21:13.000000,2025-10-16 09:21:12,7565.0,8310.0,897.0,6169.0,415.0,5143.0,27484.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",670.0,46,True,91.0,2025-09-05 08:47:40,3.0.5,70.0,,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,167369.0,167369.0,https://pypi.org/project/xgboost,32356296.0,32460755.0,https://anaconda.org/conda-forge/xgboost,2025-09-16 10:15:26.197,6572218.0,,,,,1.0,19405.0,,,,,,,,,,
19,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-10-16 15:45:48.000000,2025-10-16 08:37:34,55941.0,5688.0,716.0,56634.0,1013.0,17998.0,23299.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1446.0,46,True,1182.0,2025-09-08 13:41:01,3.2.0,67.0,,paddlepaddle,,,,['paddle'],8801.0,8801.0,https://pypi.org/project/paddlepaddle,1580508.0,1580648.0,,,,,,,,1.0,15463.0,,,,,,,,,,
20,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-10-16 16:58:08.000000,2025-10-16 15:18:28,3192.0,8764.0,227.0,5006.0,225.0,11677.0,47406.0,Ultralytics YOLO.,307.0,45,True,350.0,2025-10-16 15:19:28,8.3.216,100.0,,ultralytics,,,,,56782.0,56782.0,https://pypi.org/project/ultralytics,7615013.0,7615119.0,,,,,,,,1.0,637.0,,,,,,,,,,
21,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-10-16 16:11:59.000000,2025-10-16 14:45:24,7193.0,6335.0,263.0,8009.0,213.0,6520.0,44750.0,LlamaIndex is the leading framework for building LLM-powered agents over your data.,1750.0,45,True,354.0,2025-10-15 19:10:56,0.14.5,100.0,,llama_index,,,,,23410.0,23410.0,https://pypi.org/project/llama_index,6032958.0,6033030.0,,,,,,,,2.0,942.0,,,,,,,,,,
22,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-10-14 22:54:40.000000,2025-10-13 19:39:28,8112.0,3061.0,189.0,5603.0,371.0,5700.0,40221.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",454.0,45,True,223.0,2025-10-08 20:13:16,gradio@5.49.1,100.0,,gradio,,,,,83344.0,83344.0,https://pypi.org/project/gradio,9827044.0,9827044.0,,,,,,,,1.0,,,,,,,,,,,
23,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-10-16 18:00:43.000000,2025-10-16 17:21:26,31243.0,3153.0,327.0,22770.0,1614.0,5001.0,33717.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",966.0,45,True,2129.0,2025-10-15 23:38:34,jax-v0.8.0,100.0,jax-ml/jax,jax,conda-forge/jaxlib,,,,46796.0,46796.0,https://pypi.org/project/jax,11979381.0,12028882.0,https://anaconda.org/conda-forge/jaxlib,2025-10-06 16:03:41.856,3168120.0,,,,,2.0,,,,,,,,,,,
24,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-10-16 16:49:53.000000,2025-10-16 16:43:08,10885.0,3511.0,253.0,10829.0,823.0,6605.0,30267.0,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",1043.0,45,True,198.0,2025-09-05 15:59:58,2.5.5,126.0,Lightning-AI/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],48291.0,48291.0,https://pypi.org/project/pytorch-lightning,11871341.0,11898364.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-09-05 19:54:11.216,1709976.0,,,,,2.0,14983.0,,,,,,,,,,
25,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-10-16 16:47:16.000000,2025-10-07 15:36:47,8729.0,2176.0,421.0,1351.0,517.0,1495.0,24162.0,Data Apps & Dashboards for Python. No JavaScript Required.,188.0,45,True,108.0,2025-07-31 19:20:26,3.2.0,118.0,,dash,conda-forge/dash,,,,89136.0,89136.0,https://pypi.org/project/dash,5269174.0,5301319.0,https://anaconda.org/conda-forge/dash,2025-08-11 10:03:34.775,2057253.0,,,,,1.0,114.0,,,,,,,,,,
26,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-10-07 05:54:26.000000,2025-10-06 19:41:12,14819.0,2855.0,452.0,1536.0,255.0,1611.0,14339.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,477.0,45,True,46.0,,,20.0,,nltk,conda-forge/nltk,,,,409575.0,409575.0,https://pypi.org/project/nltk,38768685.0,38830663.0,https://anaconda.org/conda-forge/nltk,2025-10-01 15:16:27.009,3408819.0,,,,,1.0,,,,,,,,,,,
27,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-10-13 15:05:12.000000,2025-10-13 15:05:08,15873.0,3112.0,286.0,4066.0,2752.0,2848.0,11010.0,Statsmodels: statistical modeling and econometrics in Python.,466.0,45,True,131.0,2025-07-07 10:26:06,0.14.5,30.0,,statsmodels,conda-forge/statsmodels,,,,178587.0,178587.0,https://pypi.org/project/statsmodels,23249085.0,23591684.0,https://anaconda.org/conda-forge/statsmodels,2025-10-01 05:55:58.268,21926338.0,,,,,2.0,36.0,,,,,,,,,,
28,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-10-16 18:08:22.000000,2025-10-16 18:08:21,27564.0,6659.0,485.0,35879.0,2794.0,18782.0,39348.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1373.0,44,True,1470.0,2025-10-10 23:06:29,ray-2.50.0,100.0,,ray,conda-forge/ray-tune,,,,26338.0,26338.0,https://pypi.org/project/ray,,15562.0,https://anaconda.org/conda-forge/ray-tune,2025-10-16 14:06:15.778,902469.0,,,,,1.0,266.0,,,,-4.0,,,,,,
29,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2025-10-16 17:24:26.000000,2025-10-16 16:30:01,26504.0,4330.0,145.0,7827.0,1033.0,6288.0,29986.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",918.0,44,True,3085.0,2025-10-16 01:47:06,1.78.2-nightly,100.0,,litellm,,,,,17156.0,17156.0,https://pypi.org/project/litellm,33341029.0,33341312.0,,,,,,,,1.0,851.0,,,,2.0,,,,,,
30,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2025-10-16 17:55:41.000000,2025-10-16 01:33:27,3486.0,1854.0,121.0,4101.0,243.0,1256.0,23916.0,Open-source search and retrieval database for AI applications.,172.0,44,True,320.0,2025-10-05 02:52:47,1.1.1,100.0,,chromadb,,,,,88582.0,88582.0,https://pypi.org/project/chromadb,6509126.0,6509214.0,,,,,,,,1.0,2826.0,,,,,,,,,,
31,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-10-16 04:09:13.000000,2025-10-16 04:09:13,8124.0,3324.0,283.0,4327.0,183.0,3138.0,16254.0,Network Analysis in Python.,792.0,44,True,98.0,2025-05-29 11:58:31,networkx-3.5,62.0,,networkx,conda-forge/networkx,,,,429822.0,429822.0,https://pypi.org/project/networkx,124851405.0,125259355.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,25292955.0,,,,,1.0,113.0,,,,,,,,,,
32,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-10-15 06:34:30.000000,2025-10-15 06:34:30,9625.0,1770.0,212.0,6361.0,996.0,4445.0,13535.0,Parallel computing with task scheduling.,630.0,44,True,39.0,2025-10-14 19:49:44,2025.10.0,200.0,,dask,conda-forge/dask,,,,77194.0,77194.0,https://pypi.org/project/dask,19095318.0,19314629.0,https://anaconda.org/conda-forge/dask,2025-10-14 23:26:41.666,14255261.0,,,,,1.0,,,,,,stable/dask,,,,,
33,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-10-16 05:04:52.000000,2025-10-16 05:04:52,19996.0,1161.0,122.0,4086.0,41.0,1724.0,12866.0,A hyperparameter optimization framework.,319.0,44,True,383.0,2025-08-18 06:48:44,4.5.0,75.0,,optuna,conda-forge/optuna,,,,29577.0,29577.0,https://pypi.org/project/optuna,7587446.0,7640167.0,https://anaconda.org/conda-forge/optuna,2025-08-19 05:22:25.570,3374181.0,,,,,1.0,,,,,,,,,,,
34,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-10-16 16:44:06.000000,2025-10-16 15:41:17,8524.0,770.0,61.0,6988.0,684.0,3021.0,10416.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",223.0,44,True,351.0,2025-10-07 19:55:36,0.22.2,100.0,wandb/wandb,wandb,conda-forge/wandb,,,,83947.0,83947.0,https://pypi.org/project/wandb,21383640.0,21403092.0,https://anaconda.org/conda-forge/wandb,2025-10-07 23:32:59.329,1224087.0,,,,,1.0,1137.0,,,,,,,,,,
35,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-10-16 14:21:43.000000,2025-10-16 14:20:41,6730.0,8743.0,475.0,3710.0,138.0,9891.0,57294.0,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the..",263.0,43,True,61.0,2025-10-16 12:58:29,3.3.0,25.0,,paddleocr,,,,['paddle'],6166.0,6166.0,https://pypi.org/project/paddleocr,683092.0,716100.0,,,,,,,,1.0,2013519.0,,,,,,,,,,
36,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2025-10-16 17:57:20.000000,2025-10-14 16:52:39,1755.0,5176.0,327.0,1902.0,36.0,1509.0,39239.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",265.0,43,True,196.0,2025-10-13 18:47:20,0.203.1,100.0,,crewai,,,,,17360.0,17360.0,https://pypi.org/project/crewai,1903590.0,1903590.0,,,,,,,,2.0,,,,,,,,,,,
37,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-10-15 14:47:51.000000,2025-10-14 19:03:43,20856.0,4188.0,434.0,6418.0,791.0,7229.0,20129.0,"Interactive Data Visualization in the browser, from Python.",715.0,43,True,61.0,,,72.0,,bokeh,conda-forge/bokeh,,,,104192.0,104192.0,https://pypi.org/project/bokeh,5291097.0,5567217.0,https://anaconda.org/conda-forge/bokeh,2025-08-30 08:43:51.245,17671704.0,,,,,1.0,,,,,,,,,,,
38,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-10-16 16:21:35.000000,2025-10-16 16:21:34,3416.0,3754.0,433.0,4096.0,244.0,2801.0,19739.0,Open standard for machine learning interoperability.,365.0,43,True,157.0,2025-10-10 02:06:42,1.19.1,34.0,,onnx,conda-forge/onnx,,,,49120.0,49120.0,https://pypi.org/project/onnx,12700816.0,12733705.0,https://anaconda.org/conda-forge/onnx,2025-10-11 07:08:08.267,2088489.0,,,,,2.0,24719.0,,,,,,,,,,
39,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2025-10-16 16:35:04.000000,2025-10-16 16:28:57,5245.0,2156.0,1663.0,5199.0,409.0,2806.0,13527.0,WebGL2 powered visualization framework.,305.0,43,True,57.0,2025-10-08 04:57:52,9.2.1,100.0,,pydeck,conda-forge/pydeck,,,['jupyter'],9226.0,9226.0,https://pypi.org/project/pydeck,14751944.0,15459779.0,https://anaconda.org/conda-forge/pydeck,2025-04-22 14:57:20.802,838818.0,,,,,1.0,,deck.gl,https://www.npmjs.com/package/deck.gl,694521.0,,,,,,,
40,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-10-14 12:11:32.000000,2025-10-14 12:11:32,1863.0,1191.0,96.0,1895.0,93.0,1812.0,9209.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",370.0,43,True,51.0,2025-08-25 13:57:15,1.10.1,68.0,,accelerate,conda-forge/accelerate,,,['pytorch'],104742.0,104742.0,https://pypi.org/project/accelerate,16265076.0,16278296.0,https://anaconda.org/conda-forge/accelerate,2025-08-25 21:38:27.570,634572.0,,,,,1.0,,,,,,,,,,,
41,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2025-10-16 18:05:05.000000,2025-10-16 16:36:25,4667.0,13121.0,876.0,3987.0,1828.0,6587.0,154206.0,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models.",536.0,42,True,259.0,2025-10-10 16:30:53,0.12.5,100.0,ollama/ollama,,,,,,71.0,71.0,,,4807827.0,,,,,,,,2.0,81733071.0,,,,,,,,,,
42,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-10-16 17:30:07.000000,2025-10-16 17:25:44,1598.0,3975.0,494.0,1635.0,227.0,2460.0,37524.0,A library for efficient similarity search and clustering of dense vectors.,251.0,42,True,98.0,2025-08-12 16:46:55,1.12.0,20.0,,pymilvus,conda-forge/faiss,,,,4956.0,4956.0,https://pypi.org/project/pymilvus,6112948.0,6159673.0,https://anaconda.org/conda-forge/faiss,2025-04-22 14:57:26.087,2990463.0,,,,,1.0,,,,,,,,,,,
