,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
10,langchain,langchain-ai/langchain,agents,,https://github.com/langchain-ai/langchain,https://github.com/langchain-ai/langchain,MIT,2022-10-17 02:58:36.000,2025-01-02 17:22:29.000000,2025-01-02 17:22:29,12340.0,790.0,15509.0,698.0,16376.0,381.0,7620.0,97393.0,Build context-aware reasoning applications.,3079.0,49,True,2024-12-19 22:56:20,langchain-core==0.3.28,100.0,langchain,,,,,165296.0,165296.0,https://pypi.org/project/langchain,27068518.0,27068518.0,,,,,,,,1.0,,,,,,,,,,,,
11,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2024-12-30 21:24:41.000000,2024-12-30 18:22:34,51529.0,372.0,7521.0,594.0,18722.0,1219.0,9413.0,20521.0,matplotlib: plotting with Python.,1759.0,48,True,2024-12-14 05:30:28,3.10.0,91.0,matplotlib,conda-forge/matplotlib,,,,1483163.0,1483163.0,https://pypi.org/project/matplotlib,65146248.0,65646708.0,https://anaconda.org/conda-forge/matplotlib,2024-12-16 20:44:59.565,27525318.0,,,,,1.0,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-01-02 16:08:35.000000,2025-01-02 16:08:34,19015.0,352.0,2111.0,219.0,5244.0,73.0,3141.0,12439.0,Python Imaging Library (Fork).,482.0,48,True,2025-01-02 08:20:18,11.1.0,58.0,Pillow,conda-forge/pillow,,,,1986619.0,1986619.0,https://pypi.org/project/Pillow,110637154.0,111526882.0,https://anaconda.org/conda-forge/pillow,2024-10-18 22:08:55.292,48045339.0,,,,,1.0,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2025-01-01 14:39:38.000000,2025-01-01 14:39:36,59327.0,317.0,4443.0,294.0,13583.0,4446.0,8954.0,13166.0,A computer algebra system written in pure Python.,1344.0,47,True,2024-09-18 21:54:45,1.13.3,55.0,sympy,conda-forge/sympy,,,,204741.0,204741.0,https://pypi.org/project/sympy,27764922.0,27902184.0,https://anaconda.org/conda-forge/sympy,2024-10-09 14:38:28.134,7462351.0,,,,,1.0,552848.0,,,,,,,,,,,
14,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-01-02 17:40:53.000000,2024-12-31 19:32:29,6920.0,228.0,3106.0,321.0,5262.0,928.0,3788.0,36499.0,Streamlit A faster way to build and share data apps.,252.0,46,True,2024-12-13 21:22:19,1.41.1,89.0,streamlit,,,,,647013.0,647013.0,https://pypi.org/project/streamlit,5856426.0,5856426.0,,,,,,,,1.0,,,,,,,,,,,,
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-01-02 17:55:21.000000,2025-01-02 17:55:20,23453.0,721.0,5794.0,478.0,30117.0,3628.0,15488.0,34706.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1123.0,46,True,2024-12-04 00:01:15,ray-2.40.0,99.0,ray,conda-forge/ray-tune,,,,19934.0,19934.0,https://pypi.org/project/ray,5353361.0,5363791.0,https://anaconda.org/conda-forge/ray-tune,2024-12-20 21:34:53.315,511011.0,,,,,1.0,248.0,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-01-02 04:08:05.000000,2025-01-02 04:08:05,7277.0,156.0,8238.0,909.0,5776.0,401.0,4948.0,26446.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",656.0,46,True,2024-11-26 10:21:16,2.1.3,61.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,123837.0,123837.0,https://pypi.org/project/xgboost,24092672.0,24196397.0,https://anaconda.org/conda-forge/xgboost,2024-12-03 00:14:17.609,5595893.0,,,,,1.0,12771.0,,,,,,,,,,,
17,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-12-31 19:49:54.000000,2024-12-17 17:18:05,7386.0,489.0,2536.0,276.0,1768.0,555.0,2491.0,16522.0,The interactive graphing library for Python This project now includes Plotly Express!.,281.0,46,True,2024-09-12 15:42:27,5.24.1,103.0,plotly,conda-forge/plotly,,,,344742.0,344742.0,https://pypi.org/project/plotly,17616875.0,17781723.0,https://anaconda.org/conda-forge/plotly,2024-12-09 08:37:37.782,7918425.0,,,,,1.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,23448.0,1.0,,,,,,,
18,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-01-02 17:40:23.000000,2025-01-02 17:40:17,24894.0,1466.0,2802.0,336.0,16911.0,1475.0,4354.0,30883.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",809.0,45,True,2024-12-17 23:00:55,jax-v0.4.38,100.0,jax,conda-forge/jaxlib,,,,34977.0,34977.0,https://pypi.org/project/jax,4490141.0,4526990.0,https://anaconda.org/conda-forge/jaxlib,2024-12-12 03:36:57.455,2026747.0,,,,,1.0,,,,,,jax-ml/jax,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-01-02 08:43:35.000000,2025-01-02 08:43:34,15626.0,124.0,3019.0,288.0,3971.0,2681.0,2810.0,10316.0,Statsmodels: statistical modeling and econometrics in Python.,448.0,45,True,2024-10-03 15:37:29,0.14.4,29.0,statsmodels,conda-forge/statsmodels,,,,148102.0,148102.0,https://pypi.org/project/statsmodels,14288833.0,14588314.0,https://anaconda.org/conda-forge/statsmodels,2024-10-03 20:40:26.151,16471492.0,,,,,1.0,35.0,,,,,,,,,,,
20,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2025-01-02 17:08:03.000000,2025-01-01 14:42:15,2059.0,374.0,6459.0,188.0,3510.0,965.0,8963.0,34850.0,Ultralytics YOLO11.,213.0,44,True,2024-12-31 12:58:46,8.3.56,100.0,ultralytics,,,,,33504.0,33504.0,https://pypi.org/project/ultralytics,6170257.0,6170257.0,,,,,,,,1.0,,,,,,,,,,,,
21,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-01-02 14:36:18.000000,2025-01-02 14:36:17,52441.0,1306.0,5489.0,716.0,51857.0,985.0,17520.0,22386.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1342.0,44,True,2024-06-27 10:00:34,3.0.0-beta0,63.0,paddlepaddle,,,,['paddle'],6694.0,6694.0,https://pypi.org/project/paddlepaddle,319375.0,319527.0,,,,,,,,2.0,15422.0,,,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-01-02 07:44:26.000000,2024-12-31 09:30:04,6981.0,428.0,4174.0,306.0,9866.0,1343.0,2648.0,19126.0,Open source platform for the machine learning lifecycle.,810.0,44,True,2024-12-11 12:49:06,2.19.0,100.0,mlflow,conda-forge/mlflow,,,,49019.0,49019.0,https://pypi.org/project/mlflow,13548945.0,13595972.0,https://anaconda.org/conda-forge/mlflow,2024-12-12 05:57:45.831,2586486.0,,,,,1.0,,,,,,,,,,,,
23,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-01-02 18:16:58.000000,2025-01-02 18:16:58,8449.0,126.0,1698.0,213.0,6099.0,913.0,4331.0,12788.0,Parallel computing with task scheduling.,615.0,44,True,2024-12-17 20:26:22,2024.12.1,189.0,dask,conda-forge/dask,,,,68464.0,68464.0,https://pypi.org/project/dask,10873178.0,11095295.0,https://anaconda.org/conda-forge/dask,2024-12-17 22:58:45.484,12438557.0,,,,,1.0,,,,,,,stable/dask,,,,,
24,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2025-01-02 17:21:14.000000,2025-01-02 17:21:13,11267.0,243.0,18805.0,1916.0,7687.0,232.0,12049.0,62292.0,Deep Learning for humans.,1362.0,43,True,2024-11-26 17:02:51,3.7.0,72.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,12968665.0,13039013.0,https://anaconda.org/conda-forge/keras,2024-12-10 19:57:35.430,3869170.0,,,,,2.0,,,,,,,,,,,,
25,llama_index,run-llama/llama_index,agents,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2025-01-02 16:17:26.000000,2025-01-02 02:11:59,5801.0,459.0,5323.0,250.0,6488.0,587.0,5099.0,37736.0,LlamaIndex is a data framework for your LLM applications.,1379.0,43,True,2024-12-31 20:33:06,0.12.9,100.0,llama_index,,,,,15379.0,15379.0,https://pypi.org/project/llama_index,3103800.0,3103873.0,,,,,,,,2.0,812.0,,,,,,,,,,,
26,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-01-02 15:18:26.000000,2025-01-01 20:05:12,7324.0,286.0,2607.0,177.0,4720.0,440.0,4720.0,34932.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",360.0,43,True,2024-12-16 21:42:54,gradio@5.9.1,100.0,gradio,,,,,51347.0,51347.0,https://pypi.org/project/gradio,5819904.0,5819904.0,,,,,,,,1.0,,,,,,,,,,,,
27,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-12-16 14:17:50.000000,2024-12-11 13:14:08,16218.0,15.0,4349.0,562.0,4030.0,151.0,5523.0,30578.0,Industrial-strength Natural Language Processing (NLP) in Python.,762.0,43,True,2024-12-11 13:11:38,release-v3.8.3,100.0,spacy,conda-forge/spacy,,,,109966.0,109966.0,https://pypi.org/project/spacy,12318297.0,12407165.0,https://anaconda.org/conda-forge/spacy,2024-11-24 12:28:01.906,4886994.0,,,,,1.0,1223.0,,,,,,,,,,,
28,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-12-22 08:21:07.098000,2024-12-21 00:55:01,10495.0,68.0,3347.0,252.0,10357.0,835.0,6345.0,28727.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",991.0,43,True,2024-12-21 01:35:39,2.5.0.post0,120.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],40277.0,40277.0,https://pypi.org/project/pytorch-lightning,6102132.0,6127559.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-12-22 08:21:07.098,1384236.0,,,,,2.0,10923.0,,,,,Lightning-AI/pytorch-lightning,,,,,,
29,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-12-20 17:20:57.000000,2024-12-11 17:57:01,7769.0,80.0,2049.0,426.0,1168.0,464.0,1375.0,21753.0,Data Apps & Dashboards for Python. No JavaScript Required.,169.0,43,True,2024-11-04 21:17:37,2.18.2,111.0,dash,conda-forge/dash,,,,74879.0,74879.0,https://pypi.org/project/dash,4301002.0,4330369.0,https://anaconda.org/conda-forge/dash,2024-12-15 07:31:13.084,1615141.0,,,,,1.0,87.0,,,,,,,,,,,
30,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-01-01 23:01:22.000000,2024-12-29 15:30:37,20656.0,43.0,4147.0,439.0,6228.0,754.0,7015.0,19505.0,"Interactive Data Visualization in the browser, from Python.",704.0,43,True,,,67.0,bokeh,conda-forge/bokeh,,,,96118.0,96118.0,https://pypi.org/project/bokeh,3466525.0,3750469.0,https://anaconda.org/conda-forge/bokeh,2024-12-09 14:35:07.548,15616941.0,,,,,1.0,,,,,,,,,,,,
31,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-01-02 17:05:01.000000,2025-01-02 16:43:06,2953.0,108.0,3627.0,437.0,3500.0,304.0,2570.0,18176.0,Open standard for machine learning interoperability.,330.0,43,True,2024-10-01 17:57:22,1.17.0,31.0,onnx,conda-forge/onnx,,,,38070.0,38070.0,https://pypi.org/project/onnx,5521628.0,5547376.0,https://anaconda.org/conda-forge/onnx,2024-12-31 09:55:45.556,1401910.0,,,,,1.0,22607.0,,,,,,,,,,,
32,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2024-12-30 13:51:59.000000,2024-12-30 13:51:59,18805.0,519.0,1041.0,117.0,3823.0,63.0,1633.0,11163.0,A hyperparameter optimization framework.,283.0,43,True,2024-11-11 05:20:54,4.1.0,67.0,optuna,conda-forge/optuna,,,,20510.0,20510.0,https://pypi.org/project/optuna,3246508.0,3284031.0,https://anaconda.org/conda-forge/optuna,2024-12-23 04:20:25.969,2063778.0,,,,,1.0,,,,,,,,,,,,
33,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-12-18 21:39:43.000000,2024-12-18 21:39:43,5882.0,18.0,1631.0,189.0,5059.0,629.0,1241.0,6757.0,TensorFlows Visualization Toolkit.,322.0,43,True,2024-09-25 21:21:08,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],283282.0,283282.0,https://pypi.org/project/tensorboard,24554706.0,24650309.0,https://anaconda.org/conda-forge/tensorboard,2024-12-10 08:54:23.547,5258187.0,,,,,1.0,,,,,,,,,,,,
34,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2025-01-02 17:41:49.000000,2025-01-02 17:41:35,2631.0,155.0,4695.0,318.0,564.0,47.0,899.0,32774.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",165.0,42,True,2024-12-03 19:05:39,1.0.12,62.0,timm,conda-forge/timm,,,['pytorch'],43975.0,43975.0,https://pypi.org/project/timm,5130895.0,5244711.0,https://anaconda.org/conda-forge/timm,2024-12-17 14:22:47.539,290502.0,,,,,1.0,7373755.0,,,,,huggingface/pytorch-image-models,,,,,,
35,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-01-02 15:54:58.000000,2025-01-02 06:55:02,3621.0,50.0,3764.0,435.0,3317.0,346.0,3091.0,16846.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",323.0,42,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,,42204.0,42204.0,https://pypi.org/project/lightgbm,8871403.0,8931229.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2965855.0,,,,,2.0,259569.0,,,,,,,,,,,
36,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2025-01-02 03:09:49.000000,2025-01-02 03:09:49,7851.0,60.0,3200.0,281.0,3959.0,175.0,3055.0,15216.0,Network Analysis in Python.,760.0,42,True,2024-10-21 12:40:41,networkx-3.4.2,60.0,networkx,conda-forge/networkx,,,,333703.0,333703.0,https://pypi.org/project/networkx,60176706.0,60543510.0,https://anaconda.org/conda-forge/networkx,2024-12-25 14:22:43.959,19440636.0,,,,,1.0,76.0,,,,,,,,,,,
37,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-12-24 00:18:18.000000,2024-12-23 17:00:14,5040.0,35.0,2075.0,1667.0,4917.0,332.0,2744.0,12372.0,WebGL2 powered visualization framework.,277.0,42,True,2024-12-11 10:37:10,9.0.38,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],8464.0,8464.0,https://pypi.org/project/pydeck,4999443.0,5433439.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,667629.0,,,,,1.0,,deck.gl,https://www.npmjs.com/package/deck.gl,422681.0,,,,,,,,
38,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-01-02 14:15:57.000000,2025-01-02 14:15:47,3838.0,55.0,762.0,139.0,1540.0,175.0,1873.0,9487.0,Declarative visualization library for Python.,173.0,42,True,2024-11-24 00:12:10,5.5.0,31.0,altair,conda-forge/altair,,,,187804.0,187804.0,https://pypi.org/project/altair,22862655.0,22931534.0,https://anaconda.org/conda-forge/altair,2024-12-15 06:41:29.283,2548482.0,,,,,1.0,219.0,,,,,vega/altair,,,,,,
39,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-01-02 17:58:23.000000,2025-01-02 17:58:22,7511.0,420.0,680.0,63.0,5712.0,607.0,2833.0,9338.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",203.0,42,True,2024-12-13 01:07:06,0.19.1,100.0,wandb,conda-forge/wandb,,,,62160.0,62160.0,https://pypi.org/project/wandb,17013488.0,17028574.0,https://anaconda.org/conda-forge/wandb,2024-12-14 01:53:47.787,814211.0,,,,,1.0,429.0,,,,,wandb/wandb,,,,,,
40,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-12-23 15:21:02.928000,2024-12-18 16:51:22,14231.0,95.0,2179.0,186.0,4552.0,575.0,2129.0,6133.0,Image processing in Python.,677.0,42,True,2024-12-13 21:16:56,0.25.0,36.0,scikit-image,conda-forge/scikit-image,,,,209078.0,209078.0,https://pypi.org/project/scikit-image,11479017.0,11612368.0,https://anaconda.org/conda-forge/scikit-image,2024-12-23 15:21:02.928,7334341.0,,,,,1.0,,,,,,,,,,,,
41,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2025-01-01 02:02:33.000000,2025-01-01 02:02:30,3763.0,256.0,8313.0,613.0,2762.0,1113.0,4199.0,105384.0,"Get up and running with Llama 3.3, Mistral, Gemma 2, and other large language models.",394.0,41,True,2024-12-17 21:54:59,0.5.4,100.0,,,,,,64.0,64.0,,,2064667.0,,,,,,,,2.0,37164015.0,,,,,ollama/ollama,,,,,,
42,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-12-30 10:47:29.000000,2024-12-30 10:45:49,6383.0,89.0,7810.0,445.0,3196.0,74.0,9322.0,45435.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",227.0,41,True,2024-10-22 05:57:17,2.9.1,16.0,paddleocr,,,,['paddle'],4018.0,4018.0,https://pypi.org/project/paddleocr,332186.0,350971.0,,,,,,,,1.0,976850.0,,,,,,,,,,,
