,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
14,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2024-05-30 17:43:13.000,2024-05-29 17:55:34,57670.0,453.0,4247.0,295.0,13162.0,4347.0,8745.0,12489.0,A computer algebra system written in pure Python.,1305.0,46,True,2024-05-29 17:56:24,1.12.1,47.0,sympy,conda-forge/sympy,,,,139666.0,139666.0,https://pypi.org/project/sympy,21993702.0,22056288.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,5607834.0,,,,,1.0,542477.0,,,,,,,,,,,
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2024-05-30 17:09:19.000,2024-05-30 06:50:54,21744.0,900.0,5227.0,471.0,27767.0,3261.0,14321.0,31563.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,1023.0,45,True,2024-05-22 23:37:00,ray-2.23.0,86.0,ray,conda-forge/ray-tune,,,,15752.0,15752.0,https://pypi.org/project/ray,4243975.0,4249562.0,https://anaconda.org/conda-forge/ray-tune,2024-05-29 06:33:26.486,229019.0,,,,,1.0,213.0,,,,,,,,,,,
16,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2024-05-30 18:01:33.000,2024-05-30 17:30:03,20979.0,1375.0,2555.0,324.0,13702.0,1326.0,3878.0,28345.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",698.0,45,True,2024-05-09 23:28:46,jax-v0.4.28,100.0,jax,conda-forge/jaxlib,,,,25812.0,25812.0,https://pypi.org/project/jax,6385531.0,6411693.0,https://anaconda.org/conda-forge/jaxlib,2024-05-22 17:25:16.028,1229646.0,,,,,1.0,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2024-05-30 17:49:57.000,2024-05-30 15:14:42,6875.0,101.0,8175.0,912.0,5176.0,379.0,4784.0,25679.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",641.0,45,True,2023-12-19 10:07:53,2.0.3,56.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,93310.0,93310.0,https://pypi.org/project/xgboost,19607826.0,19713196.0,https://anaconda.org/conda-forge/xgboost,2024-04-18 01:21:37.436,4843845.0,,,,,1.0,8611.0,,,,,,,,,,,
18,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2024-05-30 17:53:47.000,2024-05-30 15:10:13,48633.0,1572.0,5310.0,721.0,46549.0,970.0,17046.0,21686.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1202.0,45,True,2024-04-09 11:19:43,2.6.1,62.0,paddlepaddle,,,,['paddle'],5193.0,5193.0,https://pypi.org/project/paddlepaddle,195550.0,195715.0,,,,,,,,1.0,15374.0,,,,,,,,,,,
19,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2024-05-30 16:12:41.000,2024-05-25 15:36:27,15347.0,58.0,2654.0,281.0,3887.0,2610.0,2760.0,9633.0,Statsmodels: statistical modeling and econometrics in Python.,429.0,45,True,2024-04-17 08:07:37,0.14.2,27.0,statsmodels,conda-forge/statsmodels,,,,125084.0,125084.0,https://pypi.org/project/statsmodels,16433036.0,16714961.0,https://anaconda.org/conda-forge/statsmodels,2024-05-17 10:41:00.825,13250477.0,,,,,1.0,31.0,,,,,,,,,,,
20,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2024-05-28 15:57:41.000,2024-05-15 10:11:33,16131.0,14.0,4226.0,557.0,4002.0,94.0,5504.0,28964.0,Industrial-strength Natural Language Processing (NLP) in Python.,751.0,44,True,2024-02-15 19:16:59,3.7.4,100.0,spacy,conda-forge/spacy,,,,89426.0,89426.0,https://pypi.org/project/spacy,13315457.0,13389349.0,https://anaconda.org/conda-forge/spacy,2024-04-04 16:04:13.461,3472960.0,,,,,1.0,,,,,,,,,,,,
21,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2024-05-30 17:58:54.000,2024-05-30 17:47:48,10307.0,118.0,3208.0,244.0,10126.0,748.0,6189.0,27177.0,"Pretrain, finetune and deploy AI models on multiple GPUs, TPUs with zero code changes.",947.0,44,True,2024-05-22 17:28:47,2.2.5,111.0,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],32834.0,32834.0,https://pypi.org/project/pytorch-lightning,5337398.0,5361877.0,https://anaconda.org/conda-forge/pytorch-lightning,2024-04-12 18:53:30.868,1140653.0,,,,,2.0,7587.0,Lightning-AI/pytorch-lightning,,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2024-05-30 17:40:18.000,2024-05-30 13:58:21,5964.0,457.0,3847.0,289.0,8302.0,1193.0,2436.0,17508.0,Open source platform for the machine learning lifecycle.,730.0,44,True,2024-05-20 07:17:17,2.13.0,90.0,mlflow,conda-forge/mlflow,,,,36284.0,36284.0,https://pypi.org/project/mlflow,13884346.0,13926244.0,https://anaconda.org/conda-forge/mlflow,2024-05-21 13:49:18.783,1969222.0,,,,,1.0,,,,,,,,,,,,
23,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2024-05-30 17:11:52.000,2024-05-13 19:25:31,6490.0,111.0,2460.0,278.0,1641.0,1438.0,1414.0,15456.0,The interactive graphing library for Python This project now includes Plotly Express!.,263.0,44,True,2024-05-01 14:04:11,5.22.0,100.0,plotly,conda-forge/plotly,,,,269834.0,269834.0,https://pypi.org/project/plotly,15785214.0,15924259.0,https://anaconda.org/conda-forge/plotly,2024-05-04 13:44:40.868,5907625.0,,,,,1.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,15970.0,,,,,,,
24,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2024-05-30 17:50:45.000,2024-05-29 16:21:45,8207.0,90.0,1649.0,211.0,5840.0,872.0,4176.0,12108.0,Parallel computing with task scheduling.,600.0,44,True,2024-05-17 20:18:01,2024.5.1,173.0,dask,conda-forge/dask,,,,60685.0,60685.0,https://pypi.org/project/dask,8636892.0,8869958.0,https://anaconda.org/conda-forge/dask,2024-05-18 02:42:15.720,11187213.0,,,,,1.0,,,,,,stable/dask,,,,,,
25,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-05-29 18:25:53.000,2024-05-29 18:09:36,4899.0,209.0,2027.0,1683.0,4753.0,269.0,2690.0,11805.0,WebGL2 powered visualization framework.,264.0,44,True,2024-05-29 18:20:49,9.0.17,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],7646.0,7646.0,https://pypi.org/project/pydeck,3683311.0,4146376.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,528224.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,452708.0,,,,,,,
26,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-05-21 23:34:27.000,2024-05-21 23:34:27,5833.0,60.0,1603.0,193.0,4999.0,609.0,1231.0,6575.0,TensorFlows Visualization Toolkit.,320.0,44,True,2024-02-16 19:55:52,2.16.2,60.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],237364.0,237364.0,https://pypi.org/project/tensorboard,27495174.0,27595159.0,https://anaconda.org/conda-forge/tensorboard,2024-02-18 19:53:36.212,4699297.0,,,,,1.0,,,,,,,,,,,,
27,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2024-05-30 12:30:45.000,2024-05-29 23:24:03,10704.0,348.0,18673.0,1910.0,7207.0,187.0,11700.0,61096.0,Deep Learning for humans.,1300.0,43,True,2024-04-26 23:21:04,3.3.3,67.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,17582652.0,17657274.0,https://anaconda.org/conda-forge/keras,2024-04-27 08:28:33.749,3507241.0,,,,,2.0,,,,,,,,,,,,
28,llama_index,run-llama/llama_index,nlp,,https://github.com/run-llama/llama_index,https://github.com/run-llama/llama_index,MIT,2022-11-02 04:24:54.000,2024-05-30 17:35:36.000,2024-05-30 17:35:36,4324.0,914.0,4329.0,230.0,4834.0,720.0,3345.0,32199.0,LlamaIndex is a data framework for your LLM applications.,974.0,43,True,2024-05-29 03:21:11,0.10.40,100.0,llama-index,,,,,8586.0,8586.0,https://pypi.org/project/llama-index,991954.0,992072.0,,,,,,,,1.0,711.0,,,,,,,,,,,
29,Gradio,gradio-app/gradio,model-serialisation,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2024-05-30 17:38:01.000,2024-05-29 23:00:00,6663.0,325.0,2185.0,158.0,3773.0,492.0,3765.0,29796.0,"Build and share delightful machine learning apps, all in Python. Star to support our work!.",297.0,43,True,2024-05-29 23:07:41,@gradio/video@0.8.6,100.0,gradio,,,,,31266.0,31266.0,https://pypi.org/project/gradio,7372170.0,7372170.0,,,,,,,,1.0,,,,,,,,,,,,
30,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-05-30 14:32:54.000,2024-05-30 14:32:50,20503.0,96.0,4105.0,443.0,6082.0,740.0,6898.0,18920.0,"Interactive Data Visualization in the browser, from Python.",693.0,43,True,,,60.0,bokeh,conda-forge/bokeh,,,,88255.0,88255.0,https://pypi.org/project/bokeh,4517395.0,4814893.0,https://anaconda.org/conda-forge/bokeh,2024-04-12 05:55:15.282,13982425.0,,,,,1.0,,,,,,,,,,,,
31,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2024-05-30 02:23:30.000,2024-05-23 05:41:30,2734.0,55.0,3552.0,437.0,3217.0,286.0,2428.0,17025.0,Open standard for machine learning interoperability.,317.0,43,True,2024-05-23 17:50:05,1.16.1,29.0,onnx,conda-forge/onnx,,,,28306.0,28306.0,https://pypi.org/project/onnx,5610828.0,5632631.0,https://anaconda.org/conda-forge/onnx,2024-05-24 08:39:44.809,1012503.0,,,,,1.0,20697.0,,,,,,,,,,,
32,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-05-30 03:24:05.000,2024-05-30 02:36:01,3478.0,44.0,3708.0,435.0,3141.0,333.0,2979.0,16160.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",302.0,43,True,2024-01-26 02:11:11,4.3.0,31.0,lightgbm,conda-forge/lightgbm,,,,33399.0,33399.0,https://pypi.org/project/lightgbm,7564180.0,7619654.0,https://anaconda.org/conda-forge/lightgbm,2024-01-26 13:26:41.503,2325335.0,,,,,2.0,223233.0,,,,,,,,,,,
33,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-05-29 20:16:50.000,2024-04-25 14:36:49,3234.0,4.0,1800.0,260.0,1108.0,132.0,2370.0,12044.0,Statistical data visualization in Python.,212.0,43,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,413541.0,413541.0,https://pypi.org/project/seaborn,17336329.0,17524951.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,8865131.0,,,,,1.0,392.0,,,,,,,,,,,
34,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-05-30 00:45:34.000,2024-05-28 17:21:56,2659.0,42.0,3107.0,240.0,866.0,810.0,1653.0,21851.0,A game theoretic approach to explain the output of any machine learning model.,239.0,42,True,2024-05-07 11:32:42,0.45.1,54.0,shap,conda-forge/shap,,,,17792.0,17792.0,https://pypi.org/project/shap,6830402.0,6900654.0,https://anaconda.org/conda-forge/shap,2024-05-08 21:55:59.406,2880332.0,,,,,1.0,,shap/shap,,,,,,,,,,
35,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-05-29 17:29:33.000,2024-05-29 17:29:33,7691.0,77.0,3079.0,282.0,3768.0,173.0,2992.0,14318.0,Network Analysis in Python.,719.0,42,True,2024-04-06 13:09:07,networkx-3.3,56.0,networkx,conda-forge/networkx,,,,257619.0,257619.0,https://pypi.org/project/networkx,54255305.0,54609709.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,15948214.0,,,,,1.0,71.0,,,,,,,,,,,
36,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-05-30 17:27:21.000,2024-05-30 16:22:05,6549.0,390.0,605.0,54.0,4582.0,824.0,2314.0,8384.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,179.0,42,True,2024-05-07 23:10:29,0.17.0,100.0,wandb,conda-forge/wandb,,,,46362.0,46362.0,https://pypi.org/project/wandb,14001895.0,14013005.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,511084.0,,,,,1.0,,wandb/wandb,,,,,,,,,,
37,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-05-29 17:44:03.000,2024-05-25 21:07:25,13984.0,100.0,2138.0,186.0,4413.0,551.0,2075.0,5905.0,Image processing in Python.,661.0,42,True,2024-04-20 19:13:37,0.23.2,29.0,scikit-image,conda-forge/scikit-image,,,,182863.0,182863.0,https://pypi.org/project/scikit-image,13235653.0,13369566.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6293913.0,,,,,1.0,,,,,,,,,,,,
38,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-05-30 16:35:20.000,2024-05-28 23:42:59,2314.0,131.0,3779.0,335.0,2746.0,942.0,1625.0,33184.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",313.0,41,True,2024-04-23 23:25:20,0.14.2,74.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],7234.0,7234.0,https://pypi.org/project/deepspeed,499329.0,499676.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,18052.0,1.0,,,,,,,,,,,,
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-05-30 17:19:12.000,2024-05-27 21:56:03,2269.0,97.0,4497.0,309.0,475.0,64.0,809.0,30227.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",139.0,41,True,2024-05-15 18:19:44,1.0.3,56.0,timm,conda-forge/timm,,,['pytorch'],29345.0,29345.0,https://pypi.org/project/timm,5134298.0,5247979.0,https://anaconda.org/conda-forge/timm,2024-05-16 07:02:45.732,157627.0,,,,,1.0,6615315.0,huggingface/pytorch-image-models,,,,,,,,,,
40,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-05-30 17:24:08.000,2024-05-27 18:40:31,7483.0,156.0,1957.0,420.0,1066.0,784.0,921.0,20666.0,Data Apps & Dashboards for Python. No JavaScript Required.,154.0,41,True,2024-05-03 17:00:38,2.17.0,107.0,dash,conda-forge/dash,,,,63666.0,63666.0,https://pypi.org/project/dash,2923091.0,2950892.0,https://anaconda.org/conda-forge/dash,2024-05-04 04:54:12.137,1306605.0,,,,,1.0,72.0,,,,,,,,,,,
41,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-05-29 16:09:40.000,2024-05-29 16:09:40,1439.0,95.0,2301.0,133.0,439.0,1039.0,935.0,14094.0,Multilingual Sentence & Image Embeddings with BERT.,163.0,41,True,2024-05-28 11:54:03,3.0.0,41.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],34278.0,34278.0,https://pypi.org/project/sentence-transformers,4218564.0,4224423.0,https://anaconda.org/conda-forge/sentence-transformers,2024-05-28 20:41:43.135,257823.0,,,,,1.0,,,,,,,,,,,,
